candidate_id,target_candidate_group_id,span_id,source_id,domain,title,url,arxiv_id,pdf_filename,page_number,source_location,evidence_type,evidence_text,evidence_text_sha256,candidate_label_guess,issue_binary_label_guess,escalation_binary_label_guess,contradiction_binary_label_guess,claim_text,claim_text_sha256,claim_generation_status,claim_generation_policy,annotation_status,human_audited,final_label,gold_label,source_trace_complete,generation_notes,leakage_category,claim_only_correct,claim_evidence_correct,group_quality_tier
SBV2-ALL92-G042-C02,SBV2-ALL92-G042,AD-015-S3,AD-015,autonomous_driving,DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,1,pdf_page_1,limitation,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,mild_scope_overclaim,issue,escalation,not_contradiction,DriveE2E introduces a closed-loop evaluation framework that integrates recorded traffic cases into CARLA through infrastructure cooperation and detailed sensor replication.,e51825a9ab441e82eb275ea931536d81b52bbffa610416bbc5c261ae94d966b8,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier2_B_has_A
SBV2-ALL92-G042-C03,SBV2-ALL92-G042,AD-015-S3,AD-015,autonomous_driving,DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,1,pdf_page_1,limitation,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,strong_action_overclaim,issue,escalation,not_contradiction,DriveE2E introduces a closed-loop evaluation framework that integrates recorded traffic cases into CARLA through infrastructure cooperation and calibrated city-scale twins.,c8f1405fa0c4f5b9d2545f03ac58f4fd25f515ebb2acd126f151619874a88d57,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier2_B_has_A
SBV2-ALL92-G042-C04,SBV2-ALL92-G042,AD-015-S3,AD-015,autonomous_driving,DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,1,pdf_page_1,limitation,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,contradiction_candidate,issue,non_escalation,contradiction,DriveE2E introduces a closed-loop evaluation framework that avoids recorded traffic cases in CARLA and relies on manually configured scenes.,1345f88b73e029ef2078dc3efc7200d27a9bbcf2fd0140d7c47f29c48fc722bd,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier2_B_has_A
SBV2-ALL92-G043-C01,SBV2-ALL92-G043,AD-016-S1,AD-016,autonomous_driving,HABIT,https://arxiv.org/abs/2511.19109,2511.19109,pdfs/AD-016__2511.19109.pdf,7,pdf_page_7,experiment_setup,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,fac12c8f7a7009e63efee3fd21674cf530c342cbefe23640167239b17c7492ea,supported,no_issue,non_escalation,not_contradiction,HABIT evaluates three recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,29b726ac38f9366d9fb688620b9c1e7ee11019a5833772a971f78fcd2160816a,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G043-C02,SBV2-ALL92-G043,AD-016-S1,AD-016,autonomous_driving,HABIT,https://arxiv.org/abs/2511.19109,2511.19109,pdfs/AD-016__2511.19109.pdf,7,pdf_page_7,experiment_setup,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,fac12c8f7a7009e63efee3fd21674cf530c342cbefe23640167239b17c7492ea,mild_scope_overclaim,issue,escalation,not_contradiction,HABIT evaluates four recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,d525b959cf8a57ffc7cd14d41cd7d08d9391c8ee9fef7e874b298faa3ebdd65c,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G043-C03,SBV2-ALL92-G043,AD-016-S1,AD-016,autonomous_driving,HABIT,https://arxiv.org/abs/2511.19109,2511.19109,pdfs/AD-016__2511.19109.pdf,7,pdf_page_7,experiment_setup,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,fac12c8f7a7009e63efee3fd21674cf530c342cbefe23640167239b17c7492ea,strong_action_overclaim,issue,escalation,not_contradiction,HABIT evaluates seven recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,72301663c47f8059a57da45165bca15ec0251269877e64e742c707bc9fb4c8a9,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G043-C04,SBV2-ALL92-G043,AD-016-S1,AD-016,autonomous_driving,HABIT,https://arxiv.org/abs/2511.19109,2511.19109,pdfs/AD-016__2511.19109.pdf,7,pdf_page_7,experiment_setup,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,fac12c8f7a7009e63efee3fd21674cf530c342cbefe23640167239b17c7492ea,contradiction_candidate,issue,non_escalation,contradiction,HABIT evaluates no recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,60d19d18a03b7fb3ac629d3cb86c5738c14409b0842973883f4986bc67d09c7e,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G047-C01,SBV2-ALL92-G047,AD-017-S2,AD-017,autonomous_driving,V-Max: Making RL Practical for Autonomous Driving,https://arxiv.org/abs/2503.08388,2503.08388,pdfs/AD-017__2503.08388.pdf,4,pdf_page_4,metric_result,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",13c3bfea715243eb5138ccf33e81cdfe7057f84807f16ea787f76060e9979814,supported,no_issue,non_escalation,not_contradiction,GPUDrive achieves GPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,4b52765725936fcd3c8f47aba57347021547799ee4c7e14ead3dc1c3034ebe50,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G047-C02,SBV2-ALL92-G047,AD-017-S2,AD-017,autonomous_driving,V-Max: Making RL Practical for Autonomous Driving,https://arxiv.org/abs/2503.08388,2503.08388,pdfs/AD-017__2503.08388.pdf,4,pdf_page_4,metric_result,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",13c3bfea715243eb5138ccf33e81cdfe7057f84807f16ea787f76060e9979814,mild_scope_overclaim,issue,escalation,not_contradiction,GPUDrive achieves GPU acceleration and CPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,c0e95de03557596cffa3cc706a975c07ba262a240094fa57ac674963d7686b4c,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G047-C03,SBV2-ALL92-G047,AD-017-S2,AD-017,autonomous_driving,V-Max: Making RL Practical for Autonomous Driving,https://arxiv.org/abs/2503.08388,2503.08388,pdfs/AD-017__2503.08388.pdf,4,pdf_page_4,metric_result,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",13c3bfea715243eb5138ccf33e81cdfe7057f84807f16ea787f76060e9979814,strong_action_overclaim,issue,escalation,not_contradiction,GPUDrive achieves GPU acceleration and TPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,1fa19c6f9ab27c7928fabb0ec7284fd1da4ed831f40a169d4856a4549e8bbb9d,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G047-C04,SBV2-ALL92-G047,AD-017-S2,AD-017,autonomous_driving,V-Max: Making RL Practical for Autonomous Driving,https://arxiv.org/abs/2503.08388,2503.08388,pdfs/AD-017__2503.08388.pdf,4,pdf_page_4,metric_result,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",13c3bfea715243eb5138ccf33e81cdfe7057f84807f16ea787f76060e9979814,contradiction_candidate,issue,non_escalation,contradiction,GPUDrive lacks GPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,1c9d2f4ccc452c8c73a00d9dfb06c31de65f53d9f680bd0ab47ff840ddfbab13,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G051-C01,SBV2-ALL92-G051,AD-018-S3,AD-018,autonomous_driving,URB: Urban Routing Benchmark for RL-equipped Connected Autonomous Vehicles,https://arxiv.org/abs/2505.17734,2505.17734,pdfs/AD-018__2505.17734.pdf,9,pdf_page_9,limitation,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",6cf9b7ee693d8ab6538934520def322aa582ff241126f17a6742a88036fc0046,supported,no_issue,non_escalation,not_contradiction,The URB paper introduced a framework for testing RL routing algorithms in city-scale networks with community implementations of standard MARL algorithms.,254eae7663009f12e160956a43a173727de3cbf80debae8cc2daaa514419829f,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G051-C02,SBV2-ALL92-G051,AD-018-S3,AD-018,autonomous_driving,URB: Urban Routing Benchmark for RL-equipped Connected Autonomous Vehicles,https://arxiv.org/abs/2505.17734,2505.17734,pdfs/AD-018__2505.17734.pdf,9,pdf_page_9,limitation,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",6cf9b7ee693d8ab6538934520def322aa582ff241126f17a6742a88036fc0046,mild_scope_overclaim,issue,escalation,not_contradiction,The URB paper introduced a framework for testing RL routing algorithms in regional road networks with community implementations of standard MARL algorithms.,309a642c0871bffe17251a6c0ad42c135edc0f1cdb88537577a53ab00bf36877,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G051-C03,SBV2-ALL92-G051,AD-018-S3,AD-018,autonomous_driving,URB: Urban Routing Benchmark for RL-equipped Connected Autonomous Vehicles,https://arxiv.org/abs/2505.17734,2505.17734,pdfs/AD-018__2505.17734.pdf,9,pdf_page_9,limitation,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",6cf9b7ee693d8ab6538934520def322aa582ff241126f17a6742a88036fc0046,strong_action_overclaim,issue,escalation,not_contradiction,The URB paper introduced a framework for testing RL routing algorithms in continental road networks with community implementations of standard MARL algorithms.,ae4761cff3a027f5367669838c6ca1cf750b5956ef381a91167ad9347a38c24a,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G051-C04,SBV2-ALL92-G051,AD-018-S3,AD-018,autonomous_driving,URB: Urban Routing Benchmark for RL-equipped Connected Autonomous Vehicles,https://arxiv.org/abs/2505.17734,2505.17734,pdfs/AD-018__2505.17734.pdf,9,pdf_page_9,limitation,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",6cf9b7ee693d8ab6538934520def322aa582ff241126f17a6742a88036fc0046,contradiction_candidate,issue,non_escalation,contradiction,The URB paper introduced a framework for testing supervised lane detection algorithms in city-scale networks with community implementations of standard MARL algorithms.,cf434c9d61145e4da562d9caea9bc450faaf1bb76695095d94ab2b701e0b86ef,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G055-C01,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,experiment_setup,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,supported,no_issue,non_escalation,not_contradiction,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.,8d22330cea5d59b5f1d81c6b36dd2d704a09b36c04751d585d5ede96f141567a,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G055-C02,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,experiment_setup,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,mild_scope_overclaim,issue,escalation,not_contradiction,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,cbeac0738e433ac6b49c04a3207829ac9bf2a58046b84c3ddd39d10d8fb3776a,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G055-C03,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,experiment_setup,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,strong_action_overclaim,issue,escalation,not_contradiction,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,d128d392686299b2b5ebfdd25b1694aa2d36939aa714a00e675be9fdbe83c443,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G055-C04,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,experiment_setup,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,contradiction_candidate,issue,non_escalation,contradiction,The study evaluates the MARL-based algorithm against one previous RL VSL benchmark algorithm on the I-24 corridor segment dataset.,fc4ad175c945067da5dbf67a7eeb49f9ffb5e3eb29b3d1020124ecd66f98ae34,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G057-C01,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,4,pdf_page_4,limitation,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,supported,no_issue,non_escalation,not_contradiction,"The regulation example treats [70, 60, 50] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.",aa14a579684ff8da1ad09c0c3547c3f814121ed4e00ef4f9c41f845aff9099e8,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier1_B_no_A
SBV2-ALL92-G057-C02,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,4,pdf_page_4,limitation,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,mild_scope_overclaim,issue,escalation,not_contradiction,"The regulation example treats [70, 60, 40] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.",5679c648d2720dd40fd0ede584ac23641f481069794c980fd80a99bf82d3a529,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier1_B_no_A
SBV2-ALL92-G057-C03,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,4,pdf_page_4,limitation,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,strong_action_overclaim,issue,escalation,not_contradiction,"The regulation example treats [70, 50, 30] mph as compliant because a twenty-mile-per-hour differential falls below the maximum speed differential.",81e028a5a1cb0356a804662dc64456fd30edee233e73276f5da6ffdc0b3eba46,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,B_evidence_gain,False,True,tier1_B_no_A
SBV2-ALL92-G057-C04,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,4,pdf_page_4,limitation,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,contradiction_candidate,issue,non_escalation,contradiction,"The regulation example treats [70, 60, 50] mph as exceeding the maximum speed differential and [70, 50, 30] mph as compliant.",457e0233f2c0d1952acba693d0d5626c54c9c47b1fd4adc113ba921fa84661d2,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier1_B_no_A
SBV2-ALL92-G062-C01,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,Historical Prediction Attention for Work Zone Safety in a Digital Twin Environment,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,21,pdf_page_21,metric_result,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,supported,no_issue,non_escalation,not_contradiction,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse and INTERACTION benchmarks.,1b3bda402360ac94eb94af1a9077bd1f12471f533261c9a74eb6abb36e28163c,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G062-C02,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,Historical Prediction Attention for Work Zone Safety in a Digital Twin Environment,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,21,pdf_page_21,metric_result,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,mild_scope_overclaim,issue,escalation,not_contradiction,"The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse, INTERACTION, and highway benchmarks.",e51b405c6217d07f2416c00b4329d286fe4a27325814779fd64397f19cfba46b,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G062-C03,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,Historical Prediction Attention for Work Zone Safety in a Digital Twin Environment,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,21,pdf_page_21,metric_result,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,strong_action_overclaim,issue,escalation,not_contradiction,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets superior to Argoverse and INTERACTION benchmarks.,2b6649d2c9a33affdfa89701f22f25ae6fea639ee148dd14a9cc181bbde43650,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,A_claim_only_correct,True,True,tier4_no_B_has_A
SBV2-ALL92-G062-C04,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,Historical Prediction Attention for Work Zone Safety in a Digital Twin Environment,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,21,pdf_page_21,metric_result,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,contradiction_candidate,issue,non_escalation,contradiction,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets below Argoverse and INTERACTION benchmarks.,8d6e062dda812e1de18df437765f0721eff93ea0dc6f516db32f6878d7d40da3,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier4_no_B_has_A
SBV2-ALL92-G065-C01,SBV2-ALL92-G065,AD-024-S2,AD-024,autonomous_driving,Lessons Learned from Real-World Multi-Sensor Fusion for Work Zone Safety,https://arxiv.org/abs/2508.01599,2508.01599,pdfs/AD-024__2508.01599.pdf,4,pdf_page_4,limitation,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.",69fa6759d05f63c48d3157d454a0be7fb3b532166003717765c6f2621b6b86f3,supported,no_issue,non_escalation,not_contradiction,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and ground-truth sources for validation.",cfa07fb0e1c020a30ccda0456a3e2f1c2cc2a21bf201ade44b1b75411046270a,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,B_evidence_gain,False,True,tier1_B_no_A
SBV2-ALL92-G065-C02,SBV2-ALL92-G065,AD-024-S2,AD-024,autonomous_driving,Lessons Learned from Real-World Multi-Sensor Fusion for Work Zone Safety,https://arxiv.org/abs/2508.01599,2508.01599,pdfs/AD-024__2508.01599.pdf,4,pdf_page_4,limitation,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.",69fa6759d05f63c48d3157d454a0be7fb3b532166003717765c6f2621b6b86f3,mild_scope_overclaim,issue,escalation,not_contradiction,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and weather sensing for validation.",85c034c1101320354fadfb2980abf28993a49d0965bd460eedb32b65cc803cef,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier1_B_no_A
SBV2-ALL92-G065-C03,SBV2-ALL92-G065,AD-024-S2,AD-024,autonomous_driving,Lessons Learned from Real-World Multi-Sensor Fusion for Work Zone Safety,https://arxiv.org/abs/2508.01599,2508.01599,pdfs/AD-024__2508.01599.pdf,4,pdf_page_4,limitation,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.",69fa6759d05f63c48d3157d454a0be7fb3b532166003717765c6f2621b6b86f3,strong_action_overclaim,issue,escalation,not_contradiction,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and network-wide safety forecasting.",5d1f2a962a402fc1aed03e2f7862827ce4d826ae6c54deac0c50033c5ce2c7ab,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.,C_both_wrong,False,False,tier1_B_no_A
