external_id,dataset,claim_text,evidence_text,original_label,mapped_label,label_mapping_rule,source_dataset,source_split,source_info,evidence_source,claim_group_id
scifact_train_413_6309659,scifact,Female carriers of the Apolipoprotein E4 (APOE4) allele have decreased risk for dementia.,"Risk of dementia associated with a longer reproductive period was most pronounced in APOE epsilon4 carriers (adjusted RR for >39 reproductive years compared with <34 reproductive years, 4.20 [95% CI, 1.97-8.92] for dementia and 3.42 [95% CI, 1.51-7.75] for AD), whereas in noncarriers, no clear association with dementia or AD was observed.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=413;doc_id=6309659;rationale_sentences,annotated_rationale,scifact_claim_413
scifact_train_414_6309659,scifact,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for Alzheimer's disease.,"Risk of dementia associated with a longer reproductive period was most pronounced in APOE epsilon4 carriers (adjusted RR for >39 reproductive years compared with <34 reproductive years, 4.20 [95% CI, 1.97-8.92] for dementia and 3.42 [95% CI, 1.51-7.75] for AD), whereas in noncarriers, no clear association with dementia or AD was observed.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=414;doc_id=6309659;rationale_sentences,annotated_rationale,scifact_claim_414
scifact_train_416_6309659,scifact,Female carriers of the Apolipoprotein E4 (APOE4) allele have longer lifetime exposure to estrogen due to an increased reproductive period.,"Risk of dementia associated with a longer reproductive period was most pronounced in APOE epsilon4 carriers (adjusted RR for >39 reproductive years compared with <34 reproductive years, 4.20 [95% CI, 1.97-8.92] for dementia and 3.42 [95% CI, 1.51-7.75] for AD), whereas in noncarriers, no clear association with dementia or AD was observed.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=416;doc_id=6309659;rationale_sentences,annotated_rationale,scifact_claim_416
scifact_train_417_6309659,scifact,Female carriers of the Apolipoprotein E4 (APOE4) allele have shorter lifetime exposure to estrogen due to a decreased reproductive period.,"Risk of dementia associated with a longer reproductive period was most pronounced in APOE epsilon4 carriers (adjusted RR for >39 reproductive years compared with <34 reproductive years, 4.20 [95% CI, 1.97-8.92] for dementia and 3.42 [95% CI, 1.51-7.75] for AD), whereas in noncarriers, no clear association with dementia or AD was observed.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=417;doc_id=6309659;rationale_sentences,annotated_rationale,scifact_claim_417
scifact_train_418_nei_16660256,scifact,Fibroblast Growth Factor is a ligand which signals through receptor tyrosine kinases.,"Satellite cells are skeletal muscle stem cells capable of self-renewal and differentiation after transplantation, but whether they contribute to endogenous muscle fiber repair has been unclear.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=418;doc_id=16660256;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_418
scifact_train_420_9315213,scifact,Fibroblast growth factor 21 protects against atherosclerosis by modulating adiponectin and SREBP2 levels.,"Replenishment of FGF21 protects against atherosclerosis in apolipoprotein E(-/-)mice via 2 independent mechanisms, inducing the adipocyte production of adiponectin, which in turn acts on the blood vessels to inhibit neointima formation and macrophage inflammation, and suppressing the hepatic expression of the transcription factor sterol regulatory element-binding protein-2, thereby leading to reduced cholesterol synthesis and attenuation of hypercholesterolemia.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=420;doc_id=9315213;rationale_sentences,annotated_rationale,scifact_claim_420
scifact_train_422_nei_11172205,scifact,Flexible molecules experience less steric hindrance in the tumor microenviroment than rigid molecules.,A solid tumor is an organ composed of cancer and host cells embedded in an extracellular matrix and nourished by blood vessels.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=422;doc_id=11172205;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_422
scifact_train_423_nei_8595678,scifact,Folate and vitamin B12 levels influence the association between homocysteine and preeclampsia.,BACKGROUND The MTHFR 677C→T polymorphism has been associated with raised homocysteine concentration and increased risk of stroke.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=423;doc_id=8595678;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_423
scifact_train_425_nei_33257464,scifact,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.","CONTEXT Although cerebral palsy (CP) among extremely premature infants has been reported as a major morbidity outcome, there are difficulties comparing published CP rates from many sites over various birth years.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=425;doc_id=33257464;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_425
scifact_train_426_16728949,scifact,Forkhead 0 (fox0) transcription factors are involved in apoptosis.,"The forkhead O (FoxO) family of transcription factors participates in diverse physiologic processes, including induction of cell-cycle arrest, stress resistance, differentiation, apoptosis, and metabolism.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=426;doc_id=16728949;rationale_sentences,annotated_rationale,scifact_claim_426
scifact_train_428_16728949,scifact,Forkhead 0 (fox0) transcription factors are involved in cellular differentiation.,"The forkhead O (FoxO) family of transcription factors participates in diverse physiologic processes, including induction of cell-cycle arrest, stress resistance, differentiation, apoptosis, and metabolism.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=428;doc_id=16728949;rationale_sentences,annotated_rationale,scifact_claim_428
scifact_train_429_nei_36540079,scifact,Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.,"Deamidation of N-terminal Gln by Nt(Q)-amidase, an N-terminal amidohydrolase, is a part of the N-end rule pathway of protein degradation.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=429;doc_id=36540079;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_429
scifact_train_430_28937856,scifact,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,"Thus, one way in which members of the Sir2 family of proteins may increase organismal longevity is by tipping FOXO-dependent responses away from apoptosis and toward stress resistance.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=430;doc_id=28937856;rationale_sentences,annotated_rationale,scifact_claim_430
scifact_train_432_8002887,scifact,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,"Here, we identify Foxk proteins (Foxk1 and Foxk2) as transcriptional repressors of autophagy in muscle cells and fibroblasts. Foxk1/2 specifically recruits Sin3A-HDAC complexes to restrict acetylation of histone H4 and expression of critical autophagy genes.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=432;doc_id=8002887;rationale_sentences,annotated_rationale,scifact_claim_432
scifact_train_434_nei_9500590,scifact,Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.,"Regulatory T (Treg) cells, whose differentiation and function are controlled by X chromosome-encoded transcription factor Foxp3, are generated in the thymus (tTreg) and extrathymically (peripheral, pTreg), and their deficiency results in fatal autoimmunity.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=434;doc_id=9500590;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_434
scifact_train_435_nei_9500590,scifact,Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.,"Regulatory T (Treg) cells, whose differentiation and function are controlled by X chromosome-encoded transcription factor Foxp3, are generated in the thymus (tTreg) and extrathymically (peripheral, pTreg), and their deficiency results in fatal autoimmunity.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=435;doc_id=9500590;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_435
scifact_train_441_2014909,scifact,G-CSF increases the expansion and infiltration of MDSCs into tumors.,"Here, integrating human tumour genomics and syngeneic mammary tumour models, we demonstrate that mTOR signalling in cancer cells dictates a mammary tumour's ability to stimulate MDSC accumulation through regulating G-CSF.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=441;doc_id=2014909;rationale_sentences,annotated_rationale,scifact_claim_441
scifact_train_444_10165258,scifact,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,"Furthermore, Gata3 mutant hematopoietic progenitor cells fail to be recruited into an increased cycling state after 5-fluorouracil-induced myelosuppression. Therefore, GATA-3 is required for the maintenance of a normal number of LT-HSCs and for their entry into the cell cycle.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=444;doc_id=10165258;rationale_sentences,annotated_rationale,scifact_claim_444
scifact_train_445_10165258,scifact,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,"In the present study, we show that Gata3-null mutant mice generate fewer LT-HSCs and that fewer Gata3-null LT-HSCs are in cycle. Therefore, GATA-3 is required for the maintenance of a normal number of LT-HSCs and for their entry into the cell cycle.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=445;doc_id=10165258;rationale_sentences,annotated_rationale,scifact_claim_445
scifact_train_447_2052720,scifact,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,"The estimated odds ratio for the risk of gastric cancer in those with a history of infection with H pylori was 2.77 (95% confidence interval 1.04 to 7.97, 2p = 0.039).   
 CONCLUSIONS H pylori infection may be an important cause of gastric cancer; between 35% and 55% of all cases may be associated with such an infection.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=447;doc_id=2052720;rationale_sentences,annotated_rationale,scifact_claim_447
scifact_train_448_2052720,scifact,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,"The estimated odds ratio for the risk of gastric cancer in those with a history of infection with H pylori was 2.77 (95% confidence interval 1.04 to 7.97, 2p = 0.039).   
 CONCLUSIONS H pylori infection may be an important cause of gastric cancer; between 35% and 55% of all cases may be associated with such an infection.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=448;doc_id=2052720;rationale_sentences,annotated_rationale,scifact_claim_448
scifact_train_449_nei_12209494,scifact,Gastric lavage is an effective treatment for acute paraquat poisoning.,"BACKGROUND The case-fatality for intentional self-poisoning in the rural developing world is 10-50-fold higher than that in industrialised countries, mostly because of the use of highly toxic pesticides and plants.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=449;doc_id=12209494;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_449
scifact_train_453_4200695,scifact,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,There was a significantly greater improvement in the Constant-Murley score in the specific exercise group than in the control exercise group (24 points (95% confidence interval 19 to 28.0) v 9 points (5 to 13); mean difference between group: 15 points (8.5 to 20.6)).,CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=453;doc_id=4200695;rationale_sentences,annotated_rationale,scifact_claim_453
scifact_train_454_4200695,scifact,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,"There was a significantly greater improvement in the Constant-Murley score in the specific exercise group than in the control exercise group (24 points (95% confidence interval 19 to 28.0) v 9 points (5 to 13); mean difference between group: 15 points (8.5 to 20.6)). Significantly more patients in the specific exercise group reported successful outcome (defined as large improvement or recovered) in the patients' global assessment of change because of treatment: 69% (35/51) v 24% (11/46); odds ratio 7.6, 3.1 to 18.9; P<0.001. CONCLUSION A specific exercise strategy, focusing on strengthening eccentric exercises for the rotator cuff and concentric/eccentric exercises for the scapula stabilisers, is effective in reducing pain and improving shoulder function in patients with persistent subacromial impingement syndrome.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=454;doc_id=4200695;rationale_sentences,annotated_rationale,scifact_claim_454
scifact_train_455_12643937,scifact,Genes involved in pre-mRNA splicing have a significant impact on genome stability.,"We demonstrate a widespread role for mRNA-processing factors in preventing DNA damage, which in some cases is caused by aberrant RNA-DNA structures.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=455;doc_id=12643937;rationale_sentences,annotated_rationale,scifact_claim_455
scifact_train_456_nei_30507607,scifact,Genes regulated by Esrrb transcription factor are sensitive to Mbd3 function.,"Transcription factors, such as Oct4, are critical for establishing and maintaining pluripotent cell identity.",NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=456;doc_id=30507607;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_456
scifact_train_458_597790,scifact,Genetic deficiency of mast cells leads to decreased weight gain in a mouse model of diet-induced obesity.,"Furthermore, in the context of mice on a Western diet, genetically induced deficiency of mast cells, or their pharmacological stabilization, reduces body weight gain and levels of inflammatory cytokines, chemokines and proteases in serum and WAT, in concert with improved glucose homeostasis and energy expenditure.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=458;doc_id=597790;rationale_sentences,annotated_rationale,scifact_claim_458
scifact_train_461_40096222,scifact,Genetic deletion of JAM-A increases gut permeability.,"Mice lacking junctional adhesion molecule A (JAM-A, encoded by F11r) exhibit enhanced intestinal epithelial permeability, bacterial translocation, and elevated colonic lymphocyte numbers, yet do not develop colitis.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=461;doc_id=40096222;rationale_sentences,annotated_rationale,scifact_claim_461
scifact_train_463_19736671,scifact,Genomic aberrations of metastases provide information for targeted therapy.,Mouse tumors that mimic the genetic heterogeneity of human cancers can aid our understanding of the clonal evolution of metastasis and provide a realistic model for the testing of novel therapies.,SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=463;doc_id=19736671;rationale_sentences,annotated_rationale,scifact_claim_463
scifact_train_466_22544171,scifact,Genomic sequences involved in alternative splicing responsible for Hutchinson-Gilford progeria syndrome (HGPS) are abundant in the ''progerinonly'' allele of Lmna knock-in models.,"Hutchinson-Gilford progeria syndrome (HGPS) is a childhood premature aging disease caused by a spontaneous point mutation in lamin A (encoded by LMNA), one of the major architectural elements of the mammalian cell nucleus. The mutant LMNA mRNA and lamin A protein can be efficiently eliminated by correction of the aberrant splicing event using a modified oligonucleotide targeted to the activated cryptic splice site. Upon splicing correction, HGPS fibroblasts assume normal nuclear morphology, the aberrant nuclear distribution and cellular levels of lamina-associated proteins are rescued, defects in heterochromatin-specific histone modifications are corrected and proper expression of several misregulated genes is reestablished.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=466;doc_id=22544171;rationale_sentences,annotated_rationale,scifact_claim_466
scifact_train_469_1410197,scifact,Glial calcium waves influence seizures.,"We found that a Ca2+ elevation in astrocytes correlates with both the initial development and the maintenance of a focal, seizure-like discharge. Our data reveal that neurons engage astrocytes in a recurrent excitatory loop (possibly involving gliotransmission) that promotes seizure ignition and sustains the ictal discharge.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=469;doc_id=1410197;rationale_sentences,annotated_rationale,scifact_claim_469
scifact_train_470_12685434,scifact,"Glioblastoma multiforme (GBM) is characterized by extensive invasion, rapid growth, necrosis, and angiogenesis.","These include glioblastoma multiforme (GBM), which is characterized by independent but interrelated features of extensive invasion into normal brain parenchyma, rapid growth, necrosis, and angiogenesis.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=470;doc_id=12685434;rationale_sentences,annotated_rationale,scifact_claim_470
scifact_train_472_nei_7185591,scifact,Glucose restriction to 0.05% reduces RLS (replicative life span) by 20-40% in S. cerevisiae.,Calorie restriction slows aging and increases life span in many organisms.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=472;doc_id=7185591;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_472
scifact_train_473_nei_4373433,scifact,Glycan adaptation involves insertion-deletion events.,Broadly neutralizing antibodies against highly variable viral pathogens are much sought after to treat or protect against global circulating viruses.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=473;doc_id=4373433;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_473
scifact_train_474_nei_4373433,scifact,Glycan adaptation is rarely observed in the B-cell repertoire.,Broadly neutralizing antibodies against highly variable viral pathogens are much sought after to treat or protect against global circulating viruses.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=474;doc_id=4373433;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_474
scifact_train_479_6325527,scifact,Gpr124 increases BBB breakdown in mouse models of ischemic stroke.,"Here Gpr124 conditional knockout (CKO) in the endothelia of adult mice did not affect homeostatic BBB integrity, but resulted in BBB disruption and microvascular hemorrhage in mouse models of both ischemic stroke and glioblastoma, accompanied by reduced cerebrovascular canonical Wnt–β-catenin signaling.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=479;doc_id=6325527;rationale_sentences,annotated_rationale,scifact_claim_479
scifact_train_480_6325527,scifact,Gpr124 suppresses BBB breakdown in mouse models of ischemic stroke.,"Here Gpr124 conditional knockout (CKO) in the endothelia of adult mice did not affect homeostatic BBB integrity, but resulted in BBB disruption and microvascular hemorrhage in mouse models of both ischemic stroke and glioblastoma, accompanied by reduced cerebrovascular canonical Wnt–β-catenin signaling.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=480;doc_id=6325527;rationale_sentences,annotated_rationale,scifact_claim_480
scifact_train_481_nei_14706752,scifact,Guanine nucleotide dissociation inhibitor (Rho-GDI) interacts with the p75 NTR death domain,The multifunctional signaling protein p75 neurotrophin receptor (p75(NTR)) is a central regulator and major contributor to the highly invasive nature of malignant gliomas.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=481;doc_id=14706752;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_481
scifact_train_482_10991183,scifact,Guanine nucleotide exchange factors (GEFs) mediate RhoA activation in response to tensional forces on fibronectin-binding integrins.,"By combining biochemical and biophysical approaches, we identified two guanine nucleotide exchange factors (GEFs), LARG and GEF-H1, as key molecules that regulate the cellular adaptation to force.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=482;doc_id=10991183;rationale_sentences,annotated_rationale,scifact_claim_482
scifact_train_483_22703082,scifact,H.pylori-mediated gastric cancer occurs due to the accumulation of mutations in host epithelial cells.,H. pylori–mediated upregulation of AID resulted in the accumulation of nucleotide alterations in the TP53 tumor suppressor gene in gastric cells in vitro. Our findings provide evidence that aberrant AID expression caused by H. pylori infection might be a mechanism of mutation accumulation in the gastric mucosa during H. pylori–associated gastric carcinogenesis.,SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=483;doc_id=22703082;rationale_sentences,annotated_rationale,scifact_claim_483
scifact_train_484_nei_14637235,scifact,"H4 G94P proteins induce chromatin assembly, which increases free histones.",Histone levels are tightly regulated to prevent harmful effects such as genomic instability and hypersensitivity to DNA-damaging agents due to the accumulation of these highly basic proteins when DNA replication slows down or stops.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=484;doc_id=14637235;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_484
scifact_train_485_nei_14637235,scifact,H4 G94P proteins induce degradation of free histones via Rad53-dependent mechanisms.,Histone levels are tightly regulated to prevent harmful effects such as genomic instability and hypersensitivity to DNA-damaging agents due to the accumulation of these highly basic proteins when DNA replication slows down or stops.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=485;doc_id=14637235;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_485
scifact_train_486_nei_14637235,scifact,"H4 G94P proteins inhibit chromatin assembly, which decreases free histones.",Histone levels are tightly regulated to prevent harmful effects such as genomic instability and hypersensitivity to DNA-damaging agents due to the accumulation of these highly basic proteins when DNA replication slows down or stops.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=486;doc_id=14637235;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_486
scifact_train_487_nei_14637235,scifact,H4 G94P proteins suppress degradation of free histones via Rad53-dependent mechanisms.,Histone levels are tightly regulated to prevent harmful effects such as genomic instability and hypersensitivity to DNA-damaging agents due to the accumulation of these highly basic proteins when DNA replication slows down or stops.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=487;doc_id=14637235;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_487
scifact_train_488_1780819,scifact,HAND2 methylation is a key step in early endometrial carcinogenesis.,"METHODS AND FINDINGS Epigenome-wide methylation analysis of >27,000 CpG sites in endometrial cancer tissue samples (n = 64) and control samples (n = 23) revealed that HAND2 (a gene encoding a transcription factor expressed in the endometrial stroma) is one of the most commonly hypermethylated and silenced genes in endometrial cancer. Increased HAND2 methylation was a feature of premalignant endometrial lesions and was seen to parallel a decrease in RNA and protein levels. HAND2 methylation analysis of endometrial secretions collected using high vaginal swabs taken from women with postmenopausal bleeding specifically identified those patients with early stage endometrial cancer with both high sensitivity and high specificity (receiver operating characteristics area under the curve = 0.91 for stage 1A and 0.97 for higher than stage 1A). CONCLUSIONS HAND2 methylation is a common and crucial molecular alteration in endometrial cancer that could potentially be employed as a biomarker for early detection of endometrial cancer and as a predictor of treatment response.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=488;doc_id=1780819;rationale_sentences,annotated_rationale,scifact_claim_488
scifact_train_489_nei_6625693,scifact,HIV trans-activator protein (TAT) effectively transports large and small molecules across cellular membranes into larger populations of neurons.,The use of N-type voltage-gated calcium channel (CaV2.2) blockers to treat pain is limited by many physiological side effects.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=489;doc_id=6625693;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_489
scifact_train_490_nei_56893404,scifact,HNF4A mutations are associated with macrosomia in infancy.,Background  Macrosomia is associated with considerable neonatal and maternal morbidity.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=490;doc_id=56893404;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_490
scifact_train_492_nei_19583924,scifact,HOXB4 facilitates HSC expansion when co-cultured with HSCs.,Successful ex vivo expansion of hematopoietic stem cells (HSCs) would greatly benefit the treatment of disease and the understanding of crucial questions of stem cell biology.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=492;doc_id=19583924;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_492
scifact_train_493_nei_19583924,scifact,HOXB4 is a highly expressed component of cellular secretome from fetal liver cell populations.,Successful ex vivo expansion of hematopoietic stem cells (HSCs) would greatly benefit the treatment of disease and the understanding of crucial questions of stem cell biology.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=493;doc_id=19583924;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_493
scifact_train_494_nei_34873974,scifact,HSCT-T dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before AMI.,OBJECTIVE To obtain summary estimates of the accuracy of a single baseline measurement of the Elecsys Troponin T high-sensitive assay (Roche Diagnostics) for the diagnosis of acute myocardial infarction in patients presenting to the emergency department.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=494;doc_id=34873974;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_494
scifact_train_495_17077004,scifact,Having a main partner improves HIV outcomes.,"In an analysis stratified by previous antiretroviral therapy and clinical stage when starting HAART (US Centers for Disease Control and Prevention group A, B, or C), the adjusted hazard ratio for progression to AIDS or death was 0.79 (95% confidence interval 0.63 to 0.98) for participants with a stable partnership compared with those without. CONCLUSIONS A stable partnership is associated with a slower rate of progression to AIDS or death in HIV infected patients receiving HAART.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=495;doc_id=17077004;rationale_sentences,annotated_rationale,scifact_claim_495
scifact_train_498_17077004,scifact,Having a main partner worsens HIV outcomes.,"In an analysis stratified by previous antiretroviral therapy and clinical stage when starting HAART (US Centers for Disease Control and Prevention group A, B, or C), the adjusted hazard ratio for progression to AIDS or death was 0.79 (95% confidence interval 0.63 to 0.98) for participants with a stable partnership compared with those without. CONCLUSIONS A stable partnership is associated with a slower rate of progression to AIDS or death in HIV infected patients receiving HAART.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=498;doc_id=17077004;rationale_sentences,annotated_rationale,scifact_claim_498
scifact_train_499_26064662,scifact,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,"In unadjusted GEE analyses, for a given fasting glucose, HbA1c values were statistically significantly lower in those with (5.72%) vs those without (6.01%) SCT (mean HbA1c difference, −0.29%; 95% CI, −0.35% to −0.23%). Findings were similar in models adjusted for key risk factors and in analyses using 2001 concurrent measures of 2-hour glucose and HbA1c concentration for those with SCT (mean, 5.35%) vs those without SCT (mean, 5.65%) for a mean HbA1c difference of −0.30% (95% CI, −0.39% to −0.21%). The prevalence of prediabetes and diabetes was statistically significantly lower among participants with SCT when defined using HbA1c values (29.2% vs 48.6% for prediabetes and 3.8% vs 7.3% for diabetes in 572 observations from participants with SCT and 6877 observations from participants without SCT; P<.001 for both comparisons). Conclusions and Relevance Among African Americans from 2 large, well-established cohorts, participants with SCT had lower levels of HbA1c at any given concentration of fasting or 2-hour glucose compared with participants without SCT. These findings suggest that HbA1c may systematically underestimate past glycemia in black patients with SCT and may require further evaluation.",CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=499;doc_id=26064662;rationale_sentences,annotated_rationale,scifact_claim_499
scifact_train_500_17930286,scifact,Headaches are correlated with cognitive impairment.,Evidence was lacking for cognitive impairment for any headache type with or without brain lesions.,CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=500;doc_id=17930286;rationale_sentences,annotated_rationale,scifact_claim_500
scifact_train_504_10883736,scifact,Healthy volunteers exhibit rapid and transient increase of cellular ATP after being bolus-injected with fructose.,Liver ATP levels were similar in the 2 groups before fructose infusion and decreased similarly in both after fructose infusion (P = .01 vs initial ATP levels).,CONTRADICT,contradiction_candidate,CONTRADICT->contradiction_candidate,scifact,train,claim_id=504;doc_id=10883736;rationale_sentences,annotated_rationale,scifact_claim_504
scifact_train_505_22703082,scifact,Helicobacter pylori-induced aberrant NF-kB-dependent expression of activation-induced cytidine deaminase contributes to the mutagenesis of host DNA.,"Here we show that infection of gastric epithelial cells with 'cag' pathogenicity island (cagPAI)-positive H. pylori induced aberrant expression of activation-induced cytidine deaminase (AID), a member of the cytidine-deaminase family that acts as a DNA- and RNA-editing enzyme, via the IκB kinase–dependent nuclear factor-κB activation pathway. Our findings provide evidence that aberrant AID expression caused by H. pylori infection might be a mechanism of mutation accumulation in the gastric mucosa during H. pylori–associated gastric carcinogenesis.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=505;doc_id=22703082;rationale_sentences,annotated_rationale,scifact_claim_505
scifact_train_506_7433668,scifact,Helminths interfere with immune system control of coinfections by microbial pathogens 16.,"We show that mice infected with the intestinal helminth Nippostrongylus brasiliensis (Nb) exhibit a transitory impairment of resistance to airborne Mtb infection. Furthermore, a second dose of Nb infection substantially increases the bacterial burden in the lungs of co-infected mice. The Th2 response can thus enhance the intracellular persistence of Mtb, in part by mediating the alternative activation of macrophages via the IL-4Rα signaling pathway.",SUPPORT,supported,SUPPORT->supported,scifact,train,claim_id=506;doc_id=7433668;rationale_sentences,annotated_rationale,scifact_claim_506
scifact_train_509_nei_13980338,scifact,Hematopoietic Stem Cell purification reaches purity rates above 90%.,Heterogeneity within the self-renewal durability of adult hematopoietic stem cells (HSCs) challenges our understanding of the molecular framework underlying HSC function.,NEI,unsupported_or_insufficient,NEI->unsupported_or_insufficient,scifact,train,claim_id=509;doc_id=13980338;nei_first_sentence,nei_cited_doc_first_sentence,scifact_claim_509
