candidate_id,variant,evidence_input,evidence_input_sha256,n_words,source,uses_oracle_text,contains_metadata,is_lengthened
SBV2-ALL92-G042-C01,canonicalized_best_sentence_top5,"In contrast, DriveE2E builds high-fidelity static assets and incorporates traffic sce- narios from an infrastructure-view perspective, enabling more realistic and consistent closed-loop evaluations of E2EAD methods.",b8616ce4e4047c7f10562f42071984a4d1c6182f6f0061a7c32b2b84a8e89496,26,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G042-C01,canonicalized_three_sentence_window_top5,"provide standardized implementations of classical E2EAD models for benchmarking. In contrast, DriveE2E builds high-fidelity static assets and incorporates traffic sce- narios from an infrastructure-view perspective, enabling more realistic and consistent closed-loop evaluations of E2EAD methods. A comparison with related benchmarks is presented in Table 1.",8c5c49eea6b4ac941b814e12bdec508580b28c52f559ec9bbc1ded78c680a5a6,45,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G042-C02,oracle_clean,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G042-C02,oracle_plus_metadata,"Title: DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation Page: 1 Section: unknown
To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",9b09c7d3277098179019854cbea42e8c0ccda61a2ab00bfa7af1053dadd9f0b5,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G042-C02,oracle_lengthened,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation. Pre-Print DRIVEE2E: CLOSED-LOOP BENCHMARK FOR END- TO-END AUTONOMOUS DRIVING THROUGH REAL-TO- SIMULATION Haibao Yu1,2,5∗, Wenxian Yang2∗, Ruiyang Hao2,3∗, Chuanye Wang2∗, Jiaru Zhong2,4∗, Ping Luo1, Zaiqing Nie2† 1The University of Hong Kong 2AIR, Tsinghua University 3 King’s College London 4The Hong Kong Polytechnic University 5Tuojing Intelligence yuhaibao94@gmail.com zaiqing@air.tsinghua.edu.cn ABSTRACT Closed-loop evaluation is increasingly critical for end-to-end autonomous driving. Current",a67915649dde1fd39fbca41beb67fe76e14f99d7e00760bb2cffea50a1d8ab0c,84,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G042-C02,oracle_plus_metadata_lengthened,"Title: DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation Page: 1 Section: unknown
To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation. Pre-Print DRIVEE2E: CLOSED-LOOP BENCHMARK FOR END- TO-END AUTONOMOUS DRIVING THROUGH REAL-TO- SIMULATION Haibao Yu1,2,5∗, Wenxian Yang2∗, Ruiyang Hao2,3∗, Chuanye Wang2∗, Jiaru Zhong2,4∗, Ping Luo1, Zaiqing Nie2† 1The University of Hong Kong 2AIR, Tsinghua University 3 King’s College London 4The Hong Kong Polytechnic University 5Tuojing Intelligence yuhaibao94@gmail.com zaiqing@air.tsinghua.edu.cn ABSTRACT Closed-loop evaluation is increasingly critical for end-to-end autonomous driving. Current",47f3bfc246206353de09d55577af79bed413c9424e6f85d415dfc17b5323bd6f,98,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G042-C02,raw_bm25_top1_chunk,"provide standardized implementations of classical E2EAD models for benchmarking. In contrast, DriveE2E builds high-fidelity static assets and incorporates traffic sce- narios from an infrastructure-view perspective, enabling more realistic and consistent closed-loop evaluations of E2EAD methods. A comparison with related benchmarks is presented in Table 1. 3 DRIVEE2E To advance end-to-end autonomous driving research in a direction more aligned with real-world needs, we introduce DriveE2E, a clos",79b9a8b1c85a5166f9c4900cec945f8579d0ea3530a2d6c95cd2fa7fff94d10e,66,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G042-C02,cleaned_bm25_top1_chunk,"provide standardized implementations of classical E2EAD models for benchmarking. In contrast, DriveE2E builds high-fidelity static assets and incorporates traffic sce- narios from an infrastructure-view perspective, enabling more realistic and consistent closed-loop evaluations of E2EAD methods. A comparison with related benchmarks is presented in Table 1. 3 DRIVEE2E To advance end-to-end autonomous driving research in a direction more aligned with real-world needs, we introduce DriveE2E, a clos",79b9a8b1c85a5166f9c4900cec945f8579d0ea3530a2d6c95cd2fa7fff94d10e,66,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G042-C02,canonicalized_best_sentence_top5,Pre-Print Construct Twin Intersections Deploy Sensors for Observation Twin Driving Scenarios DriveE2E Expert Dataset Expert Route Agent Policy Closed-Loop Evaluation for E2EAD Generate Data & Enable Closed-Loop Sim Integrate into CARLA Capture Traffic Scenarios Figure 2: Overview of DriveE2E.,b143871a7e36e34f0ab054f14a55c4c1257287006393cb2416b0271ec6cc9831,39,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G042-C02,canonicalized_three_sentence_window_top5,Pre-Print Construct Twin Intersections Deploy Sensors for Observation Twin Driving Scenarios DriveE2E Expert Dataset Expert Route Agent Policy Closed-Loop Evaluation for E2EAD Generate Data & Enable Closed-Loop Sim Integrate into CARLA Capture Traffic Scenarios Figure 2: Overview of DriveE2E. We begin by capturing traffic scenarios from infrastructure sensor data and constructing corresponding digital twins of real-world intersections.,d3c205e5c6168b24118b44d3a94368f02c14c030690b93673048dc26c25b6f12,57,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G042-C03,oracle_clean,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G042-C03,oracle_plus_metadata,"Title: DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation Page: 1 Section: unknown
To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",9b09c7d3277098179019854cbea42e8c0ccda61a2ab00bfa7af1053dadd9f0b5,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G042-C03,oracle_lengthened,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation. Wu et al. (2022), which drops from 48.47 to 46.66. These trends suggest that occlusion-induced incompleteness simplifies closed- loop evaluation by reducing interaction complexity; the effect strengthens as more agents are filtered. Table 5: More Comparison with Occlusion Filtering. ‘Occ.’ denotes occlusion. Models DS in Different Benchmarks ↑ Complete Occ. Filtering (Vehicle) Occ. Filtering (All) AD-MLP Zhai et al. (2023) 29.01 29.87 29.57 (+0.56) TCP Wu et al. (2022) 48.47 47.53 46.66 (-1.79)",869388bbe60e208655330ccdf5534743364a2685e468b940c2203e7a4d011248,99,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G042-C03,oracle_plus_metadata_lengthened,"Title: DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation Page: 1 Section: unknown
To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation. Wu et al. (2022), which drops from 48.47 to 46.66. These trends suggest that occlusion-induced incompleteness simplifies closed- loop evaluation by reducing interaction complexity; the effect strengthens as more agents are filtered. Table 5: More Comparison with Occlusion Filtering. ‘Occ.’ denotes occlusion. Models DS in Different Benchmarks ↑ Complete Occ. Filtering (Vehicle) Occ. Filtering (All) AD-MLP Zhai et al. (2023) 29.01 29.87 29.57 (+0.56) TCP Wu et al. (2022) 48.47 47.53 46.66 (-1.79)",02ebbb01dbb500c679245dc749b6aefdf972bd3b72b6766805cfd06fd89816fd,113,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G042-C03,raw_bm25_top1_chunk,"Pre-Print DRIVEE2E: CLOSED-LOOP BENCHMARK FOR END- TO-END AUTONOMOUS DRIVING THROUGH REAL-TO- SIMULATION Haibao Yu1,2,5∗, Wenxian Yang2∗, Ruiyang Hao2,3∗, Chuanye Wang2∗, Jiaru Zhong2,4∗, Ping Luo1, Zaiqing Nie2† 1The University of Hong Kong 2AIR, Tsinghua University 3 King’s College London 4The Hong Kong Polytechnic University 5Tuojing Intelligence yuhaibao94@gmail.com zaiqing@air.tsinghua.edu.cn ABSTRACT Closed-loop evaluation is increasingly critical for end-to-end autonomous driving. Current",d5dd03d592588d270320fe128a4c3da8e8d731ae45e0ef2d29b777f1b571251f,58,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G042-C03,cleaned_bm25_top1_chunk,"Pre-Print DRIVEE2E: CLOSED-LOOP BENCHMARK FOR END- TO-END AUTONOMOUS DRIVING THROUGH REAL-TO- SIMULATION Haibao Yu1,2,5∗, Wenxian Yang2∗, Ruiyang Hao2,3∗, Chuanye Wang2∗, Jiaru Zhong2,4∗, Ping Luo1, Zaiqing Nie2† 1The University of Hong Kong 2AIR, Tsinghua University 3 King’s College London 4The Hong Kong Polytechnic University 5Tuojing Intelligence yuhaibao94@gmail.com zaiqing@air.tsinghua.edu.cn ABSTRACT Closed-loop evaluation is increasingly critical for end-to-end autonomous driving. Current",d5dd03d592588d270320fe128a4c3da8e8d731ae45e0ef2d29b777f1b571251f,58,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G042-C03,canonicalized_best_sentence_top5,"The extracted traffic elements and constructed intersection assets were then imported into the correspond- ing digital twins, forming the basis of our Twin Driving Scenarios.",8aac1d7066356b2f6a8187d803c79379365f83fcf5232d569b0bff14da2b1ac1,25,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G042-C03,canonicalized_three_sentence_window_top5,"The extracted traffic elements and constructed intersection assets were then imported into the correspond- ing digital twins, forming the basis of our Twin Driving Scenarios. To construct the benchmark, we designated an ego vehicle in each clip and collected 800 sensor data sequences along the original routes in DriveE2E’s twinned scenarios as expert demonstrations.",30bb7656a69f5be8aef6cc9fc272f35b8e2ff8ccad87bf59030ce71e926f6a17,54,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G042-C04,oracle_clean,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G042-C04,oracle_plus_metadata,"Title: DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation Page: 1 Section: unknown
To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",9b09c7d3277098179019854cbea42e8c0ccda61a2ab00bfa7af1053dadd9f0b5,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G042-C04,oracle_lengthened,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation. Pre-Print DRIVEE2E: CLOSED-LOOP BENCHMARK FOR END- TO-END AUTONOMOUS DRIVING THROUGH REAL-TO- SIMULATION Haibao Yu1,2,5∗, Wenxian Yang2∗, Ruiyang Hao2,3∗, Chuanye Wang2∗, Jiaru Zhong2,4∗, Ping Luo1, Zaiqing Nie2† 1The University of Hong Kong 2AIR, Tsinghua University 3 King’s College London 4The Hong Kong Polytechnic University 5Tuojing Intelligence yuhaibao94@gmail.com zaiqing@air.tsinghua.edu.cn ABSTRACT Closed-loop evaluation is increasingly critical for end-to-end autonomous driving. Current",a67915649dde1fd39fbca41beb67fe76e14f99d7e00760bb2cffea50a1d8ab0c,84,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G042-C04,oracle_plus_metadata_lengthened,"Title: DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation Page: 1 Section: unknown
To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation. Pre-Print DRIVEE2E: CLOSED-LOOP BENCHMARK FOR END- TO-END AUTONOMOUS DRIVING THROUGH REAL-TO- SIMULATION Haibao Yu1,2,5∗, Wenxian Yang2∗, Ruiyang Hao2,3∗, Chuanye Wang2∗, Jiaru Zhong2,4∗, Ping Luo1, Zaiqing Nie2† 1The University of Hong Kong 2AIR, Tsinghua University 3 King’s College London 4The Hong Kong Polytechnic University 5Tuojing Intelligence yuhaibao94@gmail.com zaiqing@air.tsinghua.edu.cn ABSTRACT Closed-loop evaluation is increasingly critical for end-to-end autonomous driving. Current",47f3bfc246206353de09d55577af79bed413c9424e6f85d415dfc17b5323bd6f,98,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G042-C04,raw_bm25_top1_chunk,"has emerged as the most widely adopted simulator in the autonomous driving community, owing to its powerful rendering engine and operational efficiency. Notable benchmarks such as Carla LB V2 Contributors (2024) and Bench2Drive Jia et al. (2024) are both built upon the CARLA. However, these benchmarks typically rely on manually constructed driving scenarios, in which traffic participants, their behaviors, and environmental conditions are manually configured. While effective for testing within si",4f2e59b186283089290cd30eec360d2128359d441e2f4ea9c1f1cfcdc1aacf0c,71,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G042-C04,cleaned_bm25_top1_chunk,"has emerged as the most widely adopted simulator in the autonomous driving community, owing to its powerful rendering engine and operational efficiency. Notable benchmarks such as Carla LB V2 Contributors (2024) and Bench2Drive Jia et al. (2024) are both built upon the CARLA. However, these benchmarks typically rely on manually constructed driving scenarios, in which traffic participants, their behaviors, and environmental conditions are manually configured. While effective for testing within si",4f2e59b186283089290cd30eec360d2128359d441e2f4ea9c1f1cfcdc1aacf0c,71,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G042-C04,canonicalized_best_sentence_top5,Pre-Print Construct Twin Intersections Deploy Sensors for Observation Twin Driving Scenarios DriveE2E Expert Dataset Expert Route Agent Policy Closed-Loop Evaluation for E2EAD Generate Data & Enable Closed-Loop Sim Integrate into CARLA Capture Traffic Scenarios Figure 2: Overview of DriveE2E.,b143871a7e36e34f0ab054f14a55c4c1257287006393cb2416b0271ec6cc9831,39,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G042-C04,canonicalized_three_sentence_window_top5,Pre-Print Construct Twin Intersections Deploy Sensors for Observation Twin Driving Scenarios DriveE2E Expert Dataset Expert Route Agent Policy Closed-Loop Evaluation for E2EAD Generate Data & Enable Closed-Loop Sim Integrate into CARLA Capture Traffic Scenarios Figure 2: Overview of DriveE2E. We begin by capturing traffic scenarios from infrastructure sensor data and constructing corresponding digital twins of real-world intersections.,d3c205e5c6168b24118b44d3a94368f02c14c030690b93673048dc26c25b6f12,57,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G043-C01,oracle_clean,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,fac12c8f7a7009e63efee3fd21674cf530c342cbefe23640167239b17c7492ea,20,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G043-C01,oracle_plus_metadata,"Title: HABIT Page: 7 Section: unknown
Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.",e0120a08502f980e08b2357fb231a61a7a7aae8ad0e32545ab20738818a4607c,26,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G043-C01,oracle_lengthened,"Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. 30,000 motion clips, we meticulously curated 4,730 traffic-compatible sequences through a process of semantic filtering and visual validation. Unlike static motion clips, HABIT reconstructs temporally coherent trajectories by fusing SMPL [6] pose sequences with orientation-aligned global trajectory estimation. The resulting motions are smooth, physically grounded, and adaptable to diverse urban environments, faithfully captur- ing complex behaviors like jaywalking, non-yielding, and hesitant cro",e26c78a9f9a2923970d0e05ae23a99db0aa0d5aa23f92b9d1ab93678e0104fce,82,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G043-C01,oracle_plus_metadata_lengthened,"Title: HABIT Page: 7 Section: unknown
Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. 30,000 motion clips, we meticulously curated 4,730 traffic-compatible sequences through a process of semantic filtering and visual validation. Unlike static motion clips, HABIT reconstructs temporally coherent trajectories by fusing SMPL [6] pose sequences with orientation-aligned global trajectory estimation. The resulting motions are smooth, physically grounded, and adaptable to diverse urban environments, faithfully captur- ing complex behaviors like jaywalking, non-yielding, and hesitant cro",4805c9a04bd36ddfcf5103b0047207b453a966ed586bdeb8f17a85348ee5104b,88,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G043-C01,raw_bm25_top1_chunk,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges ",1c999a3ea42b317fd55239d010ed4b86c3510ae86f6f234f35939379a602bf8b,73,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G043-C01,cleaned_bm25_top1_chunk,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges",80ef804440f0df8d099d4ebff3b48b6707e5282ec2c1da5a86dfa4f890bb47a1,73,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G043-C01,canonicalized_best_sentence_top5,"Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents.",ef9180a7418a79c4739da256dd0e67b780cee936d149b49b101422266af7a248,24,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G043-C01,canonicalized_three_sentence_window_top5,"models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges",878b02023fef50ccc5871225259a66a37565e5e7df021e4a69ca4b2dd87ad9d6,60,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G043-C02,oracle_clean,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,fac12c8f7a7009e63efee3fd21674cf530c342cbefe23640167239b17c7492ea,20,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G043-C02,oracle_plus_metadata,"Title: HABIT Page: 7 Section: unknown
Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.",e0120a08502f980e08b2357fb231a61a7a7aae8ad0e32545ab20738818a4607c,26,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G043-C02,oracle_lengthened,"Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. 30,000 motion clips, we meticulously curated 4,730 traffic-compatible sequences through a process of semantic filtering and visual validation. Unlike static motion clips, HABIT reconstructs temporally coherent trajectories by fusing SMPL [6] pose sequences with orientation-aligned global trajectory estimation. The resulting motions are smooth, physically grounded, and adaptable to diverse urban environments, faithfully captur- ing complex behaviors like jaywalking, non-yielding, and hesitant cro",e26c78a9f9a2923970d0e05ae23a99db0aa0d5aa23f92b9d1ab93678e0104fce,82,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G043-C02,oracle_plus_metadata_lengthened,"Title: HABIT Page: 7 Section: unknown
Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. 30,000 motion clips, we meticulously curated 4,730 traffic-compatible sequences through a process of semantic filtering and visual validation. Unlike static motion clips, HABIT reconstructs temporally coherent trajectories by fusing SMPL [6] pose sequences with orientation-aligned global trajectory estimation. The resulting motions are smooth, physically grounded, and adaptable to diverse urban environments, faithfully captur- ing complex behaviors like jaywalking, non-yielding, and hesitant cro",4805c9a04bd36ddfcf5103b0047207b453a966ed586bdeb8f17a85348ee5104b,88,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G043-C02,raw_bm25_top1_chunk,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges ",1c999a3ea42b317fd55239d010ed4b86c3510ae86f6f234f35939379a602bf8b,73,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G043-C02,cleaned_bm25_top1_chunk,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges",80ef804440f0df8d099d4ebff3b48b6707e5282ec2c1da5a86dfa4f890bb47a1,73,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G043-C02,canonicalized_best_sentence_top5,"Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents.",ef9180a7418a79c4739da256dd0e67b780cee936d149b49b101422266af7a248,24,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G043-C02,canonicalized_three_sentence_window_top5,"models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges",878b02023fef50ccc5871225259a66a37565e5e7df021e4a69ca4b2dd87ad9d6,60,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G043-C03,oracle_clean,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,fac12c8f7a7009e63efee3fd21674cf530c342cbefe23640167239b17c7492ea,20,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G043-C03,oracle_plus_metadata,"Title: HABIT Page: 7 Section: unknown
Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.",e0120a08502f980e08b2357fb231a61a7a7aae8ad0e32545ab20738818a4607c,26,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G043-C03,oracle_lengthened,"Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. 30,000 motion clips, we meticulously curated 4,730 traffic-compatible sequences through a process of semantic filtering and visual validation. Unlike static motion clips, HABIT reconstructs temporally coherent trajectories by fusing SMPL [6] pose sequences with orientation-aligned global trajectory estimation. The resulting motions are smooth, physically grounded, and adaptable to diverse urban environments, faithfully captur- ing complex behaviors like jaywalking, non-yielding, and hesitant cro",e26c78a9f9a2923970d0e05ae23a99db0aa0d5aa23f92b9d1ab93678e0104fce,82,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G043-C03,oracle_plus_metadata_lengthened,"Title: HABIT Page: 7 Section: unknown
Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. 30,000 motion clips, we meticulously curated 4,730 traffic-compatible sequences through a process of semantic filtering and visual validation. Unlike static motion clips, HABIT reconstructs temporally coherent trajectories by fusing SMPL [6] pose sequences with orientation-aligned global trajectory estimation. The resulting motions are smooth, physically grounded, and adaptable to diverse urban environments, faithfully captur- ing complex behaviors like jaywalking, non-yielding, and hesitant cro",4805c9a04bd36ddfcf5103b0047207b453a966ed586bdeb8f17a85348ee5104b,88,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G043-C03,raw_bm25_top1_chunk,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges ",1c999a3ea42b317fd55239d010ed4b86c3510ae86f6f234f35939379a602bf8b,73,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G043-C03,cleaned_bm25_top1_chunk,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges",80ef804440f0df8d099d4ebff3b48b6707e5282ec2c1da5a86dfa4f890bb47a1,73,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G043-C03,canonicalized_best_sentence_top5,"Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents.",ef9180a7418a79c4739da256dd0e67b780cee936d149b49b101422266af7a248,24,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G043-C03,canonicalized_three_sentence_window_top5,"models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges",878b02023fef50ccc5871225259a66a37565e5e7df021e4a69ca4b2dd87ad9d6,60,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G043-C04,oracle_clean,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,fac12c8f7a7009e63efee3fd21674cf530c342cbefe23640167239b17c7492ea,20,candidate_csv.evidence_text,True,False,False
