candidate_id,variant,evidence_input_sha256,n_words,source,uses_oracle_text,contains_metadata,is_lengthened
SBV2-ALL92-G036-C03,oracle_plus_metadata_lengthened,ce8a4e6b2e7f8723992b3f207121293b2d0e6a4478ddd044aaefb476c2331c16,119,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G036-C03,raw_bm25_top1_chunk,1d875168ed1ba48e648031001b3b79e6d3e732d55387060aefd6e5b7a90f3b63,94,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G036-C03,cleaned_bm25_top1_chunk,1d875168ed1ba48e648031001b3b79e6d3e732d55387060aefd6e5b7a90f3b63,94,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G036-C03,canonicalized_best_sentence_top5,b5cc67f14e52ab62797f4afd9440afcfb5db3d01a465ae9880e92c02384d1c3a,46,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G036-C03,canonicalized_three_sentence_window_top5,04a05fea0ca078ac287ba0d68af33f108bda2fe8c76cd60ab48ee3bf19d38b09,71,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G036-C04,oracle_clean,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,45,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G036-C04,oracle_plus_metadata,e241d407f0b6c9f1ff3c3918497c946b9a5e7d738909575a102631cec59f0187,51,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G036-C04,oracle_lengthened,266aa96426088f480d42704dba6e53e7647a82f06c9cb00b53bac01ed3efc4d3,113,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G036-C04,oracle_plus_metadata_lengthened,ce8a4e6b2e7f8723992b3f207121293b2d0e6a4478ddd044aaefb476c2331c16,119,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G036-C04,raw_bm25_top1_chunk,1d875168ed1ba48e648031001b3b79e6d3e732d55387060aefd6e5b7a90f3b63,94,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G036-C04,cleaned_bm25_top1_chunk,1d875168ed1ba48e648031001b3b79e6d3e732d55387060aefd6e5b7a90f3b63,94,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G036-C04,canonicalized_best_sentence_top5,b5cc67f14e52ab62797f4afd9440afcfb5db3d01a465ae9880e92c02384d1c3a,46,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G036-C04,canonicalized_three_sentence_window_top5,04a05fea0ca078ac287ba0d68af33f108bda2fe8c76cd60ab48ee3bf19d38b09,71,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G037-C01,oracle_clean,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G037-C01,oracle_plus_metadata,897c4b780a5f7015fd703dadd7fc883891abf9139c5982452dd0da891cb081e1,21,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G037-C01,oracle_lengthened,28c9988c1e67451d563ee5a4595ca357c17a9aec6de83322c1d0b989cbb37455,98,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G037-C01,oracle_plus_metadata_lengthened,9e8ae0f3f32d64eee30c821c0ef7efba627889cf4fbe806ba93366cb0bf70cb2,104,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G037-C01,raw_bm25_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G037-C01,cleaned_bm25_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G037-C01,canonicalized_best_sentence_top5,45b0cc6cc4717aaabfcd5431c2a37726e8b8ac3ad3993a00d6eb9e118b3f31e9,36,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G037-C01,canonicalized_three_sentence_window_top5,21f67df6866acd10276f3f61b102b70a9bb991429cb736d22639ef8b0b547c7f,51,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G037-C02,oracle_clean,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G037-C02,oracle_plus_metadata,897c4b780a5f7015fd703dadd7fc883891abf9139c5982452dd0da891cb081e1,21,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G037-C02,oracle_lengthened,28c9988c1e67451d563ee5a4595ca357c17a9aec6de83322c1d0b989cbb37455,98,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G037-C02,oracle_plus_metadata_lengthened,9e8ae0f3f32d64eee30c821c0ef7efba627889cf4fbe806ba93366cb0bf70cb2,104,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G037-C02,raw_bm25_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G037-C02,cleaned_bm25_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G037-C02,canonicalized_best_sentence_top5,45b0cc6cc4717aaabfcd5431c2a37726e8b8ac3ad3993a00d6eb9e118b3f31e9,36,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G037-C02,canonicalized_three_sentence_window_top5,21f67df6866acd10276f3f61b102b70a9bb991429cb736d22639ef8b0b547c7f,51,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G037-C03,oracle_clean,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G037-C03,oracle_plus_metadata,897c4b780a5f7015fd703dadd7fc883891abf9139c5982452dd0da891cb081e1,21,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G037-C03,oracle_lengthened,28c9988c1e67451d563ee5a4595ca357c17a9aec6de83322c1d0b989cbb37455,98,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G037-C03,oracle_plus_metadata_lengthened,9e8ae0f3f32d64eee30c821c0ef7efba627889cf4fbe806ba93366cb0bf70cb2,104,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G037-C03,raw_bm25_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G037-C03,cleaned_bm25_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G037-C03,canonicalized_best_sentence_top5,159cd8574fb21f64dba7bffc3cb24d163f9ba4b438ac5a87946a8eca18ca0cb5,18,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G037-C03,canonicalized_three_sentence_window_top5,2069efc6a57cec2f30cb76f9549b54b1812f2aef48003b09990bd0c0a8cb61ef,33,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G037-C04,oracle_clean,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G037-C04,oracle_plus_metadata,897c4b780a5f7015fd703dadd7fc883891abf9139c5982452dd0da891cb081e1,21,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G037-C04,oracle_lengthened,1ae01d8a4dce18632391f5236ebc5037447a2d3bc6bc9a5eb84662c43c36d750,91,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G037-C04,oracle_plus_metadata_lengthened,1ed3e9fb49c91303b2cbfcd5eda5e04e1ce694b7d749db775d43217ef63e3dff,97,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G037-C04,raw_bm25_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G037-C04,cleaned_bm25_top1_chunk,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,70,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G037-C04,canonicalized_best_sentence_top5,aa21b553fdfaa06141f40793283c13b00f797e3bd62aafc48afea18d36ee8de2,21,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G037-C04,canonicalized_three_sentence_window_top5,ddc490f85067d0c6b58dc018a825ddb036ae8b17a01d9cb7177092b5e4562f01,39,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G038-C01,oracle_clean,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,28,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G038-C01,oracle_plus_metadata,737ab94e44c1e2a3ce70e12279b2884d5028fb175acc09644bbe54fd6a173a79,34,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G038-C01,oracle_lengthened,f81744234e09e832e8c7af575c64ed3ac5d4d978ee9fb52d6e4c460a1a04eb54,109,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G038-C01,oracle_plus_metadata_lengthened,ef45c31bbd0c197b5fa2cd9c201fc0eb3f5f5a8d43f5d1a2b7dd472321d55d35,115,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G038-C01,raw_bm25_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G038-C01,cleaned_bm25_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G038-C01,canonicalized_best_sentence_top5,f6707edf1483b3660466f72ec417da19bdc4b7474a4b2451fed115d4bc4dce63,8,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G038-C01,canonicalized_three_sentence_window_top5,41ec18bdedef569462e1f33f0ffd157b998a682d675f7c3664827163441a9de2,38,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G038-C02,oracle_clean,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,28,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G038-C02,oracle_plus_metadata,737ab94e44c1e2a3ce70e12279b2884d5028fb175acc09644bbe54fd6a173a79,34,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G038-C02,oracle_lengthened,f81744234e09e832e8c7af575c64ed3ac5d4d978ee9fb52d6e4c460a1a04eb54,109,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G038-C02,oracle_plus_metadata_lengthened,ef45c31bbd0c197b5fa2cd9c201fc0eb3f5f5a8d43f5d1a2b7dd472321d55d35,115,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G038-C02,raw_bm25_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G038-C02,cleaned_bm25_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G038-C02,canonicalized_best_sentence_top5,945883412bc8f70d8509812743817be996af6800b333ee18b94ee8ad04429849,18,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G038-C02,canonicalized_three_sentence_window_top5,e9a82db1fea9686162c4b39980c4f0ab42ab5cd9e79c6d207283c8142df6438b,78,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G038-C03,oracle_clean,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,28,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G038-C03,oracle_plus_metadata,737ab94e44c1e2a3ce70e12279b2884d5028fb175acc09644bbe54fd6a173a79,34,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G038-C03,oracle_lengthened,f81744234e09e832e8c7af575c64ed3ac5d4d978ee9fb52d6e4c460a1a04eb54,109,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G038-C03,oracle_plus_metadata_lengthened,ef45c31bbd0c197b5fa2cd9c201fc0eb3f5f5a8d43f5d1a2b7dd472321d55d35,115,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G038-C03,raw_bm25_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G038-C03,cleaned_bm25_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G038-C03,canonicalized_best_sentence_top5,945883412bc8f70d8509812743817be996af6800b333ee18b94ee8ad04429849,18,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G038-C03,canonicalized_three_sentence_window_top5,e9a82db1fea9686162c4b39980c4f0ab42ab5cd9e79c6d207283c8142df6438b,78,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G038-C04,oracle_clean,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,28,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G038-C04,oracle_plus_metadata,737ab94e44c1e2a3ce70e12279b2884d5028fb175acc09644bbe54fd6a173a79,34,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G038-C04,oracle_lengthened,f81744234e09e832e8c7af575c64ed3ac5d4d978ee9fb52d6e4c460a1a04eb54,109,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G038-C04,oracle_plus_metadata_lengthened,ef45c31bbd0c197b5fa2cd9c201fc0eb3f5f5a8d43f5d1a2b7dd472321d55d35,115,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G038-C04,raw_bm25_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G038-C04,cleaned_bm25_top1_chunk,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,78,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G038-C04,canonicalized_best_sentence_top5,f6707edf1483b3660466f72ec417da19bdc4b7474a4b2451fed115d4bc4dce63,8,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G038-C04,canonicalized_three_sentence_window_top5,41ec18bdedef569462e1f33f0ffd157b998a682d675f7c3664827163441a9de2,38,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G040-C01,oracle_clean,28f42a808c89c2b3744ef58a0fc617ee2615e0f65abd36d40d5e761b85adcf95,20,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G040-C01,oracle_plus_metadata,09a069aca771597ac99a9c05105615d838702d59e10ff8ee63f815c2b74a2956,34,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G040-C01,oracle_lengthened,781a4e2781b96144bebcac5e4b656dfbb6c6d7f7534e661232d17a7970fffb6a,83,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G040-C01,oracle_plus_metadata_lengthened,926238a9b4079fddaec532c62a0bbd2a665ac0d3b41978cb204f1d7b71f6f90d,97,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G040-C01,raw_bm25_top1_chunk,8c34b9931730f4e9c3fd67699ceeb4e700a479f7ca3c244da667396fbc53977e,74,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G040-C01,cleaned_bm25_top1_chunk,8c34b9931730f4e9c3fd67699ceeb4e700a479f7ca3c244da667396fbc53977e,74,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G040-C01,canonicalized_best_sentence_top5,28f42a808c89c2b3744ef58a0fc617ee2615e0f65abd36d40d5e761b85adcf95,20,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G040-C01,canonicalized_three_sentence_window_top5,bf94fb5574a6f712c219d745d2ef585a84ed6ffe47723622d74798fdf451c532,42,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G040-C02,oracle_clean,28f42a808c89c2b3744ef58a0fc617ee2615e0f65abd36d40d5e761b85adcf95,20,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G040-C02,oracle_plus_metadata,09a069aca771597ac99a9c05105615d838702d59e10ff8ee63f815c2b74a2956,34,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G040-C02,oracle_lengthened,2c82967b01d12cce11fb9cc80bb92c913f2ca2b312901ffc45fb95ab7ad5d169,86,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G040-C02,oracle_plus_metadata_lengthened,6fa00a903b7ae693d125eae18e1fb09dd4c9e332387afdc53d657a9865990f5e,100,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G040-C02,raw_bm25_top1_chunk,88e5de6c730706035013d512e4d8247e0f3584cc0229fa717f435fa995d5458a,63,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G040-C02,cleaned_bm25_top1_chunk,88e5de6c730706035013d512e4d8247e0f3584cc0229fa717f435fa995d5458a,63,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G040-C02,canonicalized_best_sentence_top5,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G040-C02,canonicalized_three_sentence_window_top5,c480b8a41d59c9617119274ac018755bfe5824835780bef15c8b400ecfe47f4e,61,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G040-C03,oracle_clean,28f42a808c89c2b3744ef58a0fc617ee2615e0f65abd36d40d5e761b85adcf95,20,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G040-C03,oracle_plus_metadata,09a069aca771597ac99a9c05105615d838702d59e10ff8ee63f815c2b74a2956,34,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G040-C03,oracle_lengthened,2c82967b01d12cce11fb9cc80bb92c913f2ca2b312901ffc45fb95ab7ad5d169,86,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G040-C03,oracle_plus_metadata_lengthened,6fa00a903b7ae693d125eae18e1fb09dd4c9e332387afdc53d657a9865990f5e,100,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G040-C03,raw_bm25_top1_chunk,88e5de6c730706035013d512e4d8247e0f3584cc0229fa717f435fa995d5458a,63,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G040-C03,cleaned_bm25_top1_chunk,88e5de6c730706035013d512e4d8247e0f3584cc0229fa717f435fa995d5458a,63,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G040-C03,canonicalized_best_sentence_top5,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G040-C03,canonicalized_three_sentence_window_top5,c480b8a41d59c9617119274ac018755bfe5824835780bef15c8b400ecfe47f4e,61,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G040-C04,oracle_clean,28f42a808c89c2b3744ef58a0fc617ee2615e0f65abd36d40d5e761b85adcf95,20,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G040-C04,oracle_plus_metadata,09a069aca771597ac99a9c05105615d838702d59e10ff8ee63f815c2b74a2956,34,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G040-C04,oracle_lengthened,2c82967b01d12cce11fb9cc80bb92c913f2ca2b312901ffc45fb95ab7ad5d169,86,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G040-C04,oracle_plus_metadata_lengthened,6fa00a903b7ae693d125eae18e1fb09dd4c9e332387afdc53d657a9865990f5e,100,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G040-C04,raw_bm25_top1_chunk,88e5de6c730706035013d512e4d8247e0f3584cc0229fa717f435fa995d5458a,63,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G040-C04,cleaned_bm25_top1_chunk,88e5de6c730706035013d512e4d8247e0f3584cc0229fa717f435fa995d5458a,63,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G040-C04,canonicalized_best_sentence_top5,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G040-C04,canonicalized_three_sentence_window_top5,c480b8a41d59c9617119274ac018755bfe5824835780bef15c8b400ecfe47f4e,61,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G042-C01,oracle_clean,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G042-C01,oracle_plus_metadata,9b09c7d3277098179019854cbea42e8c0ccda61a2ab00bfa7af1053dadd9f0b5,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G042-C01,oracle_lengthened,1fcf2fdb7d6d0fce733bb3f008ff06802ff23d0c1c73a5b2d79f164f55c639f2,92,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G042-C01,oracle_plus_metadata_lengthened,5a7b2eae9a2b993ee4fdf07e024096ba310bc93b47e48b3bda5e0040d3f821be,106,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G042-C01,raw_bm25_top1_chunk,d5dd03d592588d270320fe128a4c3da8e8d731ae45e0ef2d29b777f1b571251f,58,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G042-C01,cleaned_bm25_top1_chunk,d5dd03d592588d270320fe128a4c3da8e8d731ae45e0ef2d29b777f1b571251f,58,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G042-C01,canonicalized_best_sentence_top5,b8616ce4e4047c7f10562f42071984a4d1c6182f6f0061a7c32b2b84a8e89496,26,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G042-C01,canonicalized_three_sentence_window_top5,8c5c49eea6b4ac941b814e12bdec508580b28c52f559ec9bbc1ded78c680a5a6,45,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G042-C02,oracle_clean,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G042-C02,oracle_plus_metadata,9b09c7d3277098179019854cbea42e8c0ccda61a2ab00bfa7af1053dadd9f0b5,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G042-C02,oracle_lengthened,a67915649dde1fd39fbca41beb67fe76e14f99d7e00760bb2cffea50a1d8ab0c,84,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G042-C02,oracle_plus_metadata_lengthened,47f3bfc246206353de09d55577af79bed413c9424e6f85d415dfc17b5323bd6f,98,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G042-C02,raw_bm25_top1_chunk,79b9a8b1c85a5166f9c4900cec945f8579d0ea3530a2d6c95cd2fa7fff94d10e,66,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G042-C02,cleaned_bm25_top1_chunk,79b9a8b1c85a5166f9c4900cec945f8579d0ea3530a2d6c95cd2fa7fff94d10e,66,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G042-C02,canonicalized_best_sentence_top5,b143871a7e36e34f0ab054f14a55c4c1257287006393cb2416b0271ec6cc9831,39,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G042-C02,canonicalized_three_sentence_window_top5,d3c205e5c6168b24118b44d3a94368f02c14c030690b93673048dc26c25b6f12,57,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G042-C03,oracle_clean,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G042-C03,oracle_plus_metadata,9b09c7d3277098179019854cbea42e8c0ccda61a2ab00bfa7af1053dadd9f0b5,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G042-C03,oracle_lengthened,869388bbe60e208655330ccdf5534743364a2685e468b940c2203e7a4d011248,99,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G042-C03,oracle_plus_metadata_lengthened,02ebbb01dbb500c679245dc749b6aefdf972bd3b72b6766805cfd06fd89816fd,113,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G042-C03,raw_bm25_top1_chunk,d5dd03d592588d270320fe128a4c3da8e8d731ae45e0ef2d29b777f1b571251f,58,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G042-C03,cleaned_bm25_top1_chunk,d5dd03d592588d270320fe128a4c3da8e8d731ae45e0ef2d29b777f1b571251f,58,chunk_retrieval rank=1 (cleaned),False,False,False
SBV2-ALL92-G042-C03,canonicalized_best_sentence_top5,8aac1d7066356b2f6a8187d803c79379365f83fcf5232d569b0bff14da2b1ac1,25,canonicalizer_ablation best_sentence_top5_overlap,False,False,False
SBV2-ALL92-G042-C03,canonicalized_three_sentence_window_top5,30bb7656a69f5be8aef6cc9fc272f35b8e2ff8ccad87bf59030ce71e926f6a17,54,canonicalizer_ablation three_sentence_window_top5,False,False,False
SBV2-ALL92-G042-C04,oracle_clean,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,candidate_csv.evidence_text,True,False,False
SBV2-ALL92-G042-C04,oracle_plus_metadata,9b09c7d3277098179019854cbea42e8c0ccda61a2ab00bfa7af1053dadd9f0b5,40,candidate_csv.evidence_text + metadata,True,True,False
SBV2-ALL92-G042-C04,oracle_lengthened,a67915649dde1fd39fbca41beb67fe76e14f99d7e00760bb2cffea50a1d8ab0c,84,candidate_csv.evidence_text + adjacent_chunk,True,False,True
SBV2-ALL92-G042-C04,oracle_plus_metadata_lengthened,47f3bfc246206353de09d55577af79bed413c9424e6f85d415dfc17b5323bd6f,98,candidate_csv.evidence_text + metadata + adjacent_chunk,True,True,True
SBV2-ALL92-G042-C04,raw_bm25_top1_chunk,4f2e59b186283089290cd30eec360d2128359d441e2f4ea9c1f1cfcdc1aacf0c,71,chunk_retrieval rank=1,False,False,False
SBV2-ALL92-G042-C04,cleaned_bm25_top1_chunk,4f2e59b186283089290cd30eec360d2128359d441e2f4ea9c1f1cfcdc1aacf0c,71,chunk_retrieval rank=1 (cleaned),False,False,False
