candidate_id,variant_a,variant_b,true_label,pred_a,pred_b,evidence_hash_a,evidence_hash_b,n_words_a,n_words_b,comment_auto
SBV2-ALL92-G002-CONTRA,oracle_clean,oracle_lengthened,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,6a0ba79dba70e2735bc0881338175526cd2f23b10d46ae19b0dcd498cfe57a62,0945045487b4ee9e778c78aed068eddab1a3d5828651640f363763957da6b0bb,30,99,oracle_clean=contradiction_candidate vs oracle_lengthened=mild_scope_overclaim | true=contradiction_candidate | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G027-C02,oracle_clean,oracle_lengthened,mild_scope_overclaim,strong_action_overclaim,supported,333e606f34c75deea454d5b9abd3839df3083611c273e8eca5edbb826eacbe3e,65f542b90739e63e9b19c17d317470295d0cb728b5fa8c9d5c5c81d34511c6bd,24,117,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=mild_scope_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G027-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,333e606f34c75deea454d5b9abd3839df3083611c273e8eca5edbb826eacbe3e,65f542b90739e63e9b19c17d317470295d0cb728b5fa8c9d5c5c81d34511c6bd,24,117,oracle_clean=strong_action_overclaim vs oracle_lengthened=mild_scope_overclaim | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G030-C02,oracle_clean,oracle_lengthened,mild_scope_overclaim,strong_action_overclaim,supported,eab41e3ab7ea7b6fc7f589ae329e02580c173475e67f781b2804b409cb0cdd23,f8e1727948c92ba162e86cb798f4d73b43c1208679e5141eb94b323de89b5939,16,83,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=mild_scope_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G030-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,supported,eab41e3ab7ea7b6fc7f589ae329e02580c173475e67f781b2804b409cb0cdd23,14fd8670f079d0adc32a618dcf2332610ecbdc2ab754dcce3624f5304ef158c9,16,84,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G030-C03,oracle_clean,oracle_plus_metadata,strong_action_overclaim,strong_action_overclaim,contradiction_candidate,eab41e3ab7ea7b6fc7f589ae329e02580c173475e67f781b2804b409cb0cdd23,7fb07379eaf6800654f4df5ee08ef27adbe4f935f7d5f092ea618c50acff4d2a,16,25,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=contradiction_candidate | true=strong_action_overclaim | oracle_clean✓ oracle_plus_metadata✗
SBV2-ALL92-G030-C04,oracle_clean,oracle_lengthened,contradiction_candidate,strong_action_overclaim,contradiction_candidate,eab41e3ab7ea7b6fc7f589ae329e02580c173475e67f781b2804b409cb0cdd23,a7ae1d945f423a4febb8801f16d33cc2c7890cc5b3742e6ee87d0c5621da609d,16,87,oracle_clean=strong_action_overclaim vs oracle_lengthened=contradiction_candidate | true=contradiction_candidate | oracle_clean✗ oracle_lengthened✓
SBV2-ALL92-G030-C04,oracle_clean,oracle_plus_metadata,contradiction_candidate,strong_action_overclaim,contradiction_candidate,eab41e3ab7ea7b6fc7f589ae329e02580c173475e67f781b2804b409cb0cdd23,7fb07379eaf6800654f4df5ee08ef27adbe4f935f7d5f092ea618c50acff4d2a,16,25,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=contradiction_candidate | true=contradiction_candidate | oracle_clean✗ oracle_plus_metadata✓
SBV2-ALL92-G031-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,supported,strong_action_overclaim,d5ba2af21c6b2da5cf1b4ac268f2a394575bdbce23bfaf57ce80f2856cc690b9,4cf76e842320d9466f6c34047807a5609f0bec3e6d34106c50daa66d6487e376,75,18,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=mild_scope_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G031-C03,oracle_clean,oracle_plus_metadata,strong_action_overclaim,supported,strong_action_overclaim,e598be9bb01d57fbd096bfadf3026982fd4197d1ba94ec5333914e578d9c094e,421582c19690e4c8d41534b8b1e8c09c0c260cdd7d73642ccdecccabb7f3c797,24,30,oracle_clean=supported vs oracle_plus_metadata=strong_action_overclaim | true=strong_action_overclaim | oracle_clean✗ oracle_plus_metadata✓
SBV2-ALL92-G031-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,supported,contradiction_candidate,d5ba2af21c6b2da5cf1b4ac268f2a394575bdbce23bfaf57ce80f2856cc690b9,c42c5de787f2539cc76b6a9c8ee443e0a512ba175efa30faf7cdfdb60d04a86a,75,22,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=contradiction_candidate | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G032-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,supported,strong_action_overclaim,2a456f17dde94e2bc5408ec0a60e47004cdbe8dcab610238c9e8080d8c4eb811,da859217c9d7aaa69a9aae3f95d1c80be87f168bdf7eba16f8aa47a496621517,70,18,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=supported | raw_bm25_top1_chunk✓ canonicalized_best_sentence_top5✗
SBV2-ALL92-G032-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,supported,strong_action_overclaim,2a456f17dde94e2bc5408ec0a60e47004cdbe8dcab610238c9e8080d8c4eb811,da859217c9d7aaa69a9aae3f95d1c80be87f168bdf7eba16f8aa47a496621517,70,18,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=mild_scope_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G032-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,supported,strong_action_overclaim,38380b68301025389840dce82d4b22cefe65bbcb76ffa3ddc2cb40a28cc66811,da859217c9d7aaa69a9aae3f95d1c80be87f168bdf7eba16f8aa47a496621517,60,18,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G033-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,mild_scope_overclaim,strong_action_overclaim,bee4e699631012793764da2ce43d9638fecd15cdfc290bb674660f1c9f36cce6,985788bf0ea474943d328546cda5bc5a06e0cec4816d9bfb5f02babf7e946480,70,24,raw_bm25_top1_chunk=mild_scope_overclaim vs canonicalized_best_sentence_top5=strong_action_overclaim | true=supported | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G033-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,mild_scope_overclaim,strong_action_overclaim,bee4e699631012793764da2ce43d9638fecd15cdfc290bb674660f1c9f36cce6,985788bf0ea474943d328546cda5bc5a06e0cec4816d9bfb5f02babf7e946480,70,24,raw_bm25_top1_chunk=mild_scope_overclaim vs canonicalized_best_sentence_top5=strong_action_overclaim | true=mild_scope_overclaim | raw_bm25_top1_chunk✓ canonicalized_best_sentence_top5✗
SBV2-ALL92-G033-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,supported,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,3b3fc0c6dd96f66b2707a0a28dd58b6002eb2bd733b4cf28c50cb21bafa2d0a0,32,101,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G033-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,mild_scope_overclaim,strong_action_overclaim,bee4e699631012793764da2ce43d9638fecd15cdfc290bb674660f1c9f36cce6,985788bf0ea474943d328546cda5bc5a06e0cec4816d9bfb5f02babf7e946480,70,24,raw_bm25_top1_chunk=mild_scope_overclaim vs canonicalized_best_sentence_top5=strong_action_overclaim | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G033-C04,oracle_clean,oracle_lengthened,contradiction_candidate,strong_action_overclaim,contradiction_candidate,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,e1271c13e512cdb5e73b299d72526aa7fded85338b06990231594b818180b5a9,32,102,oracle_clean=strong_action_overclaim vs oracle_lengthened=contradiction_candidate | true=contradiction_candidate | oracle_clean✗ oracle_lengthened✓
SBV2-ALL92-G033-C04,oracle_clean,oracle_plus_metadata,contradiction_candidate,strong_action_overclaim,supported,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,db4013fd00f5b286e86fcfa5611ed7f2af080d5ed187f4ac72c2d183b186389e,32,38,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=supported | true=contradiction_candidate | oracle_clean✗ oracle_plus_metadata✗
SBV2-ALL92-G034-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,supported,strong_action_overclaim,9987f8de765a05b20db5faa9526312e25bcccaae0022260926463cbc8fe7e8db,a0576b0b5165d6bbee380ec44174712687540e0bb48375bc977da131a66467b1,70,13,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=supported | raw_bm25_top1_chunk✓ canonicalized_best_sentence_top5✗
SBV2-ALL92-G034-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,supported,strong_action_overclaim,9987f8de765a05b20db5faa9526312e25bcccaae0022260926463cbc8fe7e8db,a0576b0b5165d6bbee380ec44174712687540e0bb48375bc977da131a66467b1,70,13,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=mild_scope_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G034-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,supported,f4dcba23b1fffd3c34dc76c21a7e8f2e388e72af9a3fbc7aa156ed587f54d058,80befb7dcc30c7e33230bbbc7fea8f248e7634e71c6ae630c76bf4a00128d6a0,18,87,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G034-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,supported,strong_action_overclaim,9987f8de765a05b20db5faa9526312e25bcccaae0022260926463cbc8fe7e8db,a0576b0b5165d6bbee380ec44174712687540e0bb48375bc977da131a66467b1,70,13,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G035-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,115703855e9a1f6dbb2ca1313f90810e825d4f93304d462db3ab169306eda75d,24,103,oracle_clean=strong_action_overclaim vs oracle_lengthened=mild_scope_overclaim | true=strong_action_overclaim | oracle_clean✓ oracle_lengthened✗
SBV2-ALL92-G035-C03,oracle_clean,oracle_plus_metadata,strong_action_overclaim,strong_action_overclaim,supported,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,1f9c360d6bb0dfad00ff3198edd37c0f7bc55ec2da6d016ca485411df256134a,24,30,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=supported | true=strong_action_overclaim | oracle_clean✓ oracle_plus_metadata✗
SBV2-ALL92-G035-C03,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,strong_action_overclaim,supported,strong_action_overclaim,41f756fb0d9a831f527e762c563403345f8a4ec997f48314122681f1b4e52c7c,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,33,24,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=strong_action_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G035-C04,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,contradiction_candidate,supported,contradiction_candidate,f480af8b42e2ca9114e13d7e54c169c890d4bab5687b337324e71b2bf3a0ce1d,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,80,24,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=contradiction_candidate | true=contradiction_candidate | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✓
SBV2-ALL92-G036-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,strong_action_overclaim,contradiction_candidate,1d875168ed1ba48e648031001b3b79e6d3e732d55387060aefd6e5b7a90f3b63,b5cc67f14e52ab62797f4afd9440afcfb5db3d01a465ae9880e92c02384d1c3a,94,46,raw_bm25_top1_chunk=strong_action_overclaim vs canonicalized_best_sentence_top5=contradiction_candidate | true=supported | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G036-C02,oracle_clean,oracle_lengthened,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,df96ef0a15cca9b8f5f4e9ea07dc4fda886af5c8ca7d0c45ac0a5a83834c9a0e,45,139,oracle_clean=strong_action_overclaim vs oracle_lengthened=contradiction_candidate | true=mild_scope_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G036-C02,oracle_clean,oracle_plus_metadata,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,e241d407f0b6c9f1ff3c3918497c946b9a5e7d738909575a102631cec59f0187,45,51,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=mild_scope_overclaim | true=mild_scope_overclaim | oracle_clean✗ oracle_plus_metadata✓
SBV2-ALL92-G036-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,supported,contradiction_candidate,8d3930d450f03678ec0ce20066998e3dd1afc7a1639b0788e622a2132e738b76,b5cc67f14e52ab62797f4afd9440afcfb5db3d01a465ae9880e92c02384d1c3a,68,46,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=contradiction_candidate | true=mild_scope_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G036-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,supported,mild_scope_overclaim,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,266aa96426088f480d42704dba6e53e7647a82f06c9cb00b53bac01ed3efc4d3,45,113,oracle_clean=supported vs oracle_lengthened=mild_scope_overclaim | true=strong_action_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G037-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,supported,strong_action_overclaim,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,45b0cc6cc4717aaabfcd5431c2a37726e8b8ac3ad3993a00d6eb9e118b3f31e9,70,36,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=supported | raw_bm25_top1_chunk✓ canonicalized_best_sentence_top5✗
SBV2-ALL92-G037-C02,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,mild_scope_overclaim,supported,strong_action_overclaim,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,45b0cc6cc4717aaabfcd5431c2a37726e8b8ac3ad3993a00d6eb9e118b3f31e9,70,36,raw_bm25_top1_chunk=supported vs canonicalized_best_sentence_top5=strong_action_overclaim | true=mild_scope_overclaim | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G037-C03,oracle_clean,oracle_lengthened,strong_action_overclaim,supported,mild_scope_overclaim,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,28c9988c1e67451d563ee5a4595ca357c17a9aec6de83322c1d0b989cbb37455,15,98,oracle_clean=supported vs oracle_lengthened=mild_scope_overclaim | true=strong_action_overclaim | oracle_clean✗ oracle_lengthened✗
SBV2-ALL92-G037-C04,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,contradiction_candidate,contradiction_candidate,strong_action_overclaim,37062605c17d7ba006af1b0529bdd76bffaa4c8e5478f6e51fcf8194faaa79b6,aa21b553fdfaa06141f40793283c13b00f797e3bd62aafc48afea18d36ee8de2,70,21,raw_bm25_top1_chunk=contradiction_candidate vs canonicalized_best_sentence_top5=strong_action_overclaim | true=contradiction_candidate | raw_bm25_top1_chunk✓ canonicalized_best_sentence_top5✗
SBV2-ALL92-G038-C01,oracle_clean,oracle_lengthened,supported,strong_action_overclaim,supported,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,f81744234e09e832e8c7af575c64ed3ac5d4d978ee9fb52d6e4c460a1a04eb54,28,109,oracle_clean=strong_action_overclaim vs oracle_lengthened=supported | true=supported | oracle_clean✗ oracle_lengthened✓
SBV2-ALL92-G038-C01,oracle_clean,oracle_plus_metadata,supported,strong_action_overclaim,supported,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,737ab94e44c1e2a3ce70e12279b2884d5028fb175acc09644bbe54fd6a173a79,28,34,oracle_clean=strong_action_overclaim vs oracle_plus_metadata=supported | true=supported | oracle_clean✗ oracle_plus_metadata✓
SBV2-ALL92-G038-C01,raw_bm25_top1_chunk,canonicalized_best_sentence_top5,supported,contradiction_candidate,strong_action_overclaim,40246f7be1c833395ebd8ec044bf6b24b8a159e17102adeb6b7a1cc99fbe5980,f6707edf1483b3660466f72ec417da19bdc4b7474a4b2451fed115d4bc4dce63,78,8,raw_bm25_top1_chunk=contradiction_candidate vs canonicalized_best_sentence_top5=strong_action_overclaim | true=supported | raw_bm25_top1_chunk✗ canonicalized_best_sentence_top5✗
SBV2-ALL92-G038-C02,oracle_clean,oracle_lengthened,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,f81744234e09e832e8c7af575c64ed3ac5d4d978ee9fb52d6e4c460a1a04eb54,28,109,oracle_clean=strong_action_overclaim vs oracle_lengthened=mild_scope_overclaim | true=mild_scope_overclaim | oracle_clean✗ oracle_lengthened✓
