candidate_id,true_label,pred_label,strong_action_flag,strong_action_score,p_contra_mean,p_svm_mean,priority_score,selected_evidence,selected_chunk_id,selected_rank,source_pdf,page,route,n_seeds_voted,vote_share_strong
SBV2-ALL92-G036-C01,supported,contradiction_candidate,0,0.2228146055579653,0.9140490831687403,0.7891321189878715,-0.691234477610775,"Diverse Large-Scale Official Training Data: Bench2Drive consists of a standardized training set of 2 million fully annotated frames from 13638 clips under diverse scenarios, weathers, and towns, ensuring that all AD systems are trained under abundant yet similar conditions, which is crucial for fair algorithm-level comparisons.",AD-012_p3_c1,3,AD-012,4,contradiction,2,0.0
SBV2-ALL92-G036-C02,mild_scope_overclaim,contradiction_candidate,0,0.560335565200414,0.9160056117833144,0.7943602525008042,-0.35567004658290036,Bench2Drive’s official training data consis,AD-012_p1_c1,5,AD-012,3,contradiction,2,0.0
SBV2-ALL92-G036-C03,strong_action_overclaim,contradiction_candidate,0,0.23962042497372305,0.9156905999974003,0.7934636559383451,-0.6760701750236773,"Diverse Large-Scale Official Training Data: Bench2Drive consists of a standardized training set of 2 million fully annotated frames from 13638 clips under diverse scenarios, weathers, and towns, ensuring that all AD systems are trained under abundant yet similar conditions, which is crucial for fair algorithm-level comparisons.",AD-012_p3_c1,3,AD-012,4,contradiction,2,0.0
SBV2-ALL92-G036-C04,contradiction_candidate,contradiction_candidate,0,0.7378015532317759,0.6305574849121178,0.5997407691118752,0.10724406831965805,"Overall, the comparison suggests that while IPPO is a reasonable default, the best CL method and MARL algorithm should be chosen together rather than in isolation. 25",MARL-005_p25_c3,5,AD-012,4,contradiction,2,0.0
SBV2-ALL92-G037-C01,supported,strong_action_overclaim,1,0.7391998281027119,0.32040614709008436,0.4366646607826954,0.9187936810126276,"(1) We build NAVSIM, a framework for non-reactive AV simulation, with standardized protocols for training and testing, data curation tools ensuring broad accessibility, and an official public evaluation server used for the inaugural NAVSIM challenge.",AD-014_p3_c0,4,AD-014,6,strong_action,2,1.0
SBV2-ALL92-G037-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7474992934351421,0.29630068427838013,0.4221299086243018,0.9511986091567619,"(1) We build NAVSIM, a framework for non-reactive AV simulation, with standardized protocols for training and testing, data curation tools ensuring broad accessibility, and an official public evaluation server used for the inaugural NAVSIM challenge.",AD-014_p3_c0,3,AD-014,6,strong_action,2,1.0
SBV2-ALL92-G037-C03,strong_action_overclaim,strong_action_overclaim,1,0.8498385700841802,0.26327765601112113,0.48540860954570386,1.086560914073059,Studying the relation of closed-loop and open-loop metrics necessitates access to a fully reactive simulator.,AD-014_p6_c1,1,AD-014,6,strong_action,2,1.0
SBV2-ALL92-G037-C04,contradiction_candidate,strong_action_overclaim,1,0.7288812665038276,0.3429052861147915,0.538539106641662,0.8859759803890361,"Due to the lasting interest after the challenge, we re-opened a public evaluation server using navtest as the evaluation split.",AD-014_p9_c3,2,AD-014,6,strong_action,2,1.0
SBV2-ALL92-G038-C01,supported,strong_action_overclaim,1,0.7106183059673961,0.26244780461913325,0.4818630683362637,0.9481705013482629,(a) We consider challenging scenes where maintaining a constant velocity and heading fails compared to the human driver.,AD-014_p5_c0,2,AD-014,5,strong_action,4,1.0
SBV2-ALL92-G038-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7200480855891848,0.26708764696012954,0.4863712935416601,0.9529604386290552,(a) We consider challenging scenes where maintaining a constant velocity and heading fails compared to the human driver.,AD-014_p5_c0,2,AD-014,5,strong_action,4,1.0
SBV2-ALL92-G038-C03,strong_action_overclaim,strong_action_overclaim,1,0.7171062999032795,0.26202144477880107,0.4820791625438549,0.9550848551244784,(a) We consider challenging scenes where maintaining a constant velocity and heading fails compared to the human driver.,AD-014_p5_c0,2,AD-014,5,strong_action,4,1.0
SBV2-ALL92-G038-C04,contradiction_candidate,strong_action_overclaim,1,0.7322972308523641,0.29861018978489695,0.5122952259774846,0.9336870410674671,(a) We consider challenging scenes where maintaining a constant velocity and heading fails compared to the human driver.,AD-014_p5_c0,2,AD-014,5,strong_action,4,1.0
SBV2-ALL92-G040-C01,supported,strong_action_overclaim,1,0.6546698260721456,0.2640357368841231,0.500783400266063,0.8906340891880226,are more likely to arise. 4 EXPERIMENTS 4.1 BASELINES AND IMPLEMENTATION DETAILS We implement five classical End-to-End Autonomous Driving (E2EAD) models as baseline methods.,AD-015_p7_c2,5,AD-015,7,strong_action,3,1.0
SBV2-ALL92-G040-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7182290501984362,0.257358532874774,0.4695157614143581,0.9608705173236622,"Additionally, we present a robust evaluation benchmark featuring baseline E2EAD methods, enabling comprehensive closed-loop assessments.",AD-015_p9_c3,1,AD-015,9,strong_action,3,1.0
SBV2-ALL92-G040-C03,strong_action_overclaim,strong_action_overclaim,1,0.7039277405419391,0.25732170080167543,0.4692304209620896,0.9466060397402636,"Additionally, we present a robust evaluation benchmark featuring baseline E2EAD methods, enabling comprehensive closed-loop assessments.",AD-015_p9_c3,1,AD-015,9,strong_action,3,1.0
SBV2-ALL92-G040-C04,contradiction_candidate,contradiction_candidate,0,0.43190647977376506,0.9327383692716221,0.8322890628769098,-0.5008318894978571,"Additionally, we present a robust evaluation benchmark featuring baseline E2EAD methods, enabling comprehensive closed-loop assessments.",AD-015_p9_c3,1,AD-015,9,contradiction,3,0.0
SBV2-ALL92-G042-C01,supported,strong_action_overclaim,1,0.6932403729905172,0.29479589629750846,0.46920890481872324,0.8984444766930088,"Notably, DriveE2E is the first CARLA-based, closed-loop benchmark for end-to-end autonomous driving grounded in a Real2Sim approach, specifically designed to narrow the gap between simulation-based evaluations and real-world tes",AD-015_p3_c2,4,AD-015,1,strong_action,1,1.0
SBV2-ALL92-G042-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6722809054319459,0.04282290761320987,0.3993175971025795,1.129457997818736,Pre-Print Construct Twin Intersections Deploy Sensors for Observation Twin Driving Scenarios DriveE2E Expert Dataset Expert Route Agent Policy Closed-Loop Evaluation for E2EAD Generate Data & Enable Closed-Loop Sim Integrate into CARLA Capture Traffic Scenarios Figure 2: Overview of DriveE2E.,AD-015_p2_c0,5,AD-015,4,strong_action,1,1.0
SBV2-ALL92-G042-C03,strong_action_overclaim,strong_action_overclaim,1,0.7547245768898364,0.31459509420918463,0.5146287502077773,0.9401294826806518,"In contrast, DriveE2E builds high-fidelity static assets and incorporates traffic scenarios from an infrastructure-view perspective, enabling more realistic and consistent closed-loop evaluations of E2EAD methods.",AD-015_p4_c3,3,AD-015,1,strong_action,1,1.0
SBV2-ALL92-G042-C04,contradiction_candidate,strong_action_overclaim,1,0.6735986289251058,0.30497372248945626,0.5143823527598481,0.8686249064356495,"However, these benchmarks typically rely on manually constructed driving scenarios, in which traffic participants, their behaviors, and environmental conditions are manually configured.",AD-015_p2_c1,1,AD-015,2,strong_action,1,1.0
SBV2-ALL92-G043-C01,supported,strong_action_overclaim,1,0.62513327568972,0.2390121279446759,0.4791858524324451,0.8861211477450441,"Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents.",AD-016_p7_c0,1,AD-016,7,strong_action,1,1.0
SBV2-ALL92-G043-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6218877201524959,0.23850915236631895,0.4782418691109766,0.883378567786177,"Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents.",AD-016_p7_c0,1,AD-016,7,strong_action,1,1.0
SBV2-ALL92-G043-C03,strong_action_overclaim,strong_action_overclaim,1,0.6338924649125964,0.23807435807553387,0.47765878766872777,0.8958181068370625,"Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents.",AD-016_p7_c0,1,AD-016,7,strong_action,1,1.0
SBV2-ALL92-G043-C04,contradiction_candidate,contradiction_candidate,0,0.46487693171694594,0.9226980209969194,0.8021401742798262,-0.4578210892799735,"Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents.",AD-016_p7_c0,1,AD-016,7,contradiction,1,0.0
SBV2-ALL92-G047-C01,supported,strong_action_overclaim,1,0.5909758683588486,0.2776254011454644,0.4902750288403824,0.8133504672133842,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",AD-017_p4_c1,1,AD-017,4,strong_action,4,0.75
SBV2-ALL92-G047-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6121810655607234,0.2765342049304784,0.48768959812793333,0.835646860630245,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",AD-017_p4_c1,1,AD-017,4,strong_action,4,1.0
SBV2-ALL92-G047-C03,strong_action_overclaim,strong_action_overclaim,1,0.6156785457626407,0.2736817902210215,0.48415075860585843,0.8419967555416192,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",AD-017_p4_c1,1,AD-017,4,strong_action,4,1.0
SBV2-ALL92-G047-C04,contradiction_candidate,contradiction_candidate,0,0.34832933147392436,0.928929218755967,0.7900279786290889,-0.5805998872820426,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",AD-017_p4_c1,1,AD-017,4,contradiction,4,0.0
SBV2-ALL92-G051-C01,supported,strong_action_overclaim,1,0.7641679348699105,0.26503499117890367,0.48550768322961535,0.9991329436910068,Comparison of URB with prominent MARL benchmarks.,AD-018_p21_c0,2,AD-018,9,strong_action,1,1.0
SBV2-ALL92-G051-C02,mild_scope_overclaim,strong_action_overclaim,1,0.770180661585989,0.2635018357714405,0.48454347289298494,1.0066788258145485,Comparison of URB with prominent MARL benchmarks.,AD-018_p21_c0,5,AD-018,9,strong_action,1,1.0
SBV2-ALL92-G051-C03,strong_action_overclaim,strong_action_overclaim,1,0.7727086772938146,0.2645754727190761,0.4851191711431686,1.0081332045747384,Comparison of URB with prominent MARL benchmarks.,AD-018_p21_c0,5,AD-018,9,strong_action,1,1.0
SBV2-ALL92-G051-C04,contradiction_candidate,strong_action_overclaim,1,0.777715905402758,0.25531871905737347,0.47952585902466505,1.0223971863453847,Comparison of URB with prominent MARL benchmarks.,AD-018_p21_c0,2,AD-018,9,strong_action,1,1.0
SBV2-ALL92-G052-C01,supported,strong_action_overclaim,1,0.7919525581848265,0.25166366416132174,0.47977341511626354,1.0402888940235047,The last experiment is run for 200 human learning and 300 baseline running episodes for 40% CAVs.,AD-018_p19_c0,3,AD-019,5,strong_action,3,1.0
SBV2-ALL92-G052-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7925403817924002,0.25242578726482834,0.48034539903455437,1.0401145945275718,The last experiment is run for 200 human learning and 300 baseline running episodes for 40% CAVs.,AD-018_p19_c0,3,AD-019,5,strong_action,3,1.0
SBV2-ALL92-G052-C03,strong_action_overclaim,mild_scope_overclaim,0,0.7609532393290063,0.3677394316089307,0.5425621357315449,0.3932138077200756,Every algorithm are trained in one single NVIDIA L4.,AD-017_p23_c0,3,AD-019,5,mild_scope,3,0.3333333333333333
SBV2-ALL92-G052-C04,contradiction_candidate,contradiction_candidate,0,0.39794070520239894,0.7459945839795848,0.6435667910798295,-0.3480538787771859,"For the task generalization experiment, we train the policy within a single environment for 1000 epochs, which requires approximately 8 hours on a single Nvidia RTX 4090 GPU.",MARL-018_p4_c1,3,AD-019,5,contradiction,3,0.0
SBV2-ALL92-G057-C01,supported,contradiction_candidate,0,0.4890574354506582,0.8665496351049663,0.7425807766026233,-0.3774921996543081,"For example, pointing at the downstream of traffic, a sequence of speed limits set at mph complies with this regulation, whereas mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",AD-020_p4_c5,1,AD-020,4,contradiction,6,0.0
SBV2-ALL92-G057-C02,mild_scope_overclaim,contradiction_candidate,0,0.42427087593499535,0.7307747135161583,0.5933181768914623,-0.30650383758116295,"For example, pointing at the downstream of traffic, a sequence of speed limits set at mph complies with this regulation, whereas mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",AD-020_p4_c5,1,AD-020,4,contradiction,6,0.0
SBV2-ALL92-G057-C03,strong_action_overclaim,strong_action_overclaim,1,0.7163090991339472,0.33127284224204767,0.4742557623831938,0.8850362568918996,"For example, pointing at the downstream of traffic, a sequence of speed limits set at mph complies with this regulation, whereas mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",AD-020_p4_c5,1,AD-020,4,strong_action,6,0.8333333333333334
SBV2-ALL92-G057-C04,contradiction_candidate,contradiction_candidate,0,0.4104127499037609,0.9144562923143152,0.7925249669238478,-0.5040435424105543,"For example, pointing at the downstream of traffic, a sequence of speed limits set at mph complies with this regulation, whereas mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",AD-020_p4_c5,1,AD-020,4,contradiction,6,0.0
SBV2-ALL92-G060-C01,supported,supported,0,0.35153785817748573,0.24802055084945587,0.4726327289353535,0.10351730732802986,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",AD-021_p1_c3,1,AD-021,1,supported,4,0.0
SBV2-ALL92-G060-C02,mild_scope_overclaim,contradiction_candidate,0,0.18097158372469457,0.9269216743736814,0.8399162714984789,-0.7459500906489869,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",AD-021_p1_c3,1,AD-021,1,contradiction,4,0.0
SBV2-ALL92-G060-C03,strong_action_overclaim,supported,0,0.5378981366333293,0.3103380071424936,0.5163836527797104,0.2275601294908357,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",AD-021_p1_c3,2,AD-021,1,supported,4,0.5
SBV2-ALL92-G060-C04,contradiction_candidate,contradiction_candidate,0,0.20641797783574456,0.92341044134832,0.7982340415897076,-0.7169924635125754,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",AD-021_p1_c3,1,AD-021,1,contradiction,4,0.0
SBV2-ALL92-G062-C01,supported,contradiction_candidate,0,0.3901855991317352,0.8957332930856525,0.7567270536003238,-0.5055476939539174,"a minJointFDE of 0.3228 meters and a minJointADE of 0.1327 meters, significantly lower than the benchmarks on the Argoverse (minJointFDE: 1.0986 m, minJointADE: 0.7612 m) and Interaction (minJointFDE: 0.8231 m, minJointADE: 0.2548 m) datasets.",AD-023_p17_c3,5,AD-023,21,contradiction,3,0.0
SBV2-ALL92-G062-C02,mild_scope_overclaim,contradiction_candidate,0,0.49360401680145677,0.6755180899212109,0.5915969513295384,-0.1819140731197541,"a minJointFDE of 0.3228 meters and a minJointADE of 0.1327 meters, significantly lower than the benchmarks on the Argoverse (minJointFDE: 1.0986 m, minJointADE: 0.7612 m) and Interaction (minJointFDE: 0.8231 m, minJointADE: 0.2548 m) datasets.",AD-023_p17_c3,5,AD-023,21,contradiction,3,0.0
SBV2-ALL92-G062-C03,strong_action_overclaim,contradiction_candidate,0,0.48416607040041115,0.5956536244204061,0.5598347316193255,-0.111487554019995,"a minJointFDE of 0.3228 meters and a minJointADE of 0.1327 meters, significantly lower than the benchmarks on the Argoverse (minJointFDE: 1.0986 m, minJointADE: 0.7612 m) and Interaction (minJointFDE: 0.8231 m, minJointADE: 0.2548 m) datasets.",AD-023_p17_c3,5,AD-023,21,contradiction,3,0.0
SBV2-ALL92-G062-C04,contradiction_candidate,strong_action_overclaim,1,0.5045056553349774,0.25436039703137947,0.48758076673701173,0.7501452583035979,"a minJointFDE of 0.3228 meters and a minJointADE of 0.1327 meters, significantly lower than the benchmarks on the Argoverse (minJointFDE: 1.0986 m, minJointADE: 0.7612 m) and Interaction (minJointFDE: 0.8231 m, minJointADE: 0.2548 m) datasets.",AD-023_p17_c3,5,AD-023,21,strong_action,3,0.6666666666666666
SBV2-ALL92-G065-C01,supported,strong_action_overclaim,1,0.8694755718618017,0.3043142970094055,0.5206360595238492,1.0651612748523962,System validation Figure 10 illustrates the workflow designed for validating the trajectories produced by the LiDAR and radar-camera sensors.,AD-024_p16_c1,5,AD-024,4,strong_action,4,1.0
SBV2-ALL92-G065-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6858420787943886,0.06253706715232628,0.49808921906039616,1.1233050116420622,"terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice.",AD-024_p4_c2,1,AD-024,4,strong_action,4,1.0
SBV2-ALL92-G065-C03,strong_action_overclaim,strong_action_overclaim,1,0.9001733501516946,0.25676775244556166,0.47423479689205844,1.143405597706133,By continuously evaluating the safety implications of predi,AD-024_p19_c1,5,AD-024,4,strong_action,4,1.0
SBV2-ALL92-G065-C04,contradiction_candidate,strong_action_overclaim,1,0.842098343579372,0.26941614736811376,0.4835586837728082,1.0726821962112583,"More recent efforts, such as OpenDV-2K , further highlight the importance of scalable and diverse first-person driving data.",AD-009_p2_c4,4,AD-024,4,strong_action,4,1.0
SBV2-ALL92-G067-C01,supported,strong_action_overclaim,1,0.5404829757429497,0.2525688909620942,0.5225207932748182,0.7879140847808555,"Using AGENTCYBERRANGE and CAGE, we evaluate six frontier AI systems under matched prompts and budgets, with the overall results summarized in Figure 1.",CYB-001_p3_c0,2,CYB-001,1,strong_action,5,0.8
SBV2-ALL92-G067-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5002814856163923,0.25527196336697616,0.4910008879867026,0.7450095222494162,"Using AGENTCYBERRANGE and CAGE, we evaluate six frontier AI systems under matched prompts and budgets, with the overall results summarized in Figure 1.",CYB-001_p3_c0,2,CYB-001,1,strong_action,5,0.8
SBV2-ALL92-G067-C03,strong_action_overclaim,contradiction_candidate,0,0.2868885525318909,0.9308290378156547,0.8545792789186246,-0.6439404852837638,"Using AGENTCYBERRANGE and CAGE, we evaluate six frontier AI systems under matched prompts and budgets, with the overall results summarized in Figure 1.",CYB-001_p3_c0,1,CYB-001,3,contradiction,5,0.0
SBV2-ALL92-G067-C04,contradiction_candidate,contradiction_candidate,0,0.2807400453572831,0.9307760789079061,0.8516574427354516,-0.650036033550623,"Using AGENTCYBERRANGE and CAGE, we evaluate six frontier AI systems under matched prompts and budgets, with the overall results summarized in Figure 1.",CYB-001_p3_c0,2,CYB-001,1,contradiction,5,0.0
SBV2-ALL92-G069-C01,supported,contradiction_candidate,0,0.4327361467609004,0.9105399834767587,0.9301177616470614,-0.4778038367158583,"7 Conclusion In this paper, we introduced AGENTCYBERRANGE, an open, multi-range cyber-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems.",CYB-001_p18_c0,3,CYB-001,1,contradiction,2,0.0
SBV2-ALL92-G069-C02,mild_scope_overclaim,contradiction_candidate,0,0.5620225932229017,0.633339206642372,0.735168175930524,-0.07131661341947027,"7 Conclusion In this paper, we introduced AGENTCYBERRANGE, an open, multi-range cyber-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems.",CYB-001_p18_c0,3,CYB-001,1,contradiction,2,0.0
SBV2-ALL92-G069-C03,strong_action_overclaim,contradiction_candidate,0,0.3571132341681853,0.9240325918127397,0.9254120669263449,-0.5669193576445544,"7 Conclusion In this paper, we introduced AGENTCYBERRANGE, an open, multi-range cyber-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems.",CYB-001_p18_c0,3,CYB-001,1,contradiction,2,0.0
SBV2-ALL92-G069-C04,contradiction_candidate,supported,0,0.5511351872037592,0.133885938163001,0.5169490889583916,0.4172492490407582,"7 Conclusion In this paper, we introduced AGENTCYBERRANGE, an open, multi-range cyber-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems.",CYB-001_p18_c0,3,CYB-001,1,supported,2,0.5
SBV2-ALL92-G077-C01,supported,strong_action_overclaim,1,0.5732827791713863,0.10086869992657398,0.46651554212658647,0.9724140792448123,"Empirical Takeaways On CICIoT2023, C-MADF records 0.997 precision, 0.961 recall, 0.979 F1-score, and 1.8% false-positive rate, outperforming all three recent baselines in Table XII.",CYB-004_p22_c3,5,CYB-004,20,strong_action,4,0.75
SBV2-ALL92-G077-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6496378797796394,0.12693419879416576,0.49370584581539423,1.0227036809854737,"Empirical Takeaways On CICIoT2023, C-MADF records 0.997 precision, 0.961 recall, 0.979 F1-score, and 1.8% false-positive rate, outperforming all three recent baselines in Table XII.",CYB-004_p22_c3,5,CYB-004,20,strong_action,4,1.0
SBV2-ALL92-G077-C03,strong_action_overclaim,mild_scope_overclaim,0,0.6994025834802793,0.3752877043821948,0.5813842860313129,0.3241148790980845,"Across CICIoT2023 experiments, C-MADF achieved 0.997 precision, 0.961 recall, 0.979 F1-score, and 1.8% FPR, compared with DUGAT-LSTM (0.979/0.905/0.941, 11.2% FPR), BiLSTM IDS (0.982/0.915/0.947, 9.7% FPR), and Hybrid Weighted-XGBoost (0.985/0.941/0.962, 8.4% FPR).",CYB-004_p24_c0,4,CYB-004,20,mild_scope,4,0.5
SBV2-ALL92-G077-C04,contradiction_candidate,strong_action_overclaim,1,0.5355842474747252,0.22118758079557965,0.5402606676968245,0.8143966666791456,"Across CICIoT2023 experiments, C-MADF achieved 0.997 precision, 0.961 recall, 0.979 F1-score, and 1.8% FPR, compared with DUGAT-LSTM (0.979/0.905/0.941, 11.2% FPR), BiLSTM IDS (0.982/0.915/0.947, 9.7% FPR), and Hybrid Weighted-XGBoost (0.985/0.941/0.962, 8.4% FPR).",CYB-004_p24_c0,3,CYB-004,20,strong_action,4,0.5
SBV2-ALL92-G079-C01,supported,supported,0,0.5006836346695721,0.2995088559591879,0.4780301108929056,0.2011747787103842,The proposed approach has been evaluated in a simulated IoV security environment that explicitly,CYB-005_p2_c1,2,CYB-005,1,supported,1,0.0
SBV2-ALL92-G079-C02,mild_scope_overclaim,supported,0,0.5130588055320398,0.2993883592712437,0.4779237175434284,0.21367044626079607,The proposed approach has been evaluated in a simulated IoV security environment that explicitly,CYB-005_p2_c1,2,CYB-005,1,supported,1,0.0
SBV2-ALL92-G079-C03,strong_action_overclaim,strong_action_overclaim,1,0.555951548299366,0.2978620639998729,0.47694989996587916,0.7580894842994931,The proposed approach has been evaluated in a simulated IoV security environment that explicitly,CYB-005_p2_c1,2,CYB-005,1,strong_action,1,1.0
SBV2-ALL92-G079-C04,contradiction_candidate,strong_action_overclaim,1,0.561470357117055,0.3111525540909884,0.4856453767070298,0.7503178030260665,The proposed approach has been evaluated in a simulated IoV security environment that explicitly,CYB-005_p2_c1,2,CYB-005,1,strong_action,1,1.0
SBV2-ALL92-G082-C01,supported,strong_action_overclaim,1,0.5287443204315383,0.2447879273428556,0.5129745168160716,0.7839563930886827,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios .,CYB-006_p1_c4,2,CYB-006,4,strong_action,6,0.6666666666666666
SBV2-ALL92-G082-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5597805831968667,0.2282981634625725,0.5069583890655937,0.8314824197342943,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios .,CYB-006_p1_c4,3,CYB-006,4,strong_action,6,0.6666666666666666
SBV2-ALL92-G082-C03,strong_action_overclaim,strong_action_overclaim,1,0.5339790876558397,0.2594841550080356,0.49588996144033576,0.7744949326478041,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios .,CYB-006_p1_c4,2,CYB-006,4,strong_action,6,0.6666666666666666
SBV2-ALL92-G082-C04,contradiction_candidate,contradiction_candidate,0,0.3948259693007314,0.9212700999736224,0.8112905059562774,-0.5264441306728911,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios .,CYB-006_p1_c4,3,CYB-006,4,contradiction,6,0.0
SBV2-ALL92-G083-C01,supported,supported,0,0.2920135996868092,0.028025180143036885,0.45809988124240814,0.2639884195437723,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,CYB-006_p1_c4,1,CYB-006,1,supported,6,0.0
SBV2-ALL92-G083-C02,mild_scope_overclaim,supported,0,0.3422956561892216,0.028493137462377444,0.4605947303900568,0.31380251872684417,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,CYB-006_p1_c4,1,CYB-006,1,supported,6,0.0
SBV2-ALL92-G083-C03,strong_action_overclaim,mild_scope_overclaim,0,0.49535721865874754,0.12561752631749099,0.584157789828501,0.3697396923412566,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,CYB-006_p1_c4,1,CYB-006,1,mild_scope,6,0.3333333333333333
SBV2-ALL92-G083-C04,contradiction_candidate,contradiction_candidate,0,0.2615017443659676,0.9165969122534365,0.818125099526496,-0.6550951678874689,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,CYB-006_p1_c4,1,CYB-006,1,contradiction,6,0.0
SBV2-ALL92-G085-C01,supported,supported,0,0.5481174047835271,0.27114093727431,0.47502506398469424,0.2769764675092171,Where the red agent follows the Atomic Red Team (ART) and MITRE ATT&CK strategy.,CYB-007_p4_c1,3,CYB-007,2,supported,2,0.5
SBV2-ALL92-G085-C02,mild_scope_overclaim,strong_action_overclaim,1,0.5721924137185503,0.27252711880193803,0.4757206750689632,0.7996652949166123,Where the red agent follows the Atomic Red Team (ART) and MITRE ATT&CK strategy.,CYB-007_p4_c1,3,CYB-007,2,strong_action,2,1.0
SBV2-ALL92-G085-C03,strong_action_overclaim,strong_action_overclaim,1,0.6183383945537437,0.2718238382719232,0.47514386324916835,0.8465145562818206,Where the red agent follows the Atomic Red Team (ART) and MITRE ATT&CK strategy.,CYB-007_p4_c1,3,CYB-007,2,strong_action,2,1.0
SBV2-ALL92-G085-C04,contradiction_candidate,contradiction_candidate,0,0.513157009238959,0.88655820658586,0.7972007297925685,-0.373401197346901,Where the red agent follows the Atomic Red Team (ART) and MITRE ATT&CK strategy.,CYB-007_p4_c1,2,CYB-007,2,contradiction,2,0.0
SBV2-ALL92-G086-C01,supported,supported,0,0.26294218813574377,0.0053629170560128515,0.44682709552010924,0.25757927107973094,"Finally, against the aggressive red agent, the proactive-v2 blue agent (15 time steps) again outperforms proactive-v1 (12 time steps) and baseline (10 time steps) blue agents.",CYB-007_p7_c3,2,CYB-007,7,supported,1,0.0
SBV2-ALL92-G086-C02,mild_scope_overclaim,strong_action_overclaim,1,0.4512544408603444,0.28972724116907467,0.6306143088956175,0.6615271996912697,"Finally, against the aggressive red agent, the proactive-v2 blue agent (15 time steps) again outperforms proactive-v1 (12 time steps) and baseline (10 time steps) blue agents.",CYB-007_p7_c3,2,CYB-007,7,strong_action,1,1.0
SBV2-ALL92-G086-C03,strong_action_overclaim,contradiction_candidate,0,0.2689438811552418,0.9029825108065153,0.7841408413634526,-0.6340386296512734,"Finally, against the aggressive red agent, the proactive-v2 blue agent (15 time steps) again outperforms proactive-v1 (12 time steps) and baseline (10 time steps) blue agents.",CYB-007_p7_c3,2,CYB-007,7,contradiction,1,0.0
SBV2-ALL92-G086-C04,contradiction_candidate,contradiction_candidate,0,0.18639961888704498,0.9277271501072043,0.7963931606551261,-0.7413275312201593,"Finally, against the aggressive red agent, the proactive-v2 blue agent (15 time steps) again outperforms proactive-v1 (12 time steps) and baseline (10 time steps) blue agents.",CYB-007_p7_c3,2,CYB-007,7,contradiction,1,0.0
SBV2-ALL92-G087-C01,supported,strong_action_overclaim,1,0.5782519390202128,0.2569253250283611,0.5257249579048118,0.8213266139918517,"This paper focuses on the applicability of LLMs to construct context-aware reward structure designs for attack and defense agents based on their heterogeneous behavioral characteristics, and subsequently develop DRL-based autonomous cyber defense policies.",CYB-007_p1_c4,4,CYB-007,3,strong_action,2,1.0
