sample_id,candidate_id,domain,silver_label,claim_text,evidence_text,rule_scalar_label,rule_scalar_score,r4_label,gpt_standard_label,gpt_structured_label,deepseek_label,rule_correct,r4_correct,gpt_standard_correct,gpt_structured_correct,deepseek_correct,case_category,mild_strong_confusion,realism_risk_flag,realism_risk_type
LLM_101,SBV2-ALL92-G052-C03,autonomous_driving,strong_action_overclaim,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.",supported,0,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,0,0,0,0,0,both_wrong,True,False,none
LLM_141,SBV2-ALL92-G255-C03,policy_simulation,strong_action_overclaim,"The paper says the simulation models individual behaviors, citywide mobility patterns, household relocation, and freight activity for Taipei City.","Using real-world data, the simulation models individual behaviors and large-scale mobility patterns in Taipei City.",mild_scope_overclaim,1,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,0,0,0,0,0,both_wrong,True,False,none
LLM_095,SBV2-ALL92-G215-C02,policy_simulation,mild_scope_overclaim,"The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved.","Agent-based models (ABMs) have emerged as a promising approach, capturing individual behaviors, group dynamics, and emergent phenomena beyond traditional deter- ministic models. [1] However, their effectiveness in informing policy decisions remains uncertain, posing both academic and practical challenges. [2] ABMs for policy evaluation face significant real-world application issues, such as calibrating agent behaviors, inte- grating heterogeneous datasets, and interpreting results. [3] These tasks demand sophisticated technical capabilities and domain expertise.",contradiction_candidate,3,strong_action_overclaim,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,0,0,0,0,1,both_wrong,True,False,none
LLM_142,SBV2-ALL92-G272-C03,policy_simulation,strong_action_overclaim,A full-wallet account keeps its balance unchanged during sale and travel periods because each new credit makes the oldest credit expire.,"Once an account has reached this state (referred to as ‘full wallet’ hereafter), the balance does not change in the absence of selling or traveling, as every time a new credit is acquired, the oldest credit expires.",contradiction_candidate,3,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,0,0,0,0,0,both_wrong,True,False,none
LLM_135,SBV2-ALL92-G205-C03,marl,strong_action_overclaim,WFCRL implements a Python-based simulator core through MPI channels that handles the wind farm environment computations for RL research libraries.,"To allow for integration with the large ecosystem libraries and RL research practices developed in Python, we implement an interface between the simulator and the Python wind farm environment via MPI communication channels.",supported,0,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,supported,0,1,0,0,0,r4_right_scalar_wrong,True,False,none
LLM_196,SBV2-ALL92-G257-C04,policy_simulation,contradiction_candidate,The paper says MobileCity gains efficiency at scale while retaining LLM modules and behavioral fidelity during simulation runs.,"GATSim [26] and MobileCity [43] target larger-scale mobility simula- tion; MobileCity achieves efficiency partly by dis- abling LLM modules at scale, trading behavioral fi- delity for speed.",supported,0,contradiction_candidate,contradiction_candidate,contradiction_candidate,contradiction_candidate,0,1,1,1,1,r4_right_scalar_wrong,False,False,none
LLM_197,SBV2-ALL92-G166-C04,robotics,contradiction_candidate,The reward design sets the highest value above zero to stabilize Q-function learning and reduce degradation after successful swing-ups.,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.",contradiction_candidate,3,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,1,0,1,1,0,scalar_right_r4_wrong,False,False,none
LLM_090,SBV2-ALL92-G266-C02,policy_simulation,mild_scope_overclaim,The framework maps six-point Likert answers to ordinal scores and pools both surveys before averaging agent infection-risk values.,"Each answer was mapped from a six-point Likert- scale response (a–f) to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, so that each agent’s belief state reflected all available self-report data.",mild_scope_overclaim,1,strong_action_overclaim,mild_scope_overclaim,supported,supported,1,0,1,0,0,scalar_right_r4_wrong,True,True,template_like_opening
LLM_131,SBV2-ALL92-G140-C03,digital_twin,strong_action_overclaim,The 6G twin framework reported 60% lower 95th-percentile latency and 50% lower energy consumption than prior literature baselines.,"Based on our simulation results, we observe that the proposed framework achieves a 37% improvement in 95th percentile latency and a 30% reduction in energy consumption compared to the existing literature.",supported,0,strong_action_overclaim,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,0,1,0,0,0,r4_right_scalar_wrong,True,False,none
LLM_098,SBV2-ALL92-G167-C02,robotics,mild_scope_overclaim,"The RealAIGym paper argues algorithm comparison benefits from benchmarking performance in simulation, visual transfer tests, and physical hardware experiments together.",In order to get a clear understanding of their individual strengths and weaknesses and their applicability in real world robotic scenarios is it important to benchmark and compare their performances not only in a simulation but also on real hard- ware.,contradiction_candidate,3,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,0,0,1,1,1,both_wrong,True,False,none
LLM_198,SBV2-ALL92-G163-C04,robotics,contradiction_candidate,The study evaluates context-aware agents in a visual language benchmark rather than a physical pushing task with a Franka Panda robot.,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,strong_action_overclaim,2,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,contradiction_candidate,0,0,1,1,1,both_wrong,False,False,none
LLM_130,SBV2-ALL92-G116-C03,digital_twin,strong_action_overclaim,"GPT-4o-mini reaches perfect accuracy on four documents while extracting fewer regulations overall, favoring precision over recall in the reported example.","For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",contradiction_candidate,3,contradiction_candidate,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,0,0,0,0,0,both_wrong,True,False,none
LLM_151,SBV2-ALL92-G018-C04,autonomous_driving,contradiction_candidate,"BENCH2ADVLM reports that overall ADVLM performance remains relatively high, indicating current models face minimal limitations in closed-loop evaluation in this study.","The overall performance of all ADVLMs remains relatively low, indicating that current models still face notable limitations.",strong_action_overclaim,2,contradiction_candidate,contradiction_candidate,contradiction_candidate,contradiction_candidate,0,1,1,1,1,r4_right_scalar_wrong,False,False,none
LLM_080,SBV2-ALL92-G128-C02,digital_twin,mild_scope_overclaim,"The clinical decision method achieved the top mean return, the lowest seed variation, and the best Sharpe-like index for treatment quality.","Our method achieves the top mean return and the lowest standard deviation across seeds, which leads to the best Sharpe-like index.",mild_scope_overclaim,1,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,supported,1,1,1,1,0,both_right,False,True,extreme_superlative
LLM_193,SBV2-ALL92-G271-C04,policy_simulation,contradiction_candidate,"The simulation reports travel-time inconsistency rising past 0.15 after day 15, indicating unstable day-to-day evolution with poor consistency.","It is found that the incon- sistency becomes stable around 0.15 after day 15, implying that the day-to-day evolution process achieves stationarity and an acceptable degree of consistency.",supported,0,contradiction_candidate,contradiction_candidate,contradiction_candidate,contradiction_candidate,0,1,1,1,1,r4_right_scalar_wrong,False,False,none
LLM_133,SBV2-ALL92-G178-C03,marl,strong_action_overclaim,The ALEM evaluation trains thirteen modern LLMs with MARL agents in homogeneous teams before comparing them as reference points directly.,"We evaluate 13 modern LLMs zero-shot within homogeneous teams, with trained MARL agents as reference points.",supported,0,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,0,0,0,0,0,both_wrong,True,False,none
LLM_137,SBV2-ALL92-G175-C03,marl,strong_action_overclaim,"The Craftax-Coop evaluation compares MAPPO with IPPO, PQN, and QMIX while treating each method as a parallel-environment Q-learning algorithm.","In addition to MAPPO, we evaluate two other algorithms in the Craftax-Coop environment: Independent PPO (IPPO), where each agent independently learns using PPO without centralized value estimation, and Parallelized Q-Network (PQN) [Gallici et al., 2025], an efficient Q-learning algorithm using parallel environments for scalable training.",mild_scope_overclaim,1,strong_action_overclaim,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,0,1,0,0,0,r4_right_scalar_wrong,True,False,none
LLM_183,SBV2-ALL92-G198-C04,marl,contradiction_candidate,Traditional MARL credit assignment schemes are described as reliable for individual contribution capture in strongly coupled problems while preserving training stability.,"However, tra- ditional credit assignment schemes in MARL cannot re- liably capture individual contributions in strongly coupled tasks while maintaining training stability, which leads to lim- ited generalization capabilities and hinders algorithm perfor- mance.",contradiction_candidate,3,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,contradiction_candidate,1,0,1,1,1,scalar_right_r4_wrong,False,False,none
LLM_086,SBV2-ALL92-G178-C02,marl,mild_scope_overclaim,"The ALEM evaluation tests thirteen modern LLMs zero-shot in homogeneous and mixed teams, with trained MARL agents as reference points.","We evaluate 13 modern LLMs zero-shot within homogeneous teams, with trained MARL agents as reference points.",supported,0,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,0,1,1,1,1,r4_right_scalar_wrong,False,False,none
LLM_097,SBV2-ALL92-G166-C02,robotics,mild_scope_overclaim,The reward design sets the highest value at zero to stabilize Q-function learning and accelerate training after successful swing-ups.,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.",contradiction_candidate,3,supported,mild_scope_overclaim,mild_scope_overclaim,supported,0,0,1,1,0,both_wrong,False,False,none
LLM_038,SBV2-ALL92-G224-C01,policy_simulation,supported,The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.,"Typ- ically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",mild_scope_overclaim,1,strong_action_overclaim,supported,supported,supported,0,0,1,1,1,both_wrong,False,False,none
LLM_128,SBV2-ALL92-G111-C03,digital_twin,strong_action_overclaim,"The paper notes that robotic reinforcement learning faces hardware limitations and software restrictions involving system design, computing capability, algorithm efficiency, sensor calibration, and actuator maintenance.","However, there are many challenges to implementing RL in the robotic domain due to hardware limitations (such as mechanical system design and computer capabilities) and software restrictions (like algorithm efficiency).",contradiction_candidate,3,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,supported,0,1,0,0,0,r4_right_scalar_wrong,True,False,none
LLM_045,SBV2-ALL92-G272-C01,policy_simulation,supported,A full-wallet account keeps its balance unchanged during no-sale and no-travel periods because each new credit makes the oldest credit expire.,"Once an account has reached this state (referred to as ‘full wallet’ hereafter), the balance does not change in the absence of selling or traveling, as every time a new credit is acquired, the oldest credit expires.",contradiction_candidate,3,mild_scope_overclaim,supported,supported,supported,0,0,1,1,1,both_wrong,False,False,none
LLM_028,SBV2-ALL92-G116-C01,digital_twin,supported,"GPT-4o-mini reaches perfect accuracy on one document while extracting fewer regulations overall, favoring precision over recall in the reported example.","For exam- ple, GPT-4o-mini reached perfect accuracy (1.000) on one document but extracted fewer regulations overall, suggest- ing a conservative strategy that favors precision over recall.",contradiction_candidate,3,strong_action_overclaim,supported,supported,supported,0,0,1,1,1,both_wrong,False,False,none
LLM_048,SBV2-ALL92-G164-C01,robotics,supported,"The results show context-conditioned agents often outperform context-agnostic agents, especially when performance depends strongly on environment dynamics changes.","The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context.",contradiction_candidate,3,supported,supported,supported,supported,0,1,1,1,1,r4_right_scalar_wrong,False,True,template_like_opening
LLM_186,SBV2-ALL92-G185-C04,marl,contradiction_candidate,"The industrial-control paper says reinforcement learning adoption is mainly limited by hardware costs rather than reward design, modularity, or action-space management.","Reinforcement learning (RL) offers a promising approach, but its industrial adoption remains limited due to challenges such as reward design, modularity, and action space management.",contradiction_candidate,3,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,contradiction_candidate,1,0,1,1,1,scalar_right_r4_wrong,False,False,none
LLM_190,SBV2-ALL92-G264-C04,policy_simulation,contradiction_candidate,Existing mobility simulation platforms smoothly integrate advanced mobility models and provide strong dynamic behavior adaptation from environmental feedback.,"Despite their capabilities, existing plat- forms have significant limitations—most cannot effectively integrate with advanced mobility modeling algorithms like machine learning or LLMs, and typically lack mechanisms for dynamic behavior adaptation and true behaviorial intel- ligence in response to environmental feedback.",contradiction_candidate,3,contradiction_candidate,contradiction_candidate,contradiction_candidate,contradiction_candidate,1,1,1,1,1,both_right,False,False,none
LLM_149,SBV2-ALL92-G172-C03,robotics,strong_action_overclaim,"The study evaluated its approach through PX4, ArduPilot, and hardware flight testing, agent performance analysis, and feedback collection from sUAS developers.","We evaluated our approach by (a) conducting simulation testing of PX4 and ArduPilot flight- controller-based SuTs, (b) analyzing the performance of each agent, and (c) gathering feedback from sUAS developers.",mild_scope_overclaim,1,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,supported,0,1,0,0,0,r4_right_scalar_wrong,True,False,none
LLM_185,SBV2-ALL92-G193-C04,marl,contradiction_candidate,The multi-principal agent paper presents centralized fiat by one meta-agent as the main resolution feature for agent disagreements between principals.,"Resolution must either come from mutual agreement between principals, from a pre-agreed arbitration policy, or from escalation to an agreed arbiter—all of which need to be first-class protocol features, not implementation details.",contradiction_candidate,3,contradiction_candidate,contradiction_candidate,contradiction_candidate,contradiction_candidate,1,1,1,1,1,both_right,False,False,none
LLM_180,SBV2-ALL92-G106-C04,digital_twin,contradiction_candidate,"The study evaluates test error with MAPE by running a nonoptimized baseline decision rule on the physical system for 2,000 episodes.","Finally, we evaluated the test error (e.g., the Mean Absolute Percentage Error (MAPE)) by running the the estimated optimal policy on the physical system for 2,000 episodes.",strong_action_overclaim,2,contradiction_candidate,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,0,1,1,1,0,r4_right_scalar_wrong,False,False,none
LLM_044,SBV2-ALL92-G253-C01,policy_simulation,supported,The paper says final location choice relies on a modified Huff model that combines distance with attractiveness from popularity and credibility.,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimoto 2024), the final location is selected using the modified version (Equation 1) that considers both distance and attractiveness, where attractiveness is a composite score of popularity and credibility.",supported,0,strong_action_overclaim,supported,supported,supported,1,0,1,1,1,scalar_right_r4_wrong,False,False,none
LLM_134,SBV2-ALL92-G190-C03,marl,strong_action_overclaim,Tool-RoCo evaluates four cooperation paradigms under separate experiment designs while comparing LLM autonomy and collaborative behavior systematically in the benchmark.,"All four cooperation paradigms are evaluated under this consistent experimental setting, en- abling a systematic comparison of LLM autonomy and col- laborative behavior.",strong_action_overclaim,2,contradiction_candidate,contradiction_candidate,contradiction_candidate,supported,1,0,0,0,0,scalar_right_r4_wrong,False,False,none
LLM_145,SBV2-ALL92-G261-C03,policy_simulation,strong_action_overclaim,The paper says a calibration layer maps individual conversations and aggregated responses to observable population metrics for counterfactual intervention analysis.,"A calibration layer maps aggregated agent responses to observable population level metrics, enabling validation against real world data and deployment for counterfactual policy analysis.",strong_action_overclaim,2,supported,mild_scope_overclaim,mild_scope_overclaim,supported,1,0,0,0,0,scalar_right_r4_wrong,True,False,none
LLM_039,SBV2-ALL92-G214-C01,policy_simulation,supported,The benchmark reports its best-performing system at 24.5% accuracy on broad cases and 15.04% accuracy on targeted sub-tasks.,"The best- performing system achieves only 24.5% accuracy on compre- hensive scenarios and 15.04% on targeted sub-tasks, highlight- ing the gap between existing tools and the requirements for effective policy evaluation.",strong_action_overclaim,2,mild_scope_overclaim,supported,supported,supported,0,0,1,1,1,both_wrong,False,True,template_like_opening;extreme_superlative
LLM_191,SBV2-ALL92-G252-C04,policy_simulation,contradiction_candidate,The paper states that the evaluation covered million-agent populations and multi-country cases rather than 100 agents and U.S. tax brackets.,"Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",contradiction_candidate,3,supported,contradiction_candidate,contradiction_candidate,contradiction_candidate,1,0,1,1,1,scalar_right_r4_wrong,False,False,none
LLM_138,SBV2-ALL92-G266-C03,policy_simulation,strong_action_overclaim,The framework maps six-point Likert answers to ordinal scores and pools clinical records before averaging agent belief-state values.,"Each answer was mapped from a six-point Likert- scale response (a–f) to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, so that each agent’s belief state reflected all available self-report data.",mild_scope_overclaim,1,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,supported,0,1,0,0,0,r4_right_scalar_wrong,True,True,template_like_opening
