candidate_id,target_candidate_group_id,span_id,source_id,domain,evidence_type,candidate_label_guess,claim_text,evidence_text,source_location,url,arxiv_id,pdf_filename,leakage_category,recommendation,claim_only_correct,claim_evidence_correct,lexical_leakage_risk,needs_human_review,exclude_recommended,paper_full_priority,selection_reason,contradiction_leakage_review
SBV2-ALL92-G057-C04,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,limitation,contradiction_candidate,"The regulation example treats [70, 60, 50] mph as exceeding the maximum speed differential and [70, 50, 30] mph as compliant.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",pdf_page_4,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G122-C04,SBV2-ALL92-G122,DT-007-S2,DT-007,digital_twin,metric_result,contradiction_candidate,The pavement graph model trained on segment attributes and dynamic connectivity reached an R2 below 0.10 and failed to outperform baseline regressors.,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",pdf_page_1,https://arxiv.org/abs/2511.02957,2511.02957,pdfs/DT-007__2511.02957.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G186-C01,SBV2-ALL92-G186,MARL-004-S3,MARL-004,marl,deployment_boundary,supported,"The industrial-control paper argues many academic benchmarks differ markedly from industrial control problems, limiting transfer to industrial applications in practice.","Many academic benchmarks differ markedly from industrial control problems, limiting their transferability to real-world applications.",pdf_page_1,https://arxiv.org/abs/2510.20408,2510.20408,pdfs/MARL-004__2510.20408.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G110-C01,SBV2-ALL92-G110,DT-003-S2,DT-003,digital_twin,metric_result,supported,The results show rapid learning convergence and robust task execution in simulated and physical environments for the proposed robot control tasks.,The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach.,pdf_page_1,https://arxiv.org/abs/2501.18016,2501.18016,pdfs/DT-003__2501.18016.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G271-C03,SBV2-ALL92-G271,POL-020-S1,POL-020,policy_simulation,metric_result,strong_action_overclaim,"The simulation reports travel-time inconsistency stabilizing near 0.05 after day 5, indicating stationary day-to-day evolution with acceptable consistency.","It is found that the incon- sistency becomes stable around 0.15 after day 15, implying that the day-to-day evolution process achieves stationarity and an acceptable degree of consistency.",pdf_page_20,https://arxiv.org/abs/2502.11822,2502.11822,pdfs/POL-020__2502.11822.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G039-C01,SBV2-ALL92-G039,AD-014-S3,AD-014,autonomous_driving,limitation,supported,NAVSIM states that simulating realistic traffic behavior or sensor data remains challenging for evaluation environments in autonomous system assessment.,"Unfortunately, ensuring realism when simulating traffic behavior or sensor data remains a challenging task.",pdf_page_3,https://arxiv.org/abs/2406.15349,2406.15349,pdfs/AD-014__2406.15349.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G069-C03,SBV2-ALL92-G069,CYB-001-S3,CYB-001,cyber_defense,limitation,strong_action_overclaim,"Systematic evaluation of offensive capabilities remains constrained by missing open, reproducible, multi-host cyber-range infrastructure for frontier systems for reproducible multi-host cyber-range experiments.","However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",pdf_page_1,https://arxiv.org/abs/2606.14295,2606.14295,pdfs/CYB-001__2606.14295.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G065-C04,SBV2-ALL92-G065,AD-024-S2,AD-024,autonomous_driving,limitation,contradiction_candidate,"The field studies highlight design tradeoffs involving compute benchmarks, camera styling, annotation speed, map formatting, and dashboard layout for validation.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.",pdf_page_4,https://arxiv.org/abs/2508.01599,2508.01599,pdfs/AD-024__2508.01599.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G071-C01,SBV2-ALL92-G071,CYB-002-S2,CYB-002,cyber_defense,metric_result,supported,"alias1 records precision 0.52, recall 0.42, F1 0.46, and F2 0.44 in the CAIBench PII evaluation in the CyberPII-Bench evaluation.","Figure 8 and Table 8 present the evaluation results across four classification metrics. alias1 demon- strates the strongest overall performance across all metrics, achieving the highest precision (0.52), recall (0.42), F1 score (0.46), and F2 score (0.44).",pdf_page_15,https://arxiv.org/abs/2510.24317,2510.24317,pdfs/CYB-002__2510.24317.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G039-C02,SBV2-ALL92-G039,AD-014-S3,AD-014,autonomous_driving,limitation,mild_scope_overclaim,"NAVSIM states that simulating realistic traffic behavior, sensor data, and map annotations remains challenging for evaluation environments in autonomous system assessment.","Unfortunately, ensuring realism when simulating traffic behavior or sensor data remains a challenging task.",pdf_page_3,https://arxiv.org/abs/2406.15349,2406.15349,pdfs/AD-014__2406.15349.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G014-C02,SBV2-ALL92-G014,AD-005-S2,AD-005,autonomous_driving,metric_result,mild_scope_overclaim,"Table 2 reports Bench2Drive-R achieves better generation quality than BEVControl, MagicDrive, Panacea, and Panacea+ with lower FID and stronger segmentation scores.","2, Bench2Drive-R outperforms baselines BEVControl [99], MagicDrive [20], Panacea [89] and Panacea+ [90] in gen- eration quality, yielding notably lower FID score.",pdf_page_9,https://arxiv.org/abs/2412.09647,2412.09647,pdfs/AD-005__2412.09647.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G232-C03,SBV2-ALL92-G232,POL-007-S1,POL-007,policy_simulation,experiment_setup,strong_action_overclaim,"SimCity implements the shock by changing production skill requirements and labor preferences midway through the run, marked as 0 to Event in Figure 7.",We implement this shock by altering the skill requirements in production midway through the simulation (denoted as “0 to Event” in Figure 7).,pdf_page_9,https://arxiv.org/abs/2510.01297,2510.01297,pdfs/POL-007__2510.01297.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G180-C03,SBV2-ALL92-G180,MARL-002-S3,MARL-002,marl,limitation,strong_action_overclaim,"Extended ALEM training shows saturated performance, with coordination and total reward reaching the maximum score by the late phase.","Performance does not saturate: coordination and total reward continue improv- ing late in training, and total reward remains well below the maximum achievable score.",pdf_page_26,https://arxiv.org/abs/2606.08340,2606.0834,pdfs/MARL-002__2606.08340.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G119-C01,SBV2-ALL92-G119,DT-006-S2,DT-006,digital_twin,metric_result,supported,The individual CAV evaluation reports detection metrics based on average precision at IoU thresholds and multiclass mean average precision.,"For individual CAV evaluation, we provide the following metrics: 1) Detection metrics based on average precision (AP) across different Intersection over Union (IoU) thresholds, and multiclass mean Average Pre- cision (mAP).",pdf_page_5,https://arxiv.org/abs/2507.19707,2507.19707,pdfs/DT-006__2507.19707.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G101-C01,SBV2-ALL92-G101,CYB-012-S2,CYB-012,cyber_defense,metric_result,supported,The saved plots for evaluated parameter combinations show PPO achieving smoother convergence than DQN in the updated environment study.,"To further our analysis, we saved the plots for each of these combinations and observed that PPO achieves smoother convergence.",pdf_page_5,https://arxiv.org/abs/2508.19278,2508.19278,pdfs/CYB-012__2508.19278.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G157-C04,SBV2-ALL92-G157,MARL-014-S1,MARL-014,robotics,experiment_setup,contradiction_candidate,"NavBench implements a wheeled platform with steering actuation, planar motion constraints, and velocity-based control to mimic spacecraft-like movement.","We implement a floating platform, a thruster-actuated system constrained to planar movement, mimicking spacecraft-like motion with force-based control.",pdf_page_5,https://arxiv.org/abs/2505.14526,2505.14526,pdfs/MARL-014__2505.14526.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G060-C01,SBV2-ALL92-G060,AD-021-S3,AD-021,autonomous_driving,limitation,supported,The paper states that managing traffic signals in complex dynamic urban road networks remains a formidable challenge for traffic control research.,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",pdf_page_1,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G058-C01,SBV2-ALL92-G058,AD-021-S1,AD-021,autonomous_driving,experiment_setup,supported,"For O1-mini, the evaluation controlled 196 New York 1 intersections and simulated traffic for 3600 seconds in a network run.","For O1-mini, we evaluated its performance in a complete setting, controlling all 196 intersec- tions in the New York 1 dataset and simulating traffic for 3600 seconds.",pdf_page_10,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G025-C02,SBV2-ALL92-G025,AD-009-S1,AD-009,autonomous_driving,experiment_setup,mild_scope_overclaim,"ScenePilot-Bench evaluation covers representative commercial, open-source, vehicle-specialized, and proprietary VLMs as baseline models for the reported benchmark experiments section.","5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",pdf_page_5,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G062-C02,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,metric_result,mild_scope_overclaim,"The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse, INTERACTION, and highway benchmarks.","Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",pdf_page_21,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G144-C04,SBV2-ALL92-G144,DT-015-S3,DT-015,digital_twin,limitation,contradiction_candidate,Traditional passive safety analysis methods remain well suited to data-scarce and evolving environments because they rely on historical crash data.,"Traditional passive safety analysis methods, which rely on historical crash data and retrospective accident studies, face serious limitations in today’s data-scarce and technologically evolving environments [8].",pdf_page_1,https://arxiv.org/abs/2504.17968,2504.17968,pdfs/DT-015__2504.17968.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G091-C03,SBV2-ALL92-G091,CYB-009-S1,CYB-009,cyber_defense,experiment_setup,strong_action_overclaim,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.,We evaluate our methods against multiple baselines at different stages of the design process to motivate our methodology and design decisions.,pdf_page_2,https://arxiv.org/abs/2410.17351,2410.17351,pdfs/CYB-009__2410.17351.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G233-C03,SBV2-ALL92-G233,POL-007-S2,POL-007,policy_simulation,metric_result,strong_action_overclaim,"SimCity reports classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, Engel’s curve, and financial contagion.","Experimental results show that SimCity successfully exhibits a range of classic macroeconomic phenomena, such as Okun’s law, the Phillips curve, the Beveridge curve, price elasticity of demand, and Engel’s curve (detailed in Section 5).",pdf_page_2,https://arxiv.org/abs/2510.01297,2510.01297,pdfs/POL-007__2510.01297.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G264-C02,SBV2-ALL92-G264,POL-017-S3,POL-017,policy_simulation,limitation,mild_scope_overclaim,Existing mobility simulation platforms struggle to integrate advanced mobility models and provide limited dynamic behavior adaptation from weather feedback.,"Despite their capabilities, existing plat- forms have significant limitations—most cannot effectively integrate with advanced mobility modeling algorithms like machine learning or LLMs, and typically lack mechanisms for dynamic behavior adaptation and true behaviorial intel- ligence in response to environmental feedback.",pdf_page_2,https://arxiv.org/abs/2506.21784,2506.21784,pdfs/POL-017__2506.21784.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G226-C01,SBV2-ALL92-G226,POL-005-S1,POL-005,policy_simulation,metric_result,supported,The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.,Preliminary results show primarily psychosocial impacts distributed inequitably: highly vulnerable agents exhibit steeper declines in perceived safety and social connection than low-vulnerability peers.,pdf_page_2,https://arxiv.org/abs/2605.15918,2605.15918,pdfs/POL-005__2605.15918.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G251-C02,SBV2-ALL92-G251,POL-013-S2,POL-013,policy_simulation,metric_result,mild_scope_overclaim,The paper reports that the Saez-regression schedule outperformed the LLM Economist while the LLM schedule set lower tax rates and higher labor.,"The Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution.",pdf_page_8,https://arxiv.org/abs/2507.15815,2507.15815,pdfs/POL-013__2507.15815.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G103-C03,SBV2-ALL92-G103,DT-001-S1,DT-001,digital_twin,experiment_setup,strong_action_overclaim,"The study evaluates TwinLoop in a vehicular edge computing task-offloading scenario with changing workload, infrastructure conditions, vehicle demand, and edge server failures in its experiments.",We evaluate TwinLoop in a vehicular edge computing task-offloading scenario with changing workload and infrastructure conditions.,pdf_page_1,https://arxiv.org/abs/2604.06610,2604.0661,pdfs/DT-001__2604.06610.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G253-C01,SBV2-ALL92-G253,POL-014-S1,POL-014,policy_simulation,metric_result,supported,The paper says final location choice relies on a modified Huff model that combines distance with attractiveness from popularity and credibility.,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimoto 2024), the final location is selected using the modified version (Equation 1) that considers both distance and attractiveness, where attractiveness is a composite score of popularity and credibility.",pdf_page_4,https://arxiv.org/abs/2505.21880,2505.2188,pdfs/POL-014__2505.21880.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G069-C01,SBV2-ALL92-G069,CYB-001-S3,CYB-001,cyber_defense,limitation,supported,"Systematic evaluation of offensive capabilities remains constrained by limited access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.","However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",pdf_page_1,https://arxiv.org/abs/2606.14295,2606.14295,pdfs/CYB-001__2606.14295.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G252-C03,SBV2-ALL92-G252,POL-013-S3,POL-013,policy_simulation,limitation,strong_action_overclaim,"The paper states that the evaluation covered 100 agents, U.S. tax brackets, million-agent populations, multi-country cases, and richer actions.","Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",pdf_page_12,https://arxiv.org/abs/2507.15815,2507.15815,pdfs/POL-013__2507.15815.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G135-C03,SBV2-ALL92-G135,DT-012-S3,DT-012,digital_twin,limitation,strong_action_overclaim,The microgrid RL literature limitation concerns BESS modeling that leaves out thermal and aging behavior in prior approaches.,"Regardless of the adopted RL methods, a common limitation in these approaches is related to the simplistic modeling of the BESS, which is often restricted solely to their electrical behavior.",pdf_page_2,https://arxiv.org/abs/2506.22995,2506.22995,pdfs/DT-012__2506.22995.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G166-C02,SBV2-ALL92-G166,MARL-017-S1,MARL-017,robotics,limitation,mild_scope_overclaim,The reward design sets the highest value at zero to stabilize Q-function learning and accelerate training after successful swing-ups.,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups.",pdf_page_5,https://arxiv.org/abs/2503.15290,2503.1529,pdfs/MARL-017__2503.15290.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G047-C02,SBV2-ALL92-G047,AD-017-S2,AD-017,autonomous_driving,metric_result,mild_scope_overclaim,GPUDrive achieves GPU acceleration and CPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",pdf_page_4,https://arxiv.org/abs/2503.08388,2503.08388,pdfs/AD-017__2503.08388.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G083-C01,SBV2-ALL92-G083,CYB-006-S2,CYB-006,cyber_defense,metric_result,supported,DeepXplain raises average stage-weighted F1-score from 0.887 to 0.915 and mitigation success from 84.7% to 89.6% in the reported DeepXplain experiments.,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,pdf_page_1,https://arxiv.org/abs/2603.21296,2603.21296,pdfs/CYB-006__2603.21296.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G176-C01,SBV2-ALL92-G176,MARL-001-S2,MARL-001,marl,metric_result,supported,The Craftax-MA training results are compared with PPO-RNN final reward on Craftax-1B as a reported reference point baseline.,"Results are also compared with the final reward of PPO-RNN on Craftax-1B [Matthews et al., 2024a].",pdf_page_6,https://arxiv.org/abs/2511.04904,2511.04904,pdfs/MARL-001__2511.04904.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G065-C03,SBV2-ALL92-G065,AD-024-S2,AD-024,autonomous_driving,limitation,strong_action_overclaim,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and network-wide safety forecasting.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.",pdf_page_4,https://arxiv.org/abs/2508.01599,2508.01599,pdfs/AD-024__2508.01599.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G259-C02,SBV2-ALL92-G259,POL-016-S1,POL-016,policy_simulation,metric_result,mild_scope_overclaim,The paper reports a 20.7% improvement in macro averaged prediction error over gradient boosting baselines for eight behavioral categories.,"On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",pdf_page_1,https://arxiv.org/abs/2601.06111,2601.06111,pdfs/POL-016__2601.06111.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G108-C01,SBV2-ALL92-G108,DT-002-S3,DT-002,digital_twin,limitation,supported,The paper describes its method as theoretically justified and not reliant on restrictive assumptions such as linear transitions in its design.,"To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",pdf_page_3,https://arxiv.org/abs/2501.02205,2501.02205,pdfs/DT-002__2501.02205.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G172-C01,SBV2-ALL92-G172,MARL-019-S1,MARL-019,robotics,experiment_setup,supported,"The study evaluated its approach through PX4 and ArduPilot simulation testing, agent performance analysis, and feedback collection from sUAS developers.","We evaluated our approach by (a) conducting simulation testing of PX4 and ArduPilot flight- controller-based SuTs, (b) analyzing the performance of each agent, and (c) gathering feedback from sUAS developers.",pdf_page_1,https://arxiv.org/abs/2501.11864,2501.11864,pdfs/MARL-019__2501.11864.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G035-C02,SBV2-ALL92-G035,AD-012-S2,AD-012,autonomous_driving,metric_result,mild_scope_overclaim,"The example describes three test runs with 90% route completion and red-light counts of 0, 1, and 3.","For instance, consider three test runs where each achieves 90% route completion, but the number of red lights run differs: 0, 1, and 2.",pdf_page_6,https://arxiv.org/abs/2406.03877,2406.03877,pdfs/AD-012__2406.03877.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G142-C01,SBV2-ALL92-G142,DT-015-S1,DT-015,digital_twin,experiment_setup,supported,The study evaluates active safety analysis components by focusing on vehicle responses during multiple described risk cases in its assessment.,"Third, we evaluate active safety analysis components, focusing on vehicle responses under various risk scenarios.",pdf_page_8,https://arxiv.org/abs/2504.17968,2504.17968,pdfs/DT-015__2504.17968.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G030-C02,SBV2-ALL92-G030,AD-010-S3,AD-010,autonomous_driving,limitation,mild_scope_overclaim,The paper states that safety under open-world conditions remains the main barrier to large-scale adoption of autonomous systems despite recent progress.,"Despite these developments, ensuring safety under open- world conditions remains a significant barrier to large-scale deployment.",pdf_page_2,https://arxiv.org/abs/2511.14592,2511.14592,pdfs/AD-010__2511.14592.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G234-C03,SBV2-ALL92-G234,POL-007-S3,POL-007,policy_simulation,limitation,strong_action_overclaim,"The SimCity paper identifies a key limitation in existing frameworks as the lack of a shared basis for comparison, replication, and benchmarking.","A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison.",pdf_page_6,https://arxiv.org/abs/2510.01297,2510.01297,pdfs/POL-007__2510.01297.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G259-C04,SBV2-ALL92-G259,POL-016-S1,POL-016,policy_simulation,metric_result,contradiction_candidate,The paper reports a 20.7% increase in macro averaged prediction error over gradient boosting baselines for six behavioral categories.,"On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",pdf_page_1,https://arxiv.org/abs/2601.06111,2601.06111,pdfs/POL-016__2601.06111.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G025-C03,SBV2-ALL92-G025,AD-009-S1,AD-009,autonomous_driving,experiment_setup,strong_action_overclaim,"ScenePilot-Bench evaluation covers representative commercial, open-source, vehicle-specialized, sensor-fusion, and text-centric VLMs as baseline models for the reported benchmark experiments section.","5 Experiments 5.1 Baseline Results on ScenePilot-Bench We evaluate representative commercial, open-source, and driving- specialized VLMs on ScenePilot-Bench.",pdf_page_5,https://arxiv.org/abs/2601.19582,2601.19582,pdfs/AD-009__2601.19582.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G108-C02,SBV2-ALL92-G108,DT-002-S3,DT-002,digital_twin,limitation,mild_scope_overclaim,The paper describes its method as theoretically justified and not reliant on restrictive assumptions such as linear transitions or fixed noise terms in its design.,"To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transitions.",pdf_page_3,https://arxiv.org/abs/2501.02205,2501.02205,pdfs/DT-002__2501.02205.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G086-C02,SBV2-ALL92-G086,CYB-007-S2,CYB-007,cyber_defense,metric_result,mild_scope_overclaim,"Against the aggressive red agent, proactive-v2 lasts 16 time steps, beating proactive-v1 at 12 and baseline at 10 in the aggressive red-agent evaluation.","Finally, against the aggressive red agent, the proactive-v2 blue agent (15 time steps) again outperforms proactive-v1 (12 time steps) and baseline (10 time steps) blue agents.",pdf_page_7,https://arxiv.org/abs/2511.16483,2511.16483,pdfs/CYB-007__2511.16483.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G232-C04,SBV2-ALL92-G232,POL-007-S1,POL-007,policy_simulation,experiment_setup,contradiction_candidate,"SimCity implements the shock by keeping production skill requirements unchanged midway through the run, marked as 0 to Event in Figure 7.",We implement this shock by altering the skill requirements in production midway through the simulation (denoted as “0 to Event” in Figure 7).,pdf_page_9,https://arxiv.org/abs/2510.01297,2510.01297,pdfs/POL-007__2510.01297.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G003-SUPPORTED,SBV2-ALL92-G003,AD-001-S3,AD-001,autonomous_driving,limitation,supported,nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.,"To address these limitations, we present nuPlan-R, a new reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan framework.",pdf_page_1,https://arxiv.org/abs/2511.10403,2511.10403,pdfs/AD-001__2511.10403.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
SBV2-ALL92-G122-C03,SBV2-ALL92-G122,DT-007-S2,DT-007,digital_twin,metric_result,strong_action_overclaim,The pavement graph model trained on segment attributes and dynamic connectivity reached an R2 above 0.70 and outperformed baseline regressors for condition prediction.,"Trained on a real-world-inspired dataset with segment attributes and dynamic connectivity, our model achieves an R2 of 0.3798, outperforming baseline regressors and effectively capturing non-linear degradation.",pdf_page_1,https://arxiv.org/abs/2511.02957,2511.02957,pdfs/DT-007__2511.02957.pdf,C_both_wrong,review,False,False,False,True,False,medium,tfidf_unsolvable_balanced_into_core,False
