audit_item_id,domain,claim_text_hash,evidence_text_hash,model_pred,silver_label,queue_rank,queue_source,selection_reason,audit_status
AUDIT-V1-0089,digital_twin,4535983d8bfbc5a7193a866541c0db2c6c495866b3230c28cddf23a67666b96a,a0cbabaccbb7e89eb79cadaf4274d7343127819bfaa9fbc919a8372113dea476,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0090,robotics,f1ecbdca1f18bef4e6b97aeeace4283a6db76691ca4416ee0382f04bd81ad83b,009c369e16e62a82d234718c20125e0fc22866acb9dae40951db78db11f71f5b,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0091,marl,9a3d168c90c375bc0054d4c07e24f964ecd5dc11fccdad70f2a3f3171d4211a2,7f862b633fa8c562724909d6bf3cc68828af36b4fd600573c20243d78c61712b,strong_action_overclaim,mild_scope_overclaim,58,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0092,cyber_defense,0f117d78b3916e70c22b6e33a108fabcba1b935d79ab533212293808c771c3d7,a18b7b7384170e5b61d9f81869145c3fbcd727653c4079873c7eba5a64d68d15,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0093,cyber_defense,5f468e8fd799021e617ddf2de5a01ab8c0053e0dec18d6649d17ff327a583938,68ab2c633e7cad42741e2d014380799257e2ad7969418907c0efe70e2697f746,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0094,autonomous_driving,be91888a2acb8317ce93defa08f643445cb7899127529f32bcdc0183cc874159,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0095,digital_twin,0bb33cc2e31c85e8dd7bffd6e5a846b8209125d148c712b157a543d46bd23f39,1bfc02570ffe7c547ea6acc10a2d06c482e025ac0569d567f6cbb896d9b71c28,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0096,autonomous_driving,adfb94d160cdff4ea669403bb30619c6ec0999888c35265e62096a02f7ce4cbb,6efee5891286599ea7c4589138b121e13c2de8d52a469d98584f169c44340d04,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary,Mild vs strong boundary case (error taxonomy tag),pending
AUDIT-V1-0097,robotics,e3f85547775a029477304038b1e2d77f057ded5d4b4bb1c5b72af08c8cfde750,009c369e16e62a82d234718c20125e0fc22866acb9dae40951db78db11f71f5b,strong_action_overclaim,supported,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0098,marl,4ec075f88f1138f74590b48add0b34507be4d17ab97053a6327b87eb8069a321,2719cd03144eac5beb2b9ae6a1487e9eeb2829d6790e51fc8e092955ad171286,strong_action_overclaim,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0099,autonomous_driving,1b3bda402360ac94eb94af1a9077bd1f12471f533261c9a74eb6abb36e28163c,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,contradiction_candidate,supported,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0100,policy_simulation,d445c38ab20f90d4ff4c06752424f5152d98f441f7b2bc2a80686dde96fa41c3,843b17c7a558735dd7a474df6c921f2513e69f15e45cc8f4b30296f30f5050df,supported,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0101,autonomous_driving,dd0fa55acab3977cb5544fb5e64a6781190998f2eb6ccbf336bf9062d52c4a36,2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0102,policy_simulation,8bcfa08f11787c76f38c113cce81de5a6d979fa820e2e378f0abdd2e1ed95b5e,6b213c6592515a7c5c00834f1e58935d8b6dafd9c1e7eae38b33c744298011fe,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0103,autonomous_driving,ffa1aa18f408fda494ddd6210b6fefbe2f0383920478b76db69867fe522117c7,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0104,marl,b2a200714847d2402f30890e28035f492475056eef6f5e4fa47f28166b27e29b,62c4d34280e7d33fd22a8fb2b96d9ee25bd9548b02569b777dc9dafb746ebd5c,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0105,digital_twin,3a0f408bf0b453f00295a96c78c7aa4acaa6e5a7c3060dbd9b3587e4e20542bc,fa1564642d763009ffc667bf34d0c413a46a9650c20ab426e929922ef78727b0,mild_scope_overclaim,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0106,policy_simulation,e19602a2ab46f0674459ff499da335a9797a3e39239dd287317ac488f439f914,8068ed882eea1fd05799cfefdc913dd1dd53b6b85ee36fb1f3a1af1ab142eccf,contradiction_candidate,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0107,autonomous_driving,0965adbbe9793ed8bee3a613bd9c67d944f4ed9b17130165aa41ad12eca25b0a,3292ee7ee5985e9b89ef6df942854ac4f0ffb9ab403b4fcb6514d995fe90d757,mild_scope_overclaim,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0108,digital_twin,2e9df211670085988d02e72fc3e6babd46e2ea82ea9e4d162062238abc03759f,bf98cd978b8e4e84d907c5117106b23459fdcd076b6f7625af2ce9fbd394d4cf,contradiction_candidate,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0109,digital_twin,45a1078ee20244674092942cabe25f4465c9c7d2ab34d4ae2c5078cd1e42d5f5,fd6edf57bcdfe87cac6a2da3ed03fbf3d5c186660f09a2272c7f1cb7e7d898a1,contradiction_candidate,supported,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0110,policy_simulation,2a42bd5d4ed8e7b8eb51e076ba31517bb17b15a264788bd758f4cd43a1bbbf56,b64e01bee5a220d5302ee0587bc8f4e8131300e3004be391a56756e217e4df89,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
AUDIT-V1-0111,autonomous_driving,81e028a5a1cb0356a804662dc64456fd30edee233e73276f5da6ffdc0b3eba46,421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,strong_action_overclaim,strong_action_overclaim,0,contradiction_confusion,Contradiction confusion case (error taxonomy tag),pending
