duplicate_type,sha256,count,candidate_ids,labels
evidence_text,d2a1a4f9866c8e758a966915febe4b157a52f69366fef8c2a86558eeb4439461,4,"SBV2-ALL92-G232-C04,SBV2-ALL92-G232-C03,SBV2-ALL92-G232-C02,SBV2-ALL92-G232-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,d6e6dfa236313d7fa26da23cf16507d18528c5c6cf952679340daf0af5cf698f,4,"SBV2-ALL92-G019-C04,SBV2-ALL92-G019-C03,SBV2-ALL92-G019-C01,SBV2-ALL92-G019-C02","contradiction_candidate,strong_action_overclaim,supported,mild_scope_overclaim"
evidence_text,d81310395f33555e0438a7e97a2ce8d23163b2d1ac807db6335e59d00aca6d64,4,"SBV2-ALL92-G094-C03,SBV2-ALL92-G094-C04,SBV2-ALL92-G094-C01,SBV2-ALL92-G094-C02","strong_action_overclaim,contradiction_candidate,supported,mild_scope_overclaim"
evidence_text,e194c9eb561873f26d98d0af25e54dd2f4d7595ecc31010d5e6fbd2d0040399c,4,"SBV2-ALL92-G140-C04,SBV2-ALL92-G140-C02,SBV2-ALL92-G140-C01,SBV2-ALL92-G140-C03","contradiction_candidate,mild_scope_overclaim,supported,strong_action_overclaim"
evidence_text,e598be9bb01d57fbd096bfadf3026982fd4197d1ba94ec5333914e578d9c094e,4,"SBV2-ALL92-G031-C02,SBV2-ALL92-G031-C01,SBV2-ALL92-G031-C03,SBV2-ALL92-G031-C04","mild_scope_overclaim,supported,strong_action_overclaim,contradiction_candidate"
evidence_text,eab41e3ab7ea7b6fc7f589ae329e02580c173475e67f781b2804b409cb0cdd23,4,"SBV2-ALL92-G030-C01,SBV2-ALL92-G030-C02,SBV2-ALL92-G030-C04,SBV2-ALL92-G030-C03","supported,mild_scope_overclaim,contradiction_candidate,strong_action_overclaim"
evidence_text,edf92dc7f282ad502e05dbd104d66c61750ec65fb4753e875a9e132415cf1258,4,"SBV2-ALL92-G254-C03,SBV2-ALL92-G254-C04,SBV2-ALL92-G254-C02,SBV2-ALL92-G254-C01","strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,supported"
evidence_text,f096fcec9bbb097fedd7e01867d576489c9a1112f683bde5278cedec38946cd2,4,"SBV2-ALL92-G264-C01,SBV2-ALL92-G264-C02,SBV2-ALL92-G264-C04,SBV2-ALL92-G264-C03","supported,mild_scope_overclaim,contradiction_candidate,strong_action_overclaim"
evidence_text,f1058437ee3d6761b7f79987e752151cb111280f8f209dd6616823f8ec2b5c0f,4,"SBV2-ALL92-G069-C01,SBV2-ALL92-G069-C04,SBV2-ALL92-G069-C03,SBV2-ALL92-G069-C02","supported,contradiction_candidate,strong_action_overclaim,mild_scope_overclaim"
evidence_text,f20bc1d56eda4fc50d6d0e237529dbe2277097771238ea9436a4d2e2f98b65b7,4,"SBV2-ALL92-G025-C03,SBV2-ALL92-G025-C04,SBV2-ALL92-G025-C02,SBV2-ALL92-G025-C01","strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,supported"
evidence_text,f49185d8ef6e25bbd844f91d12eb796fa3407bbb2a063f8a2fbd604622b0e88c,4,"SBV2-ALL92-G226-C03,SBV2-ALL92-G226-C02,SBV2-ALL92-G226-C01,SBV2-ALL92-G226-C04","strong_action_overclaim,mild_scope_overclaim,supported,contradiction_candidate"
evidence_text,f49d16ae1de110b32ad1970f322ed0fc26e46f7d35aff152897ae3dde3263680,4,"SBV2-ALL92-G261-C01,SBV2-ALL92-G261-C04,SBV2-ALL92-G261-C02,SBV2-ALL92-G261-C03","supported,contradiction_candidate,mild_scope_overclaim,strong_action_overclaim"
evidence_text,f4dcba23b1fffd3c34dc76c21a7e8f2e388e72af9a3fbc7aa156ed587f54d058,4,"SBV2-ALL92-G034-C04,SBV2-ALL92-G034-C03,SBV2-ALL92-G034-C02,SBV2-ALL92-G034-C01","contradiction_candidate,strong_action_overclaim,mild_scope_overclaim,supported"
evidence_text,f7465bc2a8a37c8880477c1a3313641440eed326e30a6a137b421f2a3db287e9,4,"SBV2-ALL92-G164-C01,SBV2-ALL92-G164-C02,SBV2-ALL92-G164-C03,SBV2-ALL92-G164-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,fa1564642d763009ffc667bf34d0c413a46a9650c20ab426e929922ef78727b0,4,"SBV2-ALL92-G141-C04,SBV2-ALL92-G141-C01,SBV2-ALL92-G141-C02,SBV2-ALL92-G141-C03","contradiction_candidate,supported,mild_scope_overclaim,strong_action_overclaim"
evidence_text,fa87fb62c6b02c85492006b8cd7309a6c3c45c74f9e032e22c01a6740741eb5d,4,"SBV2-ALL92-G013-C04,SBV2-ALL92-G013-C02,SBV2-ALL92-G013-C01,SBV2-ALL92-G013-C03","contradiction_candidate,mild_scope_overclaim,supported,strong_action_overclaim"
evidence_text,fac12c8f7a7009e63efee3fd21674cf530c342cbefe23640167239b17c7492ea,4,"SBV2-ALL92-G043-C01,SBV2-ALL92-G043-C02,SBV2-ALL92-G043-C03,SBV2-ALL92-G043-C04","supported,mild_scope_overclaim,strong_action_overclaim,contradiction_candidate"
evidence_text,fbf0960a0929f5b2f3bc3736249c00e92fdf4650eac9c91dabe83d941d4d6995,4,"SBV2-ALL92-G163-C04,SBV2-ALL92-G163-C02,SBV2-ALL92-G163-C01,SBV2-ALL92-G163-C03","contradiction_candidate,mild_scope_overclaim,supported,strong_action_overclaim"
evidence_text,fd6edf57bcdfe87cac6a2da3ed03fbf3d5c186660f09a2272c7f1cb7e7d898a1,4,"SBV2-ALL92-G111-C04,SBV2-ALL92-G111-C03,SBV2-ALL92-G111-C01,SBV2-ALL92-G111-C02","contradiction_candidate,strong_action_overclaim,supported,mild_scope_overclaim"
