candidate_id,sent_global_idx,sentence_text,claim_text
SBV2-ALL92-G052-C01,3,"The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,4,This choice aims to maintain consistency with the original model architecture while ensuring comparability and effectiveness in the reproduction process.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,5,"Dataset Setup In the DriveVLM paper, the authors jointly fine-tuned the model on NuScenes, their SUP-AD dataset, and several other datasets (e.g., Talk2Car, BDDX, LLAVA).",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,6,"Since SUP-AD is not publicly available and costly to reproduce, we generated training data solely from NuScenes.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,7,"Unlike the original setup, NuScenes does not provide annotat",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,8,Computation time of four representative experiments.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,9,The first three experiments are run for 200 human learning and 6 000 CAV training episodes (test phase omitted) with 40% CAVs.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,10,The last experiment is run for 200 human learning and 300 baseline running episodes for 40% CAVs.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,11,Traffic network Algorithm Runtime (hours) St.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,12,Arnoult QMIX ∼15.5 Provins QMIX ∼44 Ingolstadt QMIX ∼152.5 Ingolstadt AON (Baseline) ∼4.25 (networks and travel demand) are also released under the MIT License.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,13,"of the chain-of-thought, we fine-tuned the model only on the “hierarchical planning” task.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,14,"The training setup is consistent with that of RoboDriveVLM, using the LoRA fine-tuning method with a learning rate of 2e-4.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,15,"Training was conducted on 8 A6000 GPUs, with a batch size of 1 per device.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,16,Model Inference Process The reproduced model strictly follows the threestage chain-of-thought reasoning process proposed by DriveVLM.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,17,"As illustrated in Figure 6, the core logic of the reasoning process is div",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,18,as a prompt to instantiate simulation environments.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,19,"Based on the 220 standard routes provided by the Bench2Drive , we generate a corresponding set of 220 threat-critical scenarios using our self-reflective generation method. 4 Experiments 4.1 Experimental Setup Models.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,20,"As the fast system, we evaluate four commonly-used ADVLMs: Dolphins , DriveLM , EM-VLM4AD and OmniDrive .",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C01,21,"For the slow system, we compare a LLM and a VLM by using LLaMA-3-8B and LLaVA-1.5-13B .",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.
SBV2-ALL92-G052-C02,0,intersections (33.8%) and roundabouts (66.2%).,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,1,"The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈ .",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,2,"The diversity in our road topologies is evident from the wide range of configurations, including the number of road legs ∈ , incoming lanes ∈ , and outgoing lanes ∈ .",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,3,"The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,4,This choice aims to maintain consistency with the original model architecture while ensuring comparability and effectiveness in the reproduction process.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,5,"Dataset Setup In the DriveVLM paper, the authors jointly fine-tuned the model on NuScenes, their SUP-AD dataset, and several other datasets (e.g., Talk2Car, BDDX, LLAVA).",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,6,"Since SUP-AD is not publicly available and costly to reproduce, we generated training data solely from NuScenes.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,7,"Unlike the original setup, NuScenes does not provide annotat",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,8,Computation time of four representative experiments.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,9,The first three experiments are run for 200 human learning and 6 000 CAV training episodes (test phase omitted) with 40% CAVs.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,10,The last experiment is run for 200 human learning and 300 baseline running episodes for 40% CAVs.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,11,Traffic network Algorithm Runtime (hours) St.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,12,Arnoult QMIX ∼15.5 Provins QMIX ∼44 Ingolstadt QMIX ∼152.5 Ingolstadt AON (Baseline) ∼4.25 (networks and travel demand) are also released under the MIT License.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,13,"of the chain-of-thought, we fine-tuned the model only on the “hierarchical planning” task.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,14,"The training setup is consistent with that of RoboDriveVLM, using the LoRA fine-tuning method with a learning rate of 2e-4.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,15,"Training was conducted on 8 A6000 GPUs, with a batch size of 1 per device.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,16,Model Inference Process The reproduced model strictly follows the threestage chain-of-thought reasoning process proposed by DriveVLM.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,17,"As illustrated in Figure 6, the core logic of the reasoning process is div",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,18,as a prompt to instantiate simulation environments.,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,19,"Based on the 220 standard routes provided by the Bench2Drive , we generate a corresponding set of 220 threat-critical scenarios using our self-reflective generation method. 4 Experiments 4.1 Experimental Setup Models.",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,20,"As the fast system, we evaluate four commonly-used ADVLMs: Dolphins , DriveLM , EM-VLM4AD and OmniDrive .",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C02,21,"For the slow system, we compare a LLM and a VLM by using LLaMA-3-8B and LLaVA-1.5-13B .",The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.
SBV2-ALL92-G052-C03,0,intersections (33.8%) and roundabouts (66.2%).,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,1,"The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈ .",The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,2,"The diversity in our road topologies is evident from the wide range of configurations, including the number of road legs ∈ , incoming lanes ∈ , and outgoing lanes ∈ .",The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,3,"The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount",The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,4,"of publishers reaches one hundred and twenty, we observe that the performance of ECCO and D2LIEO changes.",The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,5,"Furthermore, they also change when the number of publishers exceeds two hundred and forty.",The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,6,This shows the stability of our proposed,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,7,V-Max: A RL Framework for Autonomous Driving E Training hyperparameters We details hyperparameters used for all learning algorithms in the experiments.,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,8,Every algorithm are trained in one single NVIDIA L4.,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,9,Table 11: Algorithms hyperparameters used in experiments Parameter BC SAC BC+SAC PPO Total Steps 200M 25M 25M 200M Num Envs 16 16 16 16 Unroll Length 80 1 1(RL)/80(IL) 40 IL frequency - - 8 - Learning Rate 1e-4 1e-4 1e-4/5e-5 1e-4 Batch Size 64 64 64 512 Num Minibatches - - - 16 Discount - 0.99,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,10,This choice aims to maintain consistency with the original model architecture while ensuring comparability and effectiveness in the reproduction process.,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,11,"Dataset Setup In the DriveVLM paper, the authors jointly fine-tuned the model on NuScenes, their SUP-AD dataset, and several other datasets (e.g., Talk2Car, BDDX, LLAVA).",The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,12,"Since SUP-AD is not publicly available and costly to reproduce, we generated training data solely from NuScenes.",The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,13,"Unlike the original setup, NuScenes does not provide annotat",The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,14,of the proposed method by observing the total energy consumption values for the 3-service smart city scenario.,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,15,"For this, we evaluate the remaining battery levels of the devices in a cumulative manner, and assume that each decrease in the battery level is considered as the energy consumption value.",The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,16,We run the simulation up to 600 publishers in the smart city network.,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,17,We compare the performance of the proposed method with ECCO and D2LIEO from the current literature.,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C03,18,To clearly compare th,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.
SBV2-ALL92-G052-C04,0,intersections (33.8%) and roundabouts (66.2%).,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,1,"The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈ .",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,2,"The diversity in our road topologies is evident from the wide range of configurations, including the number of road legs ∈ , incoming lanes ∈ , and outgoing lanes ∈ .",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,3,"The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,4,"(collisions, off-road, or traffic signal violations).",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,5,"Additionally, we report collision and off-road rates, 1Runs are executed on a single NVIDIA L4 GPU for 12-48 hours per run.",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,6,task sampled uniformly at random.,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,7,"Furthermore, upon each environment reset, agents are reassigned new tasks, also randomly selected from a uniform distribution.",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,8,"This strategy dynamically redistributes task assignments across the batch throughout training, thereby mitigating potential overfitting to specific tasks.",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,9,"For the task generalization experiment, we train the policy within a single environment for 1000 epochs, which requires approximately 8 hours on a single Nvidia RTX 4090 GPU.",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,10,96.92 69.75 58.05 67.84 68.95 18.69 93.32 Accuracy ↑ 98.26 89.96 93.60 97.86 97.40 90.75 79.42 Accuracy only at-fault ↑ 98.33 94.51 97.78 98.25 98.02 88.07 92.99 V-Max score ↑ 0.945 0.876 0.887 0.892 0.713 0.784 0.721 Results of the benchmark are reported in Table 5.,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,11,"The expert serves as an upper bound for accuracy, as failures only occur due to data errors.",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,12,"The poor performance of BC and PPO is likely due to limited hyperparameter tuning, as we concentrated our efforts on optimizing the SAC bas",The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,13,V-Max: A RL Framework for Autonomous Driving E Training hyperparameters We details hyperparameters used for all learning algorithms in the experiments.,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,14,Every algorithm are trained in one single NVIDIA L4.,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G052-C04,15,Table 11: Algorithms hyperparameters used in experiments Parameter BC SAC BC+SAC PPO Total Steps 200M 25M 25M 200M Num Envs 16 16 16 16 Unroll Length 80 1 1(RL)/80(IL) 40 IL frequency - - 8 - Learning Rate 1e-4 1e-4 1e-4/5e-5 1e-4 Batch Size 64 64 64 512 Num Minibatches - - - 16 Discount - 0.99,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.
SBV2-ALL92-G055-C01,0,26% and 50% for the controlled corridor based on a year-toyear before-after analysis.,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,1,"Compared to our preliminary work , which primarily describes the design and deployment of the MARL-based VSL controllers, the extensions in this work are as follows.",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,2,"First, we present more technical details from training in simulation to the final deployment.",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,3,"Second, we evaluate and compare the proactive warning performance of the deployed MARL-based algorithm against the previously implemented benchmark",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,4,"17-mile segment of I-24 on March 8, 2024.",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,5,"The MARL-based VSL control system is continuously operating on I-24 today, affecting nearly 160,000 daily commuters. different operating conditions, such as traffic demand levels and driver compliance rates. • We deploy the MARL-based VSL controllers in the field: We augment the MARL-based VSL controllers with invalid action masking and safety guards regulated by real-world constraints.",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,6,The assessment results reveal that up to 98% of the MARL-based polic,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,7,"Map overview of the deployed MARL-based VSL control system on I-24, with the left direction heading towards downtown Nashville and the right towards Murfreesboro.",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,8,The radar detection system (RDS) units are distributed along the corridor to provide real-time traffic state data for MARL-based control algorithm.,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,9,The VSL controllers are changing speed limits every 30 seconds.,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,10,"The overlapping segment shaded in red (from mile marker 58.7 to mile marker 62.7) is covered by I-24 MOTION, an ult",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,11,The resulting video data is processed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 .,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,12,"The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and the corresponding human behavior, providing a new opportunity to design more effective traffic control algorithms.",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,13,"In this study, I-24 MOTION dataset will be used to evaluate the proactive warning ef",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,14,"1 Real-World Deployment and Assessment of a Multi-Agent Reinforcement Learning-Based Variable Speed Limit Control System Yuhang Zhang†∗, Zhiyao Zhang†, Junyi Ji†, Marcos Qui˜nones-Grueiro†, William Barbour†, Derek Gloudemans†, Gergely Zach´ar†, Clay Weston‡, Gautam Biswas†, Daniel B.",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C01,15,"Work† Abstract—This article presents the first field deployment of a multi-agent reinforcement learning (MARL) based variable speed limit (VSL) control system on Interstate 24 (I-24) near Nashville, Tennessee.",The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,0,The resulting video data is processed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 .,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,1,"The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and the corresponding human behavior, providing a new opportunity to design more effective traffic control algorithms.",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,2,"In this study, I-24 MOTION dataset will be used to evaluate the proactive warning ef",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,3,26% and 50% for the controlled corridor based on a year-toyear before-after analysis.,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,4,"Compared to our preliminary work , which primarily describes the design and deployment of the MARL-based VSL controllers, the extensions in this work are as follows.",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,5,"First, we present more technical details from training in simulation to the final deployment.",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,6,"Second, we evaluate and compare the proactive warning performance of the deployed MARL-based algorithm against the previously implemented benchmark",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,7,"17-mile segment of I-24 on March 8, 2024.",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,8,"The MARL-based VSL control system is continuously operating on I-24 today, affecting nearly 160,000 daily commuters. different operating conditions, such as traffic demand levels and driver compliance rates. • We deploy the MARL-based VSL controllers in the field: We augment the MARL-based VSL controllers with invalid action masking and safety guards regulated by real-world constraints.",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,9,The assessment results reveal that up to 98% of the MARL-based polic,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,10,"Map overview of the deployed MARL-based VSL control system on I-24, with the left direction heading towards downtown Nashville and the right towards Murfreesboro.",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,11,The radar detection system (RDS) units are distributed along the corridor to provide real-time traffic state data for MARL-based control algorithm.,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,12,The VSL controllers are changing speed limits every 30 seconds.,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,13,"The overlapping segment shaded in red (from mile marker 58.7 to mile marker 62.7) is covered by I-24 MOTION, an ult",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,14,"1 Real-World Deployment and Assessment of a Multi-Agent Reinforcement Learning-Based Variable Speed Limit Control System Yuhang Zhang†∗, Zhiyao Zhang†, Junyi Ji†, Marcos Qui˜nones-Grueiro†, William Barbour†, Derek Gloudemans†, Gergely Zach´ar†, Clay Weston‡, Gautam Biswas†, Daniel B.",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C02,15,"Work† Abstract—This article presents the first field deployment of a multi-agent reinforcement learning (MARL) based variable speed limit (VSL) control system on Interstate 24 (I-24) near Nashville, Tennessee.",The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C03,0,The resulting video data is processed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 .,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C03,1,"The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and the corresponding human behavior, providing a new opportunity to design more effective traffic control algorithms.",The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C03,2,"In this study, I-24 MOTION dataset will be used to evaluate the proactive warning ef",The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C03,3,26% and 50% for the controlled corridor based on a year-toyear before-after analysis.,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C03,4,"Compared to our preliminary work , which primarily describes the design and deployment of the MARL-based VSL controllers, the extensions in this work are as follows.",The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C03,5,"First, we present more technical details from training in simulation to the final deployment.",The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C03,6,"Second, we evaluate and compare the proactive warning performance of the deployed MARL-based algorithm against the previously implemented benchmark",The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C03,7,"1 Real-World Deployment and Assessment of a Multi-Agent Reinforcement Learning-Based Variable Speed Limit Control System Yuhang Zhang†∗, Zhiyao Zhang†, Junyi Ji†, Marcos Qui˜nones-Grueiro†, William Barbour†, Derek Gloudemans†, Gergely Zach´ar†, Clay Weston‡, Gautam Biswas†, Daniel B.",The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
SBV2-ALL92-G055-C03,8,"Work† Abstract—This article presents the first field deployment of a multi-agent reinforcement learning (MARL) based variable speed limit (VSL) control system on Interstate 24 (I-24) near Nashville, Tennessee.",The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.
