candidate_id,selector,selected_text,selected_chunk_id,selected_rank,n_words,selection_score,reason
SBV2-ALL92-G060-C03,bm25_top1_raw,"has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be hon",AD-021_p1_c2,1,83,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G060-C04,bm25_top1_raw,"is vi- tal in optimizing traffic flow and improving road safety [27, 31, 38]. Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC. However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. Transportation-based methods primarily rely on heuristic al- gorithms that dynamically adjust signals based on real-time lane- level traffic conditions [3, 9, 10, 13, 15, 20, 23]. Howeve",AD-021_p1_c3,1,72,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G062-C01,bm25_top1_raw,"Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predic- tive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consis- tent trajectory prediction using the HPNet model. By adapting HPNet for the first time",AD-023_p21_c0,1,71,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G062-C02,bm25_top1_raw,"Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predic- tive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consis- tent trajectory prediction using the HPNet model. By adapting HPNet for the first time",AD-023_p21_c0,1,71,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G062-C03,bm25_top1_raw,"Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predic- tive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consis- tent trajectory prediction using the HPNet model. By adapting HPNet for the first time",AD-023_p21_c0,1,71,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G062-C04,bm25_top1_raw,"Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predic- tive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consis- tent trajectory prediction using the HPNet model. By adapting HPNet for the first time",AD-023_p21_c0,1,71,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G065-C01,bm25_top1_raw,"terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al. (8), and Tsaregorodtsev et al. (9), have demonstrated the value of deploying and evaluating ",AD-024_p4_c2,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G065-C02,bm25_top1_raw,"terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al. (8), and Tsaregorodtsev et al. (9), have demonstrated the value of deploying and evaluating ",AD-024_p4_c2,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G065-C03,bm25_top1_raw,"terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al. (8), and Tsaregorodtsev et al. (9), have demonstrated the value of deploying and evaluating ",AD-024_p4_c2,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G065-C04,bm25_top1_raw,"terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al. (8), and Tsaregorodtsev et al. (9), have demonstrated the value of deploying and evaluating ",AD-024_p4_c2,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G067-C01,bm25_top1_raw,"end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite with 110 vulnerabilities across 15 real web applications and 8 enterprise-like cyber ranges containing 156 internal hosts, together with CAGE, an evaluation toolchain for scalable system execution, task ",CYB-001_p1_c1,1,67,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G067-C02,bm25_top1_raw,"end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite with 110 vulnerabilities across 15 real web applications and 8 enterprise-like cyber ranges containing 156 internal hosts, together with CAGE, an evaluation toolchain for scalable system execution, task ",CYB-001_p1_c1,1,67,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G067-C03,bm25_top1_raw,"Using AGENTCYBERRANGE and CAGE, we evaluate six frontier AI systems under matched prompts and budgets, with the overall results summarized in Figure 1. GPT-5.5 with Codex achieves the highest success rates, solving 16.1% of web exploitation tasks and 31.7% of post-exploitation tasks. With more concrete hints, these rates increase to 33.0% and 46.3%, respectively. These results show that current frontier AI systems can already complete a non-trivial fraction of realistic cyber attack tasks, inclu",CYB-001_p3_c0,1,74,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G067-C04,bm25_top1_raw,"end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite with 110 vulnerabilities across 15 real web applications and 8 enterprise-like cyber ranges containing 156 internal hosts, together with CAGE, an evaluation toolchain for scalable system execution, task ",CYB-001_p1_c1,1,67,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G069-C01,bm25_top1_raw,"AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract Frontier AI systems are increasingly capable of interactive cybersecurity tasks, in- cluding codebase inspection, vulnerability detection, and exploitation. However, systematic evaluation of their offe",CYB-001_p1_c0,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G069-C02,bm25_top1_raw,"AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract Frontier AI systems are increasingly capable of interactive cybersecurity tasks, in- cluding codebase inspection, vulnerability detection, and exploitation. However, systematic evaluation of their offe",CYB-001_p1_c0,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G069-C03,bm25_top1_raw,"AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract Frontier AI systems are increasingly capable of interactive cybersecurity tasks, in- cluding codebase inspection, vulnerability detection, and exploitation. However, systematic evaluation of their offe",CYB-001_p1_c0,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G069-C04,bm25_top1_raw,"AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract Frontier AI systems are increasingly capable of interactive cybersecurity tasks, in- cluding codebase inspection, vulnerability detection, and exploitation. However, systematic evaluation of their offe",CYB-001_p1_c0,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G077-C01,bm25_top1_raw,"splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds across data shuffling, neural network initialization, and replay-buffer sampling to ensure experimental consistency. We further log training curves, selected hyperparameters, and per-seed metric summari",CYB-004_p20_c3,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G077-C02,bm25_top1_raw,"splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds across data shuffling, neural network initialization, and replay-buffer sampling to ensure experimental consistency. We further log training curves, selected hyperparameters, and per-seed metric summari",CYB-004_p20_c3,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G077-C03,bm25_top1_raw,"splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds across data shuffling, neural network initialization, and replay-buffer sampling to ensure experimental consistency. We further log training curves, selected hyperparameters, and per-seed metric summari",CYB-004_p20_c3,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G077-C04,bm25_top1_raw,"splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds across data shuffling, neural network initialization, and replay-buffer sampling to ensure experimental consistency. We further log training curves, selected hyperparameters, and per-seed metric summari",CYB-004_p20_c3,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G079-C01,bm25_top1_raw,"1 Belief-Space Quantum-Inspired Reinforcement Learning for Partially Observable Autonomous Cyber Defense in the Internet of Vehicles Anwar Shah, Member, IEEE, Rohan Farooq, Member, IEEE, Sajid Anwer, Tallha Akram, Usman Ghous, Sajid Ullah Khan Abstract—The Internet of Vehicles (IoV) introduces a dynamic and adversarial security environment, where attackers adapt their strategies in response to defensive actions. Most existing intrusion detection systems for IoV rely on offline datasets and stati",CYB-005_p1_c0,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G079-C02,bm25_top1_raw,"1 Belief-Space Quantum-Inspired Reinforcement Learning for Partially Observable Autonomous Cyber Defense in the Internet of Vehicles Anwar Shah, Member, IEEE, Rohan Farooq, Member, IEEE, Sajid Anwer, Tallha Akram, Usman Ghous, Sajid Ullah Khan Abstract—The Internet of Vehicles (IoV) introduces a dynamic and adversarial security environment, where attackers adapt their strategies in response to defensive actions. Most existing intrusion detection systems for IoV rely on offline datasets and stati",CYB-005_p1_c0,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G079-C03,bm25_top1_raw,"1 Belief-Space Quantum-Inspired Reinforcement Learning for Partially Observable Autonomous Cyber Defense in the Internet of Vehicles Anwar Shah, Member, IEEE, Rohan Farooq, Member, IEEE, Sajid Anwer, Tallha Akram, Usman Ghous, Sajid Ullah Khan Abstract—The Internet of Vehicles (IoV) introduces a dynamic and adversarial security environment, where attackers adapt their strategies in response to defensive actions. Most existing intrusion detection systems for IoV rely on offline datasets and stati",CYB-005_p1_c0,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G079-C04,bm25_top1_raw,"1 Belief-Space Quantum-Inspired Reinforcement Learning for Partially Observable Autonomous Cyber Defense in the Internet of Vehicles Anwar Shah, Member, IEEE, Rohan Farooq, Member, IEEE, Sajid Anwer, Tallha Akram, Usman Ghous, Sajid Ullah Khan Abstract—The Internet of Vehicles (IoV) introduces a dynamic and adversarial security environment, where attackers adapt their strategies in response to defensive actions. Most existing intrusion detection systems for IoV rely on offline datasets and stati",CYB-005_p1_c0,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G082-C01,bm25_top1_raw,"augmented reward replaces the standard re- ward during policy updates. This formulation tightly integrates explanation and decision making, enabling DeepXplain to learn policies that are not only effective but also interpretable and robust against complex multi-stage APT behaviors. IV. PERFORMANCE EVALUATION This section evaluates the proposed DeepXplain framework with respect to both defense effectiveness and explanation quality. Since DeepXplain is built on top of DeepStage, we inherit the sam",CYB-006_p4_c2,1,69,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G082-C02,bm25_top1_raw,"augmented reward replaces the standard re- ward during policy updates. This formulation tightly integrates explanation and decision making, enabling DeepXplain to learn policies that are not only effective but also interpretable and robust against complex multi-stage APT behaviors. IV. PERFORMANCE EVALUATION This section evaluates the proposed DeepXplain framework with respect to both defense effectiveness and explanation quality. Since DeepXplain is built on top of DeepStage, we inherit the sam",CYB-006_p4_c2,1,69,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G082-C03,bm25_top1_raw,"augmented reward replaces the standard re- ward during policy updates. This formulation tightly integrates explanation and decision making, enabling DeepXplain to learn policies that are not only effective but also interpretable and robust against complex multi-stage APT behaviors. IV. PERFORMANCE EVALUATION This section evaluates the proposed DeepXplain framework with respect to both defense effectiveness and explanation quality. Since DeepXplain is built on top of DeepStage, we inherit the sam",CYB-006_p4_c2,1,69,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G082-C04,bm25_top1_raw,"augmented reward replaces the standard re- ward during policy updates. This formulation tightly integrates explanation and decision making, enabling DeepXplain to learn policies that are not only effective but also interpretable and robust against complex multi-stage APT behaviors. IV. PERFORMANCE EVALUATION This section evaluates the proposed DeepXplain framework with respect to both defense effectiveness and explanation quality. Since DeepXplain is built on top of DeepStage, we inherit the sam",CYB-006_p4_c2,1,69,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G083-C01,bm25_top1_raw,"through evidence-alignment regularization and confidence- aware reward shaping. This tightly couples explanation with policy learning, enabling the agent to make decisions that are both effective and interpretable. We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5]. Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%. In addition, it produc",CYB-006_p1_c4,1,67,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G083-C02,bm25_top1_raw,"through evidence-alignment regularization and confidence- aware reward shaping. This tightly couples explanation with policy learning, enabling the agent to make decisions that are both effective and interpretable. We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5]. Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%. In addition, it produc",CYB-006_p1_c4,1,67,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G083-C03,bm25_top1_raw,"through evidence-alignment regularization and confidence- aware reward shaping. This tightly couples explanation with policy learning, enabling the agent to make decisions that are both effective and interpretable. We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5]. Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%. In addition, it produc",CYB-006_p1_c4,1,67,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G083-C04,bm25_top1_raw,"through evidence-alignment regularization and confidence- aware reward shaping. This tightly couples explanation with policy learning, enabling the agent to make decisions that are both effective and interpretable. We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5]. Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%. In addition, it produc",CYB-006_p1_c4,1,67,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G085-C01,bm25_top1_raw,"autonomous DRL-driven cyber defense framework, along with a description of the simulation environment. This is fol- lowed by detailed experimental results and discussion. We conclude with main takeaways and future research steps. Methodology The autonomous cyber defense problem focuses on learn- ing the optimal policies for the defender (blue) agent against different forms of adversarial actions taken by the attacker (red) agent. This sequential decision-making problem can be mathematically repr",CYB-007_p2_c0,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G085-C02,bm25_top1_raw,"autonomous DRL-driven cyber defense framework, along with a description of the simulation environment. This is fol- lowed by detailed experimental results and discussion. We conclude with main takeaways and future research steps. Methodology The autonomous cyber defense problem focuses on learn- ing the optimal policies for the defender (blue) agent against different forms of adversarial actions taken by the attacker (red) agent. This sequential decision-making problem can be mathematically repr",CYB-007_p2_c0,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G085-C03,bm25_top1_raw,"autonomous DRL-driven cyber defense framework, along with a description of the simulation environment. This is fol- lowed by detailed experimental results and discussion. We conclude with main takeaways and future research steps. Methodology The autonomous cyber defense problem focuses on learn- ing the optimal policies for the defender (blue) agent against different forms of adversarial actions taken by the attacker (red) agent. This sequential decision-making problem can be mathematically repr",CYB-007_p2_c0,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G085-C04,bm25_top1_raw,"autonomous DRL-driven cyber defense framework, along with a description of the simulation environment. This is fol- lowed by detailed experimental results and discussion. We conclude with main takeaways and future research steps. Methodology The autonomous cyber defense problem focuses on learn- ing the optimal policies for the defender (blue) agent against different forms of adversarial actions taken by the attacker (red) agent. This sequential decision-making problem can be mathematically repr",CYB-007_p2_c0,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G086-C01,bm25_top1_raw,"agents (i.e., 1 −FX(x) = P(X > x)), with data from 50 evaluation episodes with 100 steps per episode, operating against various DRL-trained blue agent policies. The 95th percentile value in these plots (i.e., 95% proba- bility that the red agent’s first time to impact will exceed a particular value) serves as a robust metric to measure the lower bound of time steps (i.e., worst case scenario) required by different red agents to successfully execute their first impact action across the defense po",CYB-007_p7_c2,1,83,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G086-C02,bm25_top1_raw,"agents (i.e., 1 −FX(x) = P(X > x)), with data from 50 evaluation episodes with 100 steps per episode, operating against various DRL-trained blue agent policies. The 95th percentile value in these plots (i.e., 95% proba- bility that the red agent’s first time to impact will exceed a particular value) serves as a robust metric to measure the lower bound of time steps (i.e., worst case scenario) required by different red agents to successfully execute their first impact action across the defense po",CYB-007_p7_c2,1,83,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G086-C03,bm25_top1_raw,"agents (i.e., 1 −FX(x) = P(X > x)), with data from 50 evaluation episodes with 100 steps per episode, operating against various DRL-trained blue agent policies. The 95th percentile value in these plots (i.e., 95% proba- bility that the red agent’s first time to impact will exceed a particular value) serves as a robust metric to measure the lower bound of time steps (i.e., worst case scenario) required by different red agents to successfully execute their first impact action across the defense po",CYB-007_p7_c2,1,83,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G086-C04,bm25_top1_raw,"agents (i.e., 1 −FX(x) = P(X > x)), with data from 50 evaluation episodes with 100 steps per episode, operating against various DRL-trained blue agent policies. The 95th percentile value in these plots (i.e., 95% proba- bility that the red agent’s first time to impact will exceed a particular value) serves as a robust metric to measure the lower bound of time steps (i.e., worst case scenario) required by different red agents to successfully execute their first impact action across the defense po",CYB-007_p7_c2,1,83,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G087-C01,bm25_top1_raw,"recurring: 0} portscan: class: ARTPortScan reward: {immediate: 2, recurring: 0} discovery: class: ARTDiscovery reward: {immediate: 5, recurring: 0} lateral-movement: class: ARTLateralMovement reward: {immediate: 10, recurring: 0} privilege-escalation: class: ARTPrivilegeEscalation reward: {immediate: 20, recurring: 0} impact: class: ARTImpact reward: {immediate: 50, recurring: 0} strategy: Exfiltration entry_host: random leader: random Figure 3: Baseline red agent yaml file with actions and re- ",CYB-007_p3_c2,1,59,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G087-C02,bm25_top1_raw,"recurring: 0} portscan: class: ARTPortScan reward: {immediate: 2, recurring: 0} discovery: class: ARTDiscovery reward: {immediate: 5, recurring: 0} lateral-movement: class: ARTLateralMovement reward: {immediate: 10, recurring: 0} privilege-escalation: class: ARTPrivilegeEscalation reward: {immediate: 20, recurring: 0} impact: class: ARTImpact reward: {immediate: 50, recurring: 0} strategy: Exfiltration entry_host: random leader: random Figure 3: Baseline red agent yaml file with actions and re- ",CYB-007_p3_c2,1,59,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G087-C03,bm25_top1_raw,"recurring: 0} portscan: class: ARTPortScan reward: {immediate: 2, recurring: 0} discovery: class: ARTDiscovery reward: {immediate: 5, recurring: 0} lateral-movement: class: ARTLateralMovement reward: {immediate: 10, recurring: 0} privilege-escalation: class: ARTPrivilegeEscalation reward: {immediate: 20, recurring: 0} impact: class: ARTImpact reward: {immediate: 50, recurring: 0} strategy: Exfiltration entry_host: random leader: random Figure 3: Baseline red agent yaml file with actions and re- ",CYB-007_p3_c2,1,59,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G087-C04,bm25_top1_raw,"recurring: 0} portscan: class: ARTPortScan reward: {immediate: 2, recurring: 0} discovery: class: ARTDiscovery reward: {immediate: 5, recurring: 0} lateral-movement: class: ARTLateralMovement reward: {immediate: 10, recurring: 0} privilege-escalation: class: ARTPrivilegeEscalation reward: {immediate: 20, recurring: 0} impact: class: ARTImpact reward: {immediate: 50, recurring: 0} strategy: Exfiltration entry_host: random leader: random Figure 3: Baseline red agent yaml file with actions and re- ",CYB-007_p3_c2,1,59,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G089-C01,bm25_top1_raw,"(TTCP) competition to advance the state-of-the-art ACD. Using the CybORG gym, participants in this challenge submit defender agents (blue agents) to remove attackers (red agents) and maximize availability for network users while protecting critical services. CAGE challenges evaluate community submissions based on the highest joint reward obtained in the simulations. Pre- vious submissions to CAGE challenges use RL agents. Its latest edition, the CAGE 4 Challenge, includes a multi-agent environme",CYB-008_p2_c0,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G089-C02,bm25_top1_raw,"(TTCP) competition to advance the state-of-the-art ACD. Using the CybORG gym, participants in this challenge submit defender agents (blue agents) to remove attackers (red agents) and maximize availability for network users while protecting critical services. CAGE challenges evaluate community submissions based on the highest joint reward obtained in the simulations. Pre- vious submissions to CAGE challenges use RL agents. Its latest edition, the CAGE 4 Challenge, includes a multi-agent environme",CYB-008_p2_c0,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G089-C03,bm25_top1_raw,"Decentralized), despite having similar reward. H- MARL Expert has the highest recovery precision across all policies, as its expert master policy selects the Recovery sub-policy when IOCs are present on hosts, a strong indication of host compromise. Our analysis demonstrates the need of using the reward signal in conjunction with other metrics that are relevant in the cyber domain. To better align the reward with the defender’s goals, one can also incorporate these new metrics in the reward. 6 C",CYB-009_p13_c2,1,80,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G089-C04,bm25_top1_raw,"(TTCP) competition to advance the state-of-the-art ACD. Using the CybORG gym, participants in this challenge submit defender agents (blue agents) to remove attackers (red agents) and maximize availability for network users while protecting critical services. CAGE challenges evaluate community submissions based on the highest joint reward obtained in the simulations. Pre- vious submissions to CAGE challenges use RL agents. Its latest edition, the CAGE 4 Challenge, includes a multi-agent environme",CYB-008_p2_c0,1,70,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G091-C01,bm25_top1_raw,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior. Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network. We evaluate our methods against multiple baselines at different stages of the design process to motivate our me",CYB-009_p2_c2,1,77,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G091-C02,bm25_top1_raw,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior. Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network. We evaluate our methods against multiple baselines at different stages of the design process to motivate our me",CYB-009_p2_c2,1,77,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G091-C03,bm25_top1_raw,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior. Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network. We evaluate our methods against multiple baselines at different stages of the design process to motivate our me",CYB-009_p2_c2,1,77,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G091-C04,bm25_top1_raw,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior. Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network. We evaluate our methods against multiple baselines at different stages of the design process to motivate our me",CYB-009_p2_c2,1,77,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G092-C01,bm25_top1_raw,"policy that coordinates their selection to solve complex network defense tasks. Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings. We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense. Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of",CYB-009_p1_c1,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G092-C02,bm25_top1_raw,"policy that coordinates their selection to solve complex network defense tasks. Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings. We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense. Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of",CYB-009_p1_c1,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G092-C03,bm25_top1_raw,"policy that coordinates their selection to solve complex network defense tasks. Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings. We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense. Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of",CYB-009_p1_c1,1,68,0.0,raw_top1_chunk_no_selection
SBV2-ALL92-G092-C04,bm25_top1_raw,"policy that coordinates their selection to solve complex network defense tasks. Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings. We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense. Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of",CYB-009_p1_c1,1,68,0.0,raw_top1_chunk_no_selection
