sample_id,candidate_id,silver_label,method,llm_pred,r4_pred,llm_correct,r4_correct,case_category
LLM_090,SBV2-ALL92-G266-C02,mild_scope_overclaim,deepseek,supported,strong_action_overclaim,False,False,both_wrong
LLM_131,SBV2-ALL92-G140-C03,strong_action_overclaim,gpt_standard,contradiction_candidate,strong_action_overclaim,False,True,r4_only_correct
LLM_131,SBV2-ALL92-G140-C03,strong_action_overclaim,gpt_structured,contradiction_candidate,strong_action_overclaim,False,True,r4_only_correct
LLM_131,SBV2-ALL92-G140-C03,strong_action_overclaim,deepseek,mild_scope_overclaim,strong_action_overclaim,False,True,r4_only_correct
LLM_098,SBV2-ALL92-G167-C02,mild_scope_overclaim,gpt_standard,mild_scope_overclaim,strong_action_overclaim,True,False,llm_only_correct
LLM_098,SBV2-ALL92-G167-C02,mild_scope_overclaim,gpt_structured,mild_scope_overclaim,strong_action_overclaim,True,False,llm_only_correct
LLM_098,SBV2-ALL92-G167-C02,mild_scope_overclaim,deepseek,mild_scope_overclaim,strong_action_overclaim,True,False,llm_only_correct
LLM_198,SBV2-ALL92-G163-C04,contradiction_candidate,gpt_standard,contradiction_candidate,mild_scope_overclaim,True,False,llm_only_correct
LLM_198,SBV2-ALL92-G163-C04,contradiction_candidate,gpt_structured,contradiction_candidate,mild_scope_overclaim,True,False,llm_only_correct
LLM_198,SBV2-ALL92-G163-C04,contradiction_candidate,deepseek,contradiction_candidate,mild_scope_overclaim,True,False,llm_only_correct
LLM_130,SBV2-ALL92-G116-C03,strong_action_overclaim,gpt_standard,contradiction_candidate,contradiction_candidate,False,False,both_wrong
LLM_130,SBV2-ALL92-G116-C03,strong_action_overclaim,gpt_structured,contradiction_candidate,contradiction_candidate,False,False,both_wrong
LLM_130,SBV2-ALL92-G116-C03,strong_action_overclaim,deepseek,mild_scope_overclaim,contradiction_candidate,False,False,both_wrong
LLM_151,SBV2-ALL92-G018-C04,contradiction_candidate,gpt_standard,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_151,SBV2-ALL92-G018-C04,contradiction_candidate,gpt_structured,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_151,SBV2-ALL92-G018-C04,contradiction_candidate,deepseek,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_080,SBV2-ALL92-G128-C02,mild_scope_overclaim,gpt_standard,mild_scope_overclaim,mild_scope_overclaim,True,True,both_correct
LLM_080,SBV2-ALL92-G128-C02,mild_scope_overclaim,gpt_structured,mild_scope_overclaim,mild_scope_overclaim,True,True,both_correct
LLM_080,SBV2-ALL92-G128-C02,mild_scope_overclaim,deepseek,supported,mild_scope_overclaim,False,True,r4_only_correct
LLM_193,SBV2-ALL92-G271-C04,contradiction_candidate,gpt_standard,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_193,SBV2-ALL92-G271-C04,contradiction_candidate,gpt_structured,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_193,SBV2-ALL92-G271-C04,contradiction_candidate,deepseek,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_133,SBV2-ALL92-G178-C03,strong_action_overclaim,gpt_standard,contradiction_candidate,mild_scope_overclaim,False,False,both_wrong
LLM_133,SBV2-ALL92-G178-C03,strong_action_overclaim,gpt_structured,contradiction_candidate,mild_scope_overclaim,False,False,both_wrong
LLM_133,SBV2-ALL92-G178-C03,strong_action_overclaim,deepseek,mild_scope_overclaim,mild_scope_overclaim,False,False,both_wrong
LLM_137,SBV2-ALL92-G175-C03,strong_action_overclaim,gpt_standard,contradiction_candidate,strong_action_overclaim,False,True,r4_only_correct
LLM_137,SBV2-ALL92-G175-C03,strong_action_overclaim,gpt_structured,contradiction_candidate,strong_action_overclaim,False,True,r4_only_correct
LLM_137,SBV2-ALL92-G175-C03,strong_action_overclaim,deepseek,mild_scope_overclaim,strong_action_overclaim,False,True,r4_only_correct
LLM_183,SBV2-ALL92-G198-C04,contradiction_candidate,gpt_standard,contradiction_candidate,mild_scope_overclaim,True,False,llm_only_correct
LLM_183,SBV2-ALL92-G198-C04,contradiction_candidate,gpt_structured,contradiction_candidate,mild_scope_overclaim,True,False,llm_only_correct
LLM_183,SBV2-ALL92-G198-C04,contradiction_candidate,deepseek,contradiction_candidate,mild_scope_overclaim,True,False,llm_only_correct
LLM_086,SBV2-ALL92-G178-C02,mild_scope_overclaim,gpt_standard,mild_scope_overclaim,mild_scope_overclaim,True,True,both_correct
LLM_086,SBV2-ALL92-G178-C02,mild_scope_overclaim,gpt_structured,mild_scope_overclaim,mild_scope_overclaim,True,True,both_correct
LLM_086,SBV2-ALL92-G178-C02,mild_scope_overclaim,deepseek,mild_scope_overclaim,mild_scope_overclaim,True,True,both_correct
LLM_097,SBV2-ALL92-G166-C02,mild_scope_overclaim,gpt_standard,mild_scope_overclaim,supported,True,False,llm_only_correct
LLM_097,SBV2-ALL92-G166-C02,mild_scope_overclaim,gpt_structured,mild_scope_overclaim,supported,True,False,llm_only_correct
LLM_097,SBV2-ALL92-G166-C02,mild_scope_overclaim,deepseek,supported,supported,False,False,both_wrong
LLM_038,SBV2-ALL92-G224-C01,supported,gpt_standard,supported,strong_action_overclaim,True,False,llm_only_correct
LLM_038,SBV2-ALL92-G224-C01,supported,gpt_structured,supported,strong_action_overclaim,True,False,llm_only_correct
LLM_038,SBV2-ALL92-G224-C01,supported,deepseek,supported,strong_action_overclaim,True,False,llm_only_correct
LLM_128,SBV2-ALL92-G111-C03,strong_action_overclaim,gpt_standard,mild_scope_overclaim,strong_action_overclaim,False,True,r4_only_correct
LLM_128,SBV2-ALL92-G111-C03,strong_action_overclaim,gpt_structured,mild_scope_overclaim,strong_action_overclaim,False,True,r4_only_correct
LLM_128,SBV2-ALL92-G111-C03,strong_action_overclaim,deepseek,supported,strong_action_overclaim,False,True,r4_only_correct
LLM_045,SBV2-ALL92-G272-C01,supported,gpt_standard,supported,mild_scope_overclaim,True,False,llm_only_correct
LLM_045,SBV2-ALL92-G272-C01,supported,gpt_structured,supported,mild_scope_overclaim,True,False,llm_only_correct
LLM_045,SBV2-ALL92-G272-C01,supported,deepseek,supported,mild_scope_overclaim,True,False,llm_only_correct
LLM_028,SBV2-ALL92-G116-C01,supported,gpt_standard,supported,strong_action_overclaim,True,False,llm_only_correct
LLM_028,SBV2-ALL92-G116-C01,supported,gpt_structured,supported,strong_action_overclaim,True,False,llm_only_correct
LLM_028,SBV2-ALL92-G116-C01,supported,deepseek,supported,strong_action_overclaim,True,False,llm_only_correct
LLM_048,SBV2-ALL92-G164-C01,supported,gpt_standard,supported,supported,True,True,both_correct
LLM_048,SBV2-ALL92-G164-C01,supported,gpt_structured,supported,supported,True,True,both_correct
LLM_048,SBV2-ALL92-G164-C01,supported,deepseek,supported,supported,True,True,both_correct
LLM_186,SBV2-ALL92-G185-C04,contradiction_candidate,gpt_standard,contradiction_candidate,mild_scope_overclaim,True,False,llm_only_correct
LLM_186,SBV2-ALL92-G185-C04,contradiction_candidate,gpt_structured,contradiction_candidate,mild_scope_overclaim,True,False,llm_only_correct
LLM_186,SBV2-ALL92-G185-C04,contradiction_candidate,deepseek,contradiction_candidate,mild_scope_overclaim,True,False,llm_only_correct
LLM_190,SBV2-ALL92-G264-C04,contradiction_candidate,gpt_standard,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_190,SBV2-ALL92-G264-C04,contradiction_candidate,gpt_structured,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_190,SBV2-ALL92-G264-C04,contradiction_candidate,deepseek,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_149,SBV2-ALL92-G172-C03,strong_action_overclaim,gpt_standard,mild_scope_overclaim,strong_action_overclaim,False,True,r4_only_correct
LLM_149,SBV2-ALL92-G172-C03,strong_action_overclaim,gpt_structured,mild_scope_overclaim,strong_action_overclaim,False,True,r4_only_correct
LLM_149,SBV2-ALL92-G172-C03,strong_action_overclaim,deepseek,supported,strong_action_overclaim,False,True,r4_only_correct
LLM_185,SBV2-ALL92-G193-C04,contradiction_candidate,gpt_standard,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_185,SBV2-ALL92-G193-C04,contradiction_candidate,gpt_structured,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_185,SBV2-ALL92-G193-C04,contradiction_candidate,deepseek,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_180,SBV2-ALL92-G106-C04,contradiction_candidate,gpt_standard,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_180,SBV2-ALL92-G106-C04,contradiction_candidate,gpt_structured,contradiction_candidate,contradiction_candidate,True,True,both_correct
LLM_180,SBV2-ALL92-G106-C04,contradiction_candidate,deepseek,mild_scope_overclaim,contradiction_candidate,False,True,r4_only_correct
LLM_044,SBV2-ALL92-G253-C01,supported,gpt_standard,supported,strong_action_overclaim,True,False,llm_only_correct
LLM_044,SBV2-ALL92-G253-C01,supported,gpt_structured,supported,strong_action_overclaim,True,False,llm_only_correct
LLM_044,SBV2-ALL92-G253-C01,supported,deepseek,supported,strong_action_overclaim,True,False,llm_only_correct
LLM_134,SBV2-ALL92-G190-C03,strong_action_overclaim,gpt_standard,contradiction_candidate,contradiction_candidate,False,False,both_wrong
LLM_134,SBV2-ALL92-G190-C03,strong_action_overclaim,gpt_structured,contradiction_candidate,contradiction_candidate,False,False,both_wrong
LLM_134,SBV2-ALL92-G190-C03,strong_action_overclaim,deepseek,supported,contradiction_candidate,False,False,both_wrong
LLM_145,SBV2-ALL92-G261-C03,strong_action_overclaim,gpt_standard,mild_scope_overclaim,supported,False,False,both_wrong
LLM_145,SBV2-ALL92-G261-C03,strong_action_overclaim,gpt_structured,mild_scope_overclaim,supported,False,False,both_wrong
LLM_145,SBV2-ALL92-G261-C03,strong_action_overclaim,deepseek,supported,supported,False,False,both_wrong
LLM_039,SBV2-ALL92-G214-C01,supported,gpt_standard,supported,mild_scope_overclaim,True,False,llm_only_correct
LLM_039,SBV2-ALL92-G214-C01,supported,gpt_structured,supported,mild_scope_overclaim,True,False,llm_only_correct
LLM_039,SBV2-ALL92-G214-C01,supported,deepseek,supported,mild_scope_overclaim,True,False,llm_only_correct
LLM_191,SBV2-ALL92-G252-C04,contradiction_candidate,gpt_standard,contradiction_candidate,supported,True,False,llm_only_correct
LLM_191,SBV2-ALL92-G252-C04,contradiction_candidate,gpt_structured,contradiction_candidate,supported,True,False,llm_only_correct
LLM_191,SBV2-ALL92-G252-C04,contradiction_candidate,deepseek,contradiction_candidate,supported,True,False,llm_only_correct
LLM_138,SBV2-ALL92-G266-C03,strong_action_overclaim,gpt_standard,mild_scope_overclaim,strong_action_overclaim,False,True,r4_only_correct
LLM_138,SBV2-ALL92-G266-C03,strong_action_overclaim,gpt_structured,mild_scope_overclaim,strong_action_overclaim,False,True,r4_only_correct
LLM_138,SBV2-ALL92-G266-C03,strong_action_overclaim,deepseek,supported,strong_action_overclaim,False,True,r4_only_correct
