candidate_id,target_candidate_group_id,span_id,source_id,domain,evidence_type,candidate_label_guess,claim_text,evidence_text,source_location,url,arxiv_id,pdf_filename,leakage_category,claim_only_correct,claim_evidence_correct,lexical_leakage_risk,needs_human_review,exclude_recommended,paper_full_priority,selection_reason,contradiction_leakage_review
SBV2-ALL92-G028-C02,SBV2-ALL92-G028,AD-010-S1,AD-010,autonomous_driving,experiment_setup,mild_scope_overclaim,"The DSBench pipeline implements an iterative quality-control process to filter automated-generation noise, correct annotation biases, and standardize annotator feedback during construction.","Quality Control To ensure reliability and consistency at scale, we implement a rigorous, iterative quality control process to filter noise from automated generation and correct annotation biases.",pdf_page_5,https://arxiv.org/abs/2511.14592,2511.14592,pdfs/AD-010__2511.14592.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,False
SBV2-ALL92-G028-C03,SBV2-ALL92-G028,AD-010-S1,AD-010,autonomous_driving,experiment_setup,strong_action_overclaim,"The DSBench pipeline implements an iterative quality-control process to filter automated-generation noise, correct annotation biases, and verify each item with expert review.","Quality Control To ensure reliability and consistency at scale, we implement a rigorous, iterative quality control process to filter noise from automated generation and correct annotation biases.",pdf_page_5,https://arxiv.org/abs/2511.14592,2511.14592,pdfs/AD-010__2511.14592.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G028-C04,SBV2-ALL92-G028,AD-010-S1,AD-010,autonomous_driving,experiment_setup,contradiction_candidate,The DSBench pipeline relies on unfiltered automated generation and leaves annotation biases uncorrected during large-scale benchmark construction at scale.,"Quality Control To ensure reliability and consistency at scale, we implement a rigorous, iterative quality control process to filter noise from automated generation and correct annotation biases.",pdf_page_5,https://arxiv.org/abs/2511.14592,2511.14592,pdfs/AD-010__2511.14592.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G031-C01,SBV2-ALL92-G031,AD-011-S1,AD-011,autonomous_driving,experiment_setup,supported,The DriveVLM experiments train models on the training split and evaluate test performance with scene-description and meta-action metrics.,We train models on the training split and use our proposed scene description and meta-action metrics to evaluate model performance on the test split.,pdf_page_7,https://arxiv.org/abs/2402.12289,2402.12289,pdfs/AD-011__2402.12289.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G031-C02,SBV2-ALL92-G031,AD-011-S1,AD-011,autonomous_driving,experiment_setup,mild_scope_overclaim,"The DriveVLM experiments train models on the training split and evaluate test performance with scene-description, meta-action, and comfort metrics.",We train models on the training split and use our proposed scene description and meta-action metrics to evaluate model performance on the test split.,pdf_page_7,https://arxiv.org/abs/2402.12289,2402.12289,pdfs/AD-011__2402.12289.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G031-C03,SBV2-ALL92-G031,AD-011-S1,AD-011,autonomous_driving,experiment_setup,strong_action_overclaim,"The DriveVLM experiments train models on training, validation, and test splits and evaluate test performance with scene-description and meta-action metrics.",We train models on the training split and use our proposed scene description and meta-action metrics to evaluate model performance on the test split.,pdf_page_7,https://arxiv.org/abs/2402.12289,2402.12289,pdfs/AD-011__2402.12289.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G031-C04,SBV2-ALL92-G031,AD-011-S1,AD-011,autonomous_driving,experiment_setup,contradiction_candidate,The DriveVLM experiments train models on the test split and evaluate training performance with scene-description and meta-action metrics.,We train models on the training split and use our proposed scene description and meta-action metrics to evaluate model performance on the test split.,pdf_page_7,https://arxiv.org/abs/2402.12289,2402.12289,pdfs/AD-011__2402.12289.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,True
SBV2-ALL92-G035-C01,SBV2-ALL92-G035,AD-012-S2,AD-012,autonomous_driving,metric_result,supported,"The example describes three test runs with 90% route completion and red-light counts of 0, 1, and 2.","For instance, consider three test runs where each achieves 90% route completion, but the number of red lights run differs: 0, 1, and 2.",pdf_page_6,https://arxiv.org/abs/2406.03877,2406.03877,pdfs/AD-012__2406.03877.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G035-C02,SBV2-ALL92-G035,AD-012-S2,AD-012,autonomous_driving,metric_result,mild_scope_overclaim,"The example describes three test runs with 90% route completion and red-light counts of 0, 1, and 3.","For instance, consider three test runs where each achieves 90% route completion, but the number of red lights run differs: 0, 1, and 2.",pdf_page_6,https://arxiv.org/abs/2406.03877,2406.03877,pdfs/AD-012__2406.03877.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G035-C03,SBV2-ALL92-G035,AD-012-S2,AD-012,autonomous_driving,metric_result,strong_action_overclaim,"The example describes three test runs with 90% route completion and red-light counts of 0, 3, and 6.","For instance, consider three test runs where each achieves 90% route completion, but the number of red lights run differs: 0, 1, and 2.",pdf_page_6,https://arxiv.org/abs/2406.03877,2406.03877,pdfs/AD-012__2406.03877.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G035-C04,SBV2-ALL92-G035,AD-012-S2,AD-012,autonomous_driving,metric_result,contradiction_candidate,"The example describes three test runs with 70% route completion and red-light counts of 2, 1, and 0.","For instance, consider three test runs where each achieves 90% route completion, but the number of red lights run differs: 0, 1, and 2.",pdf_page_6,https://arxiv.org/abs/2406.03877,2406.03877,pdfs/AD-012__2406.03877.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,True
SBV2-ALL92-G038-C01,SBV2-ALL92-G038,AD-014-S2,AD-014,autonomous_driving,metric_result,supported,NAVSIM reports challenging evaluation scenarios where the constant-velocity agent scores 22% and the human expert scores 95% in testing.,"The resulting scenarios are challenging, which is underlined by the score of the constant velocity agent dropping to 22%, whereas the human expert achieves a score of 95%.",pdf_page_5,https://arxiv.org/abs/2406.15349,2406.15349,pdfs/AD-014__2406.15349.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G038-C02,SBV2-ALL92-G038,AD-014-S2,AD-014,autonomous_driving,metric_result,mild_scope_overclaim,NAVSIM reports challenging evaluation scenarios where the constant-velocity agent scores 25% and the human expert scores 95% in testing.,"The resulting scenarios are challenging, which is underlined by the score of the constant velocity agent dropping to 22%, whereas the human expert achieves a score of 95%.",pdf_page_5,https://arxiv.org/abs/2406.15349,2406.15349,pdfs/AD-014__2406.15349.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G038-C03,SBV2-ALL92-G038,AD-014-S2,AD-014,autonomous_driving,metric_result,strong_action_overclaim,NAVSIM reports challenging evaluation scenarios where the constant-velocity agent scores 12% and the human expert scores 98% in testing.,"The resulting scenarios are challenging, which is underlined by the score of the constant velocity agent dropping to 22%, whereas the human expert achieves a score of 95%.",pdf_page_5,https://arxiv.org/abs/2406.15349,2406.15349,pdfs/AD-014__2406.15349.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G038-C04,SBV2-ALL92-G038,AD-014-S2,AD-014,autonomous_driving,metric_result,contradiction_candidate,NAVSIM reports challenging evaluation scenarios where the constant-velocity agent scores 95% and the human expert scores 22% in testing.,"The resulting scenarios are challenging, which is underlined by the score of the constant velocity agent dropping to 22%, whereas the human expert achieves a score of 95%.",pdf_page_5,https://arxiv.org/abs/2406.15349,2406.15349,pdfs/AD-014__2406.15349.pdf,B_evidence_gain,False,True,False,False,False,high,core_group_B_evidence_gain,False
SBV2-ALL92-G040-C01,SBV2-ALL92-G040,AD-015-S1,AD-015,autonomous_driving,experiment_setup,supported,DriveE2E implements five classical E2EAD models as baseline methods for the experiments and comparative evaluation reported in the benchmark study.,4 EXPERIMENTS 4.1 BASELINES AND IMPLEMENTATION DETAILS We implement five classical End-to-End Autonomous Driving (E2EAD) models as baseline meth- ods.,pdf_page_7,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G040-C02,SBV2-ALL92-G040,AD-015-S1,AD-015,autonomous_driving,experiment_setup,mild_scope_overclaim,DriveE2E implements seven classical E2EAD models as baseline methods for the experiments and comparative evaluation reported in the benchmark study.,4 EXPERIMENTS 4.1 BASELINES AND IMPLEMENTATION DETAILS We implement five classical End-to-End Autonomous Driving (E2EAD) models as baseline meth- ods.,pdf_page_7,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G040-C03,SBV2-ALL92-G040,AD-015-S1,AD-015,autonomous_driving,experiment_setup,strong_action_overclaim,DriveE2E implements twelve classical E2EAD models as baseline methods for the experiments and comparative evaluation reported in the benchmark study.,4 EXPERIMENTS 4.1 BASELINES AND IMPLEMENTATION DETAILS We implement five classical End-to-End Autonomous Driving (E2EAD) models as baseline meth- ods.,pdf_page_7,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G040-C04,SBV2-ALL92-G040,AD-015-S1,AD-015,autonomous_driving,experiment_setup,contradiction_candidate,DriveE2E implements no classical E2EAD models as baseline methods for the experiments and comparative evaluation reported in the benchmark study.,4 EXPERIMENTS 4.1 BASELINES AND IMPLEMENTATION DETAILS We implement five classical End-to-End Autonomous Driving (E2EAD) models as baseline meth- ods.,pdf_page_7,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,True
SBV2-ALL92-G042-C01,SBV2-ALL92-G042,AD-015-S3,AD-015,autonomous_driving,limitation,supported,DriveE2E introduces a closed-loop evaluation framework that integrates recorded traffic cases into CARLA through infrastructure cooperation for end-to-end autonomy evaluation.,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",pdf_page_1,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,B_evidence_gain,False,True,False,False,False,high,core_group_B_evidence_gain,False
SBV2-ALL92-G042-C02,SBV2-ALL92-G042,AD-015-S3,AD-015,autonomous_driving,limitation,mild_scope_overclaim,DriveE2E introduces a closed-loop evaluation framework that integrates recorded traffic cases into CARLA through infrastructure cooperation and detailed sensor replication.,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",pdf_page_1,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G042-C03,SBV2-ALL92-G042,AD-015-S3,AD-015,autonomous_driving,limitation,strong_action_overclaim,DriveE2E introduces a closed-loop evaluation framework that integrates recorded traffic cases into CARLA through infrastructure cooperation and calibrated city-scale twins.,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",pdf_page_1,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G042-C04,SBV2-ALL92-G042,AD-015-S3,AD-015,autonomous_driving,limitation,contradiction_candidate,DriveE2E introduces a closed-loop evaluation framework that avoids recorded traffic cases in CARLA and relies on manually configured scenes.,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",pdf_page_1,https://arxiv.org/abs/2509.23922,2509.23922,pdfs/AD-015__2509.23922.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,True
SBV2-ALL92-G043-C01,SBV2-ALL92-G043,AD-016-S1,AD-016,autonomous_driving,experiment_setup,supported,HABIT evaluates three recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,pdf_page_7,https://arxiv.org/abs/2511.19109,2511.19109,pdfs/AD-016__2511.19109.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,False
SBV2-ALL92-G043-C02,SBV2-ALL92-G043,AD-016-S1,AD-016,autonomous_driving,experiment_setup,mild_scope_overclaim,HABIT evaluates four recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,pdf_page_7,https://arxiv.org/abs/2511.19109,2511.19109,pdfs/AD-016__2511.19109.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G043-C03,SBV2-ALL92-G043,AD-016-S1,AD-016,autonomous_driving,experiment_setup,strong_action_overclaim,HABIT evaluates seven recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,pdf_page_7,https://arxiv.org/abs/2511.19109,2511.19109,pdfs/AD-016__2511.19109.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G043-C04,SBV2-ALL92-G043,AD-016-S1,AD-016,autonomous_driving,experiment_setup,contradiction_candidate,HABIT evaluates no recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,pdf_page_7,https://arxiv.org/abs/2511.19109,2511.19109,pdfs/AD-016__2511.19109.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G047-C01,SBV2-ALL92-G047,AD-017-S2,AD-017,autonomous_driving,metric_result,supported,GPUDrive achieves GPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",pdf_page_4,https://arxiv.org/abs/2503.08388,2503.08388,pdfs/AD-017__2503.08388.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G047-C02,SBV2-ALL92-G047,AD-017-S2,AD-017,autonomous_driving,metric_result,mild_scope_overclaim,GPUDrive achieves GPU acceleration and CPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",pdf_page_4,https://arxiv.org/abs/2503.08388,2503.08388,pdfs/AD-017__2503.08388.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G047-C03,SBV2-ALL92-G047,AD-017-S2,AD-017,autonomous_driving,metric_result,strong_action_overclaim,GPUDrive achieves GPU acceleration and TPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",pdf_page_4,https://arxiv.org/abs/2503.08388,2503.08388,pdfs/AD-017__2503.08388.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G047-C04,SBV2-ALL92-G047,AD-017-S2,AD-017,autonomous_driving,metric_result,contradiction_candidate,GPUDrive lacks GPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",pdf_page_4,https://arxiv.org/abs/2503.08388,2503.08388,pdfs/AD-017__2503.08388.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,True
SBV2-ALL92-G051-C01,SBV2-ALL92-G051,AD-018-S3,AD-018,autonomous_driving,limitation,supported,The URB paper introduced a framework for testing RL routing algorithms in city-scale networks with community implementations of standard MARL algorithms.,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",pdf_page_9,https://arxiv.org/abs/2505.17734,2505.17734,pdfs/AD-018__2505.17734.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G051-C02,SBV2-ALL92-G051,AD-018-S3,AD-018,autonomous_driving,limitation,mild_scope_overclaim,The URB paper introduced a framework for testing RL routing algorithms in regional road networks with community implementations of standard MARL algorithms.,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",pdf_page_9,https://arxiv.org/abs/2505.17734,2505.17734,pdfs/AD-018__2505.17734.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,False
SBV2-ALL92-G051-C03,SBV2-ALL92-G051,AD-018-S3,AD-018,autonomous_driving,limitation,strong_action_overclaim,The URB paper introduced a framework for testing RL routing algorithms in continental road networks with community implementations of standard MARL algorithms.,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",pdf_page_9,https://arxiv.org/abs/2505.17734,2505.17734,pdfs/AD-018__2505.17734.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G051-C04,SBV2-ALL92-G051,AD-018-S3,AD-018,autonomous_driving,limitation,contradiction_candidate,The URB paper introduced a framework for testing supervised lane detection algorithms in city-scale networks with community implementations of standard MARL algorithms.,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",pdf_page_9,https://arxiv.org/abs/2505.17734,2505.17734,pdfs/AD-018__2505.17734.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G052-C01,SBV2-ALL92-G052,AD-019-S1,AD-019,autonomous_driving,experiment_setup,supported,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.",pdf_page_5,https://arxiv.org/abs/2501.16728,2501.16728,pdfs/AD-019__2501.16728.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G052-C02,SBV2-ALL92-G052,AD-019-S1,AD-019,autonomous_driving,experiment_setup,mild_scope_overclaim,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.",pdf_page_5,https://arxiv.org/abs/2501.16728,2501.16728,pdfs/AD-019__2501.16728.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G052-C03,SBV2-ALL92-G052,AD-019-S1,AD-019,autonomous_driving,experiment_setup,strong_action_overclaim,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.",pdf_page_5,https://arxiv.org/abs/2501.16728,2501.16728,pdfs/AD-019__2501.16728.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G052-C04,SBV2-ALL92-G052,AD-019-S1,AD-019,autonomous_driving,experiment_setup,contradiction_candidate,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.",pdf_page_5,https://arxiv.org/abs/2501.16728,2501.16728,pdfs/AD-019__2501.16728.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,True
SBV2-ALL92-G055-C01,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,experiment_setup,supported,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,pdf_page_1,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G055-C02,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,experiment_setup,mild_scope_overclaim,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,pdf_page_1,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G055-C03,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,experiment_setup,strong_action_overclaim,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,pdf_page_1,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,False
SBV2-ALL92-G055-C04,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,experiment_setup,contradiction_candidate,The study evaluates the MARL-based algorithm against one previous RL VSL benchmark algorithm on the I-24 corridor segment dataset.,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,pdf_page_1,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G057-C01,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,limitation,supported,"The regulation example treats [70, 60, 50] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",pdf_page_4,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G057-C02,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,limitation,mild_scope_overclaim,"The regulation example treats [70, 60, 40] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",pdf_page_4,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G057-C03,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,limitation,strong_action_overclaim,"The regulation example treats [70, 50, 30] mph as compliant because a twenty-mile-per-hour differential falls below the maximum speed differential.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",pdf_page_4,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,B_evidence_gain,False,True,False,False,False,high,core_group_B_evidence_gain,False
SBV2-ALL92-G057-C04,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,limitation,contradiction_candidate,"The regulation example treats [70, 60, 50] mph as exceeding the maximum speed differential and [70, 50, 30] mph as compliant.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",pdf_page_4,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G060-C01,SBV2-ALL92-G060,AD-021-S3,AD-021,autonomous_driving,limitation,supported,The paper states that managing traffic signals in complex dynamic urban road networks remains a formidable challenge for traffic control research.,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",pdf_page_1,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G060-C02,SBV2-ALL92-G060,AD-021-S3,AD-021,autonomous_driving,limitation,mild_scope_overclaim,The paper states that managing traffic signals in complex dynamic urban road networks remains a limited challenge for traffic control research.,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",pdf_page_1,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G060-C03,SBV2-ALL92-G060,AD-021-S3,AD-021,autonomous_driving,limitation,strong_action_overclaim,The paper states that managing traffic signals in complex dynamic urban road networks has become a routine problem for traffic control research.,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",pdf_page_1,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,A_claim_only_correct,True,True,True,False,False,low_flagged,core_group_A_claim_only_correct,False
SBV2-ALL92-G060-C04,SBV2-ALL92-G060,AD-021-S3,AD-021,autonomous_driving,limitation,contradiction_candidate,The paper states that managing traffic signals in complex dynamic urban road networks presents no major challenge for traffic control research.,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",pdf_page_1,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G062-C01,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,metric_result,supported,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse and INTERACTION benchmarks.,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",pdf_page_21,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
SBV2-ALL92-G062-C02,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,metric_result,mild_scope_overclaim,"The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse, INTERACTION, and highway benchmarks.","Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",pdf_page_21,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,C_both_wrong,False,False,False,True,False,medium,core_group_C_both_wrong,False
