candidate_id,rank,page_number,section_hint,text_sha256,n_words,bm25_score
SBV2-ALL92-G030-C03,3,3,unknown,283cc3ce166a5c03bf85827aca4413113291ca31b6a713ebb93da7243ff769a3,25,22.568499
SBV2-ALL92-G030-C04,1,2,unknown,eab41e3ab7ea7b6fc7f589ae329e02580c173475e67f781b2804b409cb0cdd23,16,25.7082
SBV2-ALL92-G030-C04,2,1,unknown,2bcef683ac9e0aaf705473bd68d5a0993916dfb41ee92fea9da6d5563b9b5ce5,18,18.589652
SBV2-ALL92-G030-C04,3,8,unknown,81b3ad864c72a6d43d94e493a606c1903f352412b7d6ddb87a2501bc41a0c175,5,16.720136
SBV2-ALL92-G031-C01,1,7,unknown,e598be9bb01d57fbd096bfadf3026982fd4197d1ba94ec5333914e578d9c094e,24,46.784174
SBV2-ALL92-G031-C01,2,5,unknown,e2647b2a4216bffe5f34b70a9a4d9b141c5d4c3326b8c2fe8f2f2c98cd66695a,22,17.945999
SBV2-ALL92-G031-C01,3,5,result,e2647b2a4216bffe5f34b70a9a4d9b141c5d4c3326b8c2fe8f2f2c98cd66695a,22,17.945999
SBV2-ALL92-G031-C02,1,7,unknown,e598be9bb01d57fbd096bfadf3026982fd4197d1ba94ec5333914e578d9c094e,24,46.784174
SBV2-ALL92-G031-C02,2,5,unknown,e2647b2a4216bffe5f34b70a9a4d9b141c5d4c3326b8c2fe8f2f2c98cd66695a,22,17.945999
SBV2-ALL92-G031-C02,3,5,result,e2647b2a4216bffe5f34b70a9a4d9b141c5d4c3326b8c2fe8f2f2c98cd66695a,22,17.945999
SBV2-ALL92-G031-C03,1,7,unknown,e598be9bb01d57fbd096bfadf3026982fd4197d1ba94ec5333914e578d9c094e,24,42.139207
SBV2-ALL92-G031-C03,2,6,unknown,734016eed8e6345e8e9021d89573a757ebcacbf8d5f13e581683752f0bd8e35b,9,31.643239
SBV2-ALL92-G031-C03,3,7,unknown,02929399246fcba2af13018cd50ee4bfe05f0e793738b859b0f5f8be843455f2,18,30.691001
SBV2-ALL92-G031-C04,1,7,unknown,e598be9bb01d57fbd096bfadf3026982fd4197d1ba94ec5333914e578d9c094e,24,46.784174
SBV2-ALL92-G031-C04,2,5,unknown,e2647b2a4216bffe5f34b70a9a4d9b141c5d4c3326b8c2fe8f2f2c98cd66695a,22,17.945999
SBV2-ALL92-G031-C04,3,5,result,e2647b2a4216bffe5f34b70a9a4d9b141c5d4c3326b8c2fe8f2f2c98cd66695a,22,17.945999
SBV2-ALL92-G032-C01,1,2,unknown,23da20d9561abbd98839874665a3b1bc695b725e536a65804f8aa2d7354751d7,25,57.729323
SBV2-ALL92-G032-C01,2,3,unknown,577e3cd95399a11903f24e5d39dcdfd038419d9e7933ee0ae7688d434e780d60,23,32.899845
SBV2-ALL92-G032-C01,3,1,abstract,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,32,32.300054
SBV2-ALL92-G032-C02,1,2,unknown,23da20d9561abbd98839874665a3b1bc695b725e536a65804f8aa2d7354751d7,25,57.729323
SBV2-ALL92-G032-C02,2,3,unknown,4a6b95b474aa97ce11879a80d0dd03b4eb73f2f48aeef923b638cb9956c4c24d,22,34.976881
SBV2-ALL92-G032-C02,3,3,unknown,577e3cd95399a11903f24e5d39dcdfd038419d9e7933ee0ae7688d434e780d60,23,32.899845
SBV2-ALL92-G032-C03,1,2,unknown,23da20d9561abbd98839874665a3b1bc695b725e536a65804f8aa2d7354751d7,25,53.159205
SBV2-ALL92-G032-C03,2,3,unknown,577e3cd95399a11903f24e5d39dcdfd038419d9e7933ee0ae7688d434e780d60,23,32.899845
SBV2-ALL92-G032-C03,3,1,abstract,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,32,32.300054
SBV2-ALL92-G032-C04,1,2,unknown,23da20d9561abbd98839874665a3b1bc695b725e536a65804f8aa2d7354751d7,25,46.775285
SBV2-ALL92-G032-C04,2,1,abstract,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,32,32.300054
SBV2-ALL92-G032-C04,3,3,unknown,4a6b95b474aa97ce11879a80d0dd03b4eb73f2f48aeef923b638cb9956c4c24d,22,30.276999
SBV2-ALL92-G033-C01,1,1,abstract,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,32,49.507201
SBV2-ALL92-G033-C01,2,2,unknown,985788bf0ea474943d328546cda5bc5a06e0cec4816d9bfb5f02babf7e946480,24,25.3956
SBV2-ALL92-G033-C01,3,6,unknown,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,24.24978
SBV2-ALL92-G033-C02,1,1,abstract,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,32,49.507201
SBV2-ALL92-G033-C02,2,5,method,ebe9717ae66f81e4f06b321e0161450ae824d4fc49101f8d9ec47532bf45d384,30,26.601905
SBV2-ALL92-G033-C02,3,2,unknown,985788bf0ea474943d328546cda5bc5a06e0cec4816d9bfb5f02babf7e946480,24,25.3956
SBV2-ALL92-G033-C03,1,1,abstract,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,32,46.970222
SBV2-ALL92-G033-C03,2,2,unknown,985788bf0ea474943d328546cda5bc5a06e0cec4816d9bfb5f02babf7e946480,24,25.3956
SBV2-ALL92-G033-C03,3,6,unknown,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,24.24978
SBV2-ALL92-G033-C04,1,1,abstract,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,32,37.449908
SBV2-ALL92-G033-C04,2,2,unknown,23da20d9561abbd98839874665a3b1bc695b725e536a65804f8aa2d7354751d7,25,23.405439
SBV2-ALL92-G033-C04,3,5,method,ebe9717ae66f81e4f06b321e0161450ae824d4fc49101f8d9ec47532bf45d384,30,21.584473
SBV2-ALL92-G034-C01,1,1,unknown,a56eb14592c7b5249e3d0d6ba5115a3ae624acf4ed0e3edb90188ac79b8d45de,43,39.818793
SBV2-ALL92-G034-C01,2,1,introduction,0730e4a8e271c8801e1579bc3acfe531fd1f8470cf83e9a2338027a112270ddf,38,32.377265
SBV2-ALL92-G034-C01,3,10,unknown,26ec02d27ca84c4d98010e3af17fd97332b20710a70e82834d6dd7c9f1c67ae6,20,30.204147
SBV2-ALL92-G034-C02,1,1,unknown,a56eb14592c7b5249e3d0d6ba5115a3ae624acf4ed0e3edb90188ac79b8d45de,43,39.818793
SBV2-ALL92-G034-C02,2,1,introduction,0730e4a8e271c8801e1579bc3acfe531fd1f8470cf83e9a2338027a112270ddf,38,32.377265
SBV2-ALL92-G034-C02,3,10,unknown,26ec02d27ca84c4d98010e3af17fd97332b20710a70e82834d6dd7c9f1c67ae6,20,30.204147
SBV2-ALL92-G034-C03,1,1,unknown,a56eb14592c7b5249e3d0d6ba5115a3ae624acf4ed0e3edb90188ac79b8d45de,43,35.655433
SBV2-ALL92-G034-C03,2,1,introduction,0730e4a8e271c8801e1579bc3acfe531fd1f8470cf83e9a2338027a112270ddf,38,27.868615
SBV2-ALL92-G034-C03,3,10,unknown,26ec02d27ca84c4d98010e3af17fd97332b20710a70e82834d6dd7c9f1c67ae6,20,24.031808
SBV2-ALL92-G034-C04,1,1,unknown,a56eb14592c7b5249e3d0d6ba5115a3ae624acf4ed0e3edb90188ac79b8d45de,43,31.984469
SBV2-ALL92-G034-C04,2,10,unknown,26ec02d27ca84c4d98010e3af17fd97332b20710a70e82834d6dd7c9f1c67ae6,20,24.031808
SBV2-ALL92-G034-C04,3,10,unknown,26ec02d27ca84c4d98010e3af17fd97332b20710a70e82834d6dd7c9f1c67ae6,20,24.031808
SBV2-ALL92-G035-C01,1,6,table,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,24,39.592119
SBV2-ALL92-G035-C01,2,6,result,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,24,39.592119
SBV2-ALL92-G035-C01,3,6,unknown,68411072c18ff1d29ed249f2c6417d32bd7c87fbf54ebf402f701a3d9876f696,21,24.115201
SBV2-ALL92-G035-C02,1,6,table,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,24,37.054293
SBV2-ALL92-G035-C02,2,6,result,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,24,37.054293
SBV2-ALL92-G035-C02,3,6,unknown,68411072c18ff1d29ed249f2c6417d32bd7c87fbf54ebf402f701a3d9876f696,21,24.115201
SBV2-ALL92-G035-C03,1,6,table,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,24,34.772798
SBV2-ALL92-G035-C03,2,6,result,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,24,34.772798
SBV2-ALL92-G035-C03,3,6,unknown,30051feb94286fcda7155619941b5f0a178ca56be463dd5dd360c879e05838b5,7,23.064903
SBV2-ALL92-G035-C04,1,6,table,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,24,34.072929
SBV2-ALL92-G035-C04,2,6,result,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,24,34.072929
SBV2-ALL92-G035-C04,3,6,unknown,68411072c18ff1d29ed249f2c6417d32bd7c87fbf54ebf402f701a3d9876f696,21,24.115201
SBV2-ALL92-G036-C01,1,4,table,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,45,22.337078
SBV2-ALL92-G036-C01,2,26,unknown,721e94701322a6acd5557b77e87c6b016349099fc0e82c3ee32c8428d46ed1e4,5,20.708127
SBV2-ALL92-G036-C01,3,2,unknown,44aa3b5330df75d3be7cd39426379bb0e87084ccf3c02fb013adea3f1b56858a,24,19.92879
SBV2-ALL92-G036-C02,1,26,unknown,721e94701322a6acd5557b77e87c6b016349099fc0e82c3ee32c8428d46ed1e4,5,27.679731
SBV2-ALL92-G036-C02,2,26,unknown,2d543bcc779818bb3069de924a34a6654ebdbf2bbda418491b4ab464d1485a03,18,24.692606
SBV2-ALL92-G036-C02,3,3,unknown,de397125f30395210603bd266aec43c0605a145dc0068388dcaa788e9d03f0ec,23,24.606692
SBV2-ALL92-G036-C03,1,4,table,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,45,46.015193
SBV2-ALL92-G036-C03,2,3,unknown,b5cc67f14e52ab62797f4afd9440afcfb5db3d01a465ae9880e92c02384d1c3a,46,29.244887
SBV2-ALL92-G036-C03,3,2,unknown,ce4aa36a6ae6a86eeba678058edd0e5edde8f53fe33f40d13de6252f02309fc8,23,26.12979
SBV2-ALL92-G036-C04,1,4,table,8ecdb274207549aeebabcdc8b6471d8d3fa0cdb0538b92d474fa30bd187ec383,45,22.337078
SBV2-ALL92-G036-C04,2,26,unknown,721e94701322a6acd5557b77e87c6b016349099fc0e82c3ee32c8428d46ed1e4,5,20.708127
SBV2-ALL92-G036-C04,3,2,unknown,44aa3b5330df75d3be7cd39426379bb0e87084ccf3c02fb013adea3f1b56858a,24,19.92879
SBV2-ALL92-G037-C01,1,6,unknown,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,60.604461
SBV2-ALL92-G037-C01,2,1,unknown,35b11c7054dad0a36b5153da689680cd73311b195fc636b844929a7e0e0bcbe3,20,19.500167
SBV2-ALL92-G037-C01,3,5,unknown,73f580b087637f5154c186577916f3c2799c303cf843b2fbc4dba0fa7e70573d,11,17.438311
SBV2-ALL92-G037-C02,1,6,unknown,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,60.604461
SBV2-ALL92-G037-C02,2,1,unknown,35b11c7054dad0a36b5153da689680cd73311b195fc636b844929a7e0e0bcbe3,20,19.500167
SBV2-ALL92-G037-C02,3,3,unknown,7e8821d5bfef9ee4da791ac0de51b52faf22d4a70d4ca064dfaf04be5c500f00,14,18.435274
SBV2-ALL92-G037-C03,1,6,unknown,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,73.419352
SBV2-ALL92-G037-C03,2,1,abstract,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,32,17.359069
SBV2-ALL92-G037-C03,3,4,unknown,7427f6c78a7f32102598373a24ad48f53b394f18cc866331f2f4709b6b9841e5,17,17.09956
SBV2-ALL92-G037-C04,1,6,unknown,ccd42e0f7d7ae867bd8e6a5bd66830af86c6f746443a1165334d93b997d37e85,15,37.57554
SBV2-ALL92-G037-C04,2,9,unknown,aa21b553fdfaa06141f40793283c13b00f797e3bd62aafc48afea18d36ee8de2,21,21.441315
SBV2-ALL92-G037-C04,3,9,unknown,aa21b553fdfaa06141f40793283c13b00f797e3bd62aafc48afea18d36ee8de2,21,21.441315
SBV2-ALL92-G038-C01,1,5,unknown,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,28,32.186055
SBV2-ALL92-G038-C01,2,4,unknown,09b04c8ecaa378fad6ab31d39dd7d353dd22ba6af9e0ee954fb4e5c117922c57,7,24.186618
SBV2-ALL92-G038-C01,3,4,result,09b04c8ecaa378fad6ab31d39dd7d353dd22ba6af9e0ee954fb4e5c117922c57,7,24.186618
SBV2-ALL92-G038-C02,1,5,unknown,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,28,27.459661
SBV2-ALL92-G038-C02,2,4,unknown,09b04c8ecaa378fad6ab31d39dd7d353dd22ba6af9e0ee954fb4e5c117922c57,7,24.186618
SBV2-ALL92-G038-C02,3,4,result,09b04c8ecaa378fad6ab31d39dd7d353dd22ba6af9e0ee954fb4e5c117922c57,7,24.186618
SBV2-ALL92-G038-C03,1,4,unknown,09b04c8ecaa378fad6ab31d39dd7d353dd22ba6af9e0ee954fb4e5c117922c57,7,24.186618
SBV2-ALL92-G038-C03,2,4,result,09b04c8ecaa378fad6ab31d39dd7d353dd22ba6af9e0ee954fb4e5c117922c57,7,24.186618
SBV2-ALL92-G038-C03,3,8,unknown,a69903fa69df2be6671b02408e254bdbd734cb95d90a8899491b51a7fe12e137,19,21.937849
SBV2-ALL92-G038-C04,1,5,unknown,8499f5cbba9e06db16afe60187ddebb9fd51d04f4f603fa912cec82c896368d5,28,32.186055
SBV2-ALL92-G038-C04,2,4,unknown,09b04c8ecaa378fad6ab31d39dd7d353dd22ba6af9e0ee954fb4e5c117922c57,7,24.186618
SBV2-ALL92-G038-C04,3,4,result,09b04c8ecaa378fad6ab31d39dd7d353dd22ba6af9e0ee954fb4e5c117922c57,7,24.186618
SBV2-ALL92-G040-C01,1,3,unknown,915ab4a0ecd0cb367aa3ced9d3753aec3a6d7514daee6dffeb776957d4618c26,20,30.425496
SBV2-ALL92-G040-C01,2,7,unknown,24efbd22c5c18c7583cc5480db5222542b9a9ed3e76505a34dd1d72b07b325a3,25,28.560067
SBV2-ALL92-G040-C01,3,9,unknown,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,25.715809
SBV2-ALL92-G040-C02,1,9,unknown,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,25.715809
SBV2-ALL92-G040-C02,2,9,unknown,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,25.715809
SBV2-ALL92-G040-C02,3,3,unknown,915ab4a0ecd0cb367aa3ced9d3753aec3a6d7514daee6dffeb776957d4618c26,20,24.068494
SBV2-ALL92-G040-C03,1,9,unknown,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,25.715809
SBV2-ALL92-G040-C03,2,9,unknown,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,25.715809
SBV2-ALL92-G040-C03,3,3,unknown,915ab4a0ecd0cb367aa3ced9d3753aec3a6d7514daee6dffeb776957d4618c26,20,24.068494
SBV2-ALL92-G040-C04,1,9,unknown,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,25.715809
SBV2-ALL92-G040-C04,2,9,unknown,0d1e476087f74821912c77a4d9fb0a5a73515224f1203bd6591826150488451e,15,25.715809
SBV2-ALL92-G040-C04,3,3,unknown,915ab4a0ecd0cb367aa3ced9d3753aec3a6d7514daee6dffeb776957d4618c26,20,24.068494
SBV2-ALL92-G042-C01,1,1,unknown,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,37.703536
SBV2-ALL92-G042-C01,2,2,method,e62a45dd65e05ef8da9ad57234d38a099d768f28e318c9819b981108a1cca927,19,28.242244
SBV2-ALL92-G042-C01,3,2,unknown,54e8764d1f37b0a9b8c19814a85290bf2d001c250669313dba90e106f771194f,24,26.725083
SBV2-ALL92-G042-C02,1,1,unknown,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,34.297922
SBV2-ALL92-G042-C02,2,2,method,e62a45dd65e05ef8da9ad57234d38a099d768f28e318c9819b981108a1cca927,19,28.242244
SBV2-ALL92-G042-C02,3,2,unknown,54e8764d1f37b0a9b8c19814a85290bf2d001c250669313dba90e106f771194f,24,26.725083
SBV2-ALL92-G042-C03,1,1,unknown,74847b17e1e7552830bd19ec5aaa63d091891e003ba3396ca79b570521e98597,26,34.297922
SBV2-ALL92-G042-C03,2,2,method,e62a45dd65e05ef8da9ad57234d38a099d768f28e318c9819b981108a1cca927,19,28.242244
SBV2-ALL92-G042-C03,3,2,unknown,54e8764d1f37b0a9b8c19814a85290bf2d001c250669313dba90e106f771194f,24,26.725083
SBV2-ALL92-G042-C04,1,1,unknown,da51da2252caad260e919a094bebeecb7455a8f0170b5885e29256dc22987984,28,22.914335
SBV2-ALL92-G042-C04,2,9,unknown,9a4ae6ba21cce19b17899eef642def4bc12fdc8585eb9d28f6dbc5c7df0f8ba0,38,20.414744
SBV2-ALL92-G042-C04,3,2,unknown,0519311bf034ff60459cc54013779cac232f23053911687f5f7eb11dedbb72da,22,19.847522
SBV2-ALL92-G043-C01,1,7,figure,46bb3da7737215186b44ec585940d2a4ba4cea99065bc7c1c181d4f271a086fe,20,45.731573
SBV2-ALL92-G043-C01,2,7,figure,ef9180a7418a79c4739da256dd0e67b780cee936d149b49b101422266af7a248,24,23.344178
SBV2-ALL92-G043-C01,3,7,unknown,3d189944de6e43d61f1a389a953d0094b5adadf432d1b91f3d5601ba623df894,8,21.116874
SBV2-ALL92-G043-C02,1,7,figure,46bb3da7737215186b44ec585940d2a4ba4cea99065bc7c1c181d4f271a086fe,20,41.390735
SBV2-ALL92-G043-C02,2,7,figure,ef9180a7418a79c4739da256dd0e67b780cee936d149b49b101422266af7a248,24,23.344178
SBV2-ALL92-G043-C02,3,2,unknown,41a4eda37ad99b846a2976a7a7e69d1acc945e8ed70ced25736388db4fcf6085,18,20.747405
SBV2-ALL92-G043-C03,1,7,figure,46bb3da7737215186b44ec585940d2a4ba4cea99065bc7c1c181d4f271a086fe,20,41.390735
SBV2-ALL92-G043-C03,2,7,figure,ef9180a7418a79c4739da256dd0e67b780cee936d149b49b101422266af7a248,24,23.344178
SBV2-ALL92-G043-C03,3,2,unknown,41a4eda37ad99b846a2976a7a7e69d1acc945e8ed70ced25736388db4fcf6085,18,20.747405
SBV2-ALL92-G043-C04,1,7,figure,46bb3da7737215186b44ec585940d2a4ba4cea99065bc7c1c181d4f271a086fe,20,41.390735
SBV2-ALL92-G043-C04,2,7,figure,ef9180a7418a79c4739da256dd0e67b780cee936d149b49b101422266af7a248,24,23.344178
SBV2-ALL92-G043-C04,3,2,unknown,41a4eda37ad99b846a2976a7a7e69d1acc945e8ed70ced25736388db4fcf6085,18,20.747405
SBV2-ALL92-G047-C01,1,4,unknown,13c3bfea715243eb5138ccf33e81cdfe7057f84807f16ea787f76060e9979814,12,45.510295
SBV2-ALL92-G047-C01,2,4,unknown,a7ae38a817457612810fded12e54e2037d51f5ee651f75fe89b1eb8ab7120e0d,22,20.099988
SBV2-ALL92-G047-C01,3,1,abstract,413faf260d8ccfaafacabaec23ed8a6b9c72e4368c5b4c925f38e94b4d865686,23,16.391898
SBV2-ALL92-G047-C02,1,4,unknown,13c3bfea715243eb5138ccf33e81cdfe7057f84807f16ea787f76060e9979814,12,45.510295
SBV2-ALL92-G047-C02,2,4,unknown,a7ae38a817457612810fded12e54e2037d51f5ee651f75fe89b1eb8ab7120e0d,22,26.345824
SBV2-ALL92-G047-C02,3,1,abstract,413faf260d8ccfaafacabaec23ed8a6b9c72e4368c5b4c925f38e94b4d865686,23,22.982518
SBV2-ALL92-G047-C03,1,4,unknown,13c3bfea715243eb5138ccf33e81cdfe7057f84807f16ea787f76060e9979814,12,45.510295
SBV2-ALL92-G047-C03,2,4,unknown,a7ae38a817457612810fded12e54e2037d51f5ee651f75fe89b1eb8ab7120e0d,22,26.345824
SBV2-ALL92-G047-C03,3,1,abstract,413faf260d8ccfaafacabaec23ed8a6b9c72e4368c5b4c925f38e94b4d865686,23,22.982518
SBV2-ALL92-G047-C04,1,4,unknown,13c3bfea715243eb5138ccf33e81cdfe7057f84807f16ea787f76060e9979814,12,39.087019
SBV2-ALL92-G047-C04,2,4,unknown,a7ae38a817457612810fded12e54e2037d51f5ee651f75fe89b1eb8ab7120e0d,22,20.099988
SBV2-ALL92-G047-C04,3,1,abstract,413faf260d8ccfaafacabaec23ed8a6b9c72e4368c5b4c925f38e94b4d865686,23,16.391898
SBV2-ALL92-G051-C01,1,9,unknown,e71ebc8b21e71fc198ca7c59ca93b6b500dee73735c26c902fb61ed28bbd9ac1,69,48.820857
SBV2-ALL92-G051-C01,2,2,unknown,159b8caf19d2c729b40732b7483e3813ae1fdd697129c828ae6f423785d020a5,27,26.700881
SBV2-ALL92-G051-C01,3,20,unknown,11a4e72ae30b87ddc77ccde8588c4b723072dce159f2aeaee721230172f1a89a,27,26.1151
SBV2-ALL92-G051-C02,1,9,unknown,e71ebc8b21e71fc198ca7c59ca93b6b500dee73735c26c902fb61ed28bbd9ac1,69,44.645278
SBV2-ALL92-G051-C02,2,2,unknown,159b8caf19d2c729b40732b7483e3813ae1fdd697129c828ae6f423785d020a5,27,26.700881
SBV2-ALL92-G051-C02,3,20,unknown,11a4e72ae30b87ddc77ccde8588c4b723072dce159f2aeaee721230172f1a89a,27,26.1151
SBV2-ALL92-G051-C03,1,9,unknown,e71ebc8b21e71fc198ca7c59ca93b6b500dee73735c26c902fb61ed28bbd9ac1,69,44.645278
SBV2-ALL92-G051-C03,2,2,unknown,159b8caf19d2c729b40732b7483e3813ae1fdd697129c828ae6f423785d020a5,27,26.700881
SBV2-ALL92-G051-C03,3,20,unknown,11a4e72ae30b87ddc77ccde8588c4b723072dce159f2aeaee721230172f1a89a,27,26.1151
SBV2-ALL92-G051-C04,1,9,unknown,e71ebc8b21e71fc198ca7c59ca93b6b500dee73735c26c902fb61ed28bbd9ac1,69,42.862082
SBV2-ALL92-G051-C04,2,10,result,af0698dfdfa6c58fb5e88548755492b75e83a827907cb3fe6a761f2b982409b6,20,23.566299
SBV2-ALL92-G051-C04,3,2,unknown,159b8caf19d2c729b40732b7483e3813ae1fdd697129c828ae6f423785d020a5,27,22.499609
SBV2-ALL92-G052-C01,1,5,unknown,2c4ef4dcf62ad01160c367f3651e5693403b44465a59744ea4bd449fd9f1f6a3,24,60.364347
SBV2-ALL92-G052-C01,2,6,unknown,5fd02500254d405358588372c06d1d5aeec296c606da80cdde1a46464c75de8e,15,28.628188
SBV2-ALL92-G052-C01,3,23,unknown,27b8032ae217824f36028851f204bfde4ab4ca60e015cec1316c268d29c639e3,9,21.703748
SBV2-ALL92-G052-C02,1,5,unknown,2c4ef4dcf62ad01160c367f3651e5693403b44465a59744ea4bd449fd9f1f6a3,24,60.364347
SBV2-ALL92-G052-C02,2,6,unknown,5fd02500254d405358588372c06d1d5aeec296c606da80cdde1a46464c75de8e,15,28.628188
SBV2-ALL92-G052-C02,3,23,unknown,27b8032ae217824f36028851f204bfde4ab4ca60e015cec1316c268d29c639e3,9,21.703748
SBV2-ALL92-G052-C03,1,5,unknown,2c4ef4dcf62ad01160c367f3651e5693403b44465a59744ea4bd449fd9f1f6a3,24,60.364347
SBV2-ALL92-G052-C03,2,23,unknown,27b8032ae217824f36028851f204bfde4ab4ca60e015cec1316c268d29c639e3,9,27.699921
SBV2-ALL92-G052-C03,3,6,unknown,5fd02500254d405358588372c06d1d5aeec296c606da80cdde1a46464c75de8e,15,19.957032
SBV2-ALL92-G052-C04,1,5,unknown,2c4ef4dcf62ad01160c367f3651e5693403b44465a59744ea4bd449fd9f1f6a3,24,50.20221
SBV2-ALL92-G052-C04,2,18,unknown,a146671f3fc5f13a4737be1dcf52f3e0faef258100cab0896f3bfe156c90059d,17,32.344989
SBV2-ALL92-G052-C04,3,4,unknown,e561605d27953f5dd7990cfd403c2c108b3b9ff6c1cf4d0517922068d497397d,28,29.151942
SBV2-ALL92-G055-C01,1,1,abstract,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,20,49.483133
SBV2-ALL92-G055-C01,2,1,result,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,20,49.483133
SBV2-ALL92-G055-C01,3,7,unknown,6b00af1a8d49b81331049690542754b54af8e36b8633ed022619777a241d9fa5,23,35.829933
SBV2-ALL92-G055-C02,1,1,abstract,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,20,42.469401
SBV2-ALL92-G055-C02,2,1,result,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,20,42.469401
SBV2-ALL92-G055-C02,3,7,unknown,6b00af1a8d49b81331049690542754b54af8e36b8633ed022619777a241d9fa5,23,31.886572
SBV2-ALL92-G055-C03,1,1,abstract,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,20,42.469401
SBV2-ALL92-G055-C03,2,1,result,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,20,42.469401
SBV2-ALL92-G055-C03,3,7,unknown,6b00af1a8d49b81331049690542754b54af8e36b8633ed022619777a241d9fa5,23,31.886572
SBV2-ALL92-G055-C04,1,1,abstract,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,20,39.101312
SBV2-ALL92-G055-C04,2,1,result,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,20,39.101312
SBV2-ALL92-G055-C04,3,7,unknown,6b00af1a8d49b81331049690542754b54af8e36b8633ed022619777a241d9fa5,23,35.829933
SBV2-ALL92-G057-C01,1,4,unknown,421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,42,83.67901
SBV2-ALL92-G057-C01,2,5,unknown,09e59213d2625edd6ef4d7c2e6e7fcb61ab0d2e3268ae9e34a55cca15b921c96,17,47.374902
SBV2-ALL92-G057-C01,3,5,unknown,1ca94b484f8f13f2252720fe59649451907a67c388388bcd36bdaffe130cc08b,28,40.05278
SBV2-ALL92-G057-C02,1,4,unknown,421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,42,77.8366
SBV2-ALL92-G057-C02,2,5,unknown,09e59213d2625edd6ef4d7c2e6e7fcb61ab0d2e3268ae9e34a55cca15b921c96,17,47.374902
