candidate_id,true_label,baseline_pred_label,baseline_strong_flag,learned_pred_label,learned_strong_flag,ranker_score,baseline_priority_score,baseline_rank,learned_ranker_rank,selector_change,ranker_change,combined_category,screening_category,ambiguous_category,oracle_overlap_of_selected,evidence_selection_failure
SBV2-ALL92-G057-C02,mild_scope_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.24018259228630295,-0.3065038375811629,361,287,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G057-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.4133717108979761,0.8850362568918996,145,1,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G057-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.12896441452762547,-0.5040435424105543,389,336,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G060-C01,supported,supported,0,strong_action_overclaim,1,0.2246148406808461,0.1035173073280298,324,298,selector_helped,ranker_neutral,partial_help,strong_action_false_positive,not_ambiguous,0.23076923076923078,0
SBV2-ALL92-G060-C02,mild_scope_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.08179093598044568,-0.7459500906489869,432,390,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G060-C03,strong_action_overclaim,supported,0,strong_action_overclaim,1,0.23540098208810525,0.2275601294908357,283,291,selector_helped,ranker_neutral,partial_help,screening_recovery,not_ambiguous,0.18181818181818182,0
SBV2-ALL92-G060-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07103336624637031,-0.7169924635125754,426,428,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G062-C01,supported,contradiction_candidate,0,contradiction_candidate,0,0.11849227522798049,-0.5055476939539174,390,345,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.2702702702702703,0
SBV2-ALL92-G062-C02,mild_scope_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.1756858965240636,-0.1819140731197541,347,322,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.2702702702702703,0
SBV2-ALL92-G062-C03,strong_action_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.18916181354139558,-0.111487554019995,342,316,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.2702702702702703,0
SBV2-ALL92-G062-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.2726269206848014,0.7501452583035979,222,239,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.2702702702702703,0
SBV2-ALL92-G065-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3442341809366784,1.0651612748523962,22,61,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.19047619047619047,0
SBV2-ALL92-G065-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.2716739316578137,1.1233050116420622,6,241,selector_neutral,ranker_harmed,no_change,strong_action_false_positive,ambiguous_mild_strong,0.17142857142857143,0
SBV2-ALL92-G065-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.32154748076303075,1.143405597706133,3,131,selector_neutral,ranker_harmed,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G065-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.3340227364254295,1.0726821962112585,18,89,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G067-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3286391886490247,0.7879140847808555,208,110,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.6666666666666666,0
SBV2-ALL92-G067-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.30020623440709204,0.7450095222494162,225,187,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.1935483870967742,0
SBV2-ALL92-G067-C03,strong_action_overclaim,contradiction_candidate,0,strong_action_overclaim,1,0.08303154321502176,-0.6439404852837638,412,387,selector_helped,ranker_neutral,partial_help,screening_recovery,not_ambiguous,0.1935483870967742,0
SBV2-ALL92-G067-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07132786675107958,-0.650036033550623,414,426,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.6666666666666666,0
SBV2-ALL92-G069-C01,supported,contradiction_candidate,0,contradiction_candidate,0,0.10683274675021297,-0.4778038367158583,385,352,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.22857142857142856,0
SBV2-ALL92-G069-C02,mild_scope_overclaim,contradiction_candidate,0,strong_action_overclaim,1,0.2143982326804349,-0.0713166134194702,338,306,selector_helped,ranker_neutral,partial_help,strong_action_false_positive,ambiguous_mild_strong,0.38095238095238093,0
SBV2-ALL92-G069-C03,strong_action_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.07575290286811896,-0.5669193576445544,398,411,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.16666666666666666,0
SBV2-ALL92-G069-C04,contradiction_candidate,supported,0,supported,0,0.26548826597717035,0.4172492490407582,243,256,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.24,0
SBV2-ALL92-G077-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.23811965464215404,0.9724140792448124,82,288,selector_neutral,ranker_harmed,no_change,strong_action_false_positive,not_ambiguous,0.43243243243243246,0
SBV2-ALL92-G077-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.2599658983269512,1.0227036809854737,46,264,selector_neutral,ranker_harmed,no_change,strong_action_false_positive,ambiguous_mild_strong,0.43243243243243246,0
SBV2-ALL92-G077-C03,strong_action_overclaim,mild_scope_overclaim,0,mild_scope_overclaim,0,0.30147538913121547,0.3241148790980845,259,184,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,ambiguous_mild_strong,0.4444444444444444,0
SBV2-ALL92-G077-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.27037064618452733,0.8143966666791456,190,244,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.4444444444444444,0
SBV2-ALL92-G079-C01,supported,supported,0,supported,0,0.21796595807995303,0.2011747787103842,299,301,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.4827586206896552,0
SBV2-ALL92-G079-C02,mild_scope_overclaim,supported,0,supported,0,0.21608505555674543,0.213670446260796,292,303,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.4827586206896552,0
SBV2-ALL92-G079-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.2750645958571971,0.7580894842994931,217,233,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.4827586206896552,0
SBV2-ALL92-G079-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.277060878420006,0.7503178030260665,220,231,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.18181818181818182,0
SBV2-ALL92-G082-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3012219459842223,0.7839563930886827,210,185,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,1.0,0
SBV2-ALL92-G082-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3024532772473386,0.8314824197342943,181,179,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,1.0,0
SBV2-ALL92-G082-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.28659118424413527,0.7744949326478041,212,213,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G082-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.05975418544584298,-0.5264441306728911,395,435,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G083-C01,supported,supported,0,supported,0,0.0883425950631605,0.2639884195437723,272,374,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G083-C02,mild_scope_overclaim,supported,0,supported,0,0.08955503034828415,0.3138025187268441,260,369,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G083-C03,strong_action_overclaim,mild_scope_overclaim,0,mild_scope_overclaim,0,0.14600684204464107,0.3697396923412566,248,329,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,ambiguous_mild_strong,1.0,0
SBV2-ALL92-G083-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07996606314442901,-0.6550951678874689,415,396,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G085-C01,supported,supported,0,supported,0,0.2297113775690701,0.2769764675092171,270,293,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.39215686274509803,0
SBV2-ALL92-G085-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.2818070857842507,0.7996652949166123,201,227,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.5294117647058824,0
SBV2-ALL92-G085-C03,strong_action_overclaim,strong_action_overclaim,1,supported,0,0.2936389473831847,0.8465145562818206,168,203,selector_harmed,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.39215686274509803,0
SBV2-ALL92-G085-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.10673066293008805,-0.373401197346901,370,353,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.39215686274509803,0
SBV2-ALL92-G086-C01,supported,supported,0,supported,0,0.08459442498767519,0.2575792710797309,274,382,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G086-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.21805733857040668,0.6615271996912697,232,300,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,1.0,0
SBV2-ALL92-G086-C03,strong_action_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.11648480115769182,-0.6340386296512734,410,346,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,1.0,0
SBV2-ALL92-G086-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.09429565412456763,-0.7413275312201593,431,362,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G087-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.2862465557017773,0.8213266139918517,187,215,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.16393442622950818,0
SBV2-ALL92-G087-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.2831699407020746,0.854170822702145,163,223,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.14285714285714285,0
SBV2-ALL92-G087-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.33063285497989825,0.9614733259334018,85,105,selector_neutral,ranker_harmed,no_change,screening_neutral,not_ambiguous,0.07142857142857142,1
SBV2-ALL92-G087-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.30755764769352173,0.8255957593040175,185,165,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.16393442622950818,0
SBV2-ALL92-G089-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.29641814184501586,0.9469015441507068,96,198,selector_neutral,ranker_harmed,no_change,strong_action_false_positive,not_ambiguous,0.15384615384615385,0
SBV2-ALL92-G089-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.30482125990873626,0.9346777523338984,105,173,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.1951219512195122,0
SBV2-ALL92-G089-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.33007179031407147,0.9808908603948676,74,106,selector_neutral,ranker_harmed,no_change,screening_neutral,not_ambiguous,0.1951219512195122,0
SBV2-ALL92-G089-C04,contradiction_candidate,supported,0,supported,0,0.2527748074417976,0.4097351262565922,244,275,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.0,1
SBV2-ALL92-G091-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.29528425192063745,0.7071819448296779,229,200,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.8888888888888888,0
SBV2-ALL92-G091-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3069316534368465,0.7964901024530586,204,167,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.8888888888888888,0
SBV2-ALL92-G091-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3550837485874699,0.9400279302434807,100,39,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.8888888888888888,0
SBV2-ALL92-G091-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07210302732480635,-0.5828157595540798,403,424,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.8888888888888888,0
SBV2-ALL92-G092-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.326509246988975,0.8581289083231247,160,119,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.6415094339622641,0
SBV2-ALL92-G092-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3396869833048745,0.904915979099158,124,68,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,ambiguous_mild_strong,0.6415094339622641,0
SBV2-ALL92-G092-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.34691057247084406,0.9291968722533352,111,56,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,0.6415094339622641,0
SBV2-ALL92-G092-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.10792312008833743,-0.4751845527722734,383,350,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.6415094339622641,0
SBV2-ALL92-G093-C01,supported,strong_action_overclaim,1,contradiction_candidate,0,0.3056653611143755,0.8678204152673834,155,171,selector_harmed,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.23529411764705882,0
SBV2-ALL92-G093-C02,mild_scope_overclaim,strong_action_overclaim,1,supported,0,0.31033190689471607,0.920982263707397,115,158,selector_harmed,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.14634146341463414,0
SBV2-ALL92-G093-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.30949062135856686,0.9393512175061456,101,160,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.20689655172413793,0
SBV2-ALL92-G093-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.32557632346175625,0.920917707326982,117,123,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.6666666666666666,0
SBV2-ALL92-G094-C01,supported,contradiction_candidate,0,contradiction_candidate,0,0.2648796969135745,0.2329970363734895,282,258,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.26666666666666666,0
SBV2-ALL92-G094-C02,mild_scope_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.2607912081986309,0.1830992739792596,307,262,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.26666666666666666,0
SBV2-ALL92-G094-C03,strong_action_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.19956969457053694,0.1417638770276952,317,312,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.26666666666666666,0
SBV2-ALL92-G094-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.3054264295353296,1.006263010716522,62,172,selector_neutral,ranker_harmed,no_change,strong_action_false_positive,not_ambiguous,0.3333333333333333,0
SBV2-ALL92-G098-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.2979571674402823,0.7919795356874502,207,194,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.25,0
SBV2-ALL92-G098-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.2981502508314115,0.7977376514725836,203,193,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.25,0
SBV2-ALL92-G098-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.31604383201587827,1.0218960703626456,48,144,selector_neutral,ranker_harmed,no_change,screening_neutral,not_ambiguous,0.22727272727272727,0
SBV2-ALL92-G098-C04,contradiction_candidate,strong_action_overclaim,1,strong_action_overclaim,1,0.31112039616994397,0.7444140222629053,226,156,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.25,0
SBV2-ALL92-G099-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.2808416188375888,1.0527486053081263,28,228,selector_neutral,ranker_harmed,no_change,strong_action_false_positive,not_ambiguous,0.9411764705882353,0
SBV2-ALL92-G099-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.39105773681332184,1.0013464376907673,64,10,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.9411764705882353,0
SBV2-ALL92-G099-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3541613028617551,0.8694037804391888,152,41,selector_neutral,ranker_helped,partial_help,screening_neutral,not_ambiguous,0.9411764705882353,0
SBV2-ALL92-G099-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07381542171828193,-0.5661261318563444,397,419,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.9411764705882353,0
SBV2-ALL92-G106-C01,supported,supported,0,supported,0,0.08834915128334572,0.2910117151269926,266,373,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G106-C02,mild_scope_overclaim,supported,0,supported,0,0.2360934603342579,0.201143156912407,300,290,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G106-C03,strong_action_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.07992713904317231,-0.6654147284387242,417,397,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,1.0,0
SBV2-ALL92-G106-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07592561710335852,-0.686089171847855,423,410,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G107-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.33271346096458043,0.921728869791695,114,95,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,not_ambiguous,0.23529411764705882,0
SBV2-ALL92-G107-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.32920350418897665,0.9014939094671212,127,107,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.13333333333333333,0
SBV2-ALL92-G107-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.34600208482336625,0.975095133356698,79,59,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.8947368421052632,0
SBV2-ALL92-G107-C04,contradiction_candidate,contradiction_candidate,0,strong_action_overclaim,1,0.2286044192401528,0.00288199317737,334,294,selector_helped,ranker_neutral,partial_help,strong_action_false_positive,not_ambiguous,0.16216216216216217,0
SBV2-ALL92-G110-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.28879085315461467,0.7399617325017516,227,211,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,0.2222222222222222,0
SBV2-ALL92-G110-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.30321682779318926,0.7842714868243756,209,177,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,0.2222222222222222,0
SBV2-ALL92-G110-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.31253075735970565,0.7938662679569184,205,152,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.20689655172413793,0
SBV2-ALL92-G110-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.0663286538227249,-0.6100283064436789,407,432,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G111-C01,supported,contradiction_candidate,0,contradiction_candidate,0,0.12192346331677323,-0.2234289578145029,352,341,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.13043478260869565,0
SBV2-ALL92-G111-C02,mild_scope_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.1226371502242505,-0.1925486122186042,348,339,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.13043478260869565,0
SBV2-ALL92-G111-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.360954818982588,1.0194457498365257,49,35,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.1276595744680851,0
SBV2-ALL92-G111-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07521029822873752,-0.4317470062357963,374,412,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.13043478260869565,0
SBV2-ALL92-G116-C01,supported,contradiction_candidate,0,contradiction_candidate,0,0.07775759270214042,-0.2865177421522097,357,405,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G116-C02,mild_scope_overclaim,strong_action_overclaim,1,contradiction_candidate,0,0.3744623872497771,0.996938433841648,67,22,selector_harmed,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G116-C03,strong_action_overclaim,strong_action_overclaim,1,contradiction_candidate,0,0.3713119260067363,1.0020212554447123,63,25,selector_harmed,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G116-C04,contradiction_candidate,supported,0,strong_action_overclaim,1,0.3263892806671961,0.4455346634843241,238,121,selector_helped,ranker_neutral,partial_help,strong_action_false_positive,not_ambiguous,0.13333333333333333,0
SBV2-ALL92-G119-C01,supported,supported,0,supported,0,0.09740186340358128,0.0892813606900184,326,359,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.7076923076923077,0
SBV2-ALL92-G119-C02,mild_scope_overclaim,supported,0,supported,0,0.09847225402504964,0.0785703342034705,328,358,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.7076923076923077,0
SBV2-ALL92-G119-C03,strong_action_overclaim,supported,0,supported,0,0.27086341779066603,-0.0285991837608666,336,243,selector_neutral,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.23076923076923078,0
SBV2-ALL92-G119-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.10752362882257965,-0.8451001450563773,436,351,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.23076923076923078,0
SBV2-ALL92-G122-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.31118359111980326,0.6967744641570216,231,155,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,1.0,0
SBV2-ALL92-G122-C02,mild_scope_overclaim,mild_scope_overclaim,0,mild_scope_overclaim,0,0.24795087628407222,0.1908621425035085,304,280,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G122-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3215480454185505,0.7786122667147406,211,130,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.1875,0
SBV2-ALL92-G122-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07356976422213245,-0.572913326128563,400,422,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G124-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.36391461378957685,0.8852150842276086,142,32,selector_neutral,ranker_helped,partial_help,strong_action_false_positive,not_ambiguous,1.0,0
SBV2-ALL92-G124-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3985821699684609,1.0235758676829945,44,6,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,1.0,0
SBV2-ALL92-G124-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.4095376159740355,1.1277935606331777,5,2,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G124-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.061464457098254224,-0.5219310204863397,394,434,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G128-C01,supported,strong_action_overclaim,1,strong_action_overclaim,1,0.3196600646580283,0.8428600954383616,171,136,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,not_ambiguous,1.0,0
SBV2-ALL92-G128-C02,mild_scope_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.30607573504565144,0.8327937828369874,180,169,selector_neutral,ranker_neutral,no_change,strong_action_false_positive,ambiguous_mild_strong,1.0,0
SBV2-ALL92-G128-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.3275798587596071,0.8850356316931413,146,112,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G128-C04,contradiction_candidate,contradiction_candidate,0,contradiction_candidate,0,0.07894259109052591,-0.5081391490738136,392,401,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,1.0,0
SBV2-ALL92-G131-C01,supported,strong_action_overclaim,1,contradiction_candidate,0,0.3706772825489807,0.9866718993459624,73,27,selector_harmed,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.21621621621621623,0
SBV2-ALL92-G131-C02,mild_scope_overclaim,contradiction_candidate,0,contradiction_candidate,0,0.15990872874585005,-0.2822378159345564,356,326,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.15789473684210525,0
SBV2-ALL92-G131-C03,strong_action_overclaim,strong_action_overclaim,1,contradiction_candidate,0,0.3075482264081829,0.9074189031412078,121,166,selector_harmed,ranker_neutral,no_change,strong_action_false_negative,not_ambiguous,0.3870967741935484,0
SBV2-ALL92-G131-C04,contradiction_candidate,strong_action_overclaim,1,contradiction_candidate,0,0.31782163278703945,0.9176736321139142,119,139,selector_harmed,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.3870967741935484,0
SBV2-ALL92-G135-C01,supported,contradiction_candidate,0,contradiction_candidate,0,0.19145924425430583,0.0675577168568578,330,314,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G135-C02,mild_scope_overclaim,mild_scope_overclaim,0,mild_scope_overclaim,0,0.26483516905926624,0.2546941491700907,275,259,selector_neutral,ranker_neutral,no_change,screening_neutral,not_ambiguous,0.17142857142857143,0
SBV2-ALL92-G135-C03,strong_action_overclaim,strong_action_overclaim,1,strong_action_overclaim,1,0.29483660358076075,0.9741642747103534,81,202,selector_neutral,ranker_harmed,no_change,screening_neutral,not_ambiguous,0.04878048780487805,1
