group_id,label_i,label_j,tfidf_cosine,token_jaccard,sequence_ratio
SBV2-ALL92-G107,strong_action_overclaim,supported,0.7165,0.8333,0.9091
SBV2-ALL92-G108,contradiction_candidate,mild_scope_overclaim,0.7851,0.7826,0.9169
SBV2-ALL92-G108,contradiction_candidate,strong_action_overclaim,0.6173,0.6923,0.8466
SBV2-ALL92-G108,contradiction_candidate,supported,1.0,0.9474,0.9857
SBV2-ALL92-G108,mild_scope_overclaim,strong_action_overclaim,0.7863,0.8846,0.9117
SBV2-ALL92-G108,mild_scope_overclaim,supported,0.7851,0.8261,0.9311
SBV2-ALL92-G108,strong_action_overclaim,supported,0.6173,0.7308,0.8606
SBV2-ALL92-G110,contradiction_candidate,mild_scope_overclaim,0.6315,0.7727,0.8684
SBV2-ALL92-G110,contradiction_candidate,strong_action_overclaim,0.5773,0.7391,0.8489
SBV2-ALL92-G110,contradiction_candidate,supported,0.7046,0.8095,0.9315
SBV2-ALL92-G110,mild_scope_overclaim,strong_action_overclaim,0.7343,0.8636,0.9536
SBV2-ALL92-G110,mild_scope_overclaim,supported,0.8962,0.95,0.9342
SBV2-ALL92-G110,strong_action_overclaim,supported,0.8193,0.9048,0.9132
SBV2-ALL92-G111,contradiction_candidate,mild_scope_overclaim,0.8821,0.8333,0.9043
SBV2-ALL92-G111,contradiction_candidate,strong_action_overclaim,0.7572,0.7692,0.8543
SBV2-ALL92-G111,contradiction_candidate,supported,1.0,0.9091,0.9775
SBV2-ALL92-G111,mild_scope_overclaim,strong_action_overclaim,0.8584,0.9167,0.9279
SBV2-ALL92-G111,mild_scope_overclaim,supported,0.8821,0.9091,0.9251
SBV2-ALL92-G111,strong_action_overclaim,supported,0.7572,0.8333,0.8737
SBV2-ALL92-G116,contradiction_candidate,mild_scope_overclaim,0.6985,0.6923,0.8543
SBV2-ALL92-G116,contradiction_candidate,strong_action_overclaim,0.6985,0.6923,0.8515
SBV2-ALL92-G116,contradiction_candidate,supported,0.8211,0.8333,0.8704
SBV2-ALL92-G116,mild_scope_overclaim,strong_action_overclaim,1.0,0.913,0.9837
SBV2-ALL92-G116,mild_scope_overclaim,supported,0.8751,0.8333,0.9836
SBV2-ALL92-G116,strong_action_overclaim,supported,0.8751,0.8333,0.9804
SBV2-ALL92-G119,contradiction_candidate,mild_scope_overclaim,0.7156,0.7727,0.8308
SBV2-ALL92-G119,contradiction_candidate,strong_action_overclaim,0.6739,0.7391,0.8036
SBV2-ALL92-G119,contradiction_candidate,supported,0.847,0.85,0.9145
SBV2-ALL92-G119,mild_scope_overclaim,strong_action_overclaim,0.6739,0.7727,0.8761
SBV2-ALL92-G119,mild_scope_overclaim,supported,0.847,0.8947,0.903
SBV2-ALL92-G119,strong_action_overclaim,supported,0.7956,0.85,0.871
SBV2-ALL92-G122,contradiction_candidate,mild_scope_overclaim,0.4832,0.6154,0.8221
SBV2-ALL92-G122,contradiction_candidate,strong_action_overclaim,0.5052,0.64,0.858
SBV2-ALL92-G122,contradiction_candidate,supported,0.6297,0.7273,0.921
SBV2-ALL92-G122,mild_scope_overclaim,strong_action_overclaim,0.5266,0.72,0.8805
SBV2-ALL92-G122,mild_scope_overclaim,supported,0.7674,0.8182,0.8896
SBV2-ALL92-G122,strong_action_overclaim,supported,0.6862,0.7727,0.8896
SBV2-ALL92-G124,contradiction_candidate,mild_scope_overclaim,0.4784,0.6,0.8
SBV2-ALL92-G124,contradiction_candidate,strong_action_overclaim,0.5242,0.5833,0.741
SBV2-ALL92-G124,contradiction_candidate,supported,0.4617,0.5833,0.7918
SBV2-ALL92-G124,mild_scope_overclaim,strong_action_overclaim,0.4262,0.5,0.7205
SBV2-ALL92-G124,mild_scope_overclaim,supported,0.6281,0.68,0.8194
SBV2-ALL92-G124,strong_action_overclaim,supported,0.4159,0.4815,0.7097
SBV2-ALL92-G128,contradiction_candidate,mild_scope_overclaim,0.4823,0.52,0.782
SBV2-ALL92-G128,contradiction_candidate,strong_action_overclaim,0.6132,0.6818,0.8889
SBV2-ALL92-G128,contradiction_candidate,supported,0.6388,0.6818,0.8682
SBV2-ALL92-G128,mild_scope_overclaim,strong_action_overclaim,0.6321,0.6818,0.8712
SBV2-ALL92-G128,mild_scope_overclaim,supported,0.7789,0.7619,0.9111
SBV2-ALL92-G128,strong_action_overclaim,supported,0.8252,0.8947,0.9609
SBV2-ALL92-G131,contradiction_candidate,mild_scope_overclaim,0.4639,0.52,0.531
SBV2-ALL92-G131,contradiction_candidate,strong_action_overclaim,0.6434,0.6087,0.6944
SBV2-ALL92-G131,contradiction_candidate,supported,0.4126,0.52,0.5763
SBV2-ALL92-G131,mild_scope_overclaim,strong_action_overclaim,0.6292,0.6818,0.8392
SBV2-ALL92-G131,mild_scope_overclaim,supported,0.8014,0.6522,0.8123
SBV2-ALL92-G131,strong_action_overclaim,supported,0.4597,0.4231,0.6529
SBV2-ALL92-G135,contradiction_candidate,mild_scope_overclaim,0.4312,0.4231,0.7564
SBV2-ALL92-G135,contradiction_candidate,strong_action_overclaim,0.5722,0.5652,0.7188
SBV2-ALL92-G135,contradiction_candidate,supported,0.4312,0.44,0.7491
SBV2-ALL92-G135,mild_scope_overclaim,strong_action_overclaim,0.5701,0.5417,0.7732
SBV2-ALL92-G135,mild_scope_overclaim,supported,1.0,0.9474,0.9714
SBV2-ALL92-G135,strong_action_overclaim,supported,0.5701,0.5652,0.7969
SBV2-ALL92-G140,contradiction_candidate,mild_scope_overclaim,0.3943,0.7,0.8148
SBV2-ALL92-G140,contradiction_candidate,strong_action_overclaim,0.4427,0.7895,0.8625
SBV2-ALL92-G140,contradiction_candidate,supported,0.4686,0.7895,0.8625
SBV2-ALL92-G140,mild_scope_overclaim,strong_action_overclaim,0.6655,0.8824,0.9349
SBV2-ALL92-G140,mild_scope_overclaim,supported,0.8938,0.8824,0.9579
SBV2-ALL92-G140,strong_action_overclaim,supported,0.7575,1.0,0.9769
SBV2-ALL92-G141,contradiction_candidate,mild_scope_overclaim,0.5319,0.6,0.7719
SBV2-ALL92-G141,contradiction_candidate,strong_action_overclaim,0.8229,0.9048,0.9789
SBV2-ALL92-G141,contradiction_candidate,supported,0.7139,0.7273,0.8791
SBV2-ALL92-G141,mild_scope_overclaim,strong_action_overclaim,0.5319,0.6,0.7682
SBV2-ALL92-G141,mild_scope_overclaim,supported,0.7608,0.8095,0.8849
SBV2-ALL92-G141,strong_action_overclaim,supported,0.7139,0.7273,0.8592
SBV2-ALL92-G144,contradiction_candidate,mild_scope_overclaim,0.5969,0.5926,0.8012
SBV2-ALL92-G144,contradiction_candidate,strong_action_overclaim,0.3661,0.3714,0.2588
SBV2-ALL92-G144,contradiction_candidate,supported,0.7541,0.6667,0.8733
SBV2-ALL92-G144,mild_scope_overclaim,strong_action_overclaim,0.4024,0.4571,0.599
SBV2-ALL92-G144,mild_scope_overclaim,supported,0.7916,0.8696,0.9189
SBV2-ALL92-G144,strong_action_overclaim,supported,0.5084,0.5,0.7374
SBV2-ALL92-G145,contradiction_candidate,mild_scope_overclaim,0.4774,0.5,0.7045
SBV2-ALL92-G145,contradiction_candidate,strong_action_overclaim,0.1734,0.3333,0.4981
SBV2-ALL92-G145,contradiction_candidate,supported,0.4774,0.5,0.7265
SBV2-ALL92-G145,mild_scope_overclaim,strong_action_overclaim,0.211,0.3929,0.5781
SBV2-ALL92-G145,mild_scope_overclaim,supported,1.0,0.9,0.9667
SBV2-ALL92-G145,strong_action_overclaim,supported,0.211,0.3929,0.5827
SBV2-ALL92-G146,contradiction_candidate,mild_scope_overclaim,0.5765,0.6818,0.8291
SBV2-ALL92-G146,contradiction_candidate,strong_action_overclaim,0.4858,0.6087,0.7913
SBV2-ALL92-G146,contradiction_candidate,supported,0.5292,0.5833,0.791
SBV2-ALL92-G146,mild_scope_overclaim,strong_action_overclaim,0.7196,0.8,0.8966
SBV2-ALL92-G146,mild_scope_overclaim,supported,0.7839,0.7619,0.9126
SBV2-ALL92-G146,strong_action_overclaim,supported,0.6766,0.6818,0.8599
SBV2-ALL92-G158,contradiction_candidate,mild_scope_overclaim,0.4628,0.5217,0.6891
SBV2-ALL92-G158,contradiction_candidate,strong_action_overclaim,0.4504,0.52,0.7286
SBV2-ALL92-G158,contradiction_candidate,supported,0.6553,0.6667,0.7605
SBV2-ALL92-G158,mild_scope_overclaim,strong_action_overclaim,0.3105,0.3704,0.6254
SBV2-ALL92-G158,mild_scope_overclaim,supported,0.774,0.7895,0.9051
SBV2-ALL92-G158,strong_action_overclaim,supported,0.4559,0.48,0.6899
SBV2-ALL92-G161,contradiction_candidate,mild_scope_overclaim,0.4614,0.5926,0.7881
SBV2-ALL92-G161,contradiction_candidate,strong_action_overclaim,0.4163,0.5714,0.781
SBV2-ALL92-G161,contradiction_candidate,supported,0.4614,0.5926,0.7657
SBV2-ALL92-G161,mild_scope_overclaim,strong_action_overclaim,0.5096,0.7308,0.8404
SBV2-ALL92-G161,mild_scope_overclaim,supported,0.668,0.8333,0.922
SBV2-ALL92-G161,strong_action_overclaim,supported,0.5096,0.7308,0.8377
SBV2-ALL92-G163,contradiction_candidate,mild_scope_overclaim,0.4484,0.4615,0.717
SBV2-ALL92-G163,contradiction_candidate,strong_action_overclaim,0.3376,0.4286,0.7138
SBV2-ALL92-G163,contradiction_candidate,supported,0.7605,0.6957,0.8779
SBV2-ALL92-G163,mild_scope_overclaim,strong_action_overclaim,0.6074,0.6522,0.7286
SBV2-ALL92-G163,mild_scope_overclaim,supported,0.6459,0.6818,0.834
SBV2-ALL92-G163,strong_action_overclaim,supported,0.506,0.625,0.8303
SBV2-ALL92-G164,contradiction_candidate,mild_scope_overclaim,0.8138,0.8095,0.8776
SBV2-ALL92-G164,contradiction_candidate,strong_action_overclaim,0.4544,0.36,0.4596
SBV2-ALL92-G164,contradiction_candidate,supported,1.0,1.0,0.9202
SBV2-ALL92-G164,mild_scope_overclaim,strong_action_overclaim,0.411,0.3333,0.5982
SBV2-ALL92-G164,mild_scope_overclaim,supported,0.8138,0.8095,0.9493
SBV2-ALL92-G164,strong_action_overclaim,supported,0.4544,0.36,0.5963
SBV2-ALL92-G166,contradiction_candidate,mild_scope_overclaim,0.6955,0.7391,0.903
SBV2-ALL92-G166,contradiction_candidate,strong_action_overclaim,0.4556,0.5,0.6818
SBV2-ALL92-G166,contradiction_candidate,supported,1.0,0.9048,0.9813
SBV2-ALL92-G166,mild_scope_overclaim,strong_action_overclaim,0.4241,0.56,0.7328
SBV2-ALL92-G166,mild_scope_overclaim,supported,0.6955,0.8182,0.9208
SBV2-ALL92-G166,strong_action_overclaim,supported,0.4556,0.56,0.728
SBV2-ALL92-G167,contradiction_candidate,mild_scope_overclaim,0.729,0.7273,0.9313
SBV2-ALL92-G167,contradiction_candidate,strong_action_overclaim,0.6632,0.6087,0.8654
SBV2-ALL92-G167,contradiction_candidate,supported,1.0,0.8,0.9502
SBV2-ALL92-G167,mild_scope_overclaim,strong_action_overclaim,0.4835,0.625,0.8293
SBV2-ALL92-G167,mild_scope_overclaim,supported,0.729,0.8095,0.9085
SBV2-ALL92-G167,strong_action_overclaim,supported,0.6632,0.6818,0.8608
SBV2-ALL92-G168,contradiction_candidate,mild_scope_overclaim,0.6386,0.64,0.5874
SBV2-ALL92-G168,contradiction_candidate,strong_action_overclaim,0.4347,0.52,0.7037
SBV2-ALL92-G168,contradiction_candidate,supported,0.6981,0.6957,0.7266
SBV2-ALL92-G168,mild_scope_overclaim,strong_action_overclaim,0.3626,0.5185,0.701
SBV2-ALL92-G168,mild_scope_overclaim,supported,0.9148,0.9091,0.9531
SBV2-ALL92-G168,strong_action_overclaim,supported,0.3964,0.5,0.7194
SBV2-ALL92-G170,contradiction_candidate,mild_scope_overclaim,0.8237,0.8824,0.9167
SBV2-ALL92-G170,contradiction_candidate,strong_action_overclaim,0.846,0.875,0.9437
SBV2-ALL92-G170,contradiction_candidate,supported,1.0,1.0,0.9649
SBV2-ALL92-G170,mild_scope_overclaim,strong_action_overclaim,0.6968,0.7778,0.9136
SBV2-ALL92-G170,mild_scope_overclaim,supported,0.8237,0.8824,0.95
SBV2-ALL92-G170,strong_action_overclaim,supported,0.846,0.875,0.961
SBV2-ALL92-G172,contradiction_candidate,mild_scope_overclaim,0.5016,0.5556,0.7239
SBV2-ALL92-G172,contradiction_candidate,strong_action_overclaim,0.4511,0.5185,0.6965
SBV2-ALL92-G172,contradiction_candidate,supported,0.606,0.6,0.7712
SBV2-ALL92-G172,mild_scope_overclaim,strong_action_overclaim,0.642,0.7826,0.8459
SBV2-ALL92-G172,mild_scope_overclaim,supported,0.8278,0.9048,0.9383
SBV2-ALL92-G172,strong_action_overclaim,supported,0.7756,0.8571,0.9003
SBV2-ALL92-G175,contradiction_candidate,mild_scope_overclaim,0.2461,0.3125,0.5714
SBV2-ALL92-G175,contradiction_candidate,strong_action_overclaim,0.2642,0.3438,0.6324
SBV2-ALL92-G175,contradiction_candidate,supported,0.2669,0.3125,0.5878
SBV2-ALL92-G175,mild_scope_overclaim,strong_action_overclaim,0.385,0.4828,0.6456
SBV2-ALL92-G175,mild_scope_overclaim,supported,0.6556,0.75,0.8767
SBV2-ALL92-G175,strong_action_overclaim,supported,0.7036,0.6538,0.7285
SBV2-ALL92-G178,contradiction_candidate,mild_scope_overclaim,0.742,0.75,0.6985
SBV2-ALL92-G178,contradiction_candidate,strong_action_overclaim,0.45,0.5185,0.6618
SBV2-ALL92-G178,contradiction_candidate,supported,0.8773,0.9091,0.7942
SBV2-ALL92-G178,mild_scope_overclaim,strong_action_overclaim,0.5268,0.5769,0.6863
SBV2-ALL92-G178,mild_scope_overclaim,supported,0.855,0.8261,0.9084
SBV2-ALL92-G178,strong_action_overclaim,supported,0.545,0.5769,0.6957
SBV2-ALL92-G180,contradiction_candidate,mild_scope_overclaim,0.5757,0.625,0.8366
SBV2-ALL92-G180,contradiction_candidate,strong_action_overclaim,0.5085,0.6087,0.7376
SBV2-ALL92-G180,contradiction_candidate,supported,0.6011,0.6522,0.8449
SBV2-ALL92-G180,mild_scope_overclaim,strong_action_overclaim,0.6414,0.6522,0.7639
SBV2-ALL92-G180,mild_scope_overclaim,supported,0.8183,0.8571,0.9838
SBV2-ALL92-G180,strong_action_overclaim,supported,0.5698,0.6087,0.7719
SBV2-ALL92-G185,contradiction_candidate,mild_scope_overclaim,0.5585,0.5714,0.7847
SBV2-ALL92-G185,contradiction_candidate,strong_action_overclaim,0.5475,0.5,0.7661
SBV2-ALL92-G185,contradiction_candidate,supported,0.6218,0.5714,0.7813
SBV2-ALL92-G185,mild_scope_overclaim,strong_action_overclaim,0.5382,0.5357,0.7884
SBV2-ALL92-G185,mild_scope_overclaim,supported,0.7913,0.8261,0.8497
SBV2-ALL92-G185,strong_action_overclaim,supported,0.732,0.6538,0.9054
SBV2-ALL92-G186,contradiction_candidate,mild_scope_overclaim,0.6114,0.5,0.8059
SBV2-ALL92-G186,contradiction_candidate,strong_action_overclaim,0.5972,0.48,0.814
SBV2-ALL92-G186,contradiction_candidate,supported,0.6981,0.6364,0.8817
SBV2-ALL92-G186,mild_scope_overclaim,strong_action_overclaim,0.7759,0.6818,0.8721
SBV2-ALL92-G186,mild_scope_overclaim,supported,0.8949,0.8,0.9231
SBV2-ALL92-G186,strong_action_overclaim,supported,0.7952,0.6818,0.8772
SBV2-ALL92-G187,contradiction_candidate,mild_scope_overclaim,0.748,0.8333,0.9159
SBV2-ALL92-G187,contradiction_candidate,strong_action_overclaim,0.6484,0.76,0.8754
SBV2-ALL92-G187,contradiction_candidate,supported,0.8802,0.913,0.951
SBV2-ALL92-G187,mild_scope_overclaim,strong_action_overclaim,0.7259,0.8333,0.9474
SBV2-ALL92-G187,mild_scope_overclaim,supported,0.8585,0.913,0.9651
SBV2-ALL92-G187,strong_action_overclaim,supported,0.7503,0.8333,0.9244
SBV2-ALL92-G190,contradiction_candidate,mild_scope_overclaim,0.7865,0.8333,0.9726
SBV2-ALL92-G190,contradiction_candidate,strong_action_overclaim,0.4747,0.5357,0.8836
SBV2-ALL92-G190,contradiction_candidate,supported,0.7865,0.8333,0.9605
SBV2-ALL92-G190,mild_scope_overclaim,strong_action_overclaim,0.6253,0.5926,0.9036
SBV2-ALL92-G190,mild_scope_overclaim,supported,1.0,0.913,0.9816
SBV2-ALL92-G190,strong_action_overclaim,supported,0.6253,0.6538,0.9217
SBV2-ALL92-G193,contradiction_candidate,mild_scope_overclaim,0.2327,0.25,0.5298
SBV2-ALL92-G193,contradiction_candidate,strong_action_overclaim,0.2169,0.2727,0.6231
SBV2-ALL92-G193,contradiction_candidate,supported,0.2513,0.2581,0.5946
SBV2-ALL92-G193,mild_scope_overclaim,strong_action_overclaim,0.5626,0.5714,0.7802
SBV2-ALL92-G193,mild_scope_overclaim,supported,0.7346,0.7826,0.8993
SBV2-ALL92-G193,strong_action_overclaim,supported,0.786,0.72,0.8644
SBV2-ALL92-G196,contradiction_candidate,mild_scope_overclaim,0.2877,0.2759,0.6452
SBV2-ALL92-G196,contradiction_candidate,strong_action_overclaim,0.2527,0.2857,0.6806
SBV2-ALL92-G196,contradiction_candidate,supported,0.2353,0.3333,0.5697
SBV2-ALL92-G196,mild_scope_overclaim,strong_action_overclaim,0.3814,0.5217,0.75
SBV2-ALL92-G196,mild_scope_overclaim,supported,0.2177,0.3929,0.568
SBV2-ALL92-G196,strong_action_overclaim,supported,0.1898,0.4074,0.6214
SBV2-ALL92-G197,contradiction_candidate,mild_scope_overclaim,0.6127,0.68,0.869
SBV2-ALL92-G197,contradiction_candidate,strong_action_overclaim,0.4383,0.4815,0.7534
SBV2-ALL92-G197,contradiction_candidate,supported,0.7185,0.8182,0.936
SBV2-ALL92-G197,mild_scope_overclaim,strong_action_overclaim,0.4096,0.5,0.7184
SBV2-ALL92-G197,mild_scope_overclaim,supported,0.8527,0.8261,0.9299
SBV2-ALL92-G197,strong_action_overclaim,supported,0.5559,0.5385,0.8055
SBV2-ALL92-G198,contradiction_candidate,mild_scope_overclaim,0.7229,0.8261,0.9593
SBV2-ALL92-G198,contradiction_candidate,strong_action_overclaim,0.6729,0.7826,0.924
SBV2-ALL92-G198,contradiction_candidate,supported,0.8679,0.9091,0.9942
SBV2-ALL92-G198,mild_scope_overclaim,strong_action_overclaim,0.7595,0.8636,0.9422
SBV2-ALL92-G198,mild_scope_overclaim,supported,0.8436,0.9091,0.9653
SBV2-ALL92-G198,strong_action_overclaim,supported,0.7879,0.8636,0.9302
SBV2-ALL92-G205,contradiction_candidate,mild_scope_overclaim,0.2932,0.2581,0.5106
SBV2-ALL92-G205,contradiction_candidate,strong_action_overclaim,0.3035,0.3333,0.4861
SBV2-ALL92-G205,contradiction_candidate,supported,0.3757,0.3,0.5125
SBV2-ALL92-G205,mild_scope_overclaim,strong_action_overclaim,0.5219,0.4138,0.5944
SBV2-ALL92-G205,mild_scope_overclaim,supported,0.8729,0.9048,0.9964
SBV2-ALL92-G205,strong_action_overclaim,supported,0.6144,0.4643,0.6105
SBV2-ALL92-G213,contradiction_candidate,mild_scope_overclaim,0.6091,0.5909,0.7664
SBV2-ALL92-G213,contradiction_candidate,strong_action_overclaim,0.3157,0.4074,0.6282
SBV2-ALL92-G213,contradiction_candidate,supported,0.8139,0.8,0.9668
SBV2-ALL92-G213,mild_scope_overclaim,strong_action_overclaim,0.5961,0.6818,0.6644
SBV2-ALL92-G213,mild_scope_overclaim,supported,0.7756,0.75,0.8057
SBV2-ALL92-G213,strong_action_overclaim,supported,0.4593,0.52,0.7063
SBV2-ALL92-G214,contradiction_candidate,mild_scope_overclaim,0.6909,0.8824,0.9512
SBV2-ALL92-G214,contradiction_candidate,strong_action_overclaim,0.7059,0.8824,0.963
SBV2-ALL92-G214,contradiction_candidate,supported,0.6909,0.8824,0.9306
SBV2-ALL92-G214,mild_scope_overclaim,strong_action_overclaim,0.6254,1.0,0.9717
SBV2-ALL92-G214,mild_scope_overclaim,supported,0.8271,0.8824,0.9558
SBV2-ALL92-G214,strong_action_overclaim,supported,0.6254,0.8824,0.935
SBV2-ALL92-G215,contradiction_candidate,mild_scope_overclaim,0.6251,0.7083,0.7874
SBV2-ALL92-G215,contradiction_candidate,strong_action_overclaim,0.528,0.625,0.8083
SBV2-ALL92-G215,contradiction_candidate,supported,0.7574,0.7727,0.9408
SBV2-ALL92-G215,mild_scope_overclaim,strong_action_overclaim,0.7065,0.7391,0.7635
SBV2-ALL92-G215,mild_scope_overclaim,supported,0.8476,0.8182,0.8114
SBV2-ALL92-G215,strong_action_overclaim,supported,0.7322,0.8095,0.8504
SBV2-ALL92-G224,contradiction_candidate,mild_scope_overclaim,0.6237,0.7083,0.854
SBV2-ALL92-G224,contradiction_candidate,strong_action_overclaim,0.6705,0.7727,0.8966
SBV2-ALL92-G224,contradiction_candidate,supported,0.7047,0.7727,0.8966
SBV2-ALL92-G224,mild_scope_overclaim,strong_action_overclaim,0.6974,0.9048,0.9434
SBV2-ALL92-G224,mild_scope_overclaim,supported,0.8851,0.9048,0.9509
SBV2-ALL92-G224,strong_action_overclaim,supported,0.788,1.0,0.9921
SBV2-ALL92-G226,contradiction_candidate,mild_scope_overclaim,0.8963,0.9524,0.745
SBV2-ALL92-G226,contradiction_candidate,strong_action_overclaim,0.8193,0.9091,0.7622
SBV2-ALL92-G226,contradiction_candidate,supported,1.0,1.0,0.7986
SBV2-ALL92-G226,mild_scope_overclaim,strong_action_overclaim,0.7344,0.8696,0.9401
SBV2-ALL92-G226,mild_scope_overclaim,supported,0.8963,0.9524,0.9396
SBV2-ALL92-G226,strong_action_overclaim,supported,0.8193,0.9091,0.9121
SBV2-ALL92-G232,contradiction_candidate,mild_scope_overclaim,0.5308,0.6522,0.8657
SBV2-ALL92-G232,contradiction_candidate,strong_action_overclaim,0.5873,0.7391,0.885
SBV2-ALL92-G232,contradiction_candidate,supported,0.7348,0.85,0.9283
SBV2-ALL92-G232,mild_scope_overclaim,strong_action_overclaim,0.5873,0.6667,0.8683
SBV2-ALL92-G232,mild_scope_overclaim,supported,0.7348,0.7619,0.9266
SBV2-ALL92-G232,strong_action_overclaim,supported,0.7993,0.8571,0.9209
SBV2-ALL92-G233,contradiction_candidate,mild_scope_overclaim,0.8659,0.7619,0.9201
SBV2-ALL92-G233,contradiction_candidate,strong_action_overclaim,0.8659,0.7619,0.9028
SBV2-ALL92-G233,contradiction_candidate,supported,1.0,0.8421,0.9732
SBV2-ALL92-G233,mild_scope_overclaim,strong_action_overclaim,0.7497,0.8095,0.9217
SBV2-ALL92-G233,mild_scope_overclaim,supported,0.8659,0.8947,0.926
SBV2-ALL92-G233,strong_action_overclaim,supported,0.8659,0.8947,0.9085
SBV2-ALL92-G234,contradiction_candidate,mild_scope_overclaim,0.5441,0.6,0.6978
SBV2-ALL92-G234,contradiction_candidate,strong_action_overclaim,0.6212,0.64,0.7918
SBV2-ALL92-G234,contradiction_candidate,supported,0.3725,0.4615,0.6107
SBV2-ALL92-G234,mild_scope_overclaim,strong_action_overclaim,0.9294,0.95,0.9164
SBV2-ALL92-G234,mild_scope_overclaim,supported,0.7754,0.8,0.8852
SBV2-ALL92-G234,strong_action_overclaim,supported,0.7206,0.7619,0.834
SBV2-ALL92-G248,contradiction_candidate,mild_scope_overclaim,0.7961,0.8636,0.8951
SBV2-ALL92-G248,contradiction_candidate,strong_action_overclaim,0.3063,0.5,0.7629
SBV2-ALL92-G248,contradiction_candidate,supported,0.8755,0.9048,0.9635
SBV2-ALL92-G248,mild_scope_overclaim,strong_action_overclaim,0.3162,0.5385,0.7934
SBV2-ALL92-G248,mild_scope_overclaim,supported,0.904,0.9524,0.9306
SBV2-ALL92-G248,strong_action_overclaim,supported,0.3767,0.56,0.8055
SBV2-ALL92-G251,contradiction_candidate,mild_scope_overclaim,0.7462,0.7368,0.9151
SBV2-ALL92-G251,contradiction_candidate,strong_action_overclaim,0.6144,0.6,0.852
SBV2-ALL92-G251,contradiction_candidate,supported,0.8756,0.875,0.9764
SBV2-ALL92-G251,mild_scope_overclaim,strong_action_overclaim,0.6071,0.6667,0.8836
SBV2-ALL92-G251,mild_scope_overclaim,supported,0.8522,0.8333,0.9368
SBV2-ALL92-G251,strong_action_overclaim,supported,0.7124,0.6842,0.8727
SBV2-ALL92-G252,contradiction_candidate,mild_scope_overclaim,0.3656,0.4286,0.5362
SBV2-ALL92-G252,contradiction_candidate,strong_action_overclaim,0.9353,0.8182,0.7138
SBV2-ALL92-G252,contradiction_candidate,supported,0.4204,0.4815,0.5571
SBV2-ALL92-G252,mild_scope_overclaim,strong_action_overclaim,0.4698,0.5385,0.81
SBV2-ALL92-G252,mild_scope_overclaim,supported,0.6582,0.7391,0.913
SBV2-ALL92-G252,strong_action_overclaim,supported,0.5171,0.6,0.7915
SBV2-ALL92-G253,contradiction_candidate,mild_scope_overclaim,0.4971,0.4815,0.4594
SBV2-ALL92-G253,contradiction_candidate,strong_action_overclaim,0.4971,0.4815,0.4577
SBV2-ALL92-G253,contradiction_candidate,supported,0.6006,0.4815,0.4745
SBV2-ALL92-G253,mild_scope_overclaim,strong_action_overclaim,0.6852,0.8261,0.9316
SBV2-ALL92-G253,mild_scope_overclaim,supported,0.8278,0.8261,0.8754
SBV2-ALL92-G253,strong_action_overclaim,supported,0.8278,0.8261,0.8725
SBV2-ALL92-G254,contradiction_candidate,mild_scope_overclaim,0.5522,0.625,0.7945
SBV2-ALL92-G254,contradiction_candidate,strong_action_overclaim,0.4913,0.5385,0.7181
SBV2-ALL92-G254,contradiction_candidate,supported,0.7413,0.7727,0.8541
SBV2-ALL92-G254,mild_scope_overclaim,strong_action_overclaim,0.6143,0.6818,0.8836
SBV2-ALL92-G254,mild_scope_overclaim,supported,0.7676,0.8,0.8873
SBV2-ALL92-G254,strong_action_overclaim,supported,0.5656,0.6087,0.7687
SBV2-ALL92-G255,contradiction_candidate,mild_scope_overclaim,0.5697,0.6,0.691
SBV2-ALL92-G255,contradiction_candidate,strong_action_overclaim,0.4035,0.52,0.6529
SBV2-ALL92-G255,contradiction_candidate,supported,0.6298,0.6522,0.777
SBV2-ALL92-G255,mild_scope_overclaim,strong_action_overclaim,0.614,0.6522,0.7815
SBV2-ALL92-G255,mild_scope_overclaim,supported,0.9046,0.9,0.8927
SBV2-ALL92-G255,strong_action_overclaim,supported,0.4797,0.5652,0.681
SBV2-ALL92-G256,contradiction_candidate,mild_scope_overclaim,0.7785,0.8182,0.9365
SBV2-ALL92-G256,contradiction_candidate,strong_action_overclaim,0.482,0.5,0.7891
SBV2-ALL92-G256,contradiction_candidate,supported,0.8586,0.9,0.9756
SBV2-ALL92-G256,mild_scope_overclaim,strong_action_overclaim,0.5273,0.5769,0.7803
SBV2-ALL92-G256,mild_scope_overclaim,supported,0.9068,0.9048,0.9597
SBV2-ALL92-G256,strong_action_overclaim,supported,0.5815,0.56,0.8055
SBV2-ALL92-G257,contradiction_candidate,mild_scope_overclaim,0.5044,0.52,0.7259
SBV2-ALL92-G257,contradiction_candidate,strong_action_overclaim,0.429,0.5,0.7306
SBV2-ALL92-G257,contradiction_candidate,supported,0.6224,0.5417,0.8276
SBV2-ALL92-G257,mild_scope_overclaim,strong_action_overclaim,0.5403,0.7083,0.8293
SBV2-ALL92-G257,mild_scope_overclaim,supported,0.8464,0.8571,0.8881
SBV2-ALL92-G257,strong_action_overclaim,supported,0.5544,0.6667,0.7914
SBV2-ALL92-G259,contradiction_candidate,mild_scope_overclaim,0.8251,0.8,0.9225
SBV2-ALL92-G259,contradiction_candidate,strong_action_overclaim,0.7316,0.8095,0.9071
SBV2-ALL92-G259,contradiction_candidate,supported,0.8251,0.8947,0.9442
SBV2-ALL92-G259,mild_scope_overclaim,strong_action_overclaim,0.8866,0.8095,0.9404
