candidate_id,target_candidate_group_id,span_id,source_id,domain,title,url,arxiv_id,pdf_filename,page_number,source_location,evidence_type,evidence_text,evidence_text_sha256,candidate_label_guess,issue_binary_label_guess,escalation_binary_label_guess,contradiction_binary_label_guess,claim_text,claim_text_sha256,claim_generation_status,claim_generation_policy,annotation_status,human_audited,final_label,gold_label,source_trace_complete,generation_notes
SBV2-ALL92-G054-C02,SBV2-ALL92-G054,AD-019-S3,AD-019,autonomous_driving,Optimizing Efficiency of Mixed Traffic through Reinforcement Learning,https://arxiv.org/abs/2501.16728,2501.16728,pdfs/AD-019__2501.16728.pdf,2,pdf_page_2,limitation,"Nevertheless, these scenarios often lack real-world complexity and cannot be directly imple- mented in general open-world situations.",05385320a3dabb2769a4404d991a6229764d3468b2cdfcd7960dd017040d96b2,mild_scope_overclaim,issue,escalation,not_contradiction,The reviewed traffic cases often lack practical complexity but are suitable for partial transfer into open urban conditions.,c17aaf555f90a2f5727d5ceb5e33e4bd40434efe435130089d86190d79920619,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G054-C03,SBV2-ALL92-G054,AD-019-S3,AD-019,autonomous_driving,Optimizing Efficiency of Mixed Traffic through Reinforcement Learning,https://arxiv.org/abs/2501.16728,2501.16728,pdfs/AD-019__2501.16728.pdf,2,pdf_page_2,limitation,"Nevertheless, these scenarios often lack real-world complexity and cannot be directly imple- mented in general open-world situations.",05385320a3dabb2769a4404d991a6229764d3468b2cdfcd7960dd017040d96b2,strong_action_overclaim,issue,escalation,not_contradiction,The reviewed traffic cases capture practical complexity and are suitable for broad transfer into open urban conditions overall.,3d09b563deb1743ee821d6ba3b2218e872dfbc236a14f1101f0a4ee6e3137d50,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G054-C04,SBV2-ALL92-G054,AD-019-S3,AD-019,autonomous_driving,Optimizing Efficiency of Mixed Traffic through Reinforcement Learning,https://arxiv.org/abs/2501.16728,2501.16728,pdfs/AD-019__2501.16728.pdf,2,pdf_page_2,limitation,"Nevertheless, these scenarios often lack real-world complexity and cannot be directly imple- mented in general open-world situations.",05385320a3dabb2769a4404d991a6229764d3468b2cdfcd7960dd017040d96b2,contradiction_candidate,issue,non_escalation,contradiction,The reviewed traffic cases capture practical complexity and are suitable for direct transfer into open urban conditions overall.,b734699eda32b04789195b8db312774c8a99408ca985fcbb9631571b65e44deb,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G055-C01,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,experiment_setup,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,supported,no_issue,non_escalation,not_contradiction,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.,8d22330cea5d59b5f1d81c6b36dd2d704a09b36c04751d585d5ede96f141567a,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G055-C02,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,experiment_setup,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,mild_scope_overclaim,issue,escalation,not_contradiction,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,cbeac0738e433ac6b49c04a3207829ac9bf2a58046b84c3ddd39d10d8fb3776a,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G055-C03,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,experiment_setup,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,strong_action_overclaim,issue,escalation,not_contradiction,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,d128d392686299b2b5ebfdd25b1694aa2d36939aa714a00e675be9fdbe83c443,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G055-C04,SBV2-ALL92-G055,AD-020-S1,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,experiment_setup,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,4c785c602e2a5a5ad364b0997c7c457fbd6afee3f9f0b4cbfe08de9958a0c7dc,contradiction_candidate,issue,non_escalation,contradiction,The study evaluates the MARL-based algorithm against one previous RL VSL benchmark algorithm on the I-24 corridor segment dataset.,fc4ad175c945067da5dbf67a7eeb49f9ffb5e3eb29b3d1020124ecd66f98ae34,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G056-C01,SBV2-ALL92-G056,AD-020-S2,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,metric_result,Results show that the MARL-based VSL control system achieves a superior performance.,3c94195932294a5e606f76fd1be1de60ffecc726e533ef8dc962b20ac5653f32,supported,no_issue,non_escalation,not_contradiction,The results report that the MARL-based VSL control system achieves superior performance in the evaluated traffic study segment.,cd6ffc3ffd6981186b2ca37ef627dd71750bd492aaf3bc11f7356a540ba3c192,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G056-C02,SBV2-ALL92-G056,AD-020-S2,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,metric_result,Results show that the MARL-based VSL control system achieves a superior performance.,3c94195932294a5e606f76fd1be1de60ffecc726e533ef8dc962b20ac5653f32,mild_scope_overclaim,issue,escalation,not_contradiction,The results report that the MARL-based VSL control system achieves superior performance in the evaluated traffic study segment and companion analysis.,5773eb98fea79b0ee99620bec73b11cc0c914d65a8f43fb23349237634479e29,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G056-C03,SBV2-ALL92-G056,AD-020-S2,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,metric_result,Results show that the MARL-based VSL control system achieves a superior performance.,3c94195932294a5e606f76fd1be1de60ffecc726e533ef8dc962b20ac5653f32,strong_action_overclaim,issue,escalation,not_contradiction,The results report that the MARL-based VSL control system achieves superior performance in simulated and field traffic study segments.,77608287add32e4aff3c9757a3030c6d71d99bd7124ed901c7f1e13c57af67ea,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G056-C04,SBV2-ALL92-G056,AD-020-S2,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,1,pdf_page_1,metric_result,Results show that the MARL-based VSL control system achieves a superior performance.,3c94195932294a5e606f76fd1be1de60ffecc726e533ef8dc962b20ac5653f32,contradiction_candidate,issue,non_escalation,contradiction,The results report that the MARL-based VSL control system achieves inferior performance in the evaluated traffic study segment.,9c3d547062ea2ae11b51599eb20e7313b5e8ba17f61deaffbf21b5b9972893b2,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G057-C01,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,4,pdf_page_4,limitation,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,supported,no_issue,non_escalation,not_contradiction,"The regulation example treats [70, 60, 50] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.",aa14a579684ff8da1ad09c0c3547c3f814121ed4e00ef4f9c41f845aff9099e8,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G057-C02,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,4,pdf_page_4,limitation,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,mild_scope_overclaim,issue,escalation,not_contradiction,"The regulation example treats [70, 60, 40] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.",5679c648d2720dd40fd0ede584ac23641f481069794c980fd80a99bf82d3a529,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G057-C03,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,4,pdf_page_4,limitation,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,strong_action_overclaim,issue,escalation,not_contradiction,"The regulation example treats [70, 50, 30] mph as compliant because a twenty-mile-per-hour differential falls below the maximum speed differential.",81e028a5a1cb0356a804662dc64456fd30edee233e73276f5da6ffdc0b3eba46,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G057-C04,SBV2-ALL92-G057,AD-020-S3,AD-020,autonomous_driving,Real-World Deployment of MARL-Based Variable Speed Limit Control,https://arxiv.org/abs/2503.01017,2503.01017,pdfs/AD-020__2503.01017.pdf,4,pdf_page_4,limitation,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,contradiction_candidate,issue,non_escalation,contradiction,"The regulation example treats [70, 60, 50] mph as exceeding the maximum speed differential and [70, 50, 30] mph as compliant.",457e0233f2c0d1952acba693d0d5626c54c9c47b1fd4adc113ba921fa84661d2,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G058-C01,SBV2-ALL92-G058,AD-021-S1,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,10,pdf_page_10,experiment_setup,"For O1-mini, we evaluated its performance in a complete setting, controlling all 196 intersec- tions in the New York 1 dataset and simulating traffic for 3600 seconds.",4b7bca8a40f2cc154c8e26cf2203e45d20a5424a5b40acbc0cf92a776774ba72,supported,no_issue,non_escalation,not_contradiction,"For O1-mini, the evaluation controlled 196 New York 1 intersections and simulated traffic for 3600 seconds in a network run.",1f782c82a79fb5b5590c9e90d0a82baa23a6a16408174ccdf898f563d3a74dfc,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G058-C02,SBV2-ALL92-G058,AD-021-S1,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,10,pdf_page_10,experiment_setup,"For O1-mini, we evaluated its performance in a complete setting, controlling all 196 intersec- tions in the New York 1 dataset and simulating traffic for 3600 seconds.",4b7bca8a40f2cc154c8e26cf2203e45d20a5424a5b40acbc0cf92a776774ba72,mild_scope_overclaim,issue,escalation,not_contradiction,"For O1-mini, the evaluation controlled 216 New York 1 intersections and simulated traffic for 3600 seconds in a network run.",525cc9e4e51bddcbcdf1340c531378fa3ab9de5aef6e9b9fb1429bfb3d423f6e,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G058-C03,SBV2-ALL92-G058,AD-021-S1,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,10,pdf_page_10,experiment_setup,"For O1-mini, we evaluated its performance in a complete setting, controlling all 196 intersec- tions in the New York 1 dataset and simulating traffic for 3600 seconds.",4b7bca8a40f2cc154c8e26cf2203e45d20a5424a5b40acbc0cf92a776774ba72,strong_action_overclaim,issue,escalation,not_contradiction,"For O1-mini, the evaluation controlled 300 New York 1 intersections and simulated traffic for 7200 seconds in a network run.",40d509d1b3c78961faf4124d2710ef2f96f60314dc7bd718c61edb0310cc89b1,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G058-C04,SBV2-ALL92-G058,AD-021-S1,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,10,pdf_page_10,experiment_setup,"For O1-mini, we evaluated its performance in a complete setting, controlling all 196 intersec- tions in the New York 1 dataset and simulating traffic for 3600 seconds.",4b7bca8a40f2cc154c8e26cf2203e45d20a5424a5b40acbc0cf92a776774ba72,contradiction_candidate,issue,non_escalation,contradiction,"For O1-mini, the evaluation controlled 96 New York 1 intersections and simulated traffic for 1800 seconds in a network run.",6fbcd7f969f5e7ce252e6b8b5c956872879e677bbf3b2cdc99c3dcfa9cbacad9,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G059-C01,SBV2-ALL92-G059,AD-021-S2,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,6,pdf_page_6,metric_result,The results show that CoLLMLight outperforms the SOTA LLMs within complex coordination scenarios.,1c2782104cad8a6da1b5ad9c57580442578d06b0d264380c6233292c9951cee6,supported,no_issue,non_escalation,not_contradiction,The results report that CoLLMLight outperforms state-of-the-art LLMs on complex coordination benchmarks for network-wide traffic signal control.,ffbb1aeee9c5e49315d6e963cab47115327530d291d1702bae62adc36f3292f0,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G059-C02,SBV2-ALL92-G059,AD-021-S2,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,6,pdf_page_6,metric_result,The results show that CoLLMLight outperforms the SOTA LLMs within complex coordination scenarios.,1c2782104cad8a6da1b5ad9c57580442578d06b0d264380c6233292c9951cee6,mild_scope_overclaim,issue,escalation,not_contradiction,The results report that CoLLMLight outperforms state-of-the-art LLMs on complex coordination benchmarks and single-intersection tests for network-wide traffic signal control.,d4eb1aa4269736746031616c42a3081e23dece7873940c39f3363610222683ae,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G059-C03,SBV2-ALL92-G059,AD-021-S2,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,6,pdf_page_6,metric_result,The results show that CoLLMLight outperforms the SOTA LLMs within complex coordination scenarios.,1c2782104cad8a6da1b5ad9c57580442578d06b0d264380c6233292c9951cee6,strong_action_overclaim,issue,escalation,not_contradiction,The results report that CoLLMLight outperforms state-of-the-art LLMs on complex coordination benchmarks and city-scale traffic optimization benchmarks.,36b7cdb8a58df79d6b0bd2393bb3dee7247c72dfa3846c2ffd278cfec8f7e5e9,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G059-C04,SBV2-ALL92-G059,AD-021-S2,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,6,pdf_page_6,metric_result,The results show that CoLLMLight outperforms the SOTA LLMs within complex coordination scenarios.,1c2782104cad8a6da1b5ad9c57580442578d06b0d264380c6233292c9951cee6,contradiction_candidate,issue,non_escalation,contradiction,The results report that CoLLMLight underperforms state-of-the-art LLMs on complex coordination benchmarks for network-wide traffic signal control.,8d9c64797151300131ef0dc75fc995e8fa34cfd76833fef67be991325c8ffbfd,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G060-C01,SBV2-ALL92-G060,AD-021-S3,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,1,pdf_page_1,limitation,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,supported,no_issue,non_escalation,not_contradiction,The paper states that managing traffic signals in complex dynamic urban road networks remains a formidable challenge for traffic control research.,55e2b1a7b61694eb09ab5fb1a36fa3082814a85b4ca5fd8bd2d0bbbba84def74,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G060-C02,SBV2-ALL92-G060,AD-021-S3,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,1,pdf_page_1,limitation,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,mild_scope_overclaim,issue,escalation,not_contradiction,The paper states that managing traffic signals in complex dynamic urban road networks remains a limited challenge for traffic control research.,ffa1aa18f408fda494ddd6210b6fefbe2f0383920478b76db69867fe522117c7,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G060-C03,SBV2-ALL92-G060,AD-021-S3,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,1,pdf_page_1,limitation,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,strong_action_overclaim,issue,escalation,not_contradiction,The paper states that managing traffic signals in complex dynamic urban road networks has become a routine problem for traffic control research.,95a29cfb1d162c70b1d6c65acb46c1a962af6ac1757a5bad4aeaf67ac60ecabb,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G060-C04,SBV2-ALL92-G060,AD-021-S3,AD-021,autonomous_driving,CoLLMLight: Cooperative LLM Agents for Network-Wide Traffic Signal Control,https://arxiv.org/abs/2503.11739,2503.11739,pdfs/AD-021__2503.11739.pdf,1,pdf_page_1,limitation,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,contradiction_candidate,issue,non_escalation,contradiction,The paper states that managing traffic signals in complex dynamic urban road networks presents no major challenge for traffic control research.,2103c4937c6694ede3598a80e15c28d04dee5a97ce9793edf7c2c37f89458030,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G062-C01,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,Historical Prediction Attention for Work Zone Safety in a Digital Twin Environment,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,21,pdf_page_21,metric_result,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,supported,no_issue,non_escalation,not_contradiction,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse and INTERACTION benchmarks.,1b3bda402360ac94eb94af1a9077bd1f12471f533261c9a74eb6abb36e28163c,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G062-C02,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,Historical Prediction Attention for Work Zone Safety in a Digital Twin Environment,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,21,pdf_page_21,metric_result,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,mild_scope_overclaim,issue,escalation,not_contradiction,"The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse, INTERACTION, and highway benchmarks.",e51b405c6217d07f2416c00b4329d286fe4a27325814779fd64397f19cfba46b,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G062-C03,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,Historical Prediction Attention for Work Zone Safety in a Digital Twin Environment,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,21,pdf_page_21,metric_result,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,strong_action_overclaim,issue,escalation,not_contradiction,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets superior to Argoverse and INTERACTION benchmarks.,2b6649d2c9a33affdfa89701f22f25ae6fea639ee148dd14a9cc181bbde43650,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G062-C04,SBV2-ALL92-G062,AD-023-S2,AD-023,autonomous_driving,Historical Prediction Attention for Work Zone Safety in a Digital Twin Environment,https://arxiv.org/abs/2508.06544,2508.06544,pdfs/AD-023__2508.06544.pdf,21,pdf_page_21,metric_result,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,contradiction_candidate,issue,non_escalation,contradiction,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets below Argoverse and INTERACTION benchmarks.,8d6e062dda812e1de18df437765f0721eff93ea0dc6f516db32f6878d7d40da3,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
SBV2-ALL92-G064-C01,SBV2-ALL92-G064,AD-024-S1,AD-024,autonomous_driving,Lessons Learned from Real-World Multi-Sensor Fusion for Work Zone Safety,https://arxiv.org/abs/2508.01599,2508.01599,pdfs/AD-024__2508.01599.pdf,5,pdf_page_5,metric_result,"Subsequently, we present the trajectory validation procedure using data collected from a reference vehicle equipped with a Global Navigation Satellite System (GNSS) receiver and an Inertial Measurement Unit (IMU), to evaluate the accuracy of vehicle detection, tracking, and sensor-derived trajectories.",719b6ba510a4a8a881b8dc71519b97c4d21a005a3746098f81fb847649483811,supported,no_issue,non_escalation,not_contradiction,"The paper presents trajectory validation with GNSS and IMU reference-vehicle data to evaluate vehicle detection, tracking, and sensor-derived trajectories.",ea39bd46f756cdc7f14f0b349aa61fc0e2839474c75a71b98bc73d4a0f203ca1,success,simclaim_ai_preannotated_candidates_no_gold_no_final_label,ai_preannotated,False,,,True,AI-preannotated candidate only; label is a guess and not gold or final.
