candidate_id,claim_text,evidence_text,true_label,retrieval_setting,source_pair_id,retrieved_chunk_ids,retrieved_ranks,retrieved_pages,oracle_hit_in_topk
SBV2-ALL92-G043-C03,HABIT evaluates seven recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,"[RANK=1][PDF=AD-016][PAGE=7] Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges ",strong_action_overclaim,bm25_top1,AD-016,AD-016_p7_c0,1,7,True
SBV2-ALL92-G043-C04,HABIT evaluates no recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,"[RANK=1][PDF=AD-016][PAGE=7] Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evaluations were either infeasible or un- informative on synthetic pedestrian data due to its limited behavioral diversity and visual domain gap. By scaling up realism in the CARLA simulator, HABIT bridges ",contradiction_candidate,bm25_top1,AD-016,AD-016_p7_c0,1,7,True
SBV2-ALL92-G047-C01,GPUDrive achieves GPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"[RANK=1][PDF=AD-017][PAGE=4] standardization (Li et al., 2023b). Hardware-Acceleration. Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation. If additionally the training pipeline is written using the JAX library (Bradbury et al., 2018), which is the case in V-Max, then simulation and training can be performed within the same computation graph, eliminating communication bottlenecks with the host machine. GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",supported,bm25_top1,AD-017,AD-017_p4_c1,1,4,True
SBV2-ALL92-G047-C02,GPUDrive achieves GPU acceleration and CPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"[RANK=1][PDF=AD-017][PAGE=4] standardization (Li et al., 2023b). Hardware-Acceleration. Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation. If additionally the training pipeline is written using the JAX library (Bradbury et al., 2018), which is the case in V-Max, then simulation and training can be performed within the same computation graph, eliminating communication bottlenecks with the host machine. GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",mild_scope_overclaim,bm25_top1,AD-017,AD-017_p4_c1,1,4,True
SBV2-ALL92-G047-C03,GPUDrive achieves GPU acceleration and TPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"[RANK=1][PDF=AD-017][PAGE=4] standardization (Li et al., 2023b). Hardware-Acceleration. Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation. If additionally the training pipeline is written using the JAX library (Bradbury et al., 2018), which is the case in V-Max, then simulation and training can be performed within the same computation graph, eliminating communication bottlenecks with the host machine. GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",strong_action_overclaim,bm25_top1,AD-017,AD-017_p4_c1,1,4,True
SBV2-ALL92-G047-C04,GPUDrive lacks GPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"[RANK=1][PDF=AD-017][PAGE=4] standardization (Li et al., 2023b). Hardware-Acceleration. Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation. If additionally the training pipeline is written using the JAX library (Bradbury et al., 2018), which is the case in V-Max, then simulation and training can be performed within the same computation graph, eliminating communication bottlenecks with the host machine. GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",contradiction_candidate,bm25_top1,AD-017,AD-017_p4_c1,1,4,True
SBV2-ALL92-G051-C01,The URB paper introduced a framework for testing RL routing algorithms in city-scale networks with community implementations of standard MARL algorithms.,"[RANK=1][PDF=AD-018][PAGE=9] from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting. In URB tasks, these complexities (realism restrictions in access to global information, fleet sizes on the order of hundreds) are inevitable and yet t",supported,bm25_top1,AD-018,AD-018_p9_c3,1,9,True
SBV2-ALL92-G051-C02,The URB paper introduced a framework for testing RL routing algorithms in regional road networks with community implementations of standard MARL algorithms.,"[RANK=1][PDF=AD-018][PAGE=9] from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting. In URB tasks, these complexities (realism restrictions in access to global information, fleet sizes on the order of hundreds) are inevitable and yet t",mild_scope_overclaim,bm25_top1,AD-018,AD-018_p9_c3,1,9,True
SBV2-ALL92-G051-C03,The URB paper introduced a framework for testing RL routing algorithms in continental road networks with community implementations of standard MARL algorithms.,"[RANK=1][PDF=AD-018][PAGE=9] from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting. In URB tasks, these complexities (realism restrictions in access to global information, fleet sizes on the order of hundreds) are inevitable and yet t",strong_action_overclaim,bm25_top1,AD-018,AD-018_p9_c3,1,9,True
SBV2-ALL92-G051-C04,The URB paper introduced a framework for testing supervised lane detection algorithms in city-scale networks with community implementations of standard MARL algorithms.,"[RANK=1][PDF=AD-018][PAGE=9] from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting. In URB tasks, these complexities (realism restrictions in access to global information, fleet sizes on the order of hundreds) are inevitable and yet t",contradiction_candidate,bm25_top1,AD-018,AD-018_p9_c3,1,9,True
SBV2-ALL92-G052-C01,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.,"[RANK=1][PDF=AD-019][PAGE=5] intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the number of road legs ∈[3, 13], incoming lanes ∈[1, 5], and outgoing lanes ∈[2, 23]. The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount",supported,bm25_top1,AD-019,AD-019_p5_c2,1,5,True
SBV2-ALL92-G052-C02,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.,"[RANK=1][PDF=AD-019][PAGE=5] intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the number of road legs ∈[3, 13], incoming lanes ∈[1, 5], and outgoing lanes ∈[2, 23]. The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount",mild_scope_overclaim,bm25_top1,AD-019,AD-019_p5_c2,1,5,True
SBV2-ALL92-G052-C03,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.,"[RANK=1][PDF=AD-019][PAGE=5] intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the number of road legs ∈[3, 13], incoming lanes ∈[1, 5], and outgoing lanes ∈[2, 23]. The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount",strong_action_overclaim,bm25_top1,AD-019,AD-019_p5_c2,1,5,True
SBV2-ALL92-G052-C04,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.,"[RANK=1][PDF=AD-019][PAGE=5] intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the number of road legs ∈[3, 13], incoming lanes ∈[1, 5], and outgoing lanes ∈[2, 23]. The scenario dataset exhibits a broad distribution, effectively reflecting the diverse conditions and scenarios encount",contradiction_candidate,bm25_top1,AD-019,AD-019_p5_c2,1,5,True
SBV2-ALL92-G055-C01,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.,"[RANK=1][PDF=AD-020][PAGE=2] 26% and 50% for the controlled corridor based on a year-to- year before-after analysis. Compared to our preliminary work [14], which primarily describes the design and deployment of the MARL-based VSL controllers, the extensions in this work are as follows. First, we present more technical details from training in simulation to the final deployment. Second, we evaluate and compare the proactive warning performance of the deployed MARL-based algorithm against the previously implemented benchmark ",supported,bm25_top1,AD-020,AD-020_p2_c2,1,2,False
SBV2-ALL92-G055-C02,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,"[RANK=1][PDF=AD-020][PAGE=7] 110-foot poles. The resulting video data is pro- cessed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 [60]. The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and the corresponding human behavior, providing a new opportunity to design more effective traffic control algorithms. In this study, I-24 MOTION dataset will be used to evaluate the proactive warning ef",mild_scope_overclaim,bm25_top1,AD-020,AD-020_p7_c3,1,7,False
SBV2-ALL92-G055-C03,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,"[RANK=1][PDF=AD-020][PAGE=7] 110-foot poles. The resulting video data is pro- cessed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 [60]. The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and the corresponding human behavior, providing a new opportunity to design more effective traffic control algorithms. In this study, I-24 MOTION dataset will be used to evaluate the proactive warning ef",strong_action_overclaim,bm25_top1,AD-020,AD-020_p7_c3,1,7,False
SBV2-ALL92-G055-C04,The study evaluates the MARL-based algorithm against one previous RL VSL benchmark algorithm on the I-24 corridor segment dataset.,"[RANK=1][PDF=AD-020][PAGE=3] 3 Fig. 2. Map overview of the deployed MARL-based VSL control system on I-24, with the left direction heading towards downtown Nashville and the right towards Murfreesboro. The radar detection system (RDS) units are distributed along the corridor to provide real-time traffic state data for MARL-based control algorithm. The VSL controllers are changing speed limits every 30 seconds. The overlapping segment shaded in red (from mile marker 58.7 to mile marker 62.7) is covered by I-24 MOTION, an ult",contradiction_candidate,bm25_top1,AD-020,AD-020_p3_c0,1,3,False
SBV2-ALL92-G057-C01,"The regulation example treats [70, 60, 50] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.","[RANK=1][PDF=AD-020][PAGE=4] Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Although our safety rewa",supported,bm25_top1,AD-020,AD-020_p4_c5,1,4,True
SBV2-ALL92-G057-C02,"The regulation example treats [70, 60, 40] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.","[RANK=1][PDF=AD-020][PAGE=4] Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Although our safety rewa",mild_scope_overclaim,bm25_top1,AD-020,AD-020_p4_c5,1,4,True
SBV2-ALL92-G057-C03,"The regulation example treats [70, 50, 30] mph as compliant because a twenty-mile-per-hour differential falls below the maximum speed differential.","[RANK=1][PDF=AD-020][PAGE=4] Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Although our safety rewa",strong_action_overclaim,bm25_top1,AD-020,AD-020_p4_c5,1,4,True
SBV2-ALL92-G057-C04,"The regulation example treats [70, 60, 50] mph as exceeding the maximum speed differential and [70, 50, 30] mph as compliant.","[RANK=1][PDF=AD-020][PAGE=4] Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Although our safety rewa",contradiction_candidate,bm25_top1,AD-020,AD-020_p4_c5,1,4,True
SBV2-ALL92-G060-C01,The paper states that managing traffic signals in complex dynamic urban road networks remains a formidable challenge for traffic control research.,"[RANK=1][PDF=AD-021][PAGE=1] is vi- tal in optimizing traffic flow and improving road safety [27, 31, 38]. Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC. However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. Transportation-based methods primarily rely on heuristic al- gorithms that dynamically adjust signals based on real-time lane- level traffic conditions [3, 9, 10, 13, 15, 20, 23]. Howeve",supported,bm25_top1,AD-021,AD-021_p1_c3,1,1,False
SBV2-ALL92-G060-C02,The paper states that managing traffic signals in complex dynamic urban road networks remains a limited challenge for traffic control research.,"[RANK=1][PDF=AD-021][PAGE=1] is vi- tal in optimizing traffic flow and improving road safety [27, 31, 38]. Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC. However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. Transportation-based methods primarily rely on heuristic al- gorithms that dynamically adjust signals based on real-time lane- level traffic conditions [3, 9, 10, 13, 15, 20, 23]. Howeve",mild_scope_overclaim,bm25_top1,AD-021,AD-021_p1_c3,1,1,False
SBV2-ALL92-G060-C03,The paper states that managing traffic signals in complex dynamic urban road networks has become a routine problem for traffic control research.,"[RANK=1][PDF=AD-021][PAGE=1] has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be hon",strong_action_overclaim,bm25_top1,AD-021,AD-021_p1_c2,1,1,True
SBV2-ALL92-G060-C04,The paper states that managing traffic signals in complex dynamic urban road networks presents no major challenge for traffic control research.,"[RANK=1][PDF=AD-021][PAGE=1] is vi- tal in optimizing traffic flow and improving road safety [27, 31, 38]. Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC. However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. Transportation-based methods primarily rely on heuristic al- gorithms that dynamically adjust signals based on real-time lane- level traffic conditions [3, 9, 10, 13, 15, 20, 23]. Howeve",contradiction_candidate,bm25_top1,AD-021,AD-021_p1_c3,1,1,False
SBV2-ALL92-G062-C01,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse and INTERACTION benchmarks.,"[RANK=1][PDF=AD-023][PAGE=21] Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predic- tive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consis- tent trajectory prediction using the HPNet model. By adapting HPNet for the first time",supported,bm25_top1,AD-023,AD-023_p21_c0,1,21,True
SBV2-ALL92-G062-C02,"The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse, INTERACTION, and highway benchmarks.","[RANK=1][PDF=AD-023][PAGE=21] Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predic- tive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consis- tent trajectory prediction using the HPNet model. By adapting HPNet for the first time",mild_scope_overclaim,bm25_top1,AD-023,AD-023_p21_c0,1,21,True
SBV2-ALL92-G062-C03,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets superior to Argoverse and INTERACTION benchmarks.,"[RANK=1][PDF=AD-023][PAGE=21] Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predic- tive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consis- tent trajectory prediction using the HPNet model. By adapting HPNet for the first time",strong_action_overclaim,bm25_top1,AD-023,AD-023_p21_c0,1,21,True
SBV2-ALL92-G062-C04,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets below Argoverse and INTERACTION benchmarks.,"[RANK=1][PDF=AD-023][PAGE=21] Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predic- tive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consis- tent trajectory prediction using the HPNet model. By adapting HPNet for the first time",contradiction_candidate,bm25_top1,AD-023,AD-023_p21_c0,1,21,True
SBV2-ALL92-G065-C01,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and ground-truth sources for validation.","[RANK=1][PDF=AD-024][PAGE=4] terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al. (8), and Tsaregorodtsev et al. (9), have demonstrated the value of deploying and evaluating ",supported,bm25_top1,AD-024,AD-024_p4_c2,1,4,True
SBV2-ALL92-G065-C02,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and weather sensing for validation.","[RANK=1][PDF=AD-024][PAGE=4] terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al. (8), and Tsaregorodtsev et al. (9), have demonstrated the value of deploying and evaluating ",mild_scope_overclaim,bm25_top1,AD-024,AD-024_p4_c2,1,4,True
SBV2-ALL92-G065-C03,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and network-wide safety forecasting.","[RANK=1][PDF=AD-024][PAGE=4] terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al. (8), and Tsaregorodtsev et al. (9), have demonstrated the value of deploying and evaluating ",strong_action_overclaim,bm25_top1,AD-024,AD-024_p4_c2,1,4,True
SBV2-ALL92-G065-C04,"The field studies highlight design tradeoffs involving compute benchmarks, camera styling, annotation speed, map formatting, and dashboard layout for validation.","[RANK=1][PDF=AD-024][PAGE=4] terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al. (8), and Tsaregorodtsev et al. (9), have demonstrated the value of deploying and evaluating ",contradiction_candidate,bm25_top1,AD-024,AD-024_p4_c2,1,4,True
SBV2-ALL92-G067-C01,The AgentCyberRange study evaluates six frontier AI systems under matched prompts and matched computational budgets for the reported cyber-range comparison.,"[RANK=1][PDF=CYB-001][PAGE=1] end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite with 110 vulnerabilities across 15 real web applications and 8 enterprise-like cyber ranges containing 156 internal hosts, together with CAGE, an evaluation toolchain for scalable system execution, task ",supported,bm25_top1,CYB-001,CYB-001_p1_c1,1,1,True
SBV2-ALL92-G067-C02,"The AgentCyberRange study evaluates six frontier AI systems under matched prompts, budgets, and environment configurations for the reported cyber-range comparison.","[RANK=1][PDF=CYB-001][PAGE=1] end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite with 110 vulnerabilities across 15 real web applications and 8 enterprise-like cyber ranges containing 156 internal hosts, together with CAGE, an evaluation toolchain for scalable system execution, task ",mild_scope_overclaim,bm25_top1,CYB-001,CYB-001_p1_c1,1,1,True
SBV2-ALL92-G067-C03,"The AgentCyberRange study evaluates eight frontier AI systems under matched prompts, budgets, and repeated cyber-range trials for the reported cyber-range comparison.","[RANK=1][PDF=CYB-001][PAGE=3] Using AGENTCYBERRANGE and CAGE, we evaluate six frontier AI systems under matched prompts and budgets, with the overall results summarized in Figure 1. GPT-5.5 with Codex achieves the highest success rates, solving 16.1% of web exploitation tasks and 31.7% of post-exploitation tasks. With more concrete hints, these rates increase to 33.0% and 46.3%, respectively. These results show that current frontier AI systems can already complete a non-trivial fraction of realistic cyber attack tasks, inclu",strong_action_overclaim,bm25_top1,CYB-001,CYB-001_p3_c0,1,3,False
SBV2-ALL92-G067-C04,The AgentCyberRange study evaluates two frontier AI systems with separate prompts and separate computational budgets for the reported cyber-range comparison.,"[RANK=1][PDF=CYB-001][PAGE=1] end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite with 110 vulnerabilities across 15 real web applications and 8 enterprise-like cyber ranges containing 156 internal hosts, together with CAGE, an evaluation toolchain for scalable system execution, task ",contradiction_candidate,bm25_top1,CYB-001,CYB-001_p1_c1,1,1,True
SBV2-ALL92-G069-C01,"Systematic evaluation of offensive capabilities remains constrained by limited access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.","[RANK=1][PDF=CYB-001][PAGE=1] AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract Frontier AI systems are increasingly capable of interactive cybersecurity tasks, in- cluding codebase inspection, vulnerability detection, and exploitation. However, systematic evaluation of their offe",supported,bm25_top1,CYB-001,CYB-001_p1_c0,1,1,True
SBV2-ALL92-G069-C02,"Systematic evaluation of offensive capabilities remains constrained mainly by limited access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.","[RANK=1][PDF=CYB-001][PAGE=1] AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract Frontier AI systems are increasingly capable of interactive cybersecurity tasks, in- cluding codebase inspection, vulnerability detection, and exploitation. However, systematic evaluation of their offe",mild_scope_overclaim,bm25_top1,CYB-001,CYB-001_p1_c0,1,1,True
SBV2-ALL92-G069-C03,"Systematic evaluation of offensive capabilities remains constrained by missing open, reproducible, multi-host cyber-range infrastructure for frontier systems for reproducible multi-host cyber-range experiments.","[RANK=1][PDF=CYB-001][PAGE=1] AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract Frontier AI systems are increasingly capable of interactive cybersecurity tasks, in- cluding codebase inspection, vulnerability detection, and exploitation. However, systematic evaluation of their offe",strong_action_overclaim,bm25_top1,CYB-001,CYB-001_p1_c0,1,1,True
SBV2-ALL92-G069-C04,"Systematic evaluation of offensive capabilities benefits from broad access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.","[RANK=1][PDF=CYB-001][PAGE=1] AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract Frontier AI systems are increasingly capable of interactive cybersecurity tasks, in- cluding codebase inspection, vulnerability detection, and exploitation. However, systematic evaluation of their offe",contradiction_candidate,bm25_top1,CYB-001,CYB-001_p1_c0,1,1,True
SBV2-ALL92-G077-C01,"C-MADF reports precision 0.997, recall 0.961, and F1-score 0.979 compared with three listed baselines on the public CICIOT2023 benchmark.","[RANK=1][PDF=CYB-004][PAGE=20] splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds across data shuffling, neural network initialization, and replay-buffer sampling to ensure experimental consistency. We further log training curves, selected hyperparameters, and per-seed metric summari",supported,bm25_top1,CYB-004,CYB-004_p20_c3,1,20,True
SBV2-ALL92-G077-C02,"C-MADF reports precision 0.997, recall 0.971, and F1-score 0.979 compared with three listed baselines on the public CICIOT2023 benchmark.","[RANK=1][PDF=CYB-004][PAGE=20] splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds across data shuffling, neural network initialization, and replay-buffer sampling to ensure experimental consistency. We further log training curves, selected hyperparameters, and per-seed metric summari",mild_scope_overclaim,bm25_top1,CYB-004,CYB-004_p20_c3,1,20,True
