candidate_id,claim_text,evidence_text,true_label,retrieval_setting,source_pair_id,retrieved_chunk_ids,retrieved_ranks,retrieved_pages,oracle_hit_in_topk
SBV2-ALL92-G092-C02,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries.","[RANK=1][PDF=CYB-009][PAGE=1] policy that coordinates their selection to solve complex network defense tasks. Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings. We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense. Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of [RANK=2][PDF=CYB-009][PAGE=1] Hierarchical Multi-agent Reinforcement Learning for Cyber Network Defense Aditya Vikram Singh1, Ethan Rathbun1, Emma Graham2, Lisa Oakley1, Simona Boboila1, Peter Chin2, Alina Oprea1 1Northeastern University 2Dartmouth College Abstract Recent advances in multi-agent reinforcement learning (MARL) have created opportunities to solve complex real-world tasks. Cybersecurity is a notable application area, where defending networks against sophisticated adversaries remains a challenging task typically  [RANK=3][PDF=CYB-004][PAGE=13] (si → sj). 13: end if 14: end if 15: end for 16: Step 3: Transition and Reward Specification 17: Define A as the set of all admissible transition actions aij. 18: Estimate transition probabilities P(s′ | s, a) from histori- cal incident traces or benchmark telemetry. 19: Define reward function R(s, a) as weighted aggregation of mitigation success, disruption cost, resource usage, and evidential gain. 20: Select discount factor γ ∈(0, 1) to balance mitigation urgency and investigation thoroughnes",mild_scope_overclaim,bm25_top3,CYB-009,CYB-009_p1_c1;CYB-009_p1_c0;CYB-004_p13_c1,1;2;3,1;1;13,True
SBV2-ALL92-G092-C03,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and adversary identification with multiple adversaries.","[RANK=1][PDF=CYB-009][PAGE=1] policy that coordinates their selection to solve complex network defense tasks. Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings. We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense. Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of [RANK=2][PDF=CYB-009][PAGE=1] Hierarchical Multi-agent Reinforcement Learning for Cyber Network Defense Aditya Vikram Singh1, Ethan Rathbun1, Emma Graham2, Lisa Oakley1, Simona Boboila1, Peter Chin2, Alina Oprea1 1Northeastern University 2Dartmouth College Abstract Recent advances in multi-agent reinforcement learning (MARL) have created opportunities to solve complex real-world tasks. Cybersecurity is a notable application area, where defending networks against sophisticated adversaries remains a challenging task typically  [RANK=3][PDF=CYB-009][PAGE=2] issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior. Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network. We evaluate our methods against multiple baselines at different stages of the design process to motivate our me",strong_action_overclaim,bm25_top3,CYB-009,CYB-009_p1_c1;CYB-009_p1_c0;CYB-009_p2_c2,1;2;3,1;1;2,True
SBV2-ALL92-G092-C04,"The comparisons show the hierarchical learning approach achieving lower performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries.","[RANK=1][PDF=CYB-009][PAGE=1] policy that coordinates their selection to solve complex network defense tasks. Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings. We conduct extensive experiments using CybORG Cage 4, the state-of-the-art MARL environment for cyber defense. Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of [RANK=2][PDF=CYB-009][PAGE=1] Hierarchical Multi-agent Reinforcement Learning for Cyber Network Defense Aditya Vikram Singh1, Ethan Rathbun1, Emma Graham2, Lisa Oakley1, Simona Boboila1, Peter Chin2, Alina Oprea1 1Northeastern University 2Dartmouth College Abstract Recent advances in multi-agent reinforcement learning (MARL) have created opportunities to solve complex real-world tasks. Cybersecurity is a notable application area, where defending networks against sophisticated adversaries remains a challenging task typically  [RANK=3][PDF=CYB-009][PAGE=2] issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior. Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network. We evaluate our methods against multiple baselines at different stages of the design process to motivate our me",contradiction_candidate,bm25_top3,CYB-009,CYB-009_p1_c1;CYB-009_p1_c0;CYB-009_p2_c2,1;2;3,1;1;2,True
SBV2-ALL92-G093-C01,The paper leaves H-MARL transferability to evolving adversaries that adapt from opponent behavior or environment feedback as future work.,"[RANK=1][PDF=CYB-009][PAGE=11] faster, as shown in the previous section. We confirm that H-MARL Meta performs better than H-MARL Collective across all adversaries. Interestingly, it is also more effective than the MARL Centralized Critic method. Even though the centralized critic was trained jointly, using the global state, it is unable to utilize the shared information effectively on the individual actors during evaluation. This limitation of centralized critic policies has been previously investigated in the literature [30] [RANK=2][PDF=CYB-009][PAGE=11] that adapt their policies based on opponent behavior or environment feedback. We adapt the pre-trained sub-policy models to new attacks via fine-tuning, a well-established powerful transfer method for deep models [35, 37] that is significantly less costly than training from scratch. In our current design, we only fine-tune the sub-policies for a few iterations. Next, we fully train a new master policy, using the tuned sub-policies. Figure 6: The Investigate sub-policy pre-trained against Aggress [RANK=3][PDF=CYB-009][PAGE=10] Figure 5: Average training return for all algorithms. H-MARL Expert is guided by a rule-based master policy and performs best. H-MARL Meta converges 3 −5× faster than MARL Decentralized. Table 2: Mean evaluation reward against different adversaries, under different learning frameworks. Opponent Default Red Stealthy Red Aggressive Red Impact Red MARL Decentralized −179.8 ± 92.98 −165.8 ± 53.45 −227.93 ± 87.98 −247.15 ± 71.53 MARL Centralized Critic −245.66 ± 132.98 −217.52 ± 115.06 −255.98 ± 138.",supported,bm25_top3,CYB-009,CYB-009_p11_c1;CYB-009_p11_c2;CYB-009_p10_c0,1;2;3,11;11;10,True
SBV2-ALL92-G093-C02,"The paper leaves H-MARL transferability to evolving adversaries that adapt from opponent behavior, environment feedback, or attacker coordination as future work.","[RANK=1][PDF=CYB-009][PAGE=11] faster, as shown in the previous section. We confirm that H-MARL Meta performs better than H-MARL Collective across all adversaries. Interestingly, it is also more effective than the MARL Centralized Critic method. Even though the centralized critic was trained jointly, using the global state, it is unable to utilize the shared information effectively on the individual actors during evaluation. This limitation of centralized critic policies has been previously investigated in the literature [30] [RANK=2][PDF=CYB-009][PAGE=11] that adapt their policies based on opponent behavior or environment feedback. We adapt the pre-trained sub-policy models to new attacks via fine-tuning, a well-established powerful transfer method for deep models [35, 37] that is significantly less costly than training from scratch. In our current design, we only fine-tune the sub-policies for a few iterations. Next, we fully train a new master policy, using the tuned sub-policies. Figure 6: The Investigate sub-policy pre-trained against Aggress [RANK=3][PDF=CYB-009][PAGE=11] the strongest attacker collecting the highest reward against the blue team, in this zero-sum cyber game. Successful impact actions receive the highest reward of -10 during the second and third mission phases, more than any other network compromise. For comparison, users’ failed access to degraded services only costs the blue team between -1 and -3. Aggressive Red is the second strongest opponent: the higher chance of being detected by blue agents is offset by the short duration of service discov",mild_scope_overclaim,bm25_top3,CYB-009,CYB-009_p11_c1;CYB-009_p11_c2;CYB-009_p11_c0,1;2;3,11;11;11,True
SBV2-ALL92-G093-C03,"The paper presents H-MARL transferability to evolving adversaries that adapt from opponent behavior, environment feedback, and live defender telemetry as evaluated.","[RANK=1][PDF=CYB-009][PAGE=11] faster, as shown in the previous section. We confirm that H-MARL Meta performs better than H-MARL Collective across all adversaries. Interestingly, it is also more effective than the MARL Centralized Critic method. Even though the centralized critic was trained jointly, using the global state, it is unable to utilize the shared information effectively on the individual actors during evaluation. This limitation of centralized critic policies has been previously investigated in the literature [30] [RANK=2][PDF=CYB-009][PAGE=11] that adapt their policies based on opponent behavior or environment feedback. We adapt the pre-trained sub-policy models to new attacks via fine-tuning, a well-established powerful transfer method for deep models [35, 37] that is significantly less costly than training from scratch. In our current design, we only fine-tune the sub-policies for a few iterations. Next, we fully train a new master policy, using the tuned sub-policies. Figure 6: The Investigate sub-policy pre-trained against Aggress [RANK=3][PDF=CYB-009][PAGE=10] Decentralized (−181.62). However, training a master policy is significantly faster than training a single policy from scratch (about 3-5 times faster), as we are only tasked with choosing the correct sub-policy, rather than also learning the primitive sub-tasks, i.e., how to recover or investigate hosts. H-MARL Meta invokes the fixed sub-policies that have been pre-trained with H-MARL Expert to take a step though the environment. The ability to learn how to combine sub-tasks to solve higher-leve",strong_action_overclaim,bm25_top3,CYB-009,CYB-009_p11_c1;CYB-009_p11_c2;CYB-009_p10_c1,1;2;3,11;11;10,True
SBV2-ALL92-G093-C04,The paper treats H-MARL transferability to evolving adversaries that adapt from opponent behavior or environment feedback as already studied.,"[RANK=1][PDF=CYB-009][PAGE=11] faster, as shown in the previous section. We confirm that H-MARL Meta performs better than H-MARL Collective across all adversaries. Interestingly, it is also more effective than the MARL Centralized Critic method. Even though the centralized critic was trained jointly, using the global state, it is unable to utilize the shared information effectively on the individual actors during evaluation. This limitation of centralized critic policies has been previously investigated in the literature [30] [RANK=2][PDF=CYB-009][PAGE=11] that adapt their policies based on opponent behavior or environment feedback. We adapt the pre-trained sub-policy models to new attacks via fine-tuning, a well-established powerful transfer method for deep models [35, 37] that is significantly less costly than training from scratch. In our current design, we only fine-tune the sub-policies for a few iterations. Next, we fully train a new master policy, using the tuned sub-policies. Figure 6: The Investigate sub-policy pre-trained against Aggress [RANK=3][PDF=CYB-009][PAGE=10] Figure 5: Average training return for all algorithms. H-MARL Expert is guided by a rule-based master policy and performs best. H-MARL Meta converges 3 −5× faster than MARL Decentralized. Table 2: Mean evaluation reward against different adversaries, under different learning frameworks. Opponent Default Red Stealthy Red Aggressive Red Impact Red MARL Decentralized −179.8 ± 92.98 −165.8 ± 53.45 −227.93 ± 87.98 −247.15 ± 71.53 MARL Centralized Critic −245.66 ± 132.98 −217.52 ± 115.06 −255.98 ± 138.",contradiction_candidate,bm25_top3,CYB-009,CYB-009_p11_c1;CYB-009_p11_c2;CYB-009_p10_c0,1;2;3,11;11;10,True
SBV2-ALL92-G094-C01,"The study evaluates the approach in CybORG, analyzing tradeoffs among resilience, costs, and prioritization of mission goals for cyber defense.","[RANK=1][PDF=CYB-010][PAGE=1] Quantitative Resilience Modeling for Autonomous Cyber Defense Xavier Cadet1,†, Simona Boboila2,†, Edward Koh1, Peter Chin1, Alina Oprea2 1Dartmouth College 2Northeastern University † Equal contribution Abstract Cyber resilience is the ability of a system to recover from an attack with minimal impact on system operations. However, characterizing a network’s resilience under a cyber attack is challenging, as there are no formal definitions of resilience applicable to diverse net- work topologies a [RANK=2][PDF=CYB-010][PAGE=6] goals. In this work, we seek to quantify the extent to which different defenses provide resilience to a cyber network during emerging attacks. Our main goal is to formally define and evaluate network resilience metrics for a quantitative assessment of system operations across time-evolving attacks and various network topologies. Resilience metrics should have the following properties: P1 Aggregation across settings: Offer a quantifiable mathematical formulation that en- ables the measurement of  [RANK=3][PDF=CYB-010][PAGE=2] availability) and the criticality of various network resources. We evaluated our metric using an operational workflow simulated in CybORG [Standen et al., 2021], a state-of- the-art cybersecurity RL environment. Our code is publicly available 1. • Attacks evolving over time: We show how to evaluate resilience over time to gain insights about evolving attack patterns and system defenses, such as: Did the attack ever ramp up or was the defense able to absorb the compromise? How long did the system",supported,bm25_top3,CYB-010,CYB-010_p1_c0;CYB-010_p6_c1;CYB-010_p2_c1,1;2;3,1;6;2,True
SBV2-ALL92-G094-C02,"The study evaluates the approach in CybORG, analyzing tradeoffs among resilience, costs, mission goals, and alert volume for cyber defense.","[RANK=1][PDF=CYB-010][PAGE=1] Quantitative Resilience Modeling for Autonomous Cyber Defense Xavier Cadet1,†, Simona Boboila2,†, Edward Koh1, Peter Chin1, Alina Oprea2 1Dartmouth College 2Northeastern University † Equal contribution Abstract Cyber resilience is the ability of a system to recover from an attack with minimal impact on system operations. However, characterizing a network’s resilience under a cyber attack is challenging, as there are no formal definitions of resilience applicable to diverse net- work topologies a [RANK=2][PDF=CYB-010][PAGE=2] availability) and the criticality of various network resources. We evaluated our metric using an operational workflow simulated in CybORG [Standen et al., 2021], a state-of- the-art cybersecurity RL environment. Our code is publicly available 1. • Attacks evolving over time: We show how to evaluate resilience over time to gain insights about evolving attack patterns and system defenses, such as: Did the attack ever ramp up or was the defense able to absorb the compromise? How long did the system [RANK=3][PDF=CYB-010][PAGE=6] their resilience in a repeatable and verifiable way. As discussed in Table 1, none of the existing papers introduces resilience metrics that satisfy all these properties. While the work of Wiebe et al. [2023] is the only one considering the operational goals of confidentiality, integrity and availability in cyber environments, they do not have a mathematical formulation of network resilience. Our work aims to fill this gap in the literature. 4 Methodology We provide a quantitative formulation of",mild_scope_overclaim,bm25_top3,CYB-010,CYB-010_p1_c0;CYB-010_p2_c1;CYB-010_p6_c2,1;2;3,1;2;6,True
SBV2-ALL92-G094-C03,"The study evaluates the approach in CybORG, analyzing tradeoffs among resilience, costs, mission goals, and enterprise staffing plans for cyber defense.","[RANK=1][PDF=CYB-010][PAGE=1] Quantitative Resilience Modeling for Autonomous Cyber Defense Xavier Cadet1,†, Simona Boboila2,†, Edward Koh1, Peter Chin1, Alina Oprea2 1Dartmouth College 2Northeastern University † Equal contribution Abstract Cyber resilience is the ability of a system to recover from an attack with minimal impact on system operations. However, characterizing a network’s resilience under a cyber attack is challenging, as there are no formal definitions of resilience applicable to diverse net- work topologies a [RANK=2][PDF=CYB-010][PAGE=2] availability) and the criticality of various network resources. We evaluated our metric using an operational workflow simulated in CybORG [Standen et al., 2021], a state-of- the-art cybersecurity RL environment. Our code is publicly available 1. • Attacks evolving over time: We show how to evaluate resilience over time to gain insights about evolving attack patterns and system defenses, such as: Did the attack ever ramp up or was the defense able to absorb the compromise? How long did the system [RANK=3][PDF=CYB-010][PAGE=6] their resilience in a repeatable and verifiable way. As discussed in Table 1, none of the existing papers introduces resilience metrics that satisfy all these properties. While the work of Wiebe et al. [2023] is the only one considering the operational goals of confidentiality, integrity and availability in cyber environments, they do not have a mathematical formulation of network resilience. Our work aims to fill this gap in the literature. 4 Methodology We provide a quantitative formulation of",strong_action_overclaim,bm25_top3,CYB-010,CYB-010_p1_c0;CYB-010_p2_c1;CYB-010_p6_c2,1;2;3,1;2;6,True
SBV2-ALL92-G094-C04,"The study evaluates the approach in CybORG, analyzing tradeoffs among interface design, report formatting, and analyst preferences for cyber defense.","[RANK=1][PDF=CYB-010][PAGE=1] Quantitative Resilience Modeling for Autonomous Cyber Defense Xavier Cadet1,†, Simona Boboila2,†, Edward Koh1, Peter Chin1, Alina Oprea2 1Dartmouth College 2Northeastern University † Equal contribution Abstract Cyber resilience is the ability of a system to recover from an attack with minimal impact on system operations. However, characterizing a network’s resilience under a cyber attack is challenging, as there are no formal definitions of resilience applicable to diverse net- work topologies a [RANK=2][PDF=CYB-009][PAGE=2] issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior. Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes on a host, are beneficial in increasing the blue agent’s ability to defend the network. We evaluate our methods against multiple baselines at different stages of the design process to motivate our me [RANK=3][PDF=CYB-009][PAGE=3] These approaches have usually been applied to simpler 2-player environments [9, 10, 11, 18]. Prior works in the more complex CAGE-4 environment explore defenses based on heuristics [19] or on traditional PPO algorithms [20]. In contrast, we implement an observation-enhanced hierarchical learning method that is more adaptive than previous heuristic approaches, and more scalable than single-policy PPO architectures. Hierarchical and meta-learning methods in reinforcement learning have led to adapt",contradiction_candidate,bm25_top3,CYB-010,CYB-010_p1_c0;CYB-009_p2_c2;CYB-009_p3_c1,1;2;3,1;2;3,True
SBV2-ALL92-G098-C01,The approach outperforms an MLP baseline during training on fixed-size networks with varying topologies and matches performance on one network.,"[RANK=1][PDF=CYB-011][PAGE=1] To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities. This framework enables the use of policy parameterisations specialised in compositional generalisation. We train a Transformer-based policy on the Yawning Titan cyber-security simulation environment and test its generalisation capabilities across various network topo [RANK=2][PDF=CYB-011][PAGE=15] of nodes. This may be, in part, due to the nature of the reward function defined as the proportion of non-compromised nodes at time t. Since the skill and behaviour of the red agent are unchanged, this naturally means that a lower proportion of nodes will be compromised on a given time step, and thus rewards for the blue agent will be higher in larger environments. Nevertheless, the Stable Baselines 3 agent trained on randomly generated networks still does comparatively poorly, and struggles to  [RANK=3][PDF=CYB-011][PAGE=2] and standard RL interfaces such as Gym or Gymnasium (Brockman et al., 2016; Towers et al., 2024), which expect fixed-size observation vectors and action spaces. The lack of this generalisability imposes serious limitations on the potential deployment of RL agents in real-world network scenarios, as enterprise networks can vary dramatically in size, structure, and complexity. One way of approaching RL for autonomous cyber defence is to construct an observation vector by concatenating features fro",supported,bm25_top3,CYB-011,CYB-011_p1_c1;CYB-011_p15_c2;CYB-011_p2_c0,1;2;3,1;15;2,True
SBV2-ALL92-G098-C02,The approach outperforms an MLP baseline during training on fixed-size networks with varying topologies and exceeds performance on one network.,"[RANK=1][PDF=CYB-011][PAGE=1] To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities. This framework enables the use of policy parameterisations specialised in compositional generalisation. We train a Transformer-based policy on the Yawning Titan cyber-security simulation environment and test its generalisation capabilities across various network topo [RANK=2][PDF=CYB-011][PAGE=15] of nodes. This may be, in part, due to the nature of the reward function defined as the proportion of non-compromised nodes at time t. Since the skill and behaviour of the red agent are unchanged, this naturally means that a lower proportion of nodes will be compromised on a given time step, and thus rewards for the blue agent will be higher in larger environments. Nevertheless, the Stable Baselines 3 agent trained on randomly generated networks still does comparatively poorly, and struggles to  [RANK=3][PDF=CYB-011][PAGE=2] and standard RL interfaces such as Gym or Gymnasium (Brockman et al., 2016; Towers et al., 2024), which expect fixed-size observation vectors and action spaces. The lack of this generalisability imposes serious limitations on the potential deployment of RL agents in real-world network scenarios, as enterprise networks can vary dramatically in size, structure, and complexity. One way of approaching RL for autonomous cyber defence is to construct an observation vector by concatenating features fro",mild_scope_overclaim,bm25_top3,CYB-011,CYB-011_p1_c1;CYB-011_p15_c2;CYB-011_p2_c0,1;2;3,1;15;2,True
SBV2-ALL92-G098-C03,The approach outperforms an MLP baseline during training on fixed-size networks with varying topologies and exceeds performance on unseen larger networks.,"[RANK=1][PDF=CYB-011][PAGE=15] of nodes. This may be, in part, due to the nature of the reward function defined as the proportion of non-compromised nodes at time t. Since the skill and behaviour of the red agent are unchanged, this naturally means that a lower proportion of nodes will be compromised on a given time step, and thus rewards for the blue agent will be higher in larger environments. Nevertheless, the Stable Baselines 3 agent trained on randomly generated networks still does comparatively poorly, and struggles to  [RANK=2][PDF=CYB-011][PAGE=1] To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities. This framework enables the use of policy parameterisations specialised in compositional generalisation. We train a Transformer-based policy on the Yawning Titan cyber-security simulation environment and test its generalisation capabilities across various network topo [RANK=3][PDF=CYB-011][PAGE=2] and standard RL interfaces such as Gym or Gymnasium (Brockman et al., 2016; Towers et al., 2024), which expect fixed-size observation vectors and action spaces. The lack of this generalisability imposes serious limitations on the potential deployment of RL agents in real-world network scenarios, as enterprise networks can vary dramatically in size, structure, and complexity. One way of approaching RL for autonomous cyber defence is to construct an observation vector by concatenating features fro",strong_action_overclaim,bm25_top3,CYB-011,CYB-011_p15_c2;CYB-011_p1_c1;CYB-011_p2_c0,1;2;3,15;1;2,True
SBV2-ALL92-G098-C04,The approach underperforms an MLP baseline during training on fixed-size networks with varying topologies and trails performance on one network.,"[RANK=1][PDF=CYB-011][PAGE=15] of nodes. This may be, in part, due to the nature of the reward function defined as the proportion of non-compromised nodes at time t. Since the skill and behaviour of the red agent are unchanged, this naturally means that a lower proportion of nodes will be compromised on a given time step, and thus rewards for the blue agent will be higher in larger environments. Nevertheless, the Stable Baselines 3 agent trained on randomly generated networks still does comparatively poorly, and struggles to  [RANK=2][PDF=CYB-011][PAGE=1] To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities. This framework enables the use of policy parameterisations specialised in compositional generalisation. We train a Transformer-based policy on the Yawning Titan cyber-security simulation environment and test its generalisation capabilities across various network topo [RANK=3][PDF=CYB-011][PAGE=2] and standard RL interfaces such as Gym or Gymnasium (Brockman et al., 2016; Towers et al., 2024), which expect fixed-size observation vectors and action spaces. The lack of this generalisability imposes serious limitations on the potential deployment of RL agents in real-world network scenarios, as enterprise networks can vary dramatically in size, structure, and complexity. One way of approaching RL for autonomous cyber defence is to construct an observation vector by concatenating features fro",contradiction_candidate,bm25_top3,CYB-011,CYB-011_p15_c2;CYB-011_p1_c1;CYB-011_p2_c0,1;2;3,15;1;2,True
SBV2-ALL92-G099-C01,"The paper reframes autonomous network defence with entity-based reinforcement learning, decomposing observation and action spaces into collections of discrete entities.","[RANK=1][PDF=CYB-011][PAGE=1] Entity-based Reinforcement Learning for Autonomous Cyber Defence Isaac Symes Thompson The Alan Turing Institute London isymesthompson@turing.ac.uk Alberto Caron The Alan Turing Institute London acaron@turing.ac.uk Vasilios Mavroudis The Alan Turing Institute London vmavroudis@turing.ac.uk Chris Hicks The Alan Turing Institute London chicks@turing.ac.uk Abstract A significant challenge for autonomous cyber defence is ensuring a defensive agent’s ability to generalise across diverse network topolo [RANK=2][PDF=CYB-011][PAGE=2] works have explored introducing compositional generalisation to deep rein- forcement learning (Lin et al., 2023; Mambelli et al., 2022; Zhou et al., 2022; Haramati et al., 2024), through using permutation invariant policy architectures based on attention (Vaswani et al., 2017) or Deep Sets (Zaheer et al., 2017). Indeed, some existing work in autonomous cyber defence has suggested using Transformers to parameterise a value function (Mern et al., 2021), or using graph neural networks for policies  [RANK=3][PDF=CYB-011][PAGE=1] To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities. This framework enables the use of policy parameterisations specialised in compositional generalisation. We train a Transformer-based policy on the Yawning Titan cyber-security simulation environment and test its generalisation capabilities across various network topo",supported,bm25_top3,CYB-011,CYB-011_p1_c0;CYB-011_p2_c2;CYB-011_p1_c1,1;2;3,1;2;1,True
SBV2-ALL92-G099-C02,"The paper reframes autonomous network defence with entity-based reinforcement learning, decomposing observation and action spaces into collections of typed discrete entities.","[RANK=1][PDF=CYB-011][PAGE=1] Entity-based Reinforcement Learning for Autonomous Cyber Defence Isaac Symes Thompson The Alan Turing Institute London isymesthompson@turing.ac.uk Alberto Caron The Alan Turing Institute London acaron@turing.ac.uk Vasilios Mavroudis The Alan Turing Institute London vmavroudis@turing.ac.uk Chris Hicks The Alan Turing Institute London chicks@turing.ac.uk Abstract A significant challenge for autonomous cyber defence is ensuring a defensive agent’s ability to generalise across diverse network topolo [RANK=2][PDF=CYB-011][PAGE=2] works have explored introducing compositional generalisation to deep rein- forcement learning (Lin et al., 2023; Mambelli et al., 2022; Zhou et al., 2022; Haramati et al., 2024), through using permutation invariant policy architectures based on attention (Vaswani et al., 2017) or Deep Sets (Zaheer et al., 2017). Indeed, some existing work in autonomous cyber defence has suggested using Transformers to parameterise a value function (Mern et al., 2021), or using graph neural networks for policies  [RANK=3][PDF=CYB-011][PAGE=1] To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities. This framework enables the use of policy parameterisations specialised in compositional generalisation. We train a Transformer-based policy on the Yawning Titan cyber-security simulation environment and test its generalisation capabilities across various network topo",mild_scope_overclaim,bm25_top3,CYB-011,CYB-011_p1_c0;CYB-011_p2_c2;CYB-011_p1_c1,1;2;3,1;2;1,True
SBV2-ALL92-G099-C03,"The paper reframes autonomous network defence with entity-based reinforcement learning, decomposing observation and action spaces into collections for every network size.","[RANK=1][PDF=CYB-011][PAGE=1] Entity-based Reinforcement Learning for Autonomous Cyber Defence Isaac Symes Thompson The Alan Turing Institute London isymesthompson@turing.ac.uk Alberto Caron The Alan Turing Institute London acaron@turing.ac.uk Vasilios Mavroudis The Alan Turing Institute London vmavroudis@turing.ac.uk Chris Hicks The Alan Turing Institute London chicks@turing.ac.uk Abstract A significant challenge for autonomous cyber defence is ensuring a defensive agent’s ability to generalise across diverse network topolo [RANK=2][PDF=CYB-011][PAGE=1] To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities. This framework enables the use of policy parameterisations specialised in compositional generalisation. We train a Transformer-based policy on the Yawning Titan cyber-security simulation environment and test its generalisation capabilities across various network topo [RANK=3][PDF=CYB-011][PAGE=2] works have explored introducing compositional generalisation to deep rein- forcement learning (Lin et al., 2023; Mambelli et al., 2022; Zhou et al., 2022; Haramati et al., 2024), through using permutation invariant policy architectures based on attention (Vaswani et al., 2017) or Deep Sets (Zaheer et al., 2017). Indeed, some existing work in autonomous cyber defence has suggested using Transformers to parameterise a value function (Mern et al., 2021), or using graph neural networks for policies ",strong_action_overclaim,bm25_top3,CYB-011,CYB-011_p1_c0;CYB-011_p1_c1;CYB-011_p2_c2,1;2;3,1;1;2,True
SBV2-ALL92-G099-C04,"The paper reframes autonomous network defence with entity-based reinforcement learning, decomposing observation and action spaces into continuous global vectors.","[RANK=1][PDF=CYB-011][PAGE=1] Entity-based Reinforcement Learning for Autonomous Cyber Defence Isaac Symes Thompson The Alan Turing Institute London isymesthompson@turing.ac.uk Alberto Caron The Alan Turing Institute London acaron@turing.ac.uk Vasilios Mavroudis The Alan Turing Institute London vmavroudis@turing.ac.uk Chris Hicks The Alan Turing Institute London chicks@turing.ac.uk Abstract A significant challenge for autonomous cyber defence is ensuring a defensive agent’s ability to generalise across diverse network topolo [RANK=2][PDF=CYB-011][PAGE=1] To overcome this limitation, we reframe the problem of autonomous network defence using entity-based re- inforcement learning, where the observation and action space of an agent are decomposed into a collection of discrete entities. This framework enables the use of policy parameterisations specialised in compositional generalisation. We train a Transformer-based policy on the Yawning Titan cyber-security simulation environment and test its generalisation capabilities across various network topo [RANK=3][PDF=CYB-011][PAGE=16] 40-node networks, which shows slightly lower mean reward compared to the other two agents. As can be seen from the summary statistics results in Table 1, this case presents a higher standard deviation in the rewards distribution (0.332) compared to the other two cases (0.187 and 0.161). These results suggest the ability of an entity-based agent to learn a general policy that performs consistently on any network size. The generality of these results would need to be verified in more complex envir",contradiction_candidate,bm25_top3,CYB-011,CYB-011_p1_c0;CYB-011_p1_c1;CYB-011_p16_c0,1;2;3,1;1;16,True
