candidate_id,true_label,source_pair_id,oracle_found_in_pdf,top1_oracle_hit,top3_oracle_hit,top5_oracle_hit,top1_same_paper,retrieval_error_type,retrieval_reason,r4_error_type,r4_reason,strong_action_false_negative,strong_action_false_positive,contradiction_confusion,supported_mild_confusion
SBV2-ALL92-G036-C04,contradiction_candidate,AD-012,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G037-C01,supported,AD-014,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G037-C02,mild_scope_overclaim,AD-014,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G037-C03,strong_action_overclaim,AD-014,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G037-C04,contradiction_candidate,AD-014,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G038-C01,supported,AD-014,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G038-C02,mild_scope_overclaim,AD-014,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G038-C03,strong_action_overclaim,AD-014,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G038-C04,contradiction_candidate,AD-014,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G040-C01,supported,AD-015,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G040-C02,mild_scope_overclaim,AD-015,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G040-C03,strong_action_overclaim,AD-015,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G040-C04,contradiction_candidate,AD-015,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G042-C01,supported,AD-015,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G042-C02,mild_scope_overclaim,AD-015,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G042-C03,strong_action_overclaim,AD-015,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G042-C04,contradiction_candidate,AD-015,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G043-C01,supported,AD-016,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G043-C02,mild_scope_overclaim,AD-016,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G043-C03,strong_action_overclaim,AD-016,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G043-C04,contradiction_candidate,AD-016,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G047-C01,supported,AD-017,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G047-C02,mild_scope_overclaim,AD-017,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G047-C03,strong_action_overclaim,AD-017,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G047-C04,contradiction_candidate,AD-017,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G051-C01,supported,AD-018,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G051-C02,mild_scope_overclaim,AD-018,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G051-C03,strong_action_overclaim,AD-018,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G051-C04,contradiction_candidate,AD-018,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G052-C01,supported,AD-019,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G052-C02,mild_scope_overclaim,AD-019,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G052-C03,strong_action_overclaim,AD-019,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G052-C04,contradiction_candidate,AD-019,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G055-C01,supported,AD-020,True,False,False,True,True,retrieval_partial_hit,Oracle in top-5 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G055-C02,mild_scope_overclaim,AD-020,True,False,False,True,True,retrieval_partial_hit,Oracle in top-5 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G055-C03,strong_action_overclaim,AD-020,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G055-C04,contradiction_candidate,AD-020,True,False,False,True,True,retrieval_partial_hit,Oracle in top-5 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G057-C01,supported,AD-020,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G057-C02,mild_scope_overclaim,AD-020,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G057-C03,strong_action_overclaim,AD-020,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G057-C04,contradiction_candidate,AD-020,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G060-C01,supported,AD-021,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G060-C02,mild_scope_overclaim,AD-021,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G060-C03,strong_action_overclaim,AD-021,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G060-C04,contradiction_candidate,AD-021,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G062-C01,supported,AD-023,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G062-C02,mild_scope_overclaim,AD-023,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G062-C03,strong_action_overclaim,AD-023,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G062-C04,contradiction_candidate,AD-023,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G065-C01,supported,AD-024,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G065-C02,mild_scope_overclaim,AD-024,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G065-C03,strong_action_overclaim,AD-024,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G065-C04,contradiction_candidate,AD-024,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G067-C01,supported,CYB-001,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G067-C02,mild_scope_overclaim,CYB-001,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G067-C03,strong_action_overclaim,CYB-001,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G067-C04,contradiction_candidate,CYB-001,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G069-C01,supported,CYB-001,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G069-C02,mild_scope_overclaim,CYB-001,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G069-C03,strong_action_overclaim,CYB-001,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G069-C04,contradiction_candidate,CYB-001,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G077-C01,supported,CYB-004,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G077-C02,mild_scope_overclaim,CYB-004,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G077-C03,strong_action_overclaim,CYB-004,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G077-C04,contradiction_candidate,CYB-004,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G079-C01,supported,CYB-005,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G079-C02,mild_scope_overclaim,CYB-005,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G079-C03,strong_action_overclaim,CYB-005,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G079-C04,contradiction_candidate,CYB-005,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G082-C01,supported,CYB-006,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G082-C02,mild_scope_overclaim,CYB-006,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G082-C03,strong_action_overclaim,CYB-006,True,False,True,True,True,retrieval_partial_hit,Oracle in top-3 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G082-C04,contradiction_candidate,CYB-006,True,False,False,True,True,retrieval_partial_hit,Oracle in top-5 but not top-1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G083-C01,supported,CYB-006,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G083-C02,mild_scope_overclaim,CYB-006,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G083-C03,strong_action_overclaim,CYB-006,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G083-C04,contradiction_candidate,CYB-006,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G085-C01,supported,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G085-C02,mild_scope_overclaim,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G085-C03,strong_action_overclaim,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G085-C04,contradiction_candidate,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G086-C01,supported,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G086-C02,mild_scope_overclaim,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G086-C03,strong_action_overclaim,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G086-C04,contradiction_candidate,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G087-C01,supported,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G087-C02,mild_scope_overclaim,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
SBV2-ALL92-G087-C03,strong_action_overclaim,CYB-007,True,True,True,True,True,retrieval_success,Oracle chunk retrieved at rank 1,r4_blocked,R4 replay blocked — cannot classify relation_screening_failure / strong_action_fn / strong_action_fp / contradiction_confusion / supported_mild_confusion,BLOCKED,BLOCKED,BLOCKED,BLOCKED
