candidate_id,target_candidate_group_id,selector,selected_evidence,selected_source_unit_id,selected_chunk_id,selected_rank,selected_page_number,selector_score,n_words,source_type,selection_reason,selected_evidence_sha256
SBV2-ALL92-G233-C01,SBV2-ALL92-G233,raw_top1_chunk,"maintain monetary stability, and vice versa (Galí, 2015). To reflect the gradual adjustment observed in real-world monetary policy, we incorporate a smoothing term consistent with empirical evidence on persistent rate changes (Coibion & Gorodnichenko, 2012). At each time step, deposits and loans accrue interest: the deposit rate equals the policy interest rate, while the loan rate equals the policy rate plus a fixed markup. Further details about the financial system are in Appendix C.5. 5 Experi",,POL-007_p6_c1,1,6,67.5574,76,raw_chunk,raw chunk text from rank=1 retrieval,775c3b894a9fb44838aba31728960257d0a26905504b1778e4ac1a5a5dc25eb0
SBV2-ALL92-G233-C02,SBV2-ALL92-G233,raw_top1_chunk,"maintain monetary stability, and vice versa (Galí, 2015). To reflect the gradual adjustment observed in real-world monetary policy, we incorporate a smoothing term consistent with empirical evidence on persistent rate changes (Coibion & Gorodnichenko, 2012). At each time step, deposits and loans accrue interest: the deposit rate equals the policy interest rate, while the loan rate equals the policy rate plus a fixed markup. Further details about the financial system are in Appendix C.5. 5 Experi",,POL-007_p6_c1,1,6,67.5574,76,raw_chunk,raw chunk text from rank=1 retrieval,775c3b894a9fb44838aba31728960257d0a26905504b1778e4ac1a5a5dc25eb0
SBV2-ALL92-G233-C03,SBV2-ALL92-G233,raw_top1_chunk,"maintain monetary stability, and vice versa (Galí, 2015). To reflect the gradual adjustment observed in real-world monetary policy, we incorporate a smoothing term consistent with empirical evidence on persistent rate changes (Coibion & Gorodnichenko, 2012). At each time step, deposits and loans accrue interest: the deposit rate equals the policy interest rate, while the loan rate equals the policy rate plus a fixed markup. Further details about the financial system are in Appendix C.5. 5 Experi",,POL-007_p6_c1,1,6,72.1648,76,raw_chunk,raw chunk text from rank=1 retrieval,775c3b894a9fb44838aba31728960257d0a26905504b1778e4ac1a5a5dc25eb0
SBV2-ALL92-G233-C04,SBV2-ALL92-G233,raw_top1_chunk,"maintain monetary stability, and vice versa (Galí, 2015). To reflect the gradual adjustment observed in real-world monetary policy, we incorporate a smoothing term consistent with empirical evidence on persistent rate changes (Coibion & Gorodnichenko, 2012). At each time step, deposits and loans accrue interest: the deposit rate equals the policy interest rate, while the loan rate equals the policy rate plus a fixed markup. Further details about the financial system are in Appendix C.5. 5 Experi",,POL-007_p6_c1,1,6,67.4447,76,raw_chunk,raw chunk text from rank=1 retrieval,775c3b894a9fb44838aba31728960257d0a26905504b1778e4ac1a5a5dc25eb0
SBV2-ALL92-G234-C01,SBV2-ALL92-G234,raw_top1_chunk,"SimCity’s ability to perform macroeconomic simulations and to display urban development dynamics. A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison. Prior studies often highlight a relatively small set of selected macroeconomic phenomena, making it difficult to gauge and compare the capacities of different simulation frameworks. To address this gap, we compile a checklist of canonical macroeconomic “stylized facts” from the b",,POL-007_p6_c2,1,6,35.907,75,raw_chunk,raw chunk text from rank=1 retrieval,3432ffc152f766d0a0df74e2d3da035ea5b6d24120571ec560a11c5c28d4d26b
SBV2-ALL92-G234-C02,SBV2-ALL92-G234,raw_top1_chunk,"SimCity’s ability to perform macroeconomic simulations and to display urban development dynamics. A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison. Prior studies often highlight a relatively small set of selected macroeconomic phenomena, making it difficult to gauge and compare the capacities of different simulation frameworks. To address this gap, we compile a checklist of canonical macroeconomic “stylized facts” from the b",,POL-007_p6_c2,1,6,32.6629,75,raw_chunk,raw chunk text from rank=1 retrieval,3432ffc152f766d0a0df74e2d3da035ea5b6d24120571ec560a11c5c28d4d26b
SBV2-ALL92-G234-C03,SBV2-ALL92-G234,raw_top1_chunk,"SimCity’s ability to perform macroeconomic simulations and to display urban development dynamics. A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison. Prior studies often highlight a relatively small set of selected macroeconomic phenomena, making it difficult to gauge and compare the capacities of different simulation frameworks. To address this gap, we compile a checklist of canonical macroeconomic “stylized facts” from the b",,POL-007_p6_c2,1,6,32.6629,75,raw_chunk,raw chunk text from rank=1 retrieval,3432ffc152f766d0a0df74e2d3da035ea5b6d24120571ec560a11c5c28d4d26b
SBV2-ALL92-G234-C04,SBV2-ALL92-G234,raw_top1_chunk,"arbiter (a third Claude agent with an explicit judicial system prompt) issues a binding RESOLUTION. Finally, the remote pip-packaged scenario validates cross-host deployment: two users on different machines, each running a local Claude agent, join a shared coordinator over WebSocket (LAN or ngrok) and see real-time notifications when the other agent commits. Together with the cross-language interop test, these seven scenarios cover all 21 message types at least once under live LLM decision-makin",,MARL-007_p14_c1,1,14,23.2127,73,raw_chunk,raw chunk text from rank=1 retrieval,30f51914ebb1871c83b4b45edaf83e49eb77efb8159c3a32bbbca310014fe64d
SBV2-ALL92-G248-C01,SBV2-ALL92-G248,raw_top1_chunk,"TaxAgent: How Large Language Model Designs Fiscal Policy 1st Jizhou Wang Illinois Institute of Technology Chicago, United States jwang307@hawk.iit.edu 1st Xiaodan Fang University of Texas at Austin Austin, United States denisfang@utexas.edu 2nd Lei Huang Jiangxi Normal University Nanchang, China 1149505181@qq.com 3rd Yongfeng Huang* Chinese University of Hong Kong Hong Kong, China 1155187959@link.cuhk.edu.hk Abstract—Economic inequality is a global challenge, intensi- fying disparities in educat",,POL-012_p1_c0,1,1,66.3781,63,raw_chunk,raw chunk text from rank=1 retrieval,a5ae1616f20efe5d7c9e7b1341c4061657a94ad8811259f46d6bbbf9a9720059
SBV2-ALL92-G248-C02,SBV2-ALL92-G248,raw_top1_chunk,"TaxAgent: How Large Language Model Designs Fiscal Policy 1st Jizhou Wang Illinois Institute of Technology Chicago, United States jwang307@hawk.iit.edu 1st Xiaodan Fang University of Texas at Austin Austin, United States denisfang@utexas.edu 2nd Lei Huang Jiangxi Normal University Nanchang, China 1149505181@qq.com 3rd Yongfeng Huang* Chinese University of Hong Kong Hong Kong, China 1155187959@link.cuhk.edu.hk Abstract—Economic inequality is a global challenge, intensi- fying disparities in educat",,POL-012_p1_c0,1,1,66.3781,63,raw_chunk,raw chunk text from rank=1 retrieval,a5ae1616f20efe5d7c9e7b1341c4061657a94ad8811259f46d6bbbf9a9720059
SBV2-ALL92-G248-C03,SBV2-ALL92-G248,raw_top1_chunk,"stable equality (0.6–0.65) and gradual productivity growth, as illustrated in Figure 3. However, the lack of dynamic adjustments constrained further optimization. Fig. 3: The equality(above) and productivity(below) perfor- mance of the TaxAgent. The TaxAgent demonstrates its pri- oritization on equality and its flexibility in making equality- productivity trade-offs. Fig. 4: Sample tax rates for seven income brackets of the TaxAgent(top), the Saez taxation(middle), US federal income tax(bottom) ",,POL-012_p5_c2,1,5,39.8724,67,raw_chunk,raw chunk text from rank=1 retrieval,3bd0d58c8a32fa82a884df44cb3ea3300f71229685e3818cf8a114c9c957c577
SBV2-ALL92-G248-C04,SBV2-ALL92-G248,raw_top1_chunk,"TaxAgent: How Large Language Model Designs Fiscal Policy 1st Jizhou Wang Illinois Institute of Technology Chicago, United States jwang307@hawk.iit.edu 1st Xiaodan Fang University of Texas at Austin Austin, United States denisfang@utexas.edu 2nd Lei Huang Jiangxi Normal University Nanchang, China 1149505181@qq.com 3rd Yongfeng Huang* Chinese University of Hong Kong Hong Kong, China 1155187959@link.cuhk.edu.hk Abstract—Economic inequality is a global challenge, intensi- fying disparities in educat",,POL-012_p1_c0,1,1,66.3781,63,raw_chunk,raw chunk text from rank=1 retrieval,a5ae1616f20efe5d7c9e7b1341c4061657a94ad8811259f46d6bbbf9a9720059
SBV2-ALL92-G251-C01,SBV2-ALL92-G251,raw_top1_chunk,"Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution. 8",,POL-013_p8_c2,1,8,45.9031,39,raw_chunk,raw chunk text from rank=1 retrieval,d1cc82ceb8d6edc4f44d2a74da696a3f1731f85a93302ba4de794d6fe0467ef0
SBV2-ALL92-G251-C02,SBV2-ALL92-G251,raw_top1_chunk,a Saez schedule obtained from local perturbations. Seven-bracket bounded case. For the statutory brackets we cannot estimate a single elasticity; instead we perturb the tax policy along a grid and keep the welfare-maximizing grid point. Results are shown in Figure 5a. The grid search improves social welfare (SWF) by 10% over the LLM Economist but both schedules dwarf the U.S. baseline: +93% for the LLM policy and +114% for the perturbed Saez. The planner flattens the first four brackets and soft,,POL-013_p8_c1,1,8,53.7421,81,raw_chunk,raw chunk text from rank=1 retrieval,c64fe19844ecacee57e3dfbadd87570b8391404d2ba140e872321ec50a3f7a29
SBV2-ALL92-G251-C03,SBV2-ALL92-G251,raw_top1_chunk,a Saez schedule obtained from local perturbations. Seven-bracket bounded case. For the statutory brackets we cannot estimate a single elasticity; instead we perturb the tax policy along a grid and keep the welfare-maximizing grid point. Results are shown in Figure 5a. The grid search improves social welfare (SWF) by 10% over the LLM Economist but both schedules dwarf the U.S. baseline: +93% for the LLM policy and +114% for the perturbed Saez. The planner flattens the first four brackets and soft,,POL-013_p8_c1,1,8,47.0427,81,raw_chunk,raw chunk text from rank=1 retrieval,c64fe19844ecacee57e3dfbadd87570b8391404d2ba140e872321ec50a3f7a29
SBV2-ALL92-G251-C04,SBV2-ALL92-G251,raw_top1_chunk,"Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution. 8",,POL-013_p8_c2,1,8,45.9031,39,raw_chunk,raw chunk text from rank=1 retrieval,d1cc82ceb8d6edc4f44d2a74da696a3f1731f85a93302ba4de794d6fe0467ef0
SBV2-ALL92-G252-C01,SBV2-ALL92-G252,raw_top1_chunk,"our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work. Broader impacts. The LLM Economist offers a safe testbed for tax-policy ideas but could also be misused to craft policies that prefer select groups or to generate persuasive yet problematic economic narratives. Since the framework inherits priors from ACS data and the base LLM, uncritical use may amplify existing issues. We r",,POL-013_p12_c3,1,12,40.4292,79,raw_chunk,raw chunk text from rank=1 retrieval,87fb3afe39c29c38b55063fc8a19b821892ba7493cbb1c4e70d969d5000f9d0e
SBV2-ALL92-G252-C02,SBV2-ALL92-G252,raw_top1_chunk,"our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work. Broader impacts. The LLM Economist offers a safe testbed for tax-policy ideas but could also be misused to craft policies that prefer select groups or to generate persuasive yet problematic economic narratives. Since the framework inherits priors from ACS data and the base LLM, uncritical use may amplify existing issues. We r",,POL-013_p12_c3,1,12,40.4292,79,raw_chunk,raw chunk text from rank=1 retrieval,87fb3afe39c29c38b55063fc8a19b821892ba7493cbb1c4e70d969d5000f9d0e
SBV2-ALL92-G252-C03,SBV2-ALL92-G252,raw_top1_chunk,"our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work. Broader impacts. The LLM Economist offers a safe testbed for tax-policy ideas but could also be misused to craft policies that prefer select groups or to generate persuasive yet problematic economic narratives. Since the framework inherits priors from ACS data and the base LLM, uncritical use may amplify existing issues. We r",,POL-013_p12_c3,1,12,48.0749,79,raw_chunk,raw chunk text from rank=1 retrieval,87fb3afe39c29c38b55063fc8a19b821892ba7493cbb1c4e70d969d5000f9d0e
SBV2-ALL92-G252-C04,SBV2-ALL92-G252,raw_top1_chunk,"our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work. Broader impacts. The LLM Economist offers a safe testbed for tax-policy ideas but could also be misused to craft policies that prefer select groups or to generate persuasive yet problematic economic narratives. Since the framework inherits priors from ACS data and the base LLM, uncritical use may amplify existing issues. We r",,POL-013_p12_c3,1,12,38.2047,79,raw_chunk,raw chunk text from rank=1 retrieval,87fb3afe39c29c38b55063fc8a19b821892ba7493cbb1c4e70d969d5000f9d0e
SBV2-ALL92-G253-C01,SBV2-ALL92-G253,raw_top1_chunk,"Figure 4 The workflow of the allocation of the routine location. 2.3. Occasional location matching To reflect the dynamics of a city as much as possible, occasional locations are modeled by referring to the schedule of agents generated by LLM. Each activity in the schedule generated by LLM referring to the agent's profile is matched to a corresponding Point of Interest (POI) category through semantic similarity-based mapping. By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot",,POL-014_p4_c0,1,4,52.0115,77,raw_chunk,raw chunk text from rank=1 retrieval,a26deff6262d33f891fa87e192e2cd768279e554769be06d792a9fca616c9dbe
SBV2-ALL92-G253-C02,SBV2-ALL92-G253,raw_top1_chunk,"Figure 4 The workflow of the allocation of the routine location. 2.3. Occasional location matching To reflect the dynamics of a city as much as possible, occasional locations are modeled by referring to the schedule of agents generated by LLM. Each activity in the schedule generated by LLM referring to the agent's profile is matched to a corresponding Point of Interest (POI) category through semantic similarity-based mapping. By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot",,POL-014_p4_c0,1,4,52.0115,77,raw_chunk,raw chunk text from rank=1 retrieval,a26deff6262d33f891fa87e192e2cd768279e554769be06d792a9fca616c9dbe
SBV2-ALL92-G253-C03,SBV2-ALL92-G253,raw_top1_chunk,"Figure 4 The workflow of the allocation of the routine location. 2.3. Occasional location matching To reflect the dynamics of a city as much as possible, occasional locations are modeled by referring to the schedule of agents generated by LLM. Each activity in the schedule generated by LLM referring to the agent's profile is matched to a corresponding Point of Interest (POI) category through semantic similarity-based mapping. By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot",,POL-014_p4_c0,1,4,52.0115,77,raw_chunk,raw chunk text from rank=1 retrieval,a26deff6262d33f891fa87e192e2cd768279e554769be06d792a9fca616c9dbe
SBV2-ALL92-G253-C04,SBV2-ALL92-G253,raw_top1_chunk,"Figure 4 The workflow of the allocation of the routine location. 2.3. Occasional location matching To reflect the dynamics of a city as much as possible, occasional locations are modeled by referring to the schedule of agents generated by LLM. Each activity in the schedule generated by LLM referring to the agent's profile is matched to a corresponding Point of Interest (POI) category through semantic similarity-based mapping. By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimot",,POL-014_p4_c0,1,4,39.231,77,raw_chunk,raw chunk text from rank=1 retrieval,a26deff6262d33f891fa87e192e2cd768279e554769be06d792a9fca616c9dbe
SBV2-ALL92-G254-C01,SBV2-ALL92-G254,raw_top1_chunk,"Incorporating LLMs for Large-Scale Urban Complex Mobility Simulation Yu-Lun Song1, Chung-En Tsern3, Che-Cheng Wu2, Yu-Ming Chang2, Syuan-Bo Huang2, Wei-Chu Chen2, Michael Chia-Liang Lin1, Yu-Ta Lin2 1Media Lab @ Massachusetts Institute of Technology 2City Science Lab @ National Taipei University of Technology 3University College London Summary This study presents an innovative approach to urban mobility simulation by integrating a Large Language Model (LLM) with Agent-Based Modeling (ABM). Unlik",,POL-014_p1_c0,1,1,33.5239,67,raw_chunk,raw chunk text from rank=1 retrieval,75996116a137be979d33fef43e5d5f3dc4a4cefdde63dafbb8ead4c892811ec4
SBV2-ALL92-G254-C02,SBV2-ALL92-G254,raw_top1_chunk,"Incorporating LLMs for Large-Scale Urban Complex Mobility Simulation Yu-Lun Song1, Chung-En Tsern3, Che-Cheng Wu2, Yu-Ming Chang2, Syuan-Bo Huang2, Wei-Chu Chen2, Michael Chia-Liang Lin1, Yu-Ta Lin2 1Media Lab @ Massachusetts Institute of Technology 2City Science Lab @ National Taipei University of Technology 3University College London Summary This study presents an innovative approach to urban mobility simulation by integrating a Large Language Model (LLM) with Agent-Based Modeling (ABM). Unlik",,POL-014_p1_c0,1,1,30.6305,67,raw_chunk,raw chunk text from rank=1 retrieval,75996116a137be979d33fef43e5d5f3dc4a4cefdde63dafbb8ead4c892811ec4
SBV2-ALL92-G254-C03,SBV2-ALL92-G254,raw_top1_chunk,"Incorporating LLMs for Large-Scale Urban Complex Mobility Simulation Yu-Lun Song1, Chung-En Tsern3, Che-Cheng Wu2, Yu-Ming Chang2, Syuan-Bo Huang2, Wei-Chu Chen2, Michael Chia-Liang Lin1, Yu-Ta Lin2 1Media Lab @ Massachusetts Institute of Technology 2City Science Lab @ National Taipei University of Technology 3University College London Summary This study presents an innovative approach to urban mobility simulation by integrating a Large Language Model (LLM) with Agent-Based Modeling (ABM). Unlik",,POL-014_p1_c0,1,1,30.9729,67,raw_chunk,raw chunk text from rank=1 retrieval,75996116a137be979d33fef43e5d5f3dc4a4cefdde63dafbb8ead4c892811ec4
SBV2-ALL92-G254-C04,SBV2-ALL92-G254,raw_top1_chunk,"Incorporating LLMs for Large-Scale Urban Complex Mobility Simulation Yu-Lun Song1, Chung-En Tsern3, Che-Cheng Wu2, Yu-Ming Chang2, Syuan-Bo Huang2, Wei-Chu Chen2, Michael Chia-Liang Lin1, Yu-Ta Lin2 1Media Lab @ Massachusetts Institute of Technology 2City Science Lab @ National Taipei University of Technology 3University College London Summary This study presents an innovative approach to urban mobility simulation by integrating a Large Language Model (LLM) with Agent-Based Modeling (ABM). Unlik",,POL-014_p1_c0,1,1,33.5239,67,raw_chunk,raw chunk text from rank=1 retrieval,75996116a137be979d33fef43e5d5f3dc4a4cefdde63dafbb8ead4c892811ec4
SBV2-ALL92-G255-C01,SBV2-ALL92-G255,raw_top1_chunk,"Incorporating LLMs for Large-Scale Urban Complex Mobility Simulation Yu-Lun Song1, Chung-En Tsern3, Che-Cheng Wu2, Yu-Ming Chang2, Syuan-Bo Huang2, Wei-Chu Chen2, Michael Chia-Liang Lin1, Yu-Ta Lin2 1Media Lab @ Massachusetts Institute of Technology 2City Science Lab @ National Taipei University of Technology 3University College London Summary This study presents an innovative approach to urban mobility simulation by integrating a Large Language Model (LLM) with Agent-Based Modeling (ABM). Unlik",,POL-014_p1_c0,1,1,41.1952,67,raw_chunk,raw chunk text from rank=1 retrieval,75996116a137be979d33fef43e5d5f3dc4a4cefdde63dafbb8ead4c892811ec4
SBV2-ALL92-G255-C02,SBV2-ALL92-G255,raw_top1_chunk,"Incorporating LLMs for Large-Scale Urban Complex Mobility Simulation Yu-Lun Song1, Chung-En Tsern3, Che-Cheng Wu2, Yu-Ming Chang2, Syuan-Bo Huang2, Wei-Chu Chen2, Michael Chia-Liang Lin1, Yu-Ta Lin2 1Media Lab @ Massachusetts Institute of Technology 2City Science Lab @ National Taipei University of Technology 3University College London Summary This study presents an innovative approach to urban mobility simulation by integrating a Large Language Model (LLM) with Agent-Based Modeling (ABM). Unlik",,POL-014_p1_c0,1,1,41.1952,67,raw_chunk,raw chunk text from rank=1 retrieval,75996116a137be979d33fef43e5d5f3dc4a4cefdde63dafbb8ead4c892811ec4
SBV2-ALL92-G255-C03,SBV2-ALL92-G255,raw_top1_chunk,"Incorporating LLMs for Large-Scale Urban Complex Mobility Simulation Yu-Lun Song1, Chung-En Tsern3, Che-Cheng Wu2, Yu-Ming Chang2, Syuan-Bo Huang2, Wei-Chu Chen2, Michael Chia-Liang Lin1, Yu-Ta Lin2 1Media Lab @ Massachusetts Institute of Technology 2City Science Lab @ National Taipei University of Technology 3University College London Summary This study presents an innovative approach to urban mobility simulation by integrating a Large Language Model (LLM) with Agent-Based Modeling (ABM). Unlik",,POL-014_p1_c0,1,1,31.848,67,raw_chunk,raw chunk text from rank=1 retrieval,75996116a137be979d33fef43e5d5f3dc4a4cefdde63dafbb8ead4c892811ec4
SBV2-ALL92-G255-C04,SBV2-ALL92-G255,raw_top1_chunk,"Incorporating LLMs for Large-Scale Urban Complex Mobility Simulation Yu-Lun Song1, Chung-En Tsern3, Che-Cheng Wu2, Yu-Ming Chang2, Syuan-Bo Huang2, Wei-Chu Chen2, Michael Chia-Liang Lin1, Yu-Ta Lin2 1Media Lab @ Massachusetts Institute of Technology 2City Science Lab @ National Taipei University of Technology 3University College London Summary This study presents an innovative approach to urban mobility simulation by integrating a Large Language Model (LLM) with Agent-Based Modeling (ABM). Unlik",,POL-014_p1_c0,1,1,39.1977,67,raw_chunk,raw chunk text from rank=1 retrieval,75996116a137be979d33fef43e5d5f3dc4a4cefdde63dafbb8ead4c892811ec4
SBV2-ALL92-G256-C01,SBV2-ALL92-G256,raw_top1_chunk,"The key idea is to shift expensive inference out of the simulation loop: a one-time offline cost is paid to estimate these distributions, and the resulting com- piled tables are executed via amortized constant-time lookup and sampling given bounded candidate sets per query, with respect to the number of agents and decision steps. In a micro-benchmark on the compiled ActivityPreference table, Python lookup achieves 1.85M queries/s (0.54 µs per query) over 200,000 randomized context keys. While ab",,POL-015_p9_c0,1,9,33.2293,77,raw_chunk,raw chunk text from rank=1 retrieval,9ca0ea95d1e864a01baecddb3fef46d7e297dd72aa492ca8170b0159d196bb3f
SBV2-ALL92-G256-C02,SBV2-ALL92-G256,raw_top1_chunk,"The key idea is to shift expensive inference out of the simulation loop: a one-time offline cost is paid to estimate these distributions, and the resulting com- piled tables are executed via amortized constant-time lookup and sampling given bounded candidate sets per query, with respect to the number of agents and decision steps. In a micro-benchmark on the compiled ActivityPreference table, Python lookup achieves 1.85M queries/s (0.54 µs per query) over 200,000 randomized context keys. While ab",,POL-015_p9_c0,1,9,37.44,77,raw_chunk,raw chunk text from rank=1 retrieval,9ca0ea95d1e864a01baecddb3fef46d7e297dd72aa492ca8170b0159d196bb3f
SBV2-ALL92-G256-C03,SBV2-ALL92-G256,raw_top1_chunk,"The key idea is to shift expensive inference out of the simulation loop: a one-time offline cost is paid to estimate these distributions, and the resulting com- piled tables are executed via amortized constant-time lookup and sampling given bounded candidate sets per query, with respect to the number of agents and decision steps. In a micro-benchmark on the compiled ActivityPreference table, Python lookup achieves 1.85M queries/s (0.54 µs per query) over 200,000 randomized context keys. While ab",,POL-015_p9_c0,1,9,26.0462,77,raw_chunk,raw chunk text from rank=1 retrieval,9ca0ea95d1e864a01baecddb3fef46d7e297dd72aa492ca8170b0159d196bb3f
SBV2-ALL92-G256-C04,SBV2-ALL92-G256,raw_top1_chunk,"The key idea is to shift expensive inference out of the simulation loop: a one-time offline cost is paid to estimate these distributions, and the resulting com- piled tables are executed via amortized constant-time lookup and sampling given bounded candidate sets per query, with respect to the number of agents and decision steps. In a micro-benchmark on the compiled ActivityPreference table, Python lookup achieves 1.85M queries/s (0.54 µs per query) over 200,000 randomized context keys. While ab",,POL-015_p9_c0,1,9,31.2302,77,raw_chunk,raw chunk text from rank=1 retrieval,9ca0ea95d1e864a01baecddb3fef46d7e297dd72aa492ca8170b0159d196bb3f
SBV2-ALL92-G257-C01,SBV2-ALL92-G257,raw_top1_chunk,"settings. Social simulation platforms such as Genera- tive Agents [32] explore emergent interactions, yet the environments are simplified and the scale (e.g., 25 agents) is insufficient for studying city-scale phe- nomena and computational scalability. CityBench [8] evaluates LLM world-modeling capabilities for urban tasks but does not provide building-level population grounding. LLM Agents in Transportation and Mobil- ity. Beyond interactive simulacra, LLMs have been explored as simulated econo",,POL-015_p4_c1,1,4,46.8244,67,raw_chunk,raw chunk text from rank=1 retrieval,40c1a1d7a6f466baf583ce2c1a071f015f96b5b8dd7248128c682c03400a3578
SBV2-ALL92-G257-C02,SBV2-ALL92-G257,raw_top1_chunk,"settings. Social simulation platforms such as Genera- tive Agents [32] explore emergent interactions, yet the environments are simplified and the scale (e.g., 25 agents) is insufficient for studying city-scale phe- nomena and computational scalability. CityBench [8] evaluates LLM world-modeling capabilities for urban tasks but does not provide building-level population grounding. LLM Agents in Transportation and Mobil- ity. Beyond interactive simulacra, LLMs have been explored as simulated econo",,POL-015_p4_c1,1,4,44.8517,67,raw_chunk,raw chunk text from rank=1 retrieval,40c1a1d7a6f466baf583ce2c1a071f015f96b5b8dd7248128c682c03400a3578
SBV2-ALL92-G257-C03,SBV2-ALL92-G257,raw_top1_chunk,"settings. Social simulation platforms such as Genera- tive Agents [32] explore emergent interactions, yet the environments are simplified and the scale (e.g., 25 agents) is insufficient for studying city-scale phe- nomena and computational scalability. CityBench [8] evaluates LLM world-modeling capabilities for urban tasks but does not provide building-level population grounding. LLM Agents in Transportation and Mobil- ity. Beyond interactive simulacra, LLMs have been explored as simulated econo",,POL-015_p4_c1,1,4,41.8722,67,raw_chunk,raw chunk text from rank=1 retrieval,40c1a1d7a6f466baf583ce2c1a071f015f96b5b8dd7248128c682c03400a3578
SBV2-ALL92-G257-C04,SBV2-ALL92-G257,raw_top1_chunk,"settings. Social simulation platforms such as Genera- tive Agents [32] explore emergent interactions, yet the environments are simplified and the scale (e.g., 25 agents) is insufficient for studying city-scale phe- nomena and computational scalability. CityBench [8] evaluates LLM world-modeling capabilities for urban tasks but does not provide building-level population grounding. LLM Agents in Transportation and Mobil- ity. Beyond interactive simulacra, LLMs have been explored as simulated econo",,POL-015_p4_c1,1,4,33.4324,67,raw_chunk,raw chunk text from rank=1 retrieval,40c1a1d7a6f466baf583ce2c1a071f015f96b5b8dd7248128c682c03400a3578
SBV2-ALL92-G259-C01,SBV2-ALL92-G259,raw_top1_chunk,"a case study with rich observational data. On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories. Counterfactual experiments demonstrate monotonic and bounded responses to policy variations, establishing behavioral plausibility. The framework is domain agnostic: the same architecture applies to transportation policy, economic interventions, environmental regulation",,POL-016_p1_c1,1,1,53.4817,64,raw_chunk,raw chunk text from rank=1 retrieval,91ffe923f57b79fc028943965800a6ad17564fce6f7e3bd9dd373bbfa080fae7
SBV2-ALL92-G259-C02,SBV2-ALL92-G259,raw_top1_chunk,"a case study with rich observational data. On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories. Counterfactual experiments demonstrate monotonic and bounded responses to policy variations, establishing behavioral plausibility. The framework is domain agnostic: the same architecture applies to transportation policy, economic interventions, environmental regulation",,POL-016_p1_c1,1,1,49.2579,64,raw_chunk,raw chunk text from rank=1 retrieval,91ffe923f57b79fc028943965800a6ad17564fce6f7e3bd9dd373bbfa080fae7
SBV2-ALL92-G259-C03,SBV2-ALL92-G259,raw_top1_chunk,"a case study with rich observational data. On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories. Counterfactual experiments demonstrate monotonic and bounded responses to policy variations, establishing behavioral plausibility. The framework is domain agnostic: the same architecture applies to transportation policy, economic interventions, environmental regulation",,POL-016_p1_c1,1,1,53.5898,64,raw_chunk,raw chunk text from rank=1 retrieval,91ffe923f57b79fc028943965800a6ad17564fce6f7e3bd9dd373bbfa080fae7
SBV2-ALL92-G259-C04,SBV2-ALL92-G259,raw_top1_chunk,"a case study with rich observational data. On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories. Counterfactual experiments demonstrate monotonic and bounded responses to policy variations, establishing behavioral plausibility. The framework is domain agnostic: the same architecture applies to transportation policy, economic interventions, environmental regulation",,POL-016_p1_c1,1,1,49.5661,64,raw_chunk,raw chunk text from rank=1 retrieval,91ffe923f57b79fc028943965800a6ad17564fce6f7e3bd9dd373bbfa080fae7
