audit_item_id,source_hash,claim_text_hash,evidence_text_hash,model_pred,silver_label,queue_rank,queue_source
AUDIT-V1-0084,a314e576b2b6691dba124bed364f5927b14508c33f1df5d5d45831bac1a70c9e,67d895486adb91303b81677ffeed25bdd1f9f21bfa5fe1f9b78bb5777fc5ddfe,53381a2ae041900f71055edbbed954fbeebb75bafa66afaa18496da3d75aff95,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0085,e972b19fdbddf57bc722a88de000a27be7458797cb8cb51903b24895fad8de71,1f7361bf51c844525975039cc7cc8841799cf6762d2f44afbd17447864e9a695,9bc4ddaf8b4c7d37d7ce32a4f6949226b8895b55a3f49cde1da30907b72194e8,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0086,d2d20d65478b67eb175cf57462a5c55efebe51e11b1feccbaed378975c10a73d,efbc3f4c1f0c651409b2a24f878d40accd9891faca8eb7872ff4c98c339f56b1,f7465bc2a8a37c8880477c1a3313641440eed326e30a6a137b421f2a3db287e9,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0087,955ce5e4f594f7114393e31d649fc18b11ca84e86532d1b507cecd103a6339df,ffddcbcb91215338e801d9fd6cdbe6bfdfc40c6c876c3bd5fa271c44b1f6d8f6,291e0f9d3089c314fe134f667952f4f4fda940af07115ce0962e39001d662b9a,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0088,e98a19e91a835d39c15c223513cb75274ced786f25c580351a254bfe8ad60ef2,4673b1cfd3bd4e7778cee45016e52cac3317dc177276d92ad4352d07902a6c47,bfd5f4089cbd21962ddf5605826ec6ea0142aad4a021cefafb2e76686ee4d033,strong_action_overclaim,mild_scope_overclaim,87,mild_vs_strong_boundary
AUDIT-V1-0089,13413cfb5e3ff7b901d8eb46c73f07f3a5fd2c75f825a783a30ee841716748db,4535983d8bfbc5a7193a866541c0db2c6c495866b3230c28cddf23a67666b96a,a0cbabaccbb7e89eb79cadaf4274d7343127819bfaa9fbc919a8372113dea476,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0090,3d25963bb2ab76bd1a8bace8e24da2839a36269958b98d6df6f6d4f85c6b5425,f1ecbdca1f18bef4e6b97aeeace4283a6db76691ca4416ee0382f04bd81ad83b,009c369e16e62a82d234718c20125e0fc22866acb9dae40951db78db11f71f5b,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0091,6ff52c8129fba6f674b738f7e338fe7251913b7f53e7541b9f1dc40870441797,9a3d168c90c375bc0054d4c07e24f964ecd5dc11fccdad70f2a3f3171d4211a2,7f862b633fa8c562724909d6bf3cc68828af36b4fd600573c20243d78c61712b,strong_action_overclaim,mild_scope_overclaim,58,mild_vs_strong_boundary
AUDIT-V1-0092,fa3fc72c18f0abd90fd4055ea33ce5e20f07dd7628163afa7b50fa03e35619df,0f117d78b3916e70c22b6e33a108fabcba1b935d79ab533212293808c771c3d7,a18b7b7384170e5b61d9f81869145c3fbcd727653c4079873c7eba5a64d68d15,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0093,91e80fc2f69abcdb8dd593ab3e09afdacb96796927e8011eb47d10d0f3488252,5f468e8fd799021e617ddf2de5a01ab8c0053e0dec18d6649d17ff327a583938,68ab2c633e7cad42741e2d014380799257e2ad7969418907c0efe70e2697f746,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0094,5199be271e006c7288b1b83973387dc46c7db95237ed079b05b14bc0e004b3a6,be91888a2acb8317ce93defa08f643445cb7899127529f32bcdc0183cc874159,ae3ced88d74b1b526f193c1547f5869eab61219d3256eaf13c5853d57d18c4cf,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0095,de923838261b8c42666310d3f955ec2cd7aa270ef5f08bfc8a61d46f744a3cbc,0bb33cc2e31c85e8dd7bffd6e5a846b8209125d148c712b157a543d46bd23f39,1bfc02570ffe7c547ea6acc10a2d06c482e025ac0569d567f6cbb896d9b71c28,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0096,f9f1b8c388cbd345bcb80cdee92c7ba4ef188f6355f465871d87470c3fbc1dcd,adfb94d160cdff4ea669403bb30619c6ec0999888c35265e62096a02f7ce4cbb,6efee5891286599ea7c4589138b121e13c2de8d52a469d98584f169c44340d04,strong_action_overclaim,mild_scope_overclaim,0,mild_vs_strong_boundary
AUDIT-V1-0097,3d25963bb2ab76bd1a8bace8e24da2839a36269958b98d6df6f6d4f85c6b5425,e3f85547775a029477304038b1e2d77f057ded5d4b4bb1c5b72af08c8cfde750,009c369e16e62a82d234718c20125e0fc22866acb9dae40951db78db11f71f5b,strong_action_overclaim,supported,0,contradiction_confusion
AUDIT-V1-0098,10eeff945b02663a88c7875b4d8d368f0f7965a06ab4758f86f6980397821e38,4ec075f88f1138f74590b48add0b34507be4d17ab97053a6327b87eb8069a321,2719cd03144eac5beb2b9ae6a1487e9eeb2829d6790e51fc8e092955ad171286,strong_action_overclaim,strong_action_overclaim,0,contradiction_confusion
AUDIT-V1-0099,be2740cdc4a7db6765ceb65b5c84e3fac050e26f2242acab3e412a16ef1a71f3,1b3bda402360ac94eb94af1a9077bd1f12471f533261c9a74eb6abb36e28163c,c6d6298baecee5a3ac046fdb5e685dad7835f34d5e9513f960c50aa700ba6a01,contradiction_candidate,supported,0,contradiction_confusion
AUDIT-V1-0100,cf744e1cc8aff73f64dab7ecba5b68a80cff573b88e6f308e46eb0c5161d364b,d445c38ab20f90d4ff4c06752424f5152d98f441f7b2bc2a80686dde96fa41c3,843b17c7a558735dd7a474df6c921f2513e69f15e45cc8f4b30296f30f5050df,supported,mild_scope_overclaim,0,contradiction_confusion
AUDIT-V1-0101,b186e7eb7c42faa863dec6118fc69e51ce9e298ee85394e8c46a367024d43a8f,dd0fa55acab3977cb5544fb5e64a6781190998f2eb6ccbf336bf9062d52c4a36,2e468defa01a774da820450135224a9f0b56eb244b26ae8f532346ed88af992f,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion
AUDIT-V1-0102,e590e5d94bb2f8ed679a5b1df7296c9bde7532cd9df5a101667cf124eb8574e7,8bcfa08f11787c76f38c113cce81de5a6d979fa820e2e378f0abdd2e1ed95b5e,6b213c6592515a7c5c00834f1e58935d8b6dafd9c1e7eae38b33c744298011fe,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion
AUDIT-V1-0103,0d329f2c1b367859eab907697b72dfa60978df0e856f0269ce9c04a3a481241d,ffa1aa18f408fda494ddd6210b6fefbe2f0383920478b76db69867fe522117c7,3051a40b51265b4f68b6f159cb78248b42d15f40401beb7495e5f429ab213e82,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion
AUDIT-V1-0104,d652a054525b8378dc4946aea25f79864a03abc8c42e54e60b8bbd9186b55c94,b2a200714847d2402f30890e28035f492475056eef6f5e4fa47f28166b27e29b,62c4d34280e7d33fd22a8fb2b96d9ee25bd9548b02569b777dc9dafb746ebd5c,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion
AUDIT-V1-0105,098af8c70834eea1f79be18f9b7bdab0239a24e6604186d68e06df62ea61bbfb,3a0f408bf0b453f00295a96c78c7aa4acaa6e5a7c3060dbd9b3587e4e20542bc,fa1564642d763009ffc667bf34d0c413a46a9650c20ab426e929922ef78727b0,mild_scope_overclaim,strong_action_overclaim,0,contradiction_confusion
AUDIT-V1-0106,e590e5d94bb2f8ed679a5b1df7296c9bde7532cd9df5a101667cf124eb8574e7,e19602a2ab46f0674459ff499da335a9797a3e39239dd287317ac488f439f914,8068ed882eea1fd05799cfefdc913dd1dd53b6b85ee36fb1f3a1af1ab142eccf,contradiction_candidate,strong_action_overclaim,0,contradiction_confusion
AUDIT-V1-0107,e972b19fdbddf57bc722a88de000a27be7458797cb8cb51903b24895fad8de71,0965adbbe9793ed8bee3a613bd9c67d944f4ed9b17130165aa41ad12eca25b0a,3292ee7ee5985e9b89ef6df942854ac4f0ffb9ab403b4fcb6514d995fe90d757,mild_scope_overclaim,mild_scope_overclaim,0,contradiction_confusion
AUDIT-V1-0108,2d51e2b971eb49d1ecc0a8fb7b7750f12ef750e64c522db3ab8e0ee031e11ec5,2e9df211670085988d02e72fc3e6babd46e2ea82ea9e4d162062238abc03759f,bf98cd978b8e4e84d907c5117106b23459fdcd076b6f7625af2ce9fbd394d4cf,contradiction_candidate,strong_action_overclaim,0,contradiction_confusion
AUDIT-V1-0109,13413cfb5e3ff7b901d8eb46c73f07f3a5fd2c75f825a783a30ee841716748db,45a1078ee20244674092942cabe25f4465c9c7d2ab34d4ae2c5078cd1e42d5f5,fd6edf57bcdfe87cac6a2da3ed03fbf3d5c186660f09a2272c7f1cb7e7d898a1,contradiction_candidate,supported,0,contradiction_confusion
AUDIT-V1-0110,cf744e1cc8aff73f64dab7ecba5b68a80cff573b88e6f308e46eb0c5161d364b,2a42bd5d4ed8e7b8eb51e076ba31517bb17b15a264788bd758f4cd43a1bbbf56,b64e01bee5a220d5302ee0587bc8f4e8131300e3004be391a56756e217e4df89,contradiction_candidate,mild_scope_overclaim,0,contradiction_confusion
AUDIT-V1-0111,4ea04ff8a8ba1426e3a77e7cb28b00a960ae93a1f53f88d44620ac04f1da29b3,81e028a5a1cb0356a804662dc64456fd30edee233e73276f5da6ffdc0b3eba46,421a0ba2a3cb6cd23c611d6e26614c3a1620b86117ec3cb9e8d8a9583d23e379,strong_action_overclaim,strong_action_overclaim,0,contradiction_confusion
