dataset,sample_id,candidate_id,silver_label,r4_pred,llm_pred,r4_flagged_strong,llm_flagged_strong,true_strong,r4_correct,llm_correct,r4_captured_llm_missed,r4_fp
matched_200,LLM_038,SBV2-ALL92-G224-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_039,SBV2-ALL92-G214-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_040,SBV2-ALL92-G233-C01,supported,supported,supported,False,False,False,True,True,False,False
matched_200,LLM_041,SBV2-ALL92-G261-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_042,SBV2-ALL92-G255-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_043,SBV2-ALL92-G266-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_044,SBV2-ALL92-G253-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_045,SBV2-ALL92-G272-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_046,SBV2-ALL92-G232-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_047,SBV2-ALL92-G161-C01,supported,mild_scope_overclaim,supported,False,False,False,False,True,False,False
matched_200,LLM_048,SBV2-ALL92-G164-C01,supported,supported,supported,False,False,False,True,True,False,False
matched_200,LLM_049,SBV2-ALL92-G163-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_050,SBV2-ALL92-G167-C01,supported,strong_action_overclaim,supported,True,False,False,False,True,False,True
matched_200,LLM_076,SBV2-ALL92-G124-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_077,SBV2-ALL92-G107-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_078,SBV2-ALL92-G116-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_079,SBV2-ALL92-G108-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_080,SBV2-ALL92-G128-C02,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_200,LLM_081,SBV2-ALL92-G135-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_082,SBV2-ALL92-G198-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_083,SBV2-ALL92-G205-C02,mild_scope_overclaim,mild_scope_overclaim,supported,False,False,False,True,False,False,False
matched_200,LLM_084,SBV2-ALL92-G175-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_085,SBV2-ALL92-G190-C02,mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,False,False,True,False,False
matched_200,LLM_086,SBV2-ALL92-G178-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_200,LLM_087,SBV2-ALL92-G180-C02,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,False,False,False,False,False,False,False
matched_200,LLM_088,SBV2-ALL92-G257-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_089,SBV2-ALL92-G256-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_090,SBV2-ALL92-G266-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_091,SBV2-ALL92-G259-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_200,LLM_092,SBV2-ALL92-G252-C02,mild_scope_overclaim,supported,mild_scope_overclaim,False,False,False,False,True,False,False
matched_200,LLM_093,SBV2-ALL92-G254-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_094,SBV2-ALL92-G226-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_200,LLM_095,SBV2-ALL92-G215-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_096,SBV2-ALL92-G261-C02,mild_scope_overclaim,supported,supported,False,False,False,False,False,False,False
matched_200,LLM_097,SBV2-ALL92-G166-C02,mild_scope_overclaim,supported,supported,False,False,False,False,False,False,False
matched_200,LLM_098,SBV2-ALL92-G167-C02,mild_scope_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,False,False,True,False,True
matched_200,LLM_099,SBV2-ALL92-G172-C02,mild_scope_overclaim,strong_action_overclaim,supported,True,False,False,False,False,False,True
matched_200,LLM_100,SBV2-ALL92-G163-C02,mild_scope_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,False,True,True,False,False
matched_200,LLM_126,SBV2-ALL92-G145-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_127,SBV2-ALL92-G122-C03,strong_action_overclaim,mild_scope_overclaim,contradiction_candidate,False,False,True,False,False,False,False
matched_200,LLM_128,SBV2-ALL92-G111-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_129,SBV2-ALL92-G131-C03,strong_action_overclaim,contradiction_candidate,contradiction_candidate,False,False,True,False,False,False,False
matched_200,LLM_130,SBV2-ALL92-G116-C03,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_131,SBV2-ALL92-G140-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,True,True,False,True,False
matched_200,LLM_132,SBV2-ALL92-G186-C03,strong_action_overclaim,contradiction_candidate,contradiction_candidate,False,False,True,False,False,False,False
matched_200,LLM_133,SBV2-ALL92-G178-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_134,SBV2-ALL92-G190-C03,strong_action_overclaim,contradiction_candidate,supported,False,False,True,False,False,False,False
matched_200,LLM_135,SBV2-ALL92-G205-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_136,SBV2-ALL92-G193-C03,strong_action_overclaim,mild_scope_overclaim,supported,False,False,True,False,False,False,False
matched_200,LLM_137,SBV2-ALL92-G175-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,True,True,False,True,False
matched_200,LLM_138,SBV2-ALL92-G266-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_139,SBV2-ALL92-G252-C03,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_140,SBV2-ALL92-G234-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_141,SBV2-ALL92-G255-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_142,SBV2-ALL92-G272-C03,strong_action_overclaim,mild_scope_overclaim,mild_scope_overclaim,False,False,True,False,False,False,False
matched_200,LLM_143,SBV2-ALL92-G214-C03,strong_action_overclaim,contradiction_candidate,contradiction_candidate,False,False,True,False,False,False,False
matched_200,LLM_144,SBV2-ALL92-G232-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_145,SBV2-ALL92-G261-C03,strong_action_overclaim,supported,supported,False,False,True,False,False,False,False
matched_200,LLM_146,SBV2-ALL92-G271-C03,strong_action_overclaim,mild_scope_overclaim,contradiction_candidate,False,False,True,False,False,False,False
matched_200,LLM_147,SBV2-ALL92-G167-C03,strong_action_overclaim,strong_action_overclaim,strong_action_overclaim,True,True,True,True,True,False,False
matched_200,LLM_148,SBV2-ALL92-G161-C03,strong_action_overclaim,strong_action_overclaim,mild_scope_overclaim,True,False,True,True,False,True,False
matched_200,LLM_149,SBV2-ALL92-G172-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_150,SBV2-ALL92-G168-C03,strong_action_overclaim,strong_action_overclaim,supported,True,False,True,True,False,True,False
matched_200,LLM_176,SBV2-ALL92-G144-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_177,SBV2-ALL92-G146-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_178,SBV2-ALL92-G135-C04,contradiction_candidate,strong_action_overclaim,contradiction_candidate,True,False,False,False,True,False,True
matched_200,LLM_179,SBV2-ALL92-G131-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_180,SBV2-ALL92-G106-C04,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,False,False,False,True,False,False,False
matched_200,LLM_181,SBV2-ALL92-G124-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_182,SBV2-ALL92-G187-C04,contradiction_candidate,mild_scope_overclaim,supported,False,False,False,False,False,False,False
matched_200,LLM_183,SBV2-ALL92-G198-C04,contradiction_candidate,mild_scope_overclaim,contradiction_candidate,False,False,False,False,True,False,False
matched_200,LLM_184,SBV2-ALL92-G196-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_185,SBV2-ALL92-G193-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_186,SBV2-ALL92-G185-C04,contradiction_candidate,mild_scope_overclaim,contradiction_candidate,False,False,False,False,True,False,False
matched_200,LLM_187,SBV2-ALL92-G186-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_188,SBV2-ALL92-G232-C04,contradiction_candidate,contradiction_candidate,supported,False,False,False,True,False,False,False
matched_200,LLM_189,SBV2-ALL92-G272-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_190,SBV2-ALL92-G264-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_191,SBV2-ALL92-G252-C04,contradiction_candidate,supported,contradiction_candidate,False,False,False,False,True,False,False
matched_200,LLM_192,SBV2-ALL92-G266-C04,contradiction_candidate,mild_scope_overclaim,contradiction_candidate,False,False,False,False,True,False,False
matched_200,LLM_193,SBV2-ALL92-G271-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_194,SBV2-ALL92-G233-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_195,SBV2-ALL92-G251-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_196,SBV2-ALL92-G257-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_197,SBV2-ALL92-G166-C04,contradiction_candidate,mild_scope_overclaim,mild_scope_overclaim,False,False,False,False,False,False,False
matched_200,LLM_198,SBV2-ALL92-G163-C04,contradiction_candidate,mild_scope_overclaim,contradiction_candidate,False,False,False,False,True,False,False
matched_200,LLM_199,SBV2-ALL92-G168-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
matched_200,LLM_200,SBV2-ALL92-G164-C04,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,True,True,False,False
