candidate_id,group_id,silver_label,domain,claim_text,evidence_text,realism_risk_flag,risk_types,realism_risk_score_0_to_5,realism_score_suggested_1_to_5,reason,recommended_action
SBV2-ALL92-G040-C01,SBV2-ALL92-G040,supported,autonomous_driving,DriveE2E implements five classical E2EAD models as baseline methods for the experiments and comparative evaluation reported in the benchmark study.,4 EXPERIMENTS 4.1 BASELINES AND IMPLEMENTATION DETAILS We implement five classical End-to-End Autonomous Driving (E2EAD) models as baseline meth- ods.,low,too_template_like,1,2,template_sim=0.92,keep
SBV2-ALL92-G040-C02,SBV2-ALL92-G040,mild_scope_overclaim,autonomous_driving,DriveE2E implements seven classical E2EAD models as baseline methods for the experiments and comparative evaluation reported in the benchmark study.,4 EXPERIMENTS 4.1 BASELINES AND IMPLEMENTATION DETAILS We implement five classical End-to-End Autonomous Driving (E2EAD) models as baseline meth- ods.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.92; boundary=high_mild_strong_sim=0.87,review
SBV2-ALL92-G040-C03,SBV2-ALL92-G040,strong_action_overclaim,autonomous_driving,DriveE2E implements twelve classical E2EAD models as baseline methods for the experiments and comparative evaluation reported in the benchmark study.,4 EXPERIMENTS 4.1 BASELINES AND IMPLEMENTATION DETAILS We implement five classical End-to-End Autonomous Driving (E2EAD) models as baseline meth- ods.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.92; boundary=high_mild_strong_sim=0.87,review
SBV2-ALL92-G040-C04,SBV2-ALL92-G040,contradiction_candidate,autonomous_driving,DriveE2E implements no classical E2EAD models as baseline methods for the experiments and comparative evaluation reported in the benchmark study.,4 EXPERIMENTS 4.1 BASELINES AND IMPLEMENTATION DETAILS We implement five classical End-to-End Autonomous Driving (E2EAD) models as baseline meth- ods.,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.95; contra_mech=high_sim_to_supported=0.93,review
SBV2-ALL92-G042-C01,SBV2-ALL92-G042,supported,autonomous_driving,DriveE2E introduces a closed-loop evaluation framework that integrates recorded traffic cases into CARLA through infrastructure cooperation for end-to-end autonomy evaluation.,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",low,too_template_like,1,2,template_sim=0.70,keep
SBV2-ALL92-G042-C02,SBV2-ALL92-G042,mild_scope_overclaim,autonomous_driving,DriveE2E introduces a closed-loop evaluation framework that integrates recorded traffic cases into CARLA through infrastructure cooperation and detailed sensor replication.,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",low,too_template_like,1,2,template_sim=0.70,keep
SBV2-ALL92-G042-C03,SBV2-ALL92-G042,strong_action_overclaim,autonomous_driving,DriveE2E introduces a closed-loop evaluation framework that integrates recorded traffic cases into CARLA through infrastructure cooperation and calibrated city-scale twins.,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",low,too_template_like,1,2,template_sim=0.70,keep
SBV2-ALL92-G042-C04,SBV2-ALL92-G042,contradiction_candidate,autonomous_driving,DriveE2E introduces a closed-loop evaluation framework that avoids recorded traffic cases in CARLA and relies on manually configured scenes.,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G043-C01,SBV2-ALL92-G043,supported,autonomous_driving,HABIT evaluates three recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,low,too_template_like,1,2,template_sim=0.93,keep
SBV2-ALL92-G043-C02,SBV2-ALL92-G043,mild_scope_overclaim,autonomous_driving,HABIT evaluates four recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.93; boundary=high_mild_strong_sim=0.89,review
SBV2-ALL92-G043-C03,SBV2-ALL92-G043,strong_action_overclaim,autonomous_driving,HABIT evaluates seven recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.93; boundary=high_mild_strong_sim=0.89,review
SBV2-ALL92-G043-C04,SBV2-ALL92-G043,contradiction_candidate,autonomous_driving,HABIT evaluates no recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.96; contra_mech=high_sim_to_supported=0.94,review
SBV2-ALL92-G047-C01,SBV2-ALL92-G047,supported,autonomous_driving,GPUDrive achieves GPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",low,too_template_like,1,2,template_sim=0.93,keep
SBV2-ALL92-G047-C02,SBV2-ALL92-G047,mild_scope_overclaim,autonomous_driving,GPUDrive achieves GPU acceleration and CPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.90; boundary=high_mild_strong_sim=0.87,review
SBV2-ALL92-G047-C03,SBV2-ALL92-G047,strong_action_overclaim,autonomous_driving,GPUDrive achieves GPU acceleration and TPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.90; boundary=high_mild_strong_sim=0.87,review
SBV2-ALL92-G047-C04,SBV2-ALL92-G047,contradiction_candidate,autonomous_driving,GPUDrive lacks GPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.86; contra_mech=high_sim_to_supported=0.86,review
SBV2-ALL92-G051-C01,SBV2-ALL92-G051,supported,autonomous_driving,The URB paper introduced a framework for testing RL routing algorithms in city-scale networks with community implementations of standard MARL algorithms.,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",low,too_template_like,1,2,template_sim=0.84,keep
SBV2-ALL92-G051-C02,SBV2-ALL92-G051,mild_scope_overclaim,autonomous_driving,The URB paper introduced a framework for testing RL routing algorithms in regional road networks with community implementations of standard MARL algorithms.,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.82; boundary=high_mild_strong_sim=0.87,review
SBV2-ALL92-G051-C03,SBV2-ALL92-G051,strong_action_overclaim,autonomous_driving,The URB paper introduced a framework for testing RL routing algorithms in continental road networks with community implementations of standard MARL algorithms.,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.82; boundary=high_mild_strong_sim=0.87,review
SBV2-ALL92-G051-C04,SBV2-ALL92-G051,contradiction_candidate,autonomous_driving,The URB paper introduced a framework for testing supervised lane detection algorithms in city-scale networks with community implementations of standard MARL algorithms.,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.74; contra_mech=high_sim_to_supported=0.75,review
SBV2-ALL92-G052-C01,SBV2-ALL92-G052,supported,autonomous_driving,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for forty-three hours.,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.",low,too_template_like,1,2,template_sim=0.79,keep
SBV2-ALL92-G052-C02,SBV2-ALL92-G052,mild_scope_overclaim,autonomous_driving,The experiment setup trained the SAC algorithm with eight NVIDIA A6000 GPUs and sixty-four CPUs for fifty-three hours.,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.",low,too_template_like,1,2,template_sim=0.74,keep
SBV2-ALL92-G052-C03,SBV2-ALL92-G052,strong_action_overclaim,autonomous_driving,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.",low,too_template_like,1,2,template_sim=0.74,keep
SBV2-ALL92-G052-C04,SBV2-ALL92-G052,contradiction_candidate,autonomous_driving,The experiment setup trained the SAC algorithm with a single NVIDIA A6000 GPU and sixteen CPUs for forty-three hours.,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.",low,too_template_like,1,2,template_sim=0.71,keep
SBV2-ALL92-G055-C01,SBV2-ALL92-G055,supported,autonomous_driving,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,low,too_template_like,1,2,template_sim=0.89,keep
SBV2-ALL92-G055-C02,SBV2-ALL92-G055,mild_scope_overclaim,autonomous_driving,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.86; boundary=high_mild_strong_sim=0.88,review
SBV2-ALL92-G055-C03,SBV2-ALL92-G055,strong_action_overclaim,autonomous_driving,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.86; boundary=high_mild_strong_sim=0.88,review
SBV2-ALL92-G055-C04,SBV2-ALL92-G055,contradiction_candidate,autonomous_driving,The study evaluates the MARL-based algorithm against one previous RL VSL benchmark algorithm on the I-24 corridor segment dataset.,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.86; contra_mech=high_sim_to_supported=0.93,review
SBV2-ALL92-G057-C01,SBV2-ALL92-G057,supported,autonomous_driving,"The regulation example treats [70, 60, 50] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",low,too_template_like,1,2,template_sim=0.90,keep
SBV2-ALL92-G057-C02,SBV2-ALL92-G057,mild_scope_overclaim,autonomous_driving,"The regulation example treats [70, 60, 40] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",low,too_template_like,1,2,template_sim=0.90,keep
SBV2-ALL92-G057-C03,SBV2-ALL92-G057,strong_action_overclaim,autonomous_driving,"The regulation example treats [70, 50, 30] mph as compliant because a twenty-mile-per-hour differential falls below the maximum speed differential.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",low,too_template_like,1,2,template_sim=0.71,keep
SBV2-ALL92-G057-C04,SBV2-ALL92-G057,contradiction_candidate,autonomous_driving,"The regulation example treats [70, 60, 50] mph as exceeding the maximum speed differential and [70, 50, 30] mph as compliant.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.90; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G060-C01,SBV2-ALL92-G060,supported,autonomous_driving,The paper states that managing traffic signals in complex dynamic urban road networks remains a formidable challenge for traffic control research.,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",low,too_template_like,1,2,template_sim=0.82,keep
SBV2-ALL92-G060-C02,SBV2-ALL92-G060,mild_scope_overclaim,autonomous_driving,The paper states that managing traffic signals in complex dynamic urban road networks remains a limited challenge for traffic control research.,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",low,too_template_like,1,2,template_sim=0.82,keep
SBV2-ALL92-G060-C03,SBV2-ALL92-G060,strong_action_overclaim,autonomous_driving,The paper states that managing traffic signals in complex dynamic urban road networks has become a routine problem for traffic control research.,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",low,too_template_like,1,2,template_sim=0.72,keep
SBV2-ALL92-G060-C04,SBV2-ALL92-G060,contradiction_candidate,autonomous_driving,The paper states that managing traffic signals in complex dynamic urban road networks presents no major challenge for traffic control research.,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.79; contra_mech=high_sim_to_supported=0.76,review
SBV2-ALL92-G062-C01,SBV2-ALL92-G062,supported,autonomous_driving,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse and INTERACTION benchmarks.,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",low,too_template_like,1,2,template_sim=0.94,keep
SBV2-ALL92-G062-C02,SBV2-ALL92-G062,mild_scope_overclaim,autonomous_driving,"The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse, INTERACTION, and highway benchmarks.","Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.91; boundary=high_mild_strong_sim=0.82,review
SBV2-ALL92-G062-C03,SBV2-ALL92-G062,strong_action_overclaim,autonomous_driving,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets superior to Argoverse and INTERACTION benchmarks.,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.91; boundary=high_mild_strong_sim=0.82,review
SBV2-ALL92-G062-C04,SBV2-ALL92-G062,contradiction_candidate,autonomous_driving,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets below Argoverse and INTERACTION benchmarks.,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.94; contra_mech=high_sim_to_supported=0.93,review
SBV2-ALL92-G065-C01,SBV2-ALL92-G065,supported,autonomous_driving,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and ground-truth sources for validation.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.",low,too_template_like,1,2,template_sim=0.69,keep
SBV2-ALL92-G065-C02,SBV2-ALL92-G065,mild_scope_overclaim,autonomous_driving,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and weather sensing for validation.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.",low,too_template_like,1,2,template_sim=0.69,keep
SBV2-ALL92-G065-C03,SBV2-ALL92-G065,strong_action_overclaim,autonomous_driving,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and network-wide safety forecasting.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.",low,too_template_like,1,2,template_sim=0.65,keep
SBV2-ALL92-G065-C04,SBV2-ALL92-G065,contradiction_candidate,autonomous_driving,"The field studies highlight design tradeoffs involving compute benchmarks, camera styling, annotation speed, map formatting, and dashboard layout for validation.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G067-C01,SBV2-ALL92-G067,supported,cyber_defense,The AgentCyberRange study evaluates six frontier AI systems under matched prompts and matched computational budgets for the reported cyber-range comparison.,We evaluate six frontier AI systems under matched prompts and budgets.,low,too_template_like,1,2,template_sim=0.81,keep
SBV2-ALL92-G067-C02,SBV2-ALL92-G067,mild_scope_overclaim,cyber_defense,"The AgentCyberRange study evaluates six frontier AI systems under matched prompts, budgets, and environment configurations for the reported cyber-range comparison.",We evaluate six frontier AI systems under matched prompts and budgets.,low,too_template_like,1,2,template_sim=0.76,keep
SBV2-ALL92-G067-C03,SBV2-ALL92-G067,strong_action_overclaim,cyber_defense,"The AgentCyberRange study evaluates eight frontier AI systems under matched prompts, budgets, and repeated cyber-range trials for the reported cyber-range comparison.",We evaluate six frontier AI systems under matched prompts and budgets.,low,too_template_like,1,2,template_sim=0.73,keep
SBV2-ALL92-G067-C04,SBV2-ALL92-G067,contradiction_candidate,cyber_defense,The AgentCyberRange study evaluates two frontier AI systems with separate prompts and separate computational budgets for the reported cyber-range comparison.,We evaluate six frontier AI systems under matched prompts and budgets.,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.73; contra_mech=high_sim_to_supported=0.73,review
SBV2-ALL92-G069-C01,SBV2-ALL92-G069,supported,cyber_defense,"Systematic evaluation of offensive capabilities remains constrained by limited access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.","However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",low,too_template_like,1,2,template_sim=0.83,keep
SBV2-ALL92-G069-C02,SBV2-ALL92-G069,mild_scope_overclaim,cyber_defense,"Systematic evaluation of offensive capabilities remains constrained mainly by limited access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.","However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",low,too_template_like,1,2,template_sim=0.81,keep
SBV2-ALL92-G069-C03,SBV2-ALL92-G069,strong_action_overclaim,cyber_defense,"Systematic evaluation of offensive capabilities remains constrained by missing open, reproducible, multi-host cyber-range infrastructure for frontier systems for reproducible multi-host cyber-range experiments.","However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",low,too_template_like,1,2,template_sim=0.73,keep
SBV2-ALL92-G069-C04,SBV2-ALL92-G069,contradiction_candidate,cyber_defense,"Systematic evaluation of offensive capabilities benefits from broad access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.","However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",low,too_template_like,1,2,template_sim=0.72,keep
SBV2-ALL92-G077-C01,SBV2-ALL92-G077,supported,cyber_defense,"C-MADF reports precision 0.997, recall 0.961, and F1-score 0.979 compared with three listed baselines on the public CICIOT2023 benchmark.","C- MADF achieves a precision of 0.997, recall of 0.961, and F1-score of 0.979, outperforming all three baselines (DUGAT- LSTM: 0.979/0.905/0.941; BiLSTM IDS: 0.982/0.915/0.947; Hybrid Weighted-XGBoost: 0.985/0.941/0.962 for Preci- sion/Recall/F1).",low,too_template_like,1,2,template_sim=0.78,keep
SBV2-ALL92-G077-C02,SBV2-ALL92-G077,mild_scope_overclaim,cyber_defense,"C-MADF reports precision 0.997, recall 0.971, and F1-score 0.979 compared with three listed baselines on the public CICIOT2023 benchmark.","C- MADF achieves a precision of 0.997, recall of 0.961, and F1-score of 0.979, outperforming all three baselines (DUGAT- LSTM: 0.979/0.905/0.941; BiLSTM IDS: 0.982/0.915/0.947; Hybrid Weighted-XGBoost: 0.985/0.941/0.962 for Preci- sion/Recall/F1).",low,too_template_like,1,2,template_sim=0.76,keep
SBV2-ALL92-G077-C03,SBV2-ALL92-G077,strong_action_overclaim,cyber_defense,"C-MADF reports precision 0.997, recall 0.961, F1-score 0.979, and dominant scores on intrusion-category breakdowns on the public CICIOT2023 benchmark.","C- MADF achieves a precision of 0.997, recall of 0.961, and F1-score of 0.979, outperforming all three baselines (DUGAT- LSTM: 0.979/0.905/0.941; BiLSTM IDS: 0.982/0.915/0.947; Hybrid Weighted-XGBoost: 0.985/0.941/0.962 for Preci- sion/Recall/F1).",low,too_template_like,1,2,template_sim=0.62,keep
SBV2-ALL92-G077-C04,SBV2-ALL92-G077,contradiction_candidate,cyber_defense,"C-MADF reports precision 0.941, recall 0.905, and F1-score 0.941 compared with the listed baselines on the public CICIOT2023 benchmark.","C- MADF achieves a precision of 0.997, recall of 0.961, and F1-score of 0.979, outperforming all three baselines (DUGAT- LSTM: 0.979/0.905/0.941; BiLSTM IDS: 0.982/0.915/0.947; Hybrid Weighted-XGBoost: 0.985/0.941/0.962 for Preci- sion/Recall/F1).",low,too_template_like,1,2,template_sim=0.67,keep
SBV2-ALL92-G079-C01,SBV2-ALL92-G079,supported,cyber_defense,The Q-BIRD study evaluates the approach in a simulated IoV security environment with an adaptive attacker during the simulated IoV defense experiment.,"We evaluate the approach in a simulated IoV security environment with an adaptive attacker that strategically probes, attacks, and evades detection.",low,too_template_like,1,2,template_sim=0.86,keep
SBV2-ALL92-G079-C02,SBV2-ALL92-G079,mild_scope_overclaim,cyber_defense,The Q-BIRD study evaluates the approach in a simulated IoV security environment with two adaptive attackers during the simulated IoV defense experiment.,"We evaluate the approach in a simulated IoV security environment with an adaptive attacker that strategically probes, attacks, and evades detection.",low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G079-C03,SBV2-ALL92-G079,strong_action_overclaim,cyber_defense,The Q-BIRD study evaluates the approach in a simulated IoV security environment with coordinated adaptive attacker teams during the simulated IoV defense experiment.,"We evaluate the approach in a simulated IoV security environment with an adaptive attacker that strategically probes, attacks, and evades detection.",low,too_template_like,1,2,template_sim=0.81,keep
SBV2-ALL92-G079-C04,SBV2-ALL92-G079,contradiction_candidate,cyber_defense,The Q-BIRD study evaluates the approach in a static IoV security environment with a passive attacker during the simulated IoV defense experiment.,"We evaluate the approach in a simulated IoV security environment with an adaptive attacker that strategically probes, attacks, and evades detection.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.77; contra_mech=high_sim_to_supported=0.79,review
SBV2-ALL92-G082-C01,SBV2-ALL92-G082,supported,cyber_defense,DeepXplain is evaluated in a realistic enterprise testbed with CALDERA-driven APT activity during the enterprise APT evaluation benchmark.,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5].,low,too_template_like,1,2,template_sim=0.75,keep
SBV2-ALL92-G082-C02,SBV2-ALL92-G082,mild_scope_overclaim,cyber_defense,DeepXplain is evaluated in a realistic enterprise testbed with multiple CALDERA-driven APT campaigns during the enterprise APT evaluation benchmark.,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5].,low,too_template_like,1,2,template_sim=0.71,keep
SBV2-ALL92-G082-C03,SBV2-ALL92-G082,strong_action_overclaim,cyber_defense,DeepXplain is evaluated in a realistic enterprise testbed with live CALDERA-driven APT campaign emulation during the enterprise APT evaluation benchmark.,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5].,low,too_template_like,1,2,template_sim=0.69,keep
SBV2-ALL92-G082-C04,SBV2-ALL92-G082,contradiction_candidate,cyber_defense,DeepXplain is evaluated in a toy enterprise testbed with manually scripted benign activity during the enterprise APT evaluation benchmark.,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5].,low,too_template_like,1,2,template_sim=0.61,keep
SBV2-ALL92-G083-C01,SBV2-ALL92-G083,supported,cyber_defense,DeepXplain raises average stage-weighted F1-score from 0.887 to 0.915 and mitigation success from 84.7% to 89.6% in the reported DeepXplain experiments.,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,low,too_template_like,1,2,template_sim=0.84,keep
SBV2-ALL92-G083-C02,SBV2-ALL92-G083,mild_scope_overclaim,cyber_defense,DeepXplain raises average stage-weighted F1-score from 0.887 to 0.925 and mitigation success from 84.7% to 89.6% in the reported DeepXplain experiments.,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.84; boundary=high_mild_strong_sim=0.83,review
SBV2-ALL92-G083-C03,SBV2-ALL92-G083,strong_action_overclaim,cyber_defense,DeepXplain raises average stage-weighted F1-score from 0.887 to 0.950 and mitigation success from 84.7% to 95.0% in the reported DeepXplain experiments.,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.84; boundary=high_mild_strong_sim=0.83,review
SBV2-ALL92-G083-C04,SBV2-ALL92-G083,contradiction_candidate,cyber_defense,DeepXplain lowers average stage-weighted F1-score from 0.887 to 0.850 and mitigation success from 84.7% to 80.0% in the reported DeepXplain experiments.,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G085-C01,SBV2-ALL92-G085,supported,cyber_defense,The adversarial agent follows attack and kill-chain sequences prescribed by Atomic Red Team and MITRE ATT&CK during the autonomous cyber-defense experiments.,"In our setup, the adversarial agent uses a stan- dard form of attack/kill-chain sequences as prescribed by the Atomic Red Team (ART) and MITRE ATT&CK frame- work.",low,too_template_like,1,2,template_sim=0.90,keep
SBV2-ALL92-G085-C02,SBV2-ALL92-G085,mild_scope_overclaim,cyber_defense,"The adversarial agent follows attack and kill-chain sequences prescribed by Atomic Red Team, MITRE ATT&CK, and Caldera during the autonomous cyber-defense experiments.","In our setup, the adversarial agent uses a stan- dard form of attack/kill-chain sequences as prescribed by the Atomic Red Team (ART) and MITRE ATT&CK frame- work.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.88; boundary=high_mild_strong_sim=0.79,review
