candidate_id,oracle_match_found,matched_chunk_id,match_score,match_method,matched_page,oracle_evidence_text,matched_chunk_text
SBV2-ALL92-G042-C04,True,AD-015_p1_c0,1.0,exact_substring,1,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.","Pre-Print DRIVEE2E: CLOSED-LOOP BENCHMARK FOR END- TO-END AUTONOMOUS DRIVING THROUGH REAL-TO- SIMULATION Haibao Yu1,2,5∗, Wenxian Yang2∗, Ruiyang Hao2,3∗, Chuanye Wang2∗, Jiaru Zhong2,4∗, Ping Luo1, Zaiqing Nie2† 1The University of Hong Kong 2AIR, Tsinghua University 3 King’s College London 4The Hon"
SBV2-ALL92-G043-C01,True,AD-016_p7_c0,1.0,exact_substring,7,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evalua"
SBV2-ALL92-G043-C02,True,AD-016_p7_c0,1.0,exact_substring,7,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evalua"
SBV2-ALL92-G043-C03,True,AD-016_p7_c0,1.0,exact_substring,7,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evalua"
SBV2-ALL92-G043-C04,True,AD-016_p7_c0,1.0,exact_substring,7,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evalua"
SBV2-ALL92-G047-C01,True,AD-017_p4_c1,1.0,exact_substring,4,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","standardization (Li et al., 2023b). Hardware-Acceleration. Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation. If additionally the training pipeline is written using the JAX library (Bradbury et al., 2018), which is the case in V-Max, then simulation and training can b"
SBV2-ALL92-G047-C02,True,AD-017_p4_c1,1.0,exact_substring,4,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","standardization (Li et al., 2023b). Hardware-Acceleration. Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation. If additionally the training pipeline is written using the JAX library (Bradbury et al., 2018), which is the case in V-Max, then simulation and training can b"
SBV2-ALL92-G047-C03,True,AD-017_p4_c1,1.0,exact_substring,4,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","standardization (Li et al., 2023b). Hardware-Acceleration. Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation. If additionally the training pipeline is written using the JAX library (Bradbury et al., 2018), which is the case in V-Max, then simulation and training can b"
SBV2-ALL92-G047-C04,True,AD-017_p4_c1,1.0,exact_substring,4,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","standardization (Li et al., 2023b). Hardware-Acceleration. Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation. If additionally the training pipeline is written using the JAX library (Bradbury et al., 2018), which is the case in V-Max, then simulation and training can b"
SBV2-ALL92-G051-C01,True,AD-018_p9_c3,1.0,exact_substring,9,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively i"
SBV2-ALL92-G051-C02,True,AD-018_p9_c3,1.0,exact_substring,9,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively i"
SBV2-ALL92-G051-C03,True,AD-018_p9_c3,1.0,exact_substring,9,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively i"
SBV2-ALL92-G051-C04,True,AD-018_p9_c3,1.0,exact_substring,9,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively i"
SBV2-ALL92-G052-C01,True,AD-019_p5_c2,1.0,exact_substring,5,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the nu"
SBV2-ALL92-G052-C02,True,AD-019_p5_c2,1.0,exact_substring,5,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the nu"
SBV2-ALL92-G052-C03,True,AD-019_p5_c2,1.0,exact_substring,5,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the nu"
SBV2-ALL92-G052-C04,True,AD-019_p5_c2,1.0,exact_substring,5,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the nu"
SBV2-ALL92-G055-C01,True,AD-020_p1_c0,1.0,exact_substring,1,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,"1 Real-World Deployment and Assessment of a Multi-Agent Reinforcement Learning-Based Variable Speed Limit Control System Yuhang Zhang†∗, Zhiyao Zhang†, Junyi Ji†, Marcos Qui˜nones-Grueiro†, William Barbour†, Derek Gloudemans†, Gergely Zach´ar†, Clay Weston‡, Gautam Biswas†, Daniel B. Work† Abstract—"
SBV2-ALL92-G055-C02,True,AD-020_p1_c0,1.0,exact_substring,1,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,"1 Real-World Deployment and Assessment of a Multi-Agent Reinforcement Learning-Based Variable Speed Limit Control System Yuhang Zhang†∗, Zhiyao Zhang†, Junyi Ji†, Marcos Qui˜nones-Grueiro†, William Barbour†, Derek Gloudemans†, Gergely Zach´ar†, Clay Weston‡, Gautam Biswas†, Daniel B. Work† Abstract—"
SBV2-ALL92-G055-C03,True,AD-020_p1_c0,1.0,exact_substring,1,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,"1 Real-World Deployment and Assessment of a Multi-Agent Reinforcement Learning-Based Variable Speed Limit Control System Yuhang Zhang†∗, Zhiyao Zhang†, Junyi Ji†, Marcos Qui˜nones-Grueiro†, William Barbour†, Derek Gloudemans†, Gergely Zach´ar†, Clay Weston‡, Gautam Biswas†, Daniel B. Work† Abstract—"
SBV2-ALL92-G055-C04,True,AD-020_p1_c0,1.0,exact_substring,1,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,"1 Real-World Deployment and Assessment of a Multi-Agent Reinforcement Learning-Based Variable Speed Limit Control System Yuhang Zhang†∗, Zhiyao Zhang†, Junyi Ji†, Marcos Qui˜nones-Grueiro†, William Barbour†, Derek Gloudemans†, Gergely Zach´ar†, Clay Weston‡, Gautam Biswas†, Daniel B. Work† Abstract—"
SBV2-ALL92-G057-C01,True,AD-020_p4_c5,1.0,exact_substring,4,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of spe"
SBV2-ALL92-G057-C02,True,AD-020_p4_c5,1.0,exact_substring,4,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of spe"
SBV2-ALL92-G057-C03,True,AD-020_p4_c5,1.0,exact_substring,4,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of spe"
SBV2-ALL92-G057-C04,True,AD-020_p4_c5,1.0,exact_substring,4,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of spe"
SBV2-ALL92-G060-C01,True,AD-021_p1_c2,1.0,exact_substring,1,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distri"
SBV2-ALL92-G060-C02,True,AD-021_p1_c2,1.0,exact_substring,1,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distri"
SBV2-ALL92-G060-C03,True,AD-021_p1_c2,1.0,exact_substring,1,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distri"
SBV2-ALL92-G060-C04,True,AD-021_p1_c2,1.0,exact_substring,1,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distri"
SBV2-ALL92-G062-C01,True,AD-023_p21_c0,1.0,exact_substring,21,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, l"
SBV2-ALL92-G062-C02,True,AD-023_p21_c0,1.0,exact_substring,21,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, l"
SBV2-ALL92-G062-C03,True,AD-023_p21_c0,1.0,exact_substring,21,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, l"
SBV2-ALL92-G062-C04,True,AD-023_p21_c0,1.0,exact_substring,21,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, l"
SBV2-ALL92-G065-C01,True,AD-024_p4_c2,1.0,exact_substring,4,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transition"
SBV2-ALL92-G065-C02,True,AD-024_p4_c2,1.0,exact_substring,4,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transition"
SBV2-ALL92-G065-C03,True,AD-024_p4_c2,1.0,exact_substring,4,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transition"
SBV2-ALL92-G065-C04,True,AD-024_p4_c2,1.0,exact_substring,4,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transition"
SBV2-ALL92-G067-C01,True,CYB-001_p1_c1,1.0,exact_substring,1,We evaluate six frontier AI systems under matched prompts and budgets.,"end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite wit"
SBV2-ALL92-G067-C02,True,CYB-001_p1_c1,1.0,exact_substring,1,We evaluate six frontier AI systems under matched prompts and budgets.,"end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite wit"
SBV2-ALL92-G067-C03,True,CYB-001_p1_c1,1.0,exact_substring,1,We evaluate six frontier AI systems under matched prompts and budgets.,"end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite wit"
SBV2-ALL92-G067-C04,True,CYB-001_p1_c1,1.0,exact_substring,1,We evaluate six frontier AI systems under matched prompts and budgets.,"end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges. AGENTCYBERRANGE consists of a benchmark suite wit"
SBV2-ALL92-G069-C01,True,CYB-001_p1_c0,1.0,exact_substring,1,"However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract F
SBV2-ALL92-G069-C02,True,CYB-001_p1_c0,1.0,exact_substring,1,"However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract F
SBV2-ALL92-G069-C03,True,CYB-001_p1_c0,1.0,exact_substring,1,"However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract F
SBV2-ALL92-G069-C04,True,CYB-001_p1_c0,1.0,exact_substring,1,"However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.",AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract F
SBV2-ALL92-G077-C01,True,CYB-004_p20_c3,1.0,exact_substring,20,"C- MADF achieves a precision of 0.997, recall of 0.961, and F1-score of 0.979, outperforming all three baselines (DUGAT- LSTM: 0.979/0.905/0.941; BiLSTM IDS: 0.982/0.915/0.947; Hybrid Weighted-XGBoost: 0.985/0.941/0.962 for Preci- sion/Recall/F1).","splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds ac"
SBV2-ALL92-G077-C02,True,CYB-004_p20_c3,1.0,exact_substring,20,"C- MADF achieves a precision of 0.997, recall of 0.961, and F1-score of 0.979, outperforming all three baselines (DUGAT- LSTM: 0.979/0.905/0.941; BiLSTM IDS: 0.982/0.915/0.947; Hybrid Weighted-XGBoost: 0.985/0.941/0.962 for Preci- sion/Recall/F1).","splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds ac"
SBV2-ALL92-G077-C03,True,CYB-004_p20_c3,1.0,exact_substring,20,"C- MADF achieves a precision of 0.997, recall of 0.961, and F1-score of 0.979, outperforming all three baselines (DUGAT- LSTM: 0.979/0.905/0.941; BiLSTM IDS: 0.982/0.915/0.947; Hybrid Weighted-XGBoost: 0.985/0.941/0.962 for Preci- sion/Recall/F1).","splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds ac"
SBV2-ALL92-G077-C04,True,CYB-004_p20_c3,1.0,exact_substring,20,"C- MADF achieves a precision of 0.997, recall of 0.961, and F1-score of 0.979, outperforming all three baselines (DUGAT- LSTM: 0.979/0.905/0.941; BiLSTM IDS: 0.982/0.915/0.947; Hybrid Weighted-XGBoost: 0.985/0.941/0.962 for Preci- sion/Recall/F1).","splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds ac"
SBV2-ALL92-G079-C01,True,CYB-005_p1_c0,1.0,exact_substring,1,"We evaluate the approach in a simulated IoV security environment with an adaptive attacker that strategically probes, attacks, and evades detection.","1 Belief-Space Quantum-Inspired Reinforcement Learning for Partially Observable Autonomous Cyber Defense in the Internet of Vehicles Anwar Shah, Member, IEEE, Rohan Farooq, Member, IEEE, Sajid Anwer, Tallha Akram, Usman Ghous, Sajid Ullah Khan Abstract—The Internet of Vehicles (IoV) introduces a dyn"
SBV2-ALL92-G079-C02,True,CYB-005_p1_c0,1.0,exact_substring,1,"We evaluate the approach in a simulated IoV security environment with an adaptive attacker that strategically probes, attacks, and evades detection.","1 Belief-Space Quantum-Inspired Reinforcement Learning for Partially Observable Autonomous Cyber Defense in the Internet of Vehicles Anwar Shah, Member, IEEE, Rohan Farooq, Member, IEEE, Sajid Anwer, Tallha Akram, Usman Ghous, Sajid Ullah Khan Abstract—The Internet of Vehicles (IoV) introduces a dyn"
SBV2-ALL92-G079-C03,True,CYB-005_p1_c0,1.0,exact_substring,1,"We evaluate the approach in a simulated IoV security environment with an adaptive attacker that strategically probes, attacks, and evades detection.","1 Belief-Space Quantum-Inspired Reinforcement Learning for Partially Observable Autonomous Cyber Defense in the Internet of Vehicles Anwar Shah, Member, IEEE, Rohan Farooq, Member, IEEE, Sajid Anwer, Tallha Akram, Usman Ghous, Sajid Ullah Khan Abstract—The Internet of Vehicles (IoV) introduces a dyn"
SBV2-ALL92-G079-C04,True,CYB-005_p1_c0,1.0,exact_substring,1,"We evaluate the approach in a simulated IoV security environment with an adaptive attacker that strategically probes, attacks, and evades detection.","1 Belief-Space Quantum-Inspired Reinforcement Learning for Partially Observable Autonomous Cyber Defense in the Internet of Vehicles Anwar Shah, Member, IEEE, Rohan Farooq, Member, IEEE, Sajid Anwer, Tallha Akram, Usman Ghous, Sajid Ullah Khan Abstract—The Internet of Vehicles (IoV) introduces a dyn"
SBV2-ALL92-G082-C01,True,CYB-006_p1_c3,1.0,exact_substring,1,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5].,"sys- tems, particularly in safety-critical domains. These studies highlight that DRL agents often lack interpretability, which limits their adoption in real-world settings where reliability and accountability are essential. In parallel, explainable graph neural network (GNN) methods [4] have emerged"
SBV2-ALL92-G082-C02,True,CYB-006_p1_c3,1.0,exact_substring,1,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5].,"sys- tems, particularly in safety-critical domains. These studies highlight that DRL agents often lack interpretability, which limits their adoption in real-world settings where reliability and accountability are essential. In parallel, explainable graph neural network (GNN) methods [4] have emerged"
SBV2-ALL92-G082-C03,True,CYB-006_p1_c3,1.0,exact_substring,1,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5].,"sys- tems, particularly in safety-critical domains. These studies highlight that DRL agents often lack interpretability, which limits their adoption in real-world settings where reliability and accountability are essential. In parallel, explainable graph neural network (GNN) methods [4] have emerged"
SBV2-ALL92-G082-C04,True,CYB-006_p1_c3,1.0,exact_substring,1,We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT scenarios [5].,"sys- tems, particularly in safety-critical domains. These studies highlight that DRL agents often lack interpretability, which limits their adoption in real-world settings where reliability and accountability are essential. In parallel, explainable graph neural network (GNN) methods [4] have emerged"
SBV2-ALL92-G083-C01,True,CYB-006_p1_c4,1.0,exact_substring,1,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,"through evidence-alignment regularization and confidence- aware reward shaping. This tightly couples explanation with policy learning, enabling the agent to make decisions that are both effective and interpretable. We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT sce"
SBV2-ALL92-G083-C02,True,CYB-006_p1_c4,1.0,exact_substring,1,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,"through evidence-alignment regularization and confidence- aware reward shaping. This tightly couples explanation with policy learning, enabling the agent to make decisions that are both effective and interpretable. We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT sce"
SBV2-ALL92-G083-C03,True,CYB-006_p1_c4,1.0,exact_substring,1,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,"through evidence-alignment regularization and confidence- aware reward shaping. This tightly couples explanation with policy learning, enabling the agent to make decisions that are both effective and interpretable. We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT sce"
SBV2-ALL92-G083-C04,True,CYB-006_p1_c4,1.0,exact_substring,1,Experimental results show that DeepXplain improves the average stage-weighted F1-score from 0.887 to 0.915 and increases mitigation success rate from 84.7% to 89.6%.,"through evidence-alignment regularization and confidence- aware reward shaping. This tightly couples explanation with policy learning, enabling the agent to make decisions that are both effective and interpretable. We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT sce"
SBV2-ALL92-G085-C01,True,CYB-007_p2_c0,1.0,exact_substring,2,"In our setup, the adversarial agent uses a stan- dard form of attack/kill-chain sequences as prescribed by the Atomic Red Team (ART) and MITRE ATT&CK frame- work.","autonomous DRL-driven cyber defense framework, along with a description of the simulation environment. This is fol- lowed by detailed experimental results and discussion. We conclude with main takeaways and future research steps. Methodology The autonomous cyber defense problem focuses on learn- ing"
