review_id,candidate_id,claim_text,retrieved_evidence,rank,risk_type,priority,reason,pdf_path,page_number,label_guess,retrieval_confidence
75,SBV2-ALL92-G033-C03,DriveVLM-Dual is proposed because VLMs have limitations in spatial reasoning and heavy computational requirements that the hybrid design removes.,"DRIVEVLM: The Convergence of Autonomous Driving and Large Vision-Language Models Xiaoyu Tian1∗ Junru Gu1∗ Bailin Li2∗ Yicheng Liu1∗ Yang Wang2 Zhiyong Zhao2 Kun Zhan2 Peng Jia2 Xianpeng Lang2 Hang Zhao1† 1IIIS, Tsinghua University 2Li Auto Abstract: A primary hurdle of autonomous driving in urban en",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-011,1,strong_action_overclaim,1.0
79,SBV2-ALL92-G034-C03,Bench2Drive implements state-of-the-art E2E-AD models and evaluates them to provide definitive conclusions on current status and future directions.,"high variance due to the unsmoothed metric function and large randomness in the long route. Besides, these methods usually collect their own data for training, which makes algorithm-level fair comparison infeasible. To fulfill the paramount need of comprehensive, realistic, and fair testing envi- ro",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-012,1,strong_action_overclaim,1.0
83,SBV2-ALL92-G035-C03,"The example describes three test runs with 90% route completion and red-light counts of 0, 3, and 6.","Table 2: Skill Set & Scenarios Skill Scenario Merging CrossingBicycleFlow, EnterActorFlow, HighwayExit, InterurbanActor- Flow, HighwayCutIn, InterurbanAdvancedActorFlow, MergerIntoSlowTraf- ficV2, MergeIntoSlowTraffic, NonSignalizedJunctionLeftTurn, NonSignalized- JunctionRightTurn, NonSignalizedJun",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-012,6,strong_action_overclaim,1.0
91,SBV2-ALL92-G037-C03,The NAVSIM experiments evaluate on the navmini split because closed-loop simulation has heavy computational requirements and navmini contains the main benchmark suite.,"planners to analyze the alignment of closed-loop metrics with traditional distance-based open-loop metrics and the proposed PDMS. Benchmark. Studying the relation of closed-loop and open-loop metrics necessitates access to a fully reactive simulator. To stay compatible with the dataset, we use the n",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-014,6,strong_action_overclaim,1.0
95,SBV2-ALL92-G038-C03,NAVSIM reports challenging evaluation scenarios where the constant-velocity agent scores 12% and the human expert scores 98% in testing.,"These can be solved efficiently by simple heuristics, e.g., as depicted in Fig. 2 (a), the baseline of maintaining a constant velocity and heading achieves a PDMS of 79% on the OpenScene dataset, where human-level performance corresponds to 91%. In NAVSIM, we propose the use of a filtered dataset to",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-014,5,strong_action_overclaim,1.0
99,SBV2-ALL92-G040-C03,DriveE2E implements twelve classical E2EAD models as baseline methods for the experiments and comparative evaluation reported in the benchmark study.,"closed-loop evaluations. DriveE2E includes digital twins of 15 diverse urban intersections and 800 traffic scenarios generated from in- frastructure sensor data, encompassing various driving behaviors, weather conditions, and times of day. Additionally, we present a robust evaluation benchmark featu",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=False",AD-015,9,strong_action_overclaim,1.0
103,SBV2-ALL92-G042-C03,DriveE2E introduces a closed-loop evaluation framework that integrates recorded traffic cases into CARLA through infrastructure cooperation and calibrated city-scale twins.,"Pre-Print DRIVEE2E: CLOSED-LOOP BENCHMARK FOR END- TO-END AUTONOMOUS DRIVING THROUGH REAL-TO- SIMULATION Haibao Yu1,2,5∗, Wenxian Yang2∗, Ruiyang Hao2,3∗, Chuanye Wang2∗, Jiaru Zhong2,4∗, Ping Luo1, Zaiqing Nie2† 1The University of Hong Kong 2AIR, Tsinghua University 3 King’s College London 4The Hon",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-015,1,strong_action_overclaim,1.0
107,SBV2-ALL92-G043-C03,HABIT evaluates seven recent end-to-end autonomy agents on semantically grounded pedestrian behaviors in the prediction and planning study reported by the authors.,"Figure 7. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, seman- tically grounded pedestrian behavior on planning robust- ness and prediction accuracy of autonomous agents. Prior to HABIT, such evalua",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-016,7,strong_action_overclaim,1.0
111,SBV2-ALL92-G047-C03,GPUDrive achieves GPU acceleration and TPU acceleration through the Madrona game engine in the V-Max framework comparison section discussed by the authors.,"standardization (Li et al., 2023b). Hardware-Acceleration. Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation. If additionally the training pipeline is written using the JAX library (Bradbury et al., 2018), which is the case in V-Max, then simulation and training can b",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-017,4,strong_action_overclaim,1.0
115,SBV2-ALL92-G051-C03,The URB paper introduced a framework for testing RL routing algorithms in continental road networks with community implementations of standard MARL algorithms.,"from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively i",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-018,9,strong_action_overclaim,1.0
119,SBV2-ALL92-G052-C03,The experiment setup trained the SAC algorithm with sixteen NVIDIA A6000 GPUs and one hundred CPUs for forty-three hours.,"intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈[400, 5000]. The diversity in our road topologies is evident from the wide range of configura- tions, including the nu",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-019,5,strong_action_overclaim,1.0
123,SBV2-ALL92-G055-C03,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,110-foot poles. The resulting video data is pro- cessed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 [60]. The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and,1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=False",AD-020,7,strong_action_overclaim,1.0
127,SBV2-ALL92-G057-C03,"The regulation example treats [70, 50, 30] mph as compliant because a twenty-mile-per-hour differential falls below the maximum speed differential.","Uni- form Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns [57]. For example, pointing at the downstream of traffic, a sequence of spe",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-020,4,strong_action_overclaim,1.0
131,SBV2-ALL92-G060-C03,The paper states that managing traffic signals in complex dynamic urban road networks has become a routine problem for traffic control research.,"has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distri",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-021,1,strong_action_overclaim,1.0
135,SBV2-ALL92-G062-C03,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets superior to Argoverse and INTERACTION benchmarks.,"Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, l",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",AD-023,21,strong_action_overclaim,1.0
143,SBV2-ALL92-G067-C03,"The AgentCyberRange study evaluates eight frontier AI systems under matched prompts, budgets, and repeated cyber-range trials for the reported cyber-range comparison.","Using AGENTCYBERRANGE and CAGE, we evaluate six frontier AI systems under matched prompts and budgets, with the overall results summarized in Figure 1. GPT-5.5 with Codex achieves the highest success rates, solving 16.1% of web exploitation tasks and 31.7% of post-exploitation tasks. With more concr",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=False",CYB-001,3,strong_action_overclaim,1.0
147,SBV2-ALL92-G069-C03,"Systematic evaluation of offensive capabilities remains constrained by missing open, reproducible, multi-host cyber-range infrastructure for frontier systems for reproducible multi-host cyber-range experiments.",AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract F,1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-001,1,strong_action_overclaim,1.0
151,SBV2-ALL92-G077-C03,"C-MADF reports precision 0.997, recall 0.961, F1-score 0.979, and dominant scores on intrusion-category breakdowns on the public CICIOT2023 benchmark.","splits. Table XII reports mean values across seeds. The observed standard deviation across seeds is below 0.02 for all reported metrics. Implementation and Reproducibility. All agents are implemented in Python using the PyTorch framework. For each method and random seed, we fix pseudorandom seeds ac",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-004,20,strong_action_overclaim,1.0
155,SBV2-ALL92-G079-C03,The Q-BIRD study evaluates the approach in a simulated IoV security environment with coordinated adaptive attacker teams during the simulated IoV defense experiment.,"1 Belief-Space Quantum-Inspired Reinforcement Learning for Partially Observable Autonomous Cyber Defense in the Internet of Vehicles Anwar Shah, Member, IEEE, Rohan Farooq, Member, IEEE, Sajid Anwer, Tallha Akram, Usman Ghous, Sajid Ullah Khan Abstract—The Internet of Vehicles (IoV) introduces a dyn",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-005,1,strong_action_overclaim,1.0
159,SBV2-ALL92-G082-C03,DeepXplain is evaluated in a realistic enterprise testbed with live CALDERA-driven APT campaign emulation during the enterprise APT evaluation benchmark.,"augmented reward replaces the standard re- ward during policy updates. This formulation tightly integrates explanation and decision making, enabling DeepXplain to learn policies that are not only effective but also interpretable and robust against complex multi-stage APT behaviors. IV. PERFORMANCE E",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=False",CYB-006,4,strong_action_overclaim,1.0
163,SBV2-ALL92-G083-C03,DeepXplain raises average stage-weighted F1-score from 0.887 to 0.950 and mitigation success from 84.7% to 95.0% in the reported DeepXplain experiments.,"through evidence-alignment regularization and confidence- aware reward shaping. This tightly couples explanation with policy learning, enabling the agent to make decisions that are both effective and interpretable. We evaluate DeepXplain in a realistic enterprise testbed using CALDERA-driven APT sce",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-006,1,strong_action_overclaim,1.0
167,SBV2-ALL92-G085-C03,"The adversarial agent follows attack and kill-chain sequences prescribed by Atomic Red Team, MITRE ATT&CK, and live enterprise telemetry during the autonomous cyber-defense experiments.","autonomous DRL-driven cyber defense framework, along with a description of the simulation environment. This is fol- lowed by detailed experimental results and discussion. We conclude with main takeaways and future research steps. Methodology The autonomous cyber defense problem focuses on learn- ing",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-007,2,strong_action_overclaim,1.0
171,SBV2-ALL92-G086-C03,"Against the aggressive red agent, proactive-v2 lasts 20 time steps, beating proactive-v1 at 12 and baseline at 10 in the aggressive red-agent evaluation.","agents (i.e., 1 −FX(x) = P(X > x)), with data from 50 evaluation episodes with 100 steps per episode, operating against various DRL-trained blue agent policies. The 95th percentile value in these plots (i.e., 95% proba- bility that the red agent’s first time to impact will exceed a particular value)",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-007,7,strong_action_overclaim,1.0
175,SBV2-ALL92-G087-C03,Human designers face substantial cognitive limitations that make manual reward-model development ineffective for nuanced cyber operation dynamics for the autonomous cyber-defense reward design problem.,"recurring: 0} portscan: class: ARTPortScan reward: {immediate: 2, recurring: 0} discovery: class: ARTDiscovery reward: {immediate: 5, recurring: 0} lateral-movement: class: ARTLateralMovement reward: {immediate: 10, recurring: 0} privilege-escalation: class: ARTPrivilegeEscalation reward: {immediate",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-007,3,strong_action_overclaim,1.0
179,SBV2-ALL92-G089-C03,A strong expert hierarchical decision rule outperforms the joint PPO baseline by a wide empirical margin in the autonomous cyber-defense challenge description.,"Decentralized), despite having similar reward. H- MARL Expert has the highest recovery precision across all policies, as its expert master policy selects the Recovery sub-policy when IOCs are present on hosts, a strong indication of host compromise. Our analysis demonstrates the need of using the re",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=False, is_oracle=False",CYB-009,13,strong_action_overclaim,1.0
183,SBV2-ALL92-G091-C03,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.,"issue, we propose H-MARL Meta, that trains the master policy, and, thus, has the advantage of generalizing to new, unseen adversarial behavior. Another insight in our design is that extended observation spaces including security indicators, such as presence of malicious files and malicious processes",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-009,2,strong_action_overclaim,1.0
187,SBV2-ALL92-G092-C03,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and adversary identification with multiple adversaries.","policy that coordinates their selection to solve complex network defense tasks. Furthermore, the sub-policies can be fine-tuned and transferred with minimal cost to defend against shifts in adversarial behavior or changes in network settings. We conduct extensive experiments using CybORG Cage 4, the",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-009,1,strong_action_overclaim,1.0
191,SBV2-ALL92-G093-C03,"The paper presents H-MARL transferability to evolving adversaries that adapt from opponent behavior, environment feedback, and live defender telemetry as evaluated.","faster, as shown in the previous section. We confirm that H-MARL Meta performs better than H-MARL Collective across all adversaries. Interestingly, it is also more effective than the MARL Centralized Critic method. Even though the centralized critic was trained jointly, using the global state, it is",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-009,11,strong_action_overclaim,1.0
195,SBV2-ALL92-G094-C03,"The study evaluates the approach in CybORG, analyzing tradeoffs among resilience, costs, mission goals, and enterprise staffing plans for cyber defense.","Quantitative Resilience Modeling for Autonomous Cyber Defense Xavier Cadet1,†, Simona Boboila2,†, Edward Koh1, Peter Chin1, Alina Oprea2 1Dartmouth College 2Northeastern University † Equal contribution Abstract Cyber resilience is the ability of a system to recover from an attack with minimal impact",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-010,1,strong_action_overclaim,1.0
199,SBV2-ALL92-G098-C03,The approach outperforms an MLP baseline during training on fixed-size networks with varying topologies and exceeds performance on unseen larger networks.,"of nodes. This may be, in part, due to the nature of the reward function defined as the proportion of non-compromised nodes at time t. Since the skill and behaviour of the red agent are unchanged, this naturally means that a lower proportion of nodes will be compromised on a given time step, and thu",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=False",CYB-011,15,strong_action_overclaim,1.0
203,SBV2-ALL92-G099-C03,"The paper reframes autonomous network defence with entity-based reinforcement learning, decomposing observation and action spaces into collections for every network size.",Entity-based Reinforcement Learning for Autonomous Cyber Defence Isaac Symes Thompson The Alan Turing Institute London isymesthompson@turing.ac.uk Alberto Caron The Alan Turing Institute London acaron@turing.ac.uk Vasilios Mavroudis The Alan Turing Institute London vmavroudis@turing.ac.uk Chris Hick,1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",CYB-011,1,strong_action_overclaim,1.0
207,SBV2-ALL92-G106-C03,"The study evaluates test error with MAPE by running the estimated optimal decision rule on the physical system for 20,000 episodes and five starting conditions.","Digital Twin Calibration with Model-Based Reinforcement Learning A PREPRINT Simulation Configuration. The metabolic network was configured to test various max enzymatic reaction rates (e.g., vmax,P DH, vmax,CS) and substrate affinities (e.g., Km,GLC, Km,GLU); see the detailed model in Appendix H and",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=False",DT-002,22,strong_action_overclaim,1.0
211,SBV2-ALL92-G107-C03,"The approach jointly calibrates the digital twin and searches for an optimal control rule, outperforming existing methods in numerical biopharmaceutical experiments and direct physical plant trials.","DIGITAL TWIN CALIBRATION WITH MODEL-BASED REINFORCEMENT LEARNING Hua Zheng Northeastern University Wei Xie ∗ Northeastern University Ilya O. Ryzhov † University of Maryland Keilung Choy Northeastern University ABSTRACT This paper presents a novel methodological framework, called the Actor-Simulator,",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-002,1,strong_action_overclaim,1.0
215,SBV2-ALL92-G108-C03,"The paper describes its method as theoretically justified and not reliant on restrictive assumptions such as linear transitions, fixed noise terms, or known reward functions in its design.","Digital Twin Calibration with Model-Based Reinforcement Learning A PREPRINT 4. We prove the convergence of the policy obtained from this approach. To the best of our knowledge, ours is the first theoretically justified MBRL method that does not rely on restrictive assumptions such as linear transiti",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-002,3,strong_action_overclaim,1.0
223,SBV2-ALL92-G111-C03,"The paper notes that robotic reinforcement learning faces hardware limitations and software restrictions involving system design, computing capability, algorithm efficiency, sensor calibration, and actuator maintenance.",common reinforcement learning challenges in two distinct control scenarios. The results show rapid policy convergence and robust task execution in both simulated and physical environments demonstrating the effectiveness of our approach. I. INTRODUCTION As a significant aspect of artificial intellige,1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-003,1,strong_action_overclaim,1.0
227,SBV2-ALL92-G116-C03,"GPT-4o-mini reaches perfect accuracy on four documents while extracting fewer regulations overall, favoring precision over recall in the reported example.","correct match if its extracted structure semantically aligns with a ground-truth rule, regardless of wording differences. The results are sum- marized in Table 1. Overall, all four models performed well, achieving rel- atively high accuracy across the evaluated documents. In particular, Gemini 1.5 P",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-005,6,strong_action_overclaim,1.0
231,SBV2-ALL92-G119-C03,"The individual CAV evaluation reports detection metrics based on average precision at IoU thresholds, multiclass mean average precision, and traffic smoothness indicators.","The framework enables users to test various sensor configu- rations—such as camera resolution, LiDAR range, and radar angles—and assess trade-offs between cost and performance, facilitating systematic comparison of different deployment methods. In the use case evaluations, the framework provides saf",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-006,5,strong_action_overclaim,1.0
235,SBV2-ALL92-G122-C03,The pavement graph model trained on segment attributes and dynamic connectivity reached an R2 above 0.70 and outperformed baseline regressors for condition prediction.,"Digital Twin-Driven Pavement Health Monitoring and Maintenance Optimization Using Graph Neural Networks Mohsin Mahmud Topu1,2 Mahfuz Ahmed Anik1,2 Azmine Toushik Wasi1,2 Md Manjurul Ahsan1,3 1Computational Intelligence and Operations Laboratory (CIOL), Bangladesh 2Shahjalal University of Science and",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-007,1,strong_action_overclaim,1.0
239,SBV2-ALL92-G124-C03,The gFHR design process determined final reactor state choices from surrogate prediction accuracy and sensor monitoring constraints during later state selection.,"gFHR Surrogate Constraint Reference Governor From Operator To FHR Plant (system constraints) Figure 4: Constraint Sub-Module Functionality. Using the Reference Governor (RG) algorithm, the Constraint submodule interacts with the Virtual Asset gFHR Surrogate to enforce system constraints. 3.4.2. Cons",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=False",DT-009,10,strong_action_overclaim,1.0
243,SBV2-ALL92-G128-C03,"The clinical decision method achieved the top mean return, zero seed variation, and the best Sharpe-like index in evaluation.",into training and val- idation by patient trajectories with an 80/20 ratio. We fix five random seeds for data generation and model training. All methods use the same seeds and the same splits. Offline Evaluation and Analysis All baselines are trained on the same preprocessed trajecto- ries with rewa,1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-010,5,strong_action_overclaim,1.0
247,SBV2-ALL92-G131-C03,A digital shadow provides continuous physical-system data processing and assured automated control for smart grid monitoring and coordination.,"view of the grid across both old and new infrastructure. Connectivity and real-time processing Smart grid digital twins depend on seamless connectivity between physical grid infrastructure and their virtual counterparts, yet this remains one of the most challenging aspects for utility operators. Des",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=False",DT-011,14,strong_action_overclaim,1.0
251,SBV2-ALL92-G135-C03,The microgrid RL literature limitation concerns BESS modeling that leaves out thermal and aging behavior in prior approaches.,"the development of safer, more robust strategies. In [12], authors employ the Deep Deterministic Policy Gradient (DDPG) algorithm to tackle the mixed-integer linear programming of energy dispatch. Such a work considers multiple generation sources with the dual objective of satisfying power flow cons",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-012,2,strong_action_overclaim,1.0
255,SBV2-ALL92-G140-C03,The 6G twin framework reported 60% lower 95th-percentile latency and 50% lower energy consumption than prior literature baselines.,"400MB of information from the Twin Layer. We compare the performance of the proposed method with Partial [11] and REWIRE [13] methods from the current literature. As given in Fig. 3, we note that the proposed method performs more stable than the other methods for 1-service and 3-service smart city s",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=False",DT-014,5,strong_action_overclaim,1.0
259,SBV2-ALL92-G141-C03,The 6G IoT study states that low-latency service requirements become infeasible under the stated resource limitation condition for smart cities.,"Accepted by 2025 IEEE Global Communications Conference (GLOBECOM), © 2025 IEEE Digital Twin-Guided Energy Management over Real-Time Pub/Sub Protocol in 6G Smart Cities Kubra Duran∗, Lal Verda Cakir∗†, Sana Ullah Jan∗, Kerem Gursu† and Berk Canberk∗ ∗School of Computing, Engineering and The Built Env",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-014,1,strong_action_overclaim,1.0
263,SBV2-ALL92-G144-C03,Traditional passive safety analysis methods face serious limitations for evaluating emerging mobility systems under data-scarce and evolving environments because historical crash records provide a narrow retrospective basis.,"Z. Li, D. Lord, Y. Zhou are associated with the Zachry Department of Civil and Environmental Engineering, Texas A&M University, College Station, TX, 77840, USA. K. Wu is jointly affiliated with the Department of Landscape Archi- tecture and Urban Planning, and the Zachry Department of Civil and Envi",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=1, oracle_score=1, same_paper=True, is_oracle=True",DT-015,1,strong_action_overclaim,1.0
267,SBV2-ALL92-G145-C03,APDT was implemented as a proof of concept for campus network management with predictive simulations based on real-time configurations.,"(section IV A) and validate these predictions through simu- lation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, w",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-016,2,strong_action_overclaim,1.0
271,SBV2-ALL92-G146-C03,"APDT reported 85.03% simulation accuracy along with predictive-model outputs, indicating conclusive performance for network optimization and management workflows.","(section IV A) and validate these predictions through simu- lation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, w",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",DT-016,2,strong_action_overclaim,1.0
275,SBV2-ALL92-G158-C03,"NavBench reports success rate and final distance error as direct measures of task completion, control precision, stability, and physical robot transfer.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean di",1,silver_strong_action,3,"label=strong_action_overclaim, ret_score=0, oracle_score=0, same_paper=True, is_oracle=True",MARL-014,8,strong_action_overclaim,1.0
