candidate_id,silver_label,true_strong_action,oracle_evidence_score,oracle_flagged_strong,retrieved_top1_score,retrieved_top1_flagged,retrieved_top3_score,retrieved_top3_flagged,retrieved_top1_chunk_id,retrieved_top1_same_paper,retrieved_top1_is_oracle_hit,retrieval_failure
SBV2-ALL92-G131-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-011_p14_c3,True,False,True
SBV2-ALL92-G131-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-011_p14_c3,True,False,True
SBV2-ALL92-G135-C01,supported,False,0,False,0,False,0,False,DT-012_p2_c2,True,True,False
SBV2-ALL92-G135-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-012_p2_c2,True,True,False
SBV2-ALL92-G135-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-012_p2_c2,True,True,False
SBV2-ALL92-G135-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-012_p2_c2,True,True,False
SBV2-ALL92-G140-C01,supported,False,0,False,0,False,0,False,DT-014_p5_c3,True,False,True
SBV2-ALL92-G140-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-014_p5_c3,True,False,True
SBV2-ALL92-G140-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-014_p5_c3,True,False,True
SBV2-ALL92-G140-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-014_p5_c3,True,False,True
SBV2-ALL92-G141-C01,supported,False,0,False,0,False,0,False,DT-014_p1_c0,True,True,False
SBV2-ALL92-G141-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-014_p1_c0,True,True,False
SBV2-ALL92-G141-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-014_p1_c0,True,True,False
SBV2-ALL92-G141-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-014_p1_c0,True,True,False
SBV2-ALL92-G144-C01,supported,False,1,False,1,False,3,True,DT-015_p1_c2,True,True,False
SBV2-ALL92-G144-C02,mild_scope_overclaim,False,1,False,1,False,3,True,DT-015_p1_c2,True,True,False
SBV2-ALL92-G144-C03,strong_action_overclaim,True,1,False,1,False,3,True,DT-015_p1_c2,True,True,False
SBV2-ALL92-G144-C04,contradiction_candidate,False,1,False,1,False,3,True,DT-015_p1_c2,True,True,False
SBV2-ALL92-G145-C01,supported,False,0,False,0,False,0,False,DT-016_p2_c0,True,True,False
SBV2-ALL92-G145-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-016_p2_c0,True,True,False
SBV2-ALL92-G145-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-016_p2_c0,True,True,False
SBV2-ALL92-G145-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-016_p2_c0,True,True,False
SBV2-ALL92-G146-C01,supported,False,0,False,0,False,0,False,DT-016_p2_c0,True,True,False
SBV2-ALL92-G146-C02,mild_scope_overclaim,False,0,False,0,False,0,False,DT-016_p2_c0,True,True,False
SBV2-ALL92-G146-C03,strong_action_overclaim,True,0,False,0,False,0,False,DT-016_p2_c0,True,True,False
SBV2-ALL92-G146-C04,contradiction_candidate,False,0,False,0,False,0,False,DT-016_p2_c0,True,True,False
SBV2-ALL92-G158-C01,supported,False,0,False,0,False,0,False,MARL-014_p8_c2,True,True,False
SBV2-ALL92-G158-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-014_p8_c2,True,True,False
SBV2-ALL92-G158-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-014_p8_c2,True,True,False
SBV2-ALL92-G158-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-014_p8_c2,True,True,False
SBV2-ALL92-G161-C01,supported,False,0,False,0,False,0,False,MARL-015_p3_c2,True,False,True
SBV2-ALL92-G161-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-015_p3_c2,True,False,True
SBV2-ALL92-G161-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-015_p3_c2,True,False,True
SBV2-ALL92-G161-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-015_p3_c2,True,False,True
SBV2-ALL92-G163-C01,supported,False,0,False,0,False,0,False,MARL-016_p1_c1,True,False,True
SBV2-ALL92-G163-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-016_p1_c1,True,False,True
SBV2-ALL92-G163-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-016_p1_c1,True,False,True
SBV2-ALL92-G163-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-016_p1_c1,True,False,True
SBV2-ALL92-G164-C01,supported,False,0,False,0,False,0,False,MARL-016_p5_c0,True,True,False
SBV2-ALL92-G164-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-016_p5_c0,True,True,False
SBV2-ALL92-G164-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-016_p5_c0,True,True,False
SBV2-ALL92-G164-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-016_p5_c0,True,True,False
SBV2-ALL92-G166-C01,supported,False,0,False,0,False,0,False,MARL-017_p5_c1,True,True,False
SBV2-ALL92-G166-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-017_p5_c1,True,True,False
SBV2-ALL92-G166-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-017_p5_c1,True,True,False
SBV2-ALL92-G166-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-017_p5_c1,True,True,False
SBV2-ALL92-G167-C01,supported,False,0,False,0,False,0,False,MARL-017_p1_c1,True,False,True
SBV2-ALL92-G167-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-017_p1_c1,True,False,True
SBV2-ALL92-G167-C03,strong_action_overclaim,True,2,True,2,True,2,True,MARL-017_p1_c1,True,False,True
SBV2-ALL92-G167-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-005_p25_c3,False,False,True
SBV2-ALL92-G168-C01,supported,False,0,False,0,False,0,False,MARL-017_p4_c0,True,True,False
SBV2-ALL92-G168-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-017_p4_c0,True,True,False
SBV2-ALL92-G168-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-013_p13_c4,False,False,True
SBV2-ALL92-G168-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-015_p7_c2,False,False,True
SBV2-ALL92-G170-C01,supported,False,0,False,0,False,0,False,MARL-018_p1_c0,True,True,False
SBV2-ALL92-G170-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-018_p1_c0,True,True,False
SBV2-ALL92-G170-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-018_p1_c0,True,True,False
SBV2-ALL92-G170-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-018_p1_c0,True,True,False
SBV2-ALL92-G172-C01,supported,False,0,False,0,False,0,False,MARL-019_p1_c1,True,True,False
SBV2-ALL92-G172-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-019_p1_c1,True,True,False
SBV2-ALL92-G172-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-019_p7_c0,True,False,True
SBV2-ALL92-G172-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-019_p1_c1,True,True,False
SBV2-ALL92-G175-C01,supported,False,0,False,0,False,0,False,MARL-001_p6_c1,True,False,True
SBV2-ALL92-G175-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-001_p6_c1,True,False,True
SBV2-ALL92-G175-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-001_p6_c1,True,False,True
SBV2-ALL92-G175-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-001_p7_c1,True,False,True
SBV2-ALL92-G178-C01,supported,False,0,False,0,False,0,False,MARL-002_p5_c1,True,False,True
SBV2-ALL92-G178-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-002_p5_c1,True,False,True
SBV2-ALL92-G178-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-002_p5_c1,True,False,True
SBV2-ALL92-G178-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-002_p5_c1,True,False,True
SBV2-ALL92-G180-C01,supported,False,0,False,0,False,0,False,MARL-002_p26_c0,True,True,False
SBV2-ALL92-G180-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-002_p26_c0,True,True,False
SBV2-ALL92-G180-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-002_p26_c0,True,True,False
SBV2-ALL92-G180-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-002_p26_c0,True,True,False
SBV2-ALL92-G185-C01,supported,False,0,False,0,False,0,False,MARL-004_p1_c0,True,True,False
SBV2-ALL92-G185-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-004_p1_c0,True,True,False
SBV2-ALL92-G185-C03,strong_action_overclaim,True,3,True,3,True,3,True,MARL-004_p1_c0,True,True,False
SBV2-ALL92-G185-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-004_p1_c0,True,True,False
SBV2-ALL92-G186-C01,supported,False,0,False,0,False,0,False,MARL-004_p1_c0,True,True,False
SBV2-ALL92-G186-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-004_p1_c0,True,True,False
SBV2-ALL92-G186-C03,strong_action_overclaim,True,2,True,2,True,2,True,MARL-004_p1_c0,True,True,False
SBV2-ALL92-G186-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-004_p1_c0,True,True,False
SBV2-ALL92-G187-C01,supported,False,0,False,0,False,0,False,MARL-005_p1_c3,True,True,False
SBV2-ALL92-G187-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-005_p1_c3,True,True,False
SBV2-ALL92-G187-C03,strong_action_overclaim,True,1,False,1,False,3,True,MARL-005_p29_c2,True,False,True
SBV2-ALL92-G187-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-005_p1_c3,True,True,False
SBV2-ALL92-G190-C01,supported,False,0,False,0,False,0,False,MARL-006_p2_c2,True,False,True
SBV2-ALL92-G190-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-006_p5_c3,True,False,True
SBV2-ALL92-G190-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-006_p1_c0,True,False,True
SBV2-ALL92-G190-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-006_p2_c2,True,False,True
SBV2-ALL92-G193-C01,supported,False,0,False,0,False,0,False,MARL-007_p3_c1,True,True,False
SBV2-ALL92-G193-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-007_p3_c1,True,True,False
SBV2-ALL92-G193-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-007_p3_c1,True,True,False
SBV2-ALL92-G193-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-007_p3_c1,True,True,False
SBV2-ALL92-G196-C01,supported,False,0,False,0,False,0,False,MARL-008_p6_c0,True,False,True
SBV2-ALL92-G196-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-008_p6_c0,True,False,True
SBV2-ALL92-G196-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-008_p6_c0,True,False,True
SBV2-ALL92-G196-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-008_p6_c0,True,False,True
SBV2-ALL92-G197-C01,supported,False,0,False,0,False,0,False,MARL-008_p1_c1,True,True,False
SBV2-ALL92-G197-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-008_p1_c1,True,True,False
SBV2-ALL92-G197-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-008_p14_c2,True,False,True
SBV2-ALL92-G197-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-008_p1_c1,True,True,False
SBV2-ALL92-G198-C01,supported,False,1,False,1,False,1,False,MARL-008_p1_c0,True,True,False
SBV2-ALL92-G198-C02,mild_scope_overclaim,False,1,False,1,False,1,False,MARL-008_p1_c0,True,True,False
SBV2-ALL92-G198-C03,strong_action_overclaim,True,1,False,1,False,1,False,MARL-008_p1_c0,True,True,False
SBV2-ALL92-G198-C04,contradiction_candidate,False,1,False,1,False,1,False,MARL-008_p1_c0,True,True,False
SBV2-ALL92-G205-C01,supported,False,0,False,0,False,0,False,MARL-011_p4_c2,True,True,False
SBV2-ALL92-G205-C02,mild_scope_overclaim,False,0,False,0,False,0,False,MARL-011_p4_c2,True,True,False
SBV2-ALL92-G205-C03,strong_action_overclaim,True,0,False,0,False,0,False,MARL-011_p4_c2,True,True,False
SBV2-ALL92-G205-C04,contradiction_candidate,False,0,False,0,False,0,False,MARL-011_p4_c2,True,True,False
SBV2-ALL92-G213-C01,supported,False,3,True,1,False,1,False,MARL-013_p2_c3,True,False,True
SBV2-ALL92-G213-C02,mild_scope_overclaim,False,3,True,1,False,1,False,MARL-013_p2_c3,True,False,True
SBV2-ALL92-G213-C03,strong_action_overclaim,True,3,True,1,False,1,False,MARL-013_p1_c1,True,False,True
SBV2-ALL92-G213-C04,contradiction_candidate,False,3,True,1,False,1,False,MARL-013_p1_c1,True,False,True
SBV2-ALL92-G214-C01,supported,False,0,False,0,False,0,False,POL-001_p1_c3,True,True,False
SBV2-ALL92-G214-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-001_p1_c3,True,True,False
SBV2-ALL92-G214-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-001_p1_c3,True,True,False
SBV2-ALL92-G214-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-001_p1_c3,True,True,False
SBV2-ALL92-G215-C01,supported,False,0,False,0,False,0,False,AD-024_p5_c0,False,False,True
SBV2-ALL92-G215-C02,mild_scope_overclaim,False,3,True,3,True,3,True,AD-024_p5_c0,False,False,True
SBV2-ALL92-G215-C03,strong_action_overclaim,True,0,False,0,False,0,False,AD-024_p5_c0,False,False,True
SBV2-ALL92-G215-C04,contradiction_candidate,False,0,False,0,False,0,False,AD-024_p5_c0,False,False,True
SBV2-ALL92-G224-C01,supported,False,0,False,0,False,0,False,POL-004_p8_c3,True,True,False
SBV2-ALL92-G224-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-004_p8_c3,True,True,False
SBV2-ALL92-G224-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-004_p8_c3,True,True,False
SBV2-ALL92-G224-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-004_p8_c3,True,True,False
SBV2-ALL92-G226-C01,supported,False,3,True,3,True,3,True,POL-005_p2_c0,True,True,False
SBV2-ALL92-G226-C02,mild_scope_overclaim,False,3,True,3,True,3,True,POL-005_p2_c0,True,True,False
SBV2-ALL92-G226-C03,strong_action_overclaim,True,3,True,3,True,3,True,POL-005_p2_c0,True,True,False
SBV2-ALL92-G226-C04,contradiction_candidate,False,3,True,3,True,3,True,POL-005_p2_c0,True,True,False
SBV2-ALL92-G232-C01,supported,False,2,True,1,False,2,True,POL-007_p9_c2,True,True,False
SBV2-ALL92-G232-C02,mild_scope_overclaim,False,2,True,1,False,2,True,POL-007_p9_c2,True,True,False
SBV2-ALL92-G232-C03,strong_action_overclaim,True,2,True,1,False,2,True,POL-007_p9_c2,True,True,False
SBV2-ALL92-G232-C04,contradiction_candidate,False,2,True,1,False,2,True,POL-007_p9_c2,True,True,False
SBV2-ALL92-G233-C01,supported,False,0,False,0,False,0,False,POL-007_p6_c1,True,False,True
SBV2-ALL92-G233-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-007_p6_c1,True,False,True
SBV2-ALL92-G233-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-007_p6_c1,True,False,True
SBV2-ALL92-G233-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-007_p6_c1,True,False,True
SBV2-ALL92-G234-C01,supported,False,0,False,0,False,0,False,POL-007_p6_c2,True,False,True
SBV2-ALL92-G234-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-007_p6_c2,True,False,True
SBV2-ALL92-G234-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-007_p6_c2,True,False,True
SBV2-ALL92-G234-C04,contradiction_candidate,False,1,False,1,False,2,True,MARL-007_p14_c1,False,False,True
SBV2-ALL92-G248-C01,supported,False,0,False,0,False,0,False,POL-012_p1_c0,True,True,False
SBV2-ALL92-G248-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-012_p1_c0,True,True,False
SBV2-ALL92-G248-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-012_p5_c2,True,False,True
SBV2-ALL92-G248-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-012_p1_c0,True,True,False
SBV2-ALL92-G251-C01,supported,False,0,False,0,False,0,False,POL-013_p8_c2,True,False,True
SBV2-ALL92-G251-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-013_p8_c1,True,True,False
SBV2-ALL92-G251-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-013_p8_c1,True,True,False
SBV2-ALL92-G251-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-013_p8_c2,True,False,True
SBV2-ALL92-G252-C01,supported,False,0,False,0,False,0,False,POL-013_p12_c3,True,False,True
SBV2-ALL92-G252-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-013_p12_c3,True,False,True
SBV2-ALL92-G252-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-013_p12_c3,True,False,True
SBV2-ALL92-G252-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-013_p12_c3,True,False,True
SBV2-ALL92-G253-C01,supported,False,0,False,0,False,0,False,POL-014_p4_c0,True,True,False
SBV2-ALL92-G253-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-014_p4_c0,True,True,False
SBV2-ALL92-G253-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-014_p4_c0,True,True,False
SBV2-ALL92-G253-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-014_p4_c0,True,True,False
SBV2-ALL92-G254-C01,supported,False,0,False,0,False,0,False,POL-014_p1_c0,True,True,False
SBV2-ALL92-G254-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-014_p1_c0,True,True,False
SBV2-ALL92-G254-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-014_p1_c0,True,True,False
SBV2-ALL92-G254-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-014_p1_c0,True,True,False
SBV2-ALL92-G255-C01,supported,False,0,False,0,False,0,False,POL-014_p1_c0,True,True,False
SBV2-ALL92-G255-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-014_p1_c0,True,True,False
SBV2-ALL92-G255-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-014_p1_c0,True,True,False
SBV2-ALL92-G255-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-014_p1_c0,True,True,False
SBV2-ALL92-G256-C01,supported,False,0,False,0,False,0,False,POL-015_p9_c0,True,True,False
SBV2-ALL92-G256-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-015_p9_c0,True,True,False
SBV2-ALL92-G256-C03,strong_action_overclaim,True,2,True,2,True,2,True,POL-015_p9_c0,True,True,False
SBV2-ALL92-G256-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-015_p9_c0,True,True,False
SBV2-ALL92-G257-C01,supported,False,0,False,0,False,0,False,POL-015_p4_c1,True,True,False
SBV2-ALL92-G257-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-015_p4_c1,True,True,False
SBV2-ALL92-G257-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-015_p4_c1,True,True,False
SBV2-ALL92-G257-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-015_p4_c1,True,True,False
SBV2-ALL92-G259-C01,supported,False,0,False,0,False,0,False,POL-016_p1_c1,True,False,True
SBV2-ALL92-G259-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-016_p1_c1,True,False,True
SBV2-ALL92-G259-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-016_p1_c1,True,False,True
SBV2-ALL92-G259-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-016_p1_c1,True,False,True
SBV2-ALL92-G261-C01,supported,False,0,False,0,False,0,False,POL-016_p1_c0,True,True,False
SBV2-ALL92-G261-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-016_p1_c0,True,True,False
SBV2-ALL92-G261-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-016_p1_c0,True,True,False
SBV2-ALL92-G261-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-016_p1_c0,True,True,False
SBV2-ALL92-G264-C01,supported,False,0,False,0,False,0,False,POL-017_p2_c1,True,True,False
SBV2-ALL92-G264-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-017_p2_c1,True,True,False
SBV2-ALL92-G264-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-017_p2_c1,True,True,False
SBV2-ALL92-G264-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-017_p2_c1,True,True,False
SBV2-ALL92-G266-C01,supported,False,0,False,0,False,0,False,POL-018_p14_c0,True,False,True
SBV2-ALL92-G266-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-018_p14_c0,True,False,True
SBV2-ALL92-G266-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-018_p14_c0,True,False,True
SBV2-ALL92-G266-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-018_p14_c0,True,False,True
SBV2-ALL92-G271-C01,supported,False,0,False,0,False,0,False,POL-020_p20_c1,True,True,False
SBV2-ALL92-G271-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-020_p20_c1,True,True,False
SBV2-ALL92-G271-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-020_p20_c1,True,True,False
SBV2-ALL92-G271-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-020_p20_c0,True,False,True
SBV2-ALL92-G272-C01,supported,False,0,False,0,False,0,False,POL-020_p6_c2,True,False,True
SBV2-ALL92-G272-C02,mild_scope_overclaim,False,0,False,0,False,0,False,POL-020_p6_c2,True,False,True
SBV2-ALL92-G272-C03,strong_action_overclaim,True,0,False,0,False,0,False,POL-020_p4_c1,True,True,False
SBV2-ALL92-G272-C04,contradiction_candidate,False,0,False,0,False,0,False,POL-020_p4_c2,True,False,True
