candidate_id,target_candidate_group_id,source_id,domain,evidence_type,label,claim_text,claim_only_pred,evidence_only_pred,claim_evidence_pred,claim_only_correct,evidence_only_correct,claim_evidence_correct,leakage_category
SBV2-ALL92-G053-C03,SBV2-ALL92-G053,AD-019,autonomous_driving,metric_result,strong_action_overclaim,The trained agent outperforms both the no-signal baseline and traffic signal control while reporting high throughput with low waiting time.,mild_scope_overclaim,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G053-C04,SBV2-ALL92-G053,AD-019,autonomous_driving,metric_result,contradiction_candidate,The trained agent trails the no-signal baseline and traffic signal control while reporting low throughput with high waiting time.,contradiction_candidate,contradiction_candidate,contradiction_candidate,True,True,True,A_claim_only_correct
SBV2-ALL92-G054-C01,SBV2-ALL92-G054,AD-019,autonomous_driving,limitation,supported,The reviewed traffic cases often lack practical complexity and are unsuitable for direct transfer into open urban conditions.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G054-C02,SBV2-ALL92-G054,AD-019,autonomous_driving,limitation,mild_scope_overclaim,The reviewed traffic cases often lack practical complexity but are suitable for partial transfer into open urban conditions.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G054-C03,SBV2-ALL92-G054,AD-019,autonomous_driving,limitation,strong_action_overclaim,The reviewed traffic cases capture practical complexity and are suitable for broad transfer into open urban conditions overall.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,True,False,True,A_claim_only_correct
SBV2-ALL92-G054-C04,SBV2-ALL92-G054,AD-019,autonomous_driving,limitation,contradiction_candidate,The reviewed traffic cases capture practical complexity and are suitable for direct transfer into open urban conditions overall.,contradiction_candidate,contradiction_candidate,strong_action_overclaim,True,True,False,D_claim_only_better
SBV2-ALL92-G055-C01,SBV2-ALL92-G055,AD-020,autonomous_driving,experiment_setup,supported,The study evaluates the MARL-based algorithm against one previous non-RL VSL benchmark algorithm on the I-24 corridor segment dataset.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G055-C02,SBV2-ALL92-G055,AD-020,autonomous_driving,experiment_setup,mild_scope_overclaim,The study evaluates the MARL-based algorithm against two previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G055-C03,SBV2-ALL92-G055,AD-020,autonomous_driving,experiment_setup,strong_action_overclaim,The study evaluates the MARL-based algorithm against several previous non-RL VSL benchmark algorithms on the I-24 corridor segment dataset.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,True,False,True,A_claim_only_correct
SBV2-ALL92-G055-C04,SBV2-ALL92-G055,AD-020,autonomous_driving,experiment_setup,contradiction_candidate,The study evaluates the MARL-based algorithm against one previous RL VSL benchmark algorithm on the I-24 corridor segment dataset.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,True,False,C_both_wrong
SBV2-ALL92-G056-C01,SBV2-ALL92-G056,AD-020,autonomous_driving,metric_result,supported,The results report that the MARL-based VSL control system achieves superior performance in the evaluated traffic study segment.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G056-C02,SBV2-ALL92-G056,AD-020,autonomous_driving,metric_result,mild_scope_overclaim,The results report that the MARL-based VSL control system achieves superior performance in the evaluated traffic study segment and companion analysis.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G056-C03,SBV2-ALL92-G056,AD-020,autonomous_driving,metric_result,strong_action_overclaim,The results report that the MARL-based VSL control system achieves superior performance in simulated and field traffic study segments.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G056-C04,SBV2-ALL92-G056,AD-020,autonomous_driving,metric_result,contradiction_candidate,The results report that the MARL-based VSL control system achieves inferior performance in the evaluated traffic study segment.,contradiction_candidate,contradiction_candidate,strong_action_overclaim,True,True,False,D_claim_only_better
SBV2-ALL92-G057-C01,SBV2-ALL92-G057,AD-020,autonomous_driving,limitation,supported,"The regulation example treats [70, 60, 50] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.",strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G057-C02,SBV2-ALL92-G057,AD-020,autonomous_driving,limitation,mild_scope_overclaim,"The regulation example treats [70, 60, 40] mph as compliant and [70, 50, 30] mph as exceeding the maximum speed differential.",strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G057-C03,SBV2-ALL92-G057,AD-020,autonomous_driving,limitation,strong_action_overclaim,"The regulation example treats [70, 50, 30] mph as compliant because a twenty-mile-per-hour differential falls below the maximum speed differential.",mild_scope_overclaim,contradiction_candidate,strong_action_overclaim,False,False,True,B_evidence_gain
SBV2-ALL92-G057-C04,SBV2-ALL92-G057,AD-020,autonomous_driving,limitation,contradiction_candidate,"The regulation example treats [70, 60, 50] mph as exceeding the maximum speed differential and [70, 50, 30] mph as compliant.",strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,True,False,C_both_wrong
SBV2-ALL92-G058-C01,SBV2-ALL92-G058,AD-021,autonomous_driving,experiment_setup,supported,"For O1-mini, the evaluation controlled 196 New York 1 intersections and simulated traffic for 3600 seconds in a network run.",contradiction_candidate,contradiction_candidate,mild_scope_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G058-C02,SBV2-ALL92-G058,AD-021,autonomous_driving,experiment_setup,mild_scope_overclaim,"For O1-mini, the evaluation controlled 216 New York 1 intersections and simulated traffic for 3600 seconds in a network run.",contradiction_candidate,contradiction_candidate,mild_scope_overclaim,False,False,True,B_evidence_gain
SBV2-ALL92-G058-C03,SBV2-ALL92-G058,AD-021,autonomous_driving,experiment_setup,strong_action_overclaim,"For O1-mini, the evaluation controlled 300 New York 1 intersections and simulated traffic for 7200 seconds in a network run.",contradiction_candidate,contradiction_candidate,mild_scope_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G058-C04,SBV2-ALL92-G058,AD-021,autonomous_driving,experiment_setup,contradiction_candidate,"For O1-mini, the evaluation controlled 96 New York 1 intersections and simulated traffic for 1800 seconds in a network run.",contradiction_candidate,contradiction_candidate,mild_scope_overclaim,True,True,False,D_claim_only_better
SBV2-ALL92-G059-C01,SBV2-ALL92-G059,AD-021,autonomous_driving,metric_result,supported,The results report that CoLLMLight outperforms state-of-the-art LLMs on complex coordination benchmarks for network-wide traffic signal control.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G059-C02,SBV2-ALL92-G059,AD-021,autonomous_driving,metric_result,mild_scope_overclaim,The results report that CoLLMLight outperforms state-of-the-art LLMs on complex coordination benchmarks and single-intersection tests for network-wide traffic signal control.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G059-C03,SBV2-ALL92-G059,AD-021,autonomous_driving,metric_result,strong_action_overclaim,The results report that CoLLMLight outperforms state-of-the-art LLMs on complex coordination benchmarks and city-scale traffic optimization benchmarks.,contradiction_candidate,contradiction_candidate,strong_action_overclaim,False,False,True,B_evidence_gain
SBV2-ALL92-G059-C04,SBV2-ALL92-G059,AD-021,autonomous_driving,metric_result,contradiction_candidate,The results report that CoLLMLight underperforms state-of-the-art LLMs on complex coordination benchmarks for network-wide traffic signal control.,contradiction_candidate,contradiction_candidate,strong_action_overclaim,True,True,False,D_claim_only_better
SBV2-ALL92-G060-C01,SBV2-ALL92-G060,AD-021,autonomous_driving,limitation,supported,The paper states that managing traffic signals in complex dynamic urban road networks remains a formidable challenge for traffic control research.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G060-C02,SBV2-ALL92-G060,AD-021,autonomous_driving,limitation,mild_scope_overclaim,The paper states that managing traffic signals in complex dynamic urban road networks remains a limited challenge for traffic control research.,supported,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G060-C03,SBV2-ALL92-G060,AD-021,autonomous_driving,limitation,strong_action_overclaim,The paper states that managing traffic signals in complex dynamic urban road networks has become a routine problem for traffic control research.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,True,False,True,A_claim_only_correct
SBV2-ALL92-G060-C04,SBV2-ALL92-G060,AD-021,autonomous_driving,limitation,contradiction_candidate,The paper states that managing traffic signals in complex dynamic urban road networks presents no major challenge for traffic control research.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,True,False,C_both_wrong
SBV2-ALL92-G062-C01,SBV2-ALL92-G062,AD-023,autonomous_driving,metric_result,supported,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse and INTERACTION benchmarks.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G062-C02,SBV2-ALL92-G062,AD-023,autonomous_driving,metric_result,mild_scope_overclaim,"The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets comparable to Argoverse, INTERACTION, and highway benchmarks.",strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G062-C03,SBV2-ALL92-G062,AD-023,autonomous_driving,metric_result,strong_action_overclaim,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets superior to Argoverse and INTERACTION benchmarks.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,True,False,True,A_claim_only_correct
SBV2-ALL92-G062-C04,SBV2-ALL92-G062,AD-023,autonomous_driving,metric_result,contradiction_candidate,The evaluation reports that the adapted HPNet model reaches prediction accuracy on simulated work-zone datasets below Argoverse and INTERACTION benchmarks.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,True,False,C_both_wrong
SBV2-ALL92-G064-C01,SBV2-ALL92-G064,AD-024,autonomous_driving,metric_result,supported,"The paper presents trajectory validation with GNSS and IMU reference-vehicle data to evaluate vehicle detection, tracking, and sensor-derived trajectories.",mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G064-C02,SBV2-ALL92-G064,AD-024,autonomous_driving,metric_result,mild_scope_overclaim,"The paper presents trajectory validation with GNSS and IMU reference-vehicle data to evaluate vehicle detection, tracking, and multi-sensor calibration.",mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,True,False,True,A_claim_only_correct
SBV2-ALL92-G064-C03,SBV2-ALL92-G064,AD-024,autonomous_driving,metric_result,strong_action_overclaim,"The paper presents trajectory validation with GNSS and IMU reference-vehicle data to evaluate vehicle detection, tracking, and crash-risk reductions.",strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,True,False,False,D_claim_only_better
SBV2-ALL92-G064-C04,SBV2-ALL92-G064,AD-024,autonomous_driving,metric_result,contradiction_candidate,"The paper presents trajectory validation with simulated reference-vehicle trajectory data to evaluate vehicle detection, tracking, and sensor-derived trajectories.",mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,True,False,C_both_wrong
SBV2-ALL92-G065-C01,SBV2-ALL92-G065,AD-024,autonomous_driving,limitation,supported,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and ground-truth sources for validation.",contradiction_candidate,contradiction_candidate,supported,False,False,True,B_evidence_gain
SBV2-ALL92-G065-C02,SBV2-ALL92-G065,AD-024,autonomous_driving,limitation,mild_scope_overclaim,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and weather sensing for validation.",contradiction_candidate,contradiction_candidate,supported,False,False,False,C_both_wrong
SBV2-ALL92-G065-C03,SBV2-ALL92-G065,AD-024,autonomous_driving,limitation,strong_action_overclaim,"The field studies highlight design tradeoffs involving power and network infrastructure, local storage capacity, sensor visibility, and network-wide safety forecasting.",contradiction_candidate,contradiction_candidate,supported,False,False,False,C_both_wrong
SBV2-ALL92-G065-C04,SBV2-ALL92-G065,AD-024,autonomous_driving,limitation,contradiction_candidate,"The field studies highlight design tradeoffs involving compute benchmarks, camera styling, annotation speed, map formatting, and dashboard layout for validation.",strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,True,False,C_both_wrong
SBV2-ALL92-G067-C01,SBV2-ALL92-G067,CYB-001,cyber_defense,experiment_setup,supported,The AgentCyberRange study evaluates six frontier AI systems under matched prompts and matched computational budgets for the reported cyber-range comparison.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G067-C02,SBV2-ALL92-G067,CYB-001,cyber_defense,experiment_setup,mild_scope_overclaim,"The AgentCyberRange study evaluates six frontier AI systems under matched prompts, budgets, and environment configurations for the reported cyber-range comparison.",strong_action_overclaim,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G067-C03,SBV2-ALL92-G067,CYB-001,cyber_defense,experiment_setup,strong_action_overclaim,"The AgentCyberRange study evaluates eight frontier AI systems under matched prompts, budgets, and repeated cyber-range trials for the reported cyber-range comparison.",contradiction_candidate,contradiction_candidate,strong_action_overclaim,False,False,True,B_evidence_gain
SBV2-ALL92-G067-C04,SBV2-ALL92-G067,CYB-001,cyber_defense,experiment_setup,contradiction_candidate,The AgentCyberRange study evaluates two frontier AI systems with separate prompts and separate computational budgets for the reported cyber-range comparison.,contradiction_candidate,contradiction_candidate,contradiction_candidate,True,True,True,A_claim_only_correct
SBV2-ALL92-G068-C01,SBV2-ALL92-G068,CYB-001,cyber_defense,metric_result,supported,GPT-5.5 with Codex reports success rates of 16.1% on web-exploitation items and 31.7% on post-exploitation items in the reported AgentCyberRange results.,mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G068-C02,SBV2-ALL92-G068,CYB-001,cyber_defense,metric_result,mild_scope_overclaim,GPT-5.5 with Codex reports success rates of 33.0% on web-exploitation items and 46.3% on post-exploitation items in the reported AgentCyberRange results.,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,True,B_evidence_gain
SBV2-ALL92-G068-C03,SBV2-ALL92-G068,CYB-001,cyber_defense,metric_result,strong_action_overclaim,GPT-5.5 with Codex reports success rates above 50% on web-exploitation items and post-exploitation items in the reported AgentCyberRange results.,strong_action_overclaim,contradiction_candidate,supported,True,False,False,D_claim_only_better
SBV2-ALL92-G068-C04,SBV2-ALL92-G068,CYB-001,cyber_defense,metric_result,contradiction_candidate,GPT-5.5 with Codex reports lower success rates than every evaluated system on web-exploitation and post-exploitation items in the reported AgentCyberRange results.,contradiction_candidate,contradiction_candidate,contradiction_candidate,True,True,True,A_claim_only_correct
SBV2-ALL92-G069-C01,SBV2-ALL92-G069,CYB-001,cyber_defense,limitation,supported,"Systematic evaluation of offensive capabilities remains constrained by limited access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.",mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G069-C02,SBV2-ALL92-G069,CYB-001,cyber_defense,limitation,mild_scope_overclaim,"Systematic evaluation of offensive capabilities remains constrained mainly by limited access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.",mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,True,False,True,A_claim_only_correct
SBV2-ALL92-G069-C03,SBV2-ALL92-G069,CYB-001,cyber_defense,limitation,strong_action_overclaim,"Systematic evaluation of offensive capabilities remains constrained by missing open, reproducible, multi-host cyber-range infrastructure for frontier systems for reproducible multi-host cyber-range experiments.",mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G069-C04,SBV2-ALL92-G069,CYB-001,cyber_defense,limitation,contradiction_candidate,"Systematic evaluation of offensive capabilities benefits from broad access to open, reproducible, multi-host cyber-range infrastructure for reproducible multi-host cyber-range experiments.",mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,False,True,False,C_both_wrong
SBV2-ALL92-G071-C01,SBV2-ALL92-G071,CYB-002,cyber_defense,metric_result,supported,"alias1 records precision 0.52, recall 0.42, F1 0.46, and F2 0.44 in the CAIBench PII evaluation in the CyberPII-Bench evaluation.",contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G071-C02,SBV2-ALL92-G071,CYB-002,cyber_defense,metric_result,mild_scope_overclaim,"alias1 records precision 0.62, recall 0.42, F1 0.46, and F2 0.44 in the CAIBench PII evaluation in the CyberPII-Bench evaluation.",contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G071-C03,SBV2-ALL92-G071,CYB-002,cyber_defense,metric_result,strong_action_overclaim,"alias1 records precision 0.52, recall 0.42, F1 0.46, F2 0.44, and top scores in CAIBench challenge categories in the CyberPII-Bench evaluation.",contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G071-C04,SBV2-ALL92-G071,CYB-002,cyber_defense,metric_result,contradiction_candidate,"alias1 records precision 0.35, recall 0.28, F1 0.30, and F2 0.27 in the CAIBench PII evaluation in the CyberPII-Bench evaluation.",contradiction_candidate,contradiction_candidate,strong_action_overclaim,True,True,False,D_claim_only_better
SBV2-ALL92-G075-C01,SBV2-ALL92-G075,CYB-003,cyber_defense,limitation,supported,The paper identifies cross-model comparison on MHBench and added cyber-range cases as future work in the Dynamic Cyber Ranges paper.,supported,contradiction_candidate,supported,True,False,True,A_claim_only_correct
SBV2-ALL92-G075-C02,SBV2-ALL92-G075,CYB-003,cyber_defense,limitation,mild_scope_overclaim,The paper identifies cross-model comparison on MHBench and added cyber-range cases as the immediate next evaluation in the Dynamic Cyber Ranges paper.,contradiction_candidate,contradiction_candidate,supported,False,False,False,C_both_wrong
SBV2-ALL92-G075-C03,SBV2-ALL92-G075,CYB-003,cyber_defense,limitation,strong_action_overclaim,The paper identifies cross-model comparison on MHBench and added cyber-range cases as already finished evaluation work in the Dynamic Cyber Ranges paper.,contradiction_candidate,contradiction_candidate,supported,False,False,False,C_both_wrong
SBV2-ALL92-G075-C04,SBV2-ALL92-G075,CYB-003,cyber_defense,limitation,contradiction_candidate,The paper describes cross-model comparison on MHBench and added cyber-range cases as absent from its research agenda in the Dynamic Cyber Ranges paper.,contradiction_candidate,contradiction_candidate,strong_action_overclaim,True,True,False,D_claim_only_better
SBV2-ALL92-G077-C01,SBV2-ALL92-G077,CYB-004,cyber_defense,metric_result,supported,"C-MADF reports precision 0.997, recall 0.961, and F1-score 0.979 compared with three listed baselines on the public CICIOT2023 benchmark.",strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G077-C02,SBV2-ALL92-G077,CYB-004,cyber_defense,metric_result,mild_scope_overclaim,"C-MADF reports precision 0.997, recall 0.971, and F1-score 0.979 compared with three listed baselines on the public CICIOT2023 benchmark.",strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G077-C03,SBV2-ALL92-G077,CYB-004,cyber_defense,metric_result,strong_action_overclaim,"C-MADF reports precision 0.997, recall 0.961, F1-score 0.979, and dominant scores on intrusion-category breakdowns on the public CICIOT2023 benchmark.",strong_action_overclaim,contradiction_candidate,strong_action_overclaim,True,False,True,A_claim_only_correct
SBV2-ALL92-G077-C04,SBV2-ALL92-G077,CYB-004,cyber_defense,metric_result,contradiction_candidate,"C-MADF reports precision 0.941, recall 0.905, and F1-score 0.941 compared with the listed baselines on the public CICIOT2023 benchmark.",strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,True,False,C_both_wrong
SBV2-ALL92-G079-C01,SBV2-ALL92-G079,CYB-005,cyber_defense,experiment_setup,supported,The Q-BIRD study evaluates the approach in a simulated IoV security environment with an adaptive attacker during the simulated IoV defense experiment.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G079-C02,SBV2-ALL92-G079,CYB-005,cyber_defense,experiment_setup,mild_scope_overclaim,The Q-BIRD study evaluates the approach in a simulated IoV security environment with two adaptive attackers during the simulated IoV defense experiment.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G079-C03,SBV2-ALL92-G079,CYB-005,cyber_defense,experiment_setup,strong_action_overclaim,The Q-BIRD study evaluates the approach in a simulated IoV security environment with coordinated adaptive attacker teams during the simulated IoV defense experiment.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G079-C04,SBV2-ALL92-G079,CYB-005,cyber_defense,experiment_setup,contradiction_candidate,The Q-BIRD study evaluates the approach in a static IoV security environment with a passive attacker during the simulated IoV defense experiment.,contradiction_candidate,contradiction_candidate,contradiction_candidate,True,True,True,A_claim_only_correct
SBV2-ALL92-G080-C01,SBV2-ALL92-G080,CYB-005,cyber_defense,metric_result,supported,The proposed method reports an attack success rate of 0.000 over 80 test episodes above the damage threshold in the simulated IoV security evaluation.,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G080-C02,SBV2-ALL92-G080,CYB-005,cyber_defense,metric_result,mild_scope_overclaim,The proposed method reports an attack success rate of 0.000 over 100 test episodes above the damage threshold in the simulated IoV security evaluation.,mild_scope_overclaim,contradiction_candidate,mild_scope_overclaim,True,False,True,A_claim_only_correct
SBV2-ALL92-G080-C03,SBV2-ALL92-G080,CYB-005,cyber_defense,metric_result,strong_action_overclaim,The proposed method reports an attack success rate of 0.000 over 80 test episodes and lower damage variance than both baselines in the simulated IoV security evaluation.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G080-C04,SBV2-ALL92-G080,CYB-005,cyber_defense,metric_result,contradiction_candidate,The proposed method reports a nonzero attack success rate over 80 test episodes above the damage threshold in the simulated IoV security evaluation.,contradiction_candidate,contradiction_candidate,mild_scope_overclaim,True,True,False,D_claim_only_better
SBV2-ALL92-G081-C01,SBV2-ALL92-G081,CYB-005,cyber_defense,limitation,supported,IoV defense proceeds with partial observation because attacker intent remains hidden and visible signals are often ambiguous during the IoV defense problem formulation.,mild_scope_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G081-C02,SBV2-ALL92-G081,CYB-005,cyber_defense,limitation,mild_scope_overclaim,IoV defense proceeds with partial observation because attacker intent remains hidden and visible signals are usually ambiguous during the IoV defense problem formulation.,mild_scope_overclaim,contradiction_candidate,strong_action_overclaim,True,False,False,D_claim_only_better
SBV2-ALL92-G081-C03,SBV2-ALL92-G081,CYB-005,cyber_defense,limitation,strong_action_overclaim,IoV defense proceeds with partial observation because attacker intent remains hidden through the entire defensive timeline during the IoV defense problem formulation.,mild_scope_overclaim,contradiction_candidate,strong_action_overclaim,False,False,True,B_evidence_gain
SBV2-ALL92-G081-C04,SBV2-ALL92-G081,CYB-005,cyber_defense,limitation,contradiction_candidate,IoV defense proceeds with direct observation because attacker intent remains visible and signals are consistently clear during the IoV defense problem formulation.,contradiction_candidate,contradiction_candidate,contradiction_candidate,True,True,True,A_claim_only_correct
SBV2-ALL92-G082-C01,SBV2-ALL92-G082,CYB-006,cyber_defense,experiment_setup,supported,DeepXplain is evaluated in a realistic enterprise testbed with CALDERA-driven APT activity during the enterprise APT evaluation benchmark.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G082-C02,SBV2-ALL92-G082,CYB-006,cyber_defense,experiment_setup,mild_scope_overclaim,DeepXplain is evaluated in a realistic enterprise testbed with multiple CALDERA-driven APT campaigns during the enterprise APT evaluation benchmark.,strong_action_overclaim,contradiction_candidate,mild_scope_overclaim,False,False,True,B_evidence_gain
SBV2-ALL92-G082-C03,SBV2-ALL92-G082,CYB-006,cyber_defense,experiment_setup,strong_action_overclaim,DeepXplain is evaluated in a realistic enterprise testbed with live CALDERA-driven APT campaign emulation during the enterprise APT evaluation benchmark.,strong_action_overclaim,contradiction_candidate,strong_action_overclaim,True,False,True,A_claim_only_correct
SBV2-ALL92-G082-C04,SBV2-ALL92-G082,CYB-006,cyber_defense,experiment_setup,contradiction_candidate,DeepXplain is evaluated in a toy enterprise testbed with manually scripted benign activity during the enterprise APT evaluation benchmark.,contradiction_candidate,contradiction_candidate,contradiction_candidate,True,True,True,A_claim_only_correct
SBV2-ALL92-G083-C01,SBV2-ALL92-G083,CYB-006,cyber_defense,metric_result,supported,DeepXplain raises average stage-weighted F1-score from 0.887 to 0.915 and mitigation success from 84.7% to 89.6% in the reported DeepXplain experiments.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G083-C02,SBV2-ALL92-G083,CYB-006,cyber_defense,metric_result,mild_scope_overclaim,DeepXplain raises average stage-weighted F1-score from 0.887 to 0.925 and mitigation success from 84.7% to 89.6% in the reported DeepXplain experiments.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G083-C03,SBV2-ALL92-G083,CYB-006,cyber_defense,metric_result,strong_action_overclaim,DeepXplain raises average stage-weighted F1-score from 0.887 to 0.950 and mitigation success from 84.7% to 95.0% in the reported DeepXplain experiments.,contradiction_candidate,contradiction_candidate,contradiction_candidate,False,False,False,C_both_wrong
SBV2-ALL92-G083-C04,SBV2-ALL92-G083,CYB-006,cyber_defense,metric_result,contradiction_candidate,DeepXplain lowers average stage-weighted F1-score from 0.887 to 0.850 and mitigation success from 84.7% to 80.0% in the reported DeepXplain experiments.,contradiction_candidate,contradiction_candidate,contradiction_candidate,True,True,True,A_claim_only_correct
SBV2-ALL92-G084-C01,SBV2-ALL92-G084,CYB-006,cyber_defense,limitation,supported,DeepXplain operates as a black box that produces decisions but lacks interpretable explanations for predictions or actions in the reported DeepXplain defense system.,contradiction_candidate,contradiction_candidate,strong_action_overclaim,False,False,False,C_both_wrong
SBV2-ALL92-G084-C02,SBV2-ALL92-G084,CYB-006,cyber_defense,limitation,mild_scope_overclaim,DeepXplain operates as a black box that produces decisions but gives limited interpretable explanations for predictions or actions in the reported DeepXplain defense system.,supported,contradiction_candidate,supported,False,False,False,C_both_wrong
SBV2-ALL92-G084-C03,SBV2-ALL92-G084,CYB-006,cyber_defense,limitation,strong_action_overclaim,DeepXplain operates as a black box that produces effective decisions while hiding prediction and action rationales in the reported DeepXplain defense system.,contradiction_candidate,contradiction_candidate,strong_action_overclaim,False,False,True,B_evidence_gain
SBV2-ALL92-G084-C04,SBV2-ALL92-G084,CYB-006,cyber_defense,limitation,contradiction_candidate,DeepXplain operates as an interpretable system that produces decisions with clear explanations for predictions and actions in the reported DeepXplain defense system.,contradiction_candidate,contradiction_candidate,strong_action_overclaim,True,True,False,D_claim_only_better
SBV2-ALL92-G085-C01,SBV2-ALL92-G085,CYB-007,cyber_defense,experiment_setup,supported,The adversarial agent follows attack and kill-chain sequences prescribed by Atomic Red Team and MITRE ATT&CK during the autonomous cyber-defense experiments.,contradiction_candidate,contradiction_candidate,supported,False,False,True,B_evidence_gain
SBV2-ALL92-G085-C02,SBV2-ALL92-G085,CYB-007,cyber_defense,experiment_setup,mild_scope_overclaim,"The adversarial agent follows attack and kill-chain sequences prescribed by Atomic Red Team, MITRE ATT&CK, and Caldera during the autonomous cyber-defense experiments.",contradiction_candidate,contradiction_candidate,supported,False,False,False,C_both_wrong
