candidate_id,target_candidate_group_id,source_id,domain,evidence_type,label,leakage_category,claim_only_correct,claim_evidence_correct,recommendation
SBV2-ALL92-G060-C02,SBV2-ALL92-G060,AD-021,autonomous_driving,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G060-C03,SBV2-ALL92-G060,AD-021,autonomous_driving,limitation,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G060-C04,SBV2-ALL92-G060,AD-021,autonomous_driving,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G062-C01,SBV2-ALL92-G062,AD-023,autonomous_driving,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G062-C02,SBV2-ALL92-G062,AD-023,autonomous_driving,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G062-C03,SBV2-ALL92-G062,AD-023,autonomous_driving,metric_result,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G062-C04,SBV2-ALL92-G062,AD-023,autonomous_driving,metric_result,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G064-C01,SBV2-ALL92-G064,AD-024,autonomous_driving,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G064-C02,SBV2-ALL92-G064,AD-024,autonomous_driving,metric_result,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G064-C03,SBV2-ALL92-G064,AD-024,autonomous_driving,metric_result,strong_action_overclaim,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G064-C04,SBV2-ALL92-G064,AD-024,autonomous_driving,metric_result,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G065-C01,SBV2-ALL92-G065,AD-024,autonomous_driving,limitation,supported,B_evidence_gain,False,True,include
SBV2-ALL92-G065-C02,SBV2-ALL92-G065,AD-024,autonomous_driving,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G065-C03,SBV2-ALL92-G065,AD-024,autonomous_driving,limitation,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G065-C04,SBV2-ALL92-G065,AD-024,autonomous_driving,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G067-C01,SBV2-ALL92-G067,CYB-001,cyber_defense,experiment_setup,supported,C_both_wrong,False,False,review
SBV2-ALL92-G067-C02,SBV2-ALL92-G067,CYB-001,cyber_defense,experiment_setup,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G067-C03,SBV2-ALL92-G067,CYB-001,cyber_defense,experiment_setup,strong_action_overclaim,B_evidence_gain,False,True,include
SBV2-ALL92-G067-C04,SBV2-ALL92-G067,CYB-001,cyber_defense,experiment_setup,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G068-C01,SBV2-ALL92-G068,CYB-001,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G068-C02,SBV2-ALL92-G068,CYB-001,cyber_defense,metric_result,mild_scope_overclaim,B_evidence_gain,False,True,include
SBV2-ALL92-G068-C03,SBV2-ALL92-G068,CYB-001,cyber_defense,metric_result,strong_action_overclaim,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G068-C04,SBV2-ALL92-G068,CYB-001,cyber_defense,metric_result,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G069-C01,SBV2-ALL92-G069,CYB-001,cyber_defense,limitation,supported,C_both_wrong,False,False,review
SBV2-ALL92-G069-C02,SBV2-ALL92-G069,CYB-001,cyber_defense,limitation,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G069-C03,SBV2-ALL92-G069,CYB-001,cyber_defense,limitation,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G069-C04,SBV2-ALL92-G069,CYB-001,cyber_defense,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G071-C01,SBV2-ALL92-G071,CYB-002,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G071-C02,SBV2-ALL92-G071,CYB-002,cyber_defense,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G071-C03,SBV2-ALL92-G071,CYB-002,cyber_defense,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G071-C04,SBV2-ALL92-G071,CYB-002,cyber_defense,metric_result,contradiction_candidate,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G075-C01,SBV2-ALL92-G075,CYB-003,cyber_defense,limitation,supported,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G075-C02,SBV2-ALL92-G075,CYB-003,cyber_defense,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G075-C03,SBV2-ALL92-G075,CYB-003,cyber_defense,limitation,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G075-C04,SBV2-ALL92-G075,CYB-003,cyber_defense,limitation,contradiction_candidate,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G077-C01,SBV2-ALL92-G077,CYB-004,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G077-C02,SBV2-ALL92-G077,CYB-004,cyber_defense,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G077-C03,SBV2-ALL92-G077,CYB-004,cyber_defense,metric_result,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G077-C04,SBV2-ALL92-G077,CYB-004,cyber_defense,metric_result,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G079-C01,SBV2-ALL92-G079,CYB-005,cyber_defense,experiment_setup,supported,C_both_wrong,False,False,review
SBV2-ALL92-G079-C02,SBV2-ALL92-G079,CYB-005,cyber_defense,experiment_setup,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G079-C03,SBV2-ALL92-G079,CYB-005,cyber_defense,experiment_setup,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G079-C04,SBV2-ALL92-G079,CYB-005,cyber_defense,experiment_setup,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G080-C01,SBV2-ALL92-G080,CYB-005,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G080-C02,SBV2-ALL92-G080,CYB-005,cyber_defense,metric_result,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G080-C03,SBV2-ALL92-G080,CYB-005,cyber_defense,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G080-C04,SBV2-ALL92-G080,CYB-005,cyber_defense,metric_result,contradiction_candidate,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G081-C01,SBV2-ALL92-G081,CYB-005,cyber_defense,limitation,supported,C_both_wrong,False,False,review
SBV2-ALL92-G081-C02,SBV2-ALL92-G081,CYB-005,cyber_defense,limitation,mild_scope_overclaim,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G081-C03,SBV2-ALL92-G081,CYB-005,cyber_defense,limitation,strong_action_overclaim,B_evidence_gain,False,True,include
SBV2-ALL92-G081-C04,SBV2-ALL92-G081,CYB-005,cyber_defense,limitation,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G082-C01,SBV2-ALL92-G082,CYB-006,cyber_defense,experiment_setup,supported,C_both_wrong,False,False,review
SBV2-ALL92-G082-C02,SBV2-ALL92-G082,CYB-006,cyber_defense,experiment_setup,mild_scope_overclaim,B_evidence_gain,False,True,include
SBV2-ALL92-G082-C03,SBV2-ALL92-G082,CYB-006,cyber_defense,experiment_setup,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G082-C04,SBV2-ALL92-G082,CYB-006,cyber_defense,experiment_setup,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G083-C01,SBV2-ALL92-G083,CYB-006,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G083-C02,SBV2-ALL92-G083,CYB-006,cyber_defense,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G083-C03,SBV2-ALL92-G083,CYB-006,cyber_defense,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G083-C04,SBV2-ALL92-G083,CYB-006,cyber_defense,metric_result,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G084-C01,SBV2-ALL92-G084,CYB-006,cyber_defense,limitation,supported,C_both_wrong,False,False,review
SBV2-ALL92-G084-C02,SBV2-ALL92-G084,CYB-006,cyber_defense,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G084-C03,SBV2-ALL92-G084,CYB-006,cyber_defense,limitation,strong_action_overclaim,B_evidence_gain,False,True,include
SBV2-ALL92-G084-C04,SBV2-ALL92-G084,CYB-006,cyber_defense,limitation,contradiction_candidate,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G085-C01,SBV2-ALL92-G085,CYB-007,cyber_defense,experiment_setup,supported,B_evidence_gain,False,True,include
SBV2-ALL92-G085-C02,SBV2-ALL92-G085,CYB-007,cyber_defense,experiment_setup,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G085-C03,SBV2-ALL92-G085,CYB-007,cyber_defense,experiment_setup,strong_action_overclaim,B_evidence_gain,False,True,include
SBV2-ALL92-G085-C04,SBV2-ALL92-G085,CYB-007,cyber_defense,experiment_setup,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G086-C01,SBV2-ALL92-G086,CYB-007,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G086-C02,SBV2-ALL92-G086,CYB-007,cyber_defense,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G086-C03,SBV2-ALL92-G086,CYB-007,cyber_defense,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G086-C04,SBV2-ALL92-G086,CYB-007,cyber_defense,metric_result,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G087-C01,SBV2-ALL92-G087,CYB-007,cyber_defense,limitation,supported,C_both_wrong,False,False,review
SBV2-ALL92-G087-C02,SBV2-ALL92-G087,CYB-007,cyber_defense,limitation,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G087-C03,SBV2-ALL92-G087,CYB-007,cyber_defense,limitation,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G087-C04,SBV2-ALL92-G087,CYB-007,cyber_defense,limitation,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G089-C01,SBV2-ALL92-G089,CYB-008,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G089-C02,SBV2-ALL92-G089,CYB-008,cyber_defense,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G089-C03,SBV2-ALL92-G089,CYB-008,cyber_defense,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G089-C04,SBV2-ALL92-G089,CYB-008,cyber_defense,metric_result,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G091-C01,SBV2-ALL92-G091,CYB-009,cyber_defense,experiment_setup,supported,C_both_wrong,False,False,review
SBV2-ALL92-G091-C02,SBV2-ALL92-G091,CYB-009,cyber_defense,experiment_setup,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G091-C03,SBV2-ALL92-G091,CYB-009,cyber_defense,experiment_setup,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G091-C04,SBV2-ALL92-G091,CYB-009,cyber_defense,experiment_setup,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G092-C01,SBV2-ALL92-G092,CYB-009,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G092-C02,SBV2-ALL92-G092,CYB-009,cyber_defense,metric_result,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G092-C03,SBV2-ALL92-G092,CYB-009,cyber_defense,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G092-C04,SBV2-ALL92-G092,CYB-009,cyber_defense,metric_result,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G093-C01,SBV2-ALL92-G093,CYB-009,cyber_defense,limitation,supported,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G093-C02,SBV2-ALL92-G093,CYB-009,cyber_defense,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G093-C03,SBV2-ALL92-G093,CYB-009,cyber_defense,limitation,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G093-C04,SBV2-ALL92-G093,CYB-009,cyber_defense,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G094-C01,SBV2-ALL92-G094,CYB-010,cyber_defense,experiment_setup,supported,C_both_wrong,False,False,review
SBV2-ALL92-G094-C02,SBV2-ALL92-G094,CYB-010,cyber_defense,experiment_setup,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G094-C03,SBV2-ALL92-G094,CYB-010,cyber_defense,experiment_setup,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G094-C04,SBV2-ALL92-G094,CYB-010,cyber_defense,experiment_setup,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G096-C01,SBV2-ALL92-G096,CYB-010,cyber_defense,limitation,supported,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G096-C02,SBV2-ALL92-G096,CYB-010,cyber_defense,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G096-C03,SBV2-ALL92-G096,CYB-010,cyber_defense,limitation,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G096-C04,SBV2-ALL92-G096,CYB-010,cyber_defense,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G098-C01,SBV2-ALL92-G098,CYB-011,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G098-C02,SBV2-ALL92-G098,CYB-011,cyber_defense,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G098-C03,SBV2-ALL92-G098,CYB-011,cyber_defense,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G098-C04,SBV2-ALL92-G098,CYB-011,cyber_defense,metric_result,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G099-C01,SBV2-ALL92-G099,CYB-011,cyber_defense,limitation,supported,C_both_wrong,False,False,review
SBV2-ALL92-G099-C02,SBV2-ALL92-G099,CYB-011,cyber_defense,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G099-C03,SBV2-ALL92-G099,CYB-011,cyber_defense,limitation,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G099-C04,SBV2-ALL92-G099,CYB-011,cyber_defense,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G101-C01,SBV2-ALL92-G101,CYB-012,cyber_defense,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G101-C02,SBV2-ALL92-G101,CYB-012,cyber_defense,metric_result,mild_scope_overclaim,B_evidence_gain,False,True,include
SBV2-ALL92-G101-C03,SBV2-ALL92-G101,CYB-012,cyber_defense,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G101-C04,SBV2-ALL92-G101,CYB-012,cyber_defense,metric_result,contradiction_candidate,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G103-C01,SBV2-ALL92-G103,DT-001,digital_twin,experiment_setup,supported,C_both_wrong,False,False,review
SBV2-ALL92-G103-C02,SBV2-ALL92-G103,DT-001,digital_twin,experiment_setup,mild_scope_overclaim,B_evidence_gain,False,True,include
SBV2-ALL92-G103-C03,SBV2-ALL92-G103,DT-001,digital_twin,experiment_setup,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G103-C04,SBV2-ALL92-G103,DT-001,digital_twin,experiment_setup,contradiction_candidate,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G106-C01,SBV2-ALL92-G106,DT-002,digital_twin,experiment_setup,supported,C_both_wrong,False,False,review
SBV2-ALL92-G106-C02,SBV2-ALL92-G106,DT-002,digital_twin,experiment_setup,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G106-C03,SBV2-ALL92-G106,DT-002,digital_twin,experiment_setup,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G106-C04,SBV2-ALL92-G106,DT-002,digital_twin,experiment_setup,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G107-C01,SBV2-ALL92-G107,DT-002,digital_twin,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G107-C02,SBV2-ALL92-G107,DT-002,digital_twin,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G107-C03,SBV2-ALL92-G107,DT-002,digital_twin,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G107-C04,SBV2-ALL92-G107,DT-002,digital_twin,metric_result,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G108-C01,SBV2-ALL92-G108,DT-002,digital_twin,limitation,supported,C_both_wrong,False,False,review
SBV2-ALL92-G108-C02,SBV2-ALL92-G108,DT-002,digital_twin,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G108-C03,SBV2-ALL92-G108,DT-002,digital_twin,limitation,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G108-C04,SBV2-ALL92-G108,DT-002,digital_twin,limitation,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G110-C01,SBV2-ALL92-G110,DT-003,digital_twin,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G110-C02,SBV2-ALL92-G110,DT-003,digital_twin,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G110-C03,SBV2-ALL92-G110,DT-003,digital_twin,metric_result,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G110-C04,SBV2-ALL92-G110,DT-003,digital_twin,metric_result,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G111-C01,SBV2-ALL92-G111,DT-003,digital_twin,limitation,supported,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G111-C02,SBV2-ALL92-G111,DT-003,digital_twin,limitation,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G111-C03,SBV2-ALL92-G111,DT-003,digital_twin,limitation,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G111-C04,SBV2-ALL92-G111,DT-003,digital_twin,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G113-C01,SBV2-ALL92-G113,DT-004,digital_twin,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G113-C02,SBV2-ALL92-G113,DT-004,digital_twin,metric_result,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G113-C03,SBV2-ALL92-G113,DT-004,digital_twin,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G113-C04,SBV2-ALL92-G113,DT-004,digital_twin,metric_result,contradiction_candidate,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G116-C01,SBV2-ALL92-G116,DT-005,digital_twin,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G116-C02,SBV2-ALL92-G116,DT-005,digital_twin,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G116-C03,SBV2-ALL92-G116,DT-005,digital_twin,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G116-C04,SBV2-ALL92-G116,DT-005,digital_twin,metric_result,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G119-C01,SBV2-ALL92-G119,DT-006,digital_twin,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G119-C02,SBV2-ALL92-G119,DT-006,digital_twin,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G119-C03,SBV2-ALL92-G119,DT-006,digital_twin,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G119-C04,SBV2-ALL92-G119,DT-006,digital_twin,metric_result,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G122-C01,SBV2-ALL92-G122,DT-007,digital_twin,metric_result,supported,B_evidence_gain,False,True,include
SBV2-ALL92-G122-C02,SBV2-ALL92-G122,DT-007,digital_twin,metric_result,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G122-C03,SBV2-ALL92-G122,DT-007,digital_twin,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G122-C04,SBV2-ALL92-G122,DT-007,digital_twin,metric_result,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G124-C01,SBV2-ALL92-G124,DT-009,digital_twin,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G124-C02,SBV2-ALL92-G124,DT-009,digital_twin,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G124-C03,SBV2-ALL92-G124,DT-009,digital_twin,metric_result,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G124-C04,SBV2-ALL92-G124,DT-009,digital_twin,metric_result,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G128-C01,SBV2-ALL92-G128,DT-010,digital_twin,metric_result,supported,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G128-C02,SBV2-ALL92-G128,DT-010,digital_twin,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G128-C03,SBV2-ALL92-G128,DT-010,digital_twin,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G128-C04,SBV2-ALL92-G128,DT-010,digital_twin,metric_result,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G131-C01,SBV2-ALL92-G131,DT-011,digital_twin,limitation,supported,B_evidence_gain,False,True,include
SBV2-ALL92-G131-C02,SBV2-ALL92-G131,DT-011,digital_twin,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G131-C03,SBV2-ALL92-G131,DT-011,digital_twin,limitation,strong_action_overclaim,B_evidence_gain,False,True,include
SBV2-ALL92-G131-C04,SBV2-ALL92-G131,DT-011,digital_twin,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G132-C01,SBV2-ALL92-G132,DT-011,digital_twin,deployment_boundary,supported,C_both_wrong,False,False,review
SBV2-ALL92-G132-C02,SBV2-ALL92-G132,DT-011,digital_twin,deployment_boundary,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G132-C03,SBV2-ALL92-G132,DT-011,digital_twin,deployment_boundary,strong_action_overclaim,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G132-C04,SBV2-ALL92-G132,DT-011,digital_twin,deployment_boundary,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G134-C01,SBV2-ALL92-G134,DT-012,digital_twin,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G134-C02,SBV2-ALL92-G134,DT-012,digital_twin,metric_result,mild_scope_overclaim,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G134-C03,SBV2-ALL92-G134,DT-012,digital_twin,metric_result,strong_action_overclaim,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G134-C04,SBV2-ALL92-G134,DT-012,digital_twin,metric_result,contradiction_candidate,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G135-C01,SBV2-ALL92-G135,DT-012,digital_twin,limitation,supported,B_evidence_gain,False,True,include
SBV2-ALL92-G135-C02,SBV2-ALL92-G135,DT-012,digital_twin,limitation,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G135-C03,SBV2-ALL92-G135,DT-012,digital_twin,limitation,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G135-C04,SBV2-ALL92-G135,DT-012,digital_twin,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G140-C01,SBV2-ALL92-G140,DT-014,digital_twin,metric_result,supported,C_both_wrong,False,False,review
SBV2-ALL92-G140-C02,SBV2-ALL92-G140,DT-014,digital_twin,metric_result,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G140-C03,SBV2-ALL92-G140,DT-014,digital_twin,metric_result,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G140-C04,SBV2-ALL92-G140,DT-014,digital_twin,metric_result,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G141-C01,SBV2-ALL92-G141,DT-014,digital_twin,limitation,supported,C_both_wrong,False,False,review
SBV2-ALL92-G141-C02,SBV2-ALL92-G141,DT-014,digital_twin,limitation,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G141-C03,SBV2-ALL92-G141,DT-014,digital_twin,limitation,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G141-C04,SBV2-ALL92-G141,DT-014,digital_twin,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G142-C01,SBV2-ALL92-G142,DT-015,digital_twin,experiment_setup,supported,C_both_wrong,False,False,review
SBV2-ALL92-G142-C02,SBV2-ALL92-G142,DT-015,digital_twin,experiment_setup,mild_scope_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G142-C03,SBV2-ALL92-G142,DT-015,digital_twin,experiment_setup,strong_action_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G142-C04,SBV2-ALL92-G142,DT-015,digital_twin,experiment_setup,contradiction_candidate,D_claim_only_better,True,False,exclude_flag_leakage
SBV2-ALL92-G144-C01,SBV2-ALL92-G144,DT-015,digital_twin,limitation,supported,C_both_wrong,False,False,review
SBV2-ALL92-G144-C02,SBV2-ALL92-G144,DT-015,digital_twin,limitation,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G144-C03,SBV2-ALL92-G144,DT-015,digital_twin,limitation,strong_action_overclaim,C_both_wrong,False,False,review
SBV2-ALL92-G144-C04,SBV2-ALL92-G144,DT-015,digital_twin,limitation,contradiction_candidate,C_both_wrong,False,False,review
SBV2-ALL92-G145-C01,SBV2-ALL92-G145,DT-016,digital_twin,experiment_setup,supported,C_both_wrong,False,False,review
SBV2-ALL92-G145-C02,SBV2-ALL92-G145,DT-016,digital_twin,experiment_setup,mild_scope_overclaim,A_claim_only_correct,True,True,review_flag_leakage
SBV2-ALL92-G145-C03,SBV2-ALL92-G145,DT-016,digital_twin,experiment_setup,strong_action_overclaim,C_both_wrong,False,False,review
