rank,candidate_id,true_label,pred_label,strong_action_flag,p_strong,p_contra,p_svm,entailment,neutral,contradiction_nli,entropy,selector_score,selected_rank,selected_n_words,bm25_score,oracle_hit,ranking_score,selected_evidence
83,SBV2-ALL92-G196-C02,mild_scope_overclaim,strong_action_overclaim,1,0.8103893151060548,0.2960911268098771,0.5009093269304895,0.02732151187956333,0.9634748101234436,0.009203637018799782,0.17735761404037476,0.4347826086956521,3,12,18.7969,0,0.6330317010656801,We evaluate the performance of HIS in three widely-used continuous benchmark environments.
84,SBV2-ALL92-G089-C01,supported,strong_action_overclaim,1,0.7423732495652815,0.2954717054145745,0.5009270752547299,0.003078274894505739,0.9785444140434265,0.018377244472503662,0.11247387528419495,0.2142857142857142,5,16,26.5074,0,0.6298993742810866,The CAGE-4 challenge is a recent security environment aimed at encouraging research in autonomous cyber defense.
85,SBV2-ALL92-G198-C01,supported,strong_action_overclaim,1,0.6371927811388349,0.2521216703829342,0.4700639117776862,0.0005389754078350961,0.9990283250808716,0.0004326976486481726,0.00837889313697815,0.3571428571428571,1,10,60.2665,1,0.6288138880018568,"However, traditional credit assignment schemes in MARL cannot reliably cap"
86,SBV2-ALL92-G257-C03,strong_action_overclaim,strong_action_overclaim,1,0.6603484581052534,0.2736524145457491,0.5478951607147886,0.00044293576502241194,0.9950143694877625,0.0045427437871694565,0.03289814665913582,0.3478260869565217,3,4,20.1652,0,0.6274503114461176,behavioral fidelity for speed.
87,SBV2-ALL92-G092-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6424643443626432,0.2375483652634852,0.4767477403684287,0.00019982550293207169,0.9976589679718018,0.002141230972483754,0.017201222479343414,0.5263157894736842,1,19,49.9538,1,0.6252631218832998,Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of
88,SBV2-ALL92-G255-C04,contradiction_candidate,strong_action_overclaim,1,0.664294484250285,0.2586474939775053,0.4853270588679816,0.0005073697539046407,0.9935197234153748,0.005972923245280981,0.040892742574214935,0.35,5,26,28.0565,0,0.6234017416760701,"Che-Cheng Wu, Research Assistant at the City Science Lab @ Taipei Tech, focused on utilizing large language models (LLMs) for urban data analysis and simulation. 7"
89,SBV2-ALL92-G264-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6683528818355214,0.2664072096988137,0.5573740880173502,0.00040391567745245993,0.9923612475395203,0.007234861608594656,0.04642532765865326,0.2962962962962963,4,12,24.0469,0,0.6219275541768682,"LLM agent simulation platforms, LLM-based urban mobility platforms, and population synthesis platforms."
90,SBV2-ALL92-G093-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6890118538077094,0.2680295901003124,0.493364726749802,0.0017565888119861484,0.988431453704834,0.009811912663280964,0.06801767647266388,0.4444444444444444,2,11,27.7456,0,0.6209941773350455,that adapt their policies based on opponent behavior or environment feedback.
91,SBV2-ALL92-G175-C03,strong_action_overclaim,strong_action_overclaim,1,0.7240509248888976,0.2668871002306158,0.501961213244541,0.0014287744415923953,0.9794659614562988,0.01910525932908058,0.10529620200395584,0.3870967741935484,5,18,39.5641,0,0.6187547228849417,"We observe in 6a the most trading among agents occurs with MAPPO, followed by IPPO and then PQN."
92,SBV2-ALL92-G027-C03,strong_action_overclaim,strong_action_overclaim,1,0.7160255163410588,0.2753655480559971,0.4969643813296891,0.0018577417358756065,0.9810907244682312,0.017051612958312035,0.09983739256858826,0.3076923076923077,1,7,39.2668,1,0.6161881237724706,"First, ScenePilot-Bench remains an open-loop benchmark, an"
93,SBV2-ALL92-G043-C03,strong_action_overclaim,strong_action_overclaim,1,0.6338924649125964,0.2380743580755338,0.4776587876687277,0.00036654467112384737,0.9971983432769775,0.0024351458996534348,0.020351702347397804,0.4571428571428571,1,22,44.9199,1,0.6135407625651986,"Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents."
94,SBV2-ALL92-G037-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7474992934351421,0.2963006842783801,0.4221299086243018,0.0006804564036428928,0.9685344099998474,0.030785147100687027,0.14308223128318787,0.2666666666666666,3,35,26.4611,0,0.6044170621519542,"(1) We build NAVSIM, a framework for non-reactive AV simulation, with standardized protocols for training and testing, data curation tools ensuring broad accessibility, and an official public evaluation server used for the inaugural NAVSIM challenge."
95,SBV2-ALL92-G167-C02,mild_scope_overclaim,strong_action_overclaim,1,0.7547330476186812,0.2473111270220212,0.505130375452209,0.02369319275021553,0.9695806503295898,0.006726103834807873,0.15226764976978302,0.3684210526315789,2,23,19.7611,0,0.6024653978488982,"Real-world validation demonstrates that the learned policies transfer smoothly and reliably from simulation to physical hardware, confirming the effectiveness of the training approach."
96,SBV2-ALL92-G135-C04,contradiction_candidate,strong_action_overclaim,1,0.7422437985174636,0.2668689361296321,0.5124717336761728,0.003195537021383643,0.9709838032722473,0.025820685550570488,0.14136803150177002,0.2580645161290322,3,24,20.9563,0,0.6008757670156936,The availability of historical datasets and the development of DT for BESS allowed the employment of advanced ML approaches to effectively address this challenge.
97,SBV2-ALL92-G085-C03,strong_action_overclaim,strong_action_overclaim,1,0.6183383945537437,0.2718238382719232,0.4751438632491683,0.00044977368088439107,0.9975687861442566,0.0019813922699540854,0.018226653337478638,0.5454545454545454,3,14,48.4371,0,0.6001117412162651,Where the red agent follows the Atomic Red Team (ART) and MITRE ATT&CK strategy.
98,SBV2-ALL92-G255-C02,mild_scope_overclaim,strong_action_overclaim,1,0.626974384174423,0.253440288760915,0.4820090146588135,0.0004718257114291191,0.996056079864502,0.0034720259718596935,0.02721194177865982,0.4,4,26,30.7607,0,0.5997624423957632,"Che-Cheng Wu, Research Assistant at the City Science Lab @ Taipei Tech, focused on utilizing large language models (LLMs) for urban data analysis and simulation. 7"
99,SBV2-ALL92-G043-C02,mild_scope_overclaim,strong_action_overclaim,1,0.6218877201524959,0.2385091523663189,0.4782418691109766,0.00039114689570851624,0.9968820810317993,0.0027268731500953436,0.022283252328634262,0.4571428571428571,1,22,44.9199,1,0.5996044678238617,"Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents."
100,SBV2-ALL92-G043-C01,supported,strong_action_overclaim,1,0.62513327568972,0.2390121279446759,0.4791858524324451,0.000631841248832643,0.9963787198066711,0.002989449305459857,0.02564607933163643,0.4571428571428571,1,22,46.9733,1,0.5994871963580836,"Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents."
