candidate_id,oracle_span_clean,oracle_with_metadata,oracle_lengthened
SBV2-ALL92-G042-C04,"To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.","[RANK=1][PDF=AD-015][PAGE=2] To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation.","To address these limitations, we introduce a simple yet challenging closed-loop evaluation framework that closely integrates real-world driving scenarios into the CARLA simulator with infrastructure cooperation. has emerged as the most widely adopted simulator in the autonomous driving community, owing to its powerful rendering engine and operational efficiency. Notable benchmarks such as Carla LB V2 Contributors (2024) and Bench2Drive Jia et al."
SBV2-ALL92-G043-C01,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,[RANK=1][PDF=AD-016][PAGE=7] Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,"Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents."
SBV2-ALL92-G043-C02,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,[RANK=1][PDF=AD-016][PAGE=7] Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,"Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents."
SBV2-ALL92-G043-C03,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,[RANK=1][PDF=AD-016][PAGE=7] Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,"Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents."
SBV2-ALL92-G043-C04,Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,[RANK=1][PDF=AD-016][PAGE=7] Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors.,"Prediction and Planning on HABIT We evaluate three recent end-to-end autonomous driving agents on HABIT’s semantically diverse pedestrian behav- iors. Trajectory statistics (mean, variance) by behavior class: Not Crossing, Attempting, Crossing. models. Our goal is to analyze the impact of diverse, semantically grounded pedestrian behavior on planning robustness and prediction accuracy of autonomous agents."
SBV2-ALL92-G047-C01,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","[RANK=1][PDF=AD-017][PAGE=4] GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023). standardization (Li et al., 2023b). Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation."
SBV2-ALL92-G047-C02,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","[RANK=1][PDF=AD-017][PAGE=4] GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023). standardization (Li et al., 2023b). Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation."
SBV2-ALL92-G047-C03,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","[RANK=1][PDF=AD-017][PAGE=4] GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023). standardization (Li et al., 2023b). Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation."
SBV2-ALL92-G047-C04,"GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","[RANK=1][PDF=AD-017][PAGE=4] GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023).","GPUDrive achieves GPU-acceleration through the Madrona game engine (Shacklett et al., 2023). standardization (Li et al., 2023b). Waymax supports both acceleration on GPUs and TPUs enabling high speed simulation."
SBV2-ALL92-G051-C01,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","[RANK=1][PDF=AD-018][PAGE=9] 5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms. from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting."
SBV2-ALL92-G051-C02,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","[RANK=1][PDF=AD-018][PAGE=9] 5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms. from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting."
SBV2-ALL92-G051-C03,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","[RANK=1][PDF=AD-018][PAGE=9] 5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms. from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting."
SBV2-ALL92-G051-C04,"5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","[RANK=1][PDF=AD-018][PAGE=9] 5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms.","5 Conclusions, limitations, broader impact and future work In this paper, we introduced a framework for testing RL routing algorithms in city-scale networks and reported a comprehensive benchmarking study using community implementations of a selection of standard MARL algorithms. from -5.2% to -61.4% for MAPPO) and restriction of global information (-3.5% vs -12.1% for IQL). This suggests that the locality of observations, higher demand (congestion, source of non-stationarity), and the larger size of the coordinating agent group (difficulty in credit assignment) negatively impact the algorithmic performance in our setting."
SBV2-ALL92-G052-C01,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","[RANK=1][PDF=AD-019][PAGE=5] Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours. intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈ ."
SBV2-ALL92-G052-C02,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","[RANK=1][PDF=AD-019][PAGE=5] Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours. intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈ ."
SBV2-ALL92-G052-C03,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","[RANK=1][PDF=AD-019][PAGE=5] Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours. intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈ ."
SBV2-ALL92-G052-C04,"Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","[RANK=1][PDF=AD-019][PAGE=5] Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours.","Experiment Setup In conducting the experiments, we trained our SAC al- gorithm utilizing NVIDIA A6000 GPUs (8 GPUs) and 64 CPUs, for 43 hours. intersections (33.8%) and roundabouts (66.2%). The benchmark features a total of 111 distinct road topologies and 444 dynamic scenarios, created by applying various traffic demands ∈ ."
SBV2-ALL92-G055-C01,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,[RANK=1][PDF=AD-020][PAGE=2] We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,"We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24. 26% and 50% for the controlled corridor based on a year-toyear before-after analysis. Compared to our preliminary work , which primarily describes the design and deployment of the MARL-based VSL controllers, the extensions in this work are as follows."
SBV2-ALL92-G055-C02,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,[RANK=1][PDF=AD-020][PAGE=7] We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,"We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24. The resulting video data is processed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 . The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and the corresponding human behavior, providing a new opportunity to design more effective traffic control algorithms."
SBV2-ALL92-G055-C03,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,[RANK=1][PDF=AD-020][PAGE=7] We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,"We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24. The resulting video data is processed by object detection and tracking algorithms to generate the trajectory data for individual vehicles on I-24 . The large-scale trajectory dataset generated by I-24 MOTION can be used to understand the impact of traffic control strategies and the corresponding human behavior, providing a new opportunity to design more effective traffic control algorithms."
SBV2-ALL92-G055-C04,We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,[RANK=1][PDF=AD-020][PAGE=3] We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24.,"We evaluate the performance of the MARL-based algorithm in comparison to a previously deployed non-RL VSL benchmark algorithm on I-24. Map overview of the deployed MARL-based VSL control system on I-24, with the left direction heading towards downtown Nashville and the right towards Murfreesboro. The radar detection system (RDS) units are distributed along the corridor to provide real-time traffic state data for MARL-based control algorithm."
SBV2-ALL92-G057-C01,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","[RANK=1][PDF=AD-020][PAGE=4] For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Uniform Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns . For example, pointing at the downstream of traffic, a sequence of speed limits set at mph complies with this regulation, whereas mph does not, as it features a differential of 20 mph, exceeding the permissible maximum."
SBV2-ALL92-G057-C02,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","[RANK=1][PDF=AD-020][PAGE=4] For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Uniform Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns . For example, pointing at the downstream of traffic, a sequence of speed limits set at mph complies with this regulation, whereas mph does not, as it features a differential of 20 mph, exceeding the permissible maximum."
SBV2-ALL92-G057-C03,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","[RANK=1][PDF=AD-020][PAGE=4] For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Uniform Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns . For example, pointing at the downstream of traffic, a sequence of speed limits set at mph complies with this regulation, whereas mph does not, as it features a differential of 20 mph, exceeding the permissible maximum."
SBV2-ALL92-G057-C04,"For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","[RANK=1][PDF=AD-020][PAGE=4] For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum.","For example, pointing at the downstream of traffic, a sequence of speed limits set at [70, 60, 50] mph complies with this regulation, whereas [70, 50, 30] mph does not, as it features a differential of 20 mph, exceeding the permissible maximum. Uniform Traffic Control Devices (MUTCD) specifies a maximum permissible speed limit differential of 10 miles per hour (mph) between each pair of VSL controllers that are part of a group indicating slowdown traffic patterns . For example, pointing at the downstream of traffic, a sequence of speed limits set at mph complies with this regulation, whereas mph does not, as it features a differential of 20 mph, exceeding the permissible maximum."
SBV2-ALL92-G060-C01,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","[RANK=1][PDF=AD-021][PAGE=1] However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. is vital in optimizing traffic flow and improving road safety . Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC."
SBV2-ALL92-G060-C02,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","[RANK=1][PDF=AD-021][PAGE=1] However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. is vital in optimizing traffic flow and improving road safety . Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC."
SBV2-ALL92-G060-C03,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","[RANK=1][PDF=AD-021][PAGE=1] However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. has become a critical challenge, significantly affecting both society and the urban environment. With the rapid ∗Corresponding author Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page."
SBV2-ALL92-G060-C04,"However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","[RANK=1][PDF=AD-021][PAGE=1] However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge.","However, effectively managing traffic signals in complex and dynamic urban road networks remains a formidable challenge. is vital in optimizing traffic flow and improving road safety . Over the past decades, numerous studies have explored both transportation-based and data-driven approaches to TSC."
SBV2-ALL92-G062-C01,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","[RANK=1][PDF=AD-023][PAGE=21] Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION. Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predictive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consistent trajectory prediction using the HPNet model."
SBV2-ALL92-G062-C02,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","[RANK=1][PDF=AD-023][PAGE=21] Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION. Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predictive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consistent trajectory prediction using the HPNet model."
SBV2-ALL92-G062-C03,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","[RANK=1][PDF=AD-023][PAGE=21] Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION. Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predictive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consistent trajectory prediction using the HPNet model."
SBV2-ALL92-G062-C04,"Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","[RANK=1][PDF=AD-023][PAGE=21] Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION.","Evaluation results show that the adapted HPNet model achieves prediction accuracy on simulated work zone datasets, on par with benchmarks from established datasets, such as Argov- erse and INTERACTION. Ahmad, Rahman, Sevim, Bodoh, Khan, Zhao, Huynh, and Ozguven 21 environments. Legend Predictions Input Along the roadway (meter) Across the roadway (meter) FIGURE 9 Predicted trajectory indicating potential conflict CONCLUSION This study presents a proactive safety framework for highway work zones, leveraging a predictive Digital Twin architecture enhanced by real-time sensing, HD maps, and temporally consistent trajectory prediction using the HPNet model."
SBV2-ALL92-G065-C01,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","[RANK=1][PDF=AD-024][PAGE=4] These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation. terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al."
SBV2-ALL92-G065-C02,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","[RANK=1][PDF=AD-024][PAGE=4] These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation. terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al."
SBV2-ALL92-G065-C03,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","[RANK=1][PDF=AD-024][PAGE=4] These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation. terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al."
SBV2-ALL92-G065-C04,"These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","[RANK=1][PDF=AD-024][PAGE=4] These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation.","These deployments highlight practical limitations and design tradeoffs, such as the importance of power and network infrastructure, local storage capacity, sensor visibility constraints, and the need for accurate ground truth sources for validation. terrain characteristic impacting sensor placement decisions, weather variability, stability and vibrations of the mounting pole, the height of the sensors for optimal line of sight, calibration and hardware integration issues, and system-level integration challenges that are necessary for transitioning from prototype to practice. Studies with real-world deployments, such as Li and Yoon (7), Zimmer et al."
SBV2-ALL92-G067-C01,We evaluate six frontier AI systems under matched prompts and budgets.,[RANK=1][PDF=CYB-001][PAGE=1] We evaluate six frontier AI systems under matched prompts and budgets.,"We evaluate six frontier AI systems under matched prompts and budgets. end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges."
SBV2-ALL92-G067-C02,We evaluate six frontier AI systems under matched prompts and budgets.,[RANK=1][PDF=CYB-001][PAGE=1] We evaluate six frontier AI systems under matched prompts and budgets.,"We evaluate six frontier AI systems under matched prompts and budgets. end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges."
SBV2-ALL92-G067-C03,We evaluate six frontier AI systems under matched prompts and budgets.,[RANK=1][PDF=CYB-001][PAGE=3] We evaluate six frontier AI systems under matched prompts and budgets.,"We evaluate six frontier AI systems under matched prompts and budgets. Using AGENTCYBERRANGE and CAGE, we evaluate six frontier AI systems under matched prompts and budgets, with the overall results summarized in Figure 1. GPT-5.5 with Codex achieves the highest success rates, solving 16.1% of web exploitation tasks and 31.7% of post-exploitation tasks."
SBV2-ALL92-G067-C04,We evaluate six frontier AI systems under matched prompts and budgets.,[RANK=1][PDF=CYB-001][PAGE=1] We evaluate six frontier AI systems under matched prompts and budgets.,"We evaluate six frontier AI systems under matched prompts and budgets. end-to-end structure of realistic cyber attacks. In this paper, we introduce AGENTCYBERRANGE, the first open, multi-range evaluation infrastructure for measuring the autonomous cyber attack capability of frontier AI systems in realistic cyber ranges."
SBV2-ALL92-G069-C01,"However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.","[RANK=1][PDF=CYB-001][PAGE=1] However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure.","However, systematic evaluation of their offensive capabilities remains constrained by lim- ited access to open, reproducible, multi-host cyber-range infrastructure. AGENTCYBERRANGE: Benchmarking Frontier AI Systems in Realistic Cyber Ranges Fengyu Liu*# Jiarun Dai*# Yihe Fan# Wuyuao Mai Ziao Li Bofei Chen Jie Zhang Zheng Lou Bocheng Xiang Qiyi Zhang Xudong Pan Geng Hong Yuan Zhang Min Yang† Fudan University *Equal contribution. †Corresponding author. Abstract Frontier AI systems are increasingly capable of interactive cybersecurity tasks, including codebase inspection, vulnerability detection, and exploitation."
