candidate_id,claim_text,oracle_span,raw_bm25_top1_chunk,cleaned_top1_chunk,best_sentence_from_top1,three_sentence_window_from_top1,best_sentence_from_top5,three_sentence_window_from_top5,n_sents_top1,n_sents_top5
SBV2-ALL92-G145-C03,APDT was implemented as a proof of concept for campus network management with predictive simulations based on real-time configurations.,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","(section IV A) and validate these predictions through simu- lation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded ","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded","As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",3,18
SBV2-ALL92-G145-C04,APDT was implemented as a proof of concept in a laboratory subnet with synthetic data rather than campus access-point records.,"As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","(section IV A) and validate these predictions through simu- lation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded ","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded","As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",3,16
SBV2-ALL92-G146-C01,"APDT reported 85.03% simulation accuracy along with predictive-model outputs, indicating potential for network optimization and management in the study.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","(section IV A) and validate these predictions through simu- lation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded ","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded",This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning.,"(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",APDT facilitates the simulation of various what-if scenarios thereby providing a better understanding of various aspects of the network characteristics.,"points (APs), enabling simulation-based analyses and predictive modeling. APDT facilitates the simulation of various what-if scenarios thereby providing a better understanding of various aspects of the network characteristics. We tested APDT on our University network.",3,20
SBV2-ALL92-G146-C02,"APDT reported 85.03% simulation accuracy along with predictive-model outputs, indicating potential for broader network optimization and management workflows.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","(section IV A) and validate these predictions through simu- lation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded ","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B).","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B).","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",3,21
SBV2-ALL92-G146-C03,"APDT reported 85.03% simulation accuracy along with predictive-model outputs, indicating conclusive performance for network optimization and management workflows.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","(section IV A) and validate these predictions through simu- lation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded ","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B).","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B).","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",3,19
SBV2-ALL92-G146-C04,"APDT reported substantially lower simulation accuracy with predictive-model outputs, weakening its potential for network optimization and management workflows.","The results yielded an impressive simulation accuracy of 85.03%, alongside predictions from the predictive model, underscoring APDT’s potential for robust network optimization and man- agement.","(section IV A) and validate these predictions through simu- lation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a sub- network, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded ","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations. The results yielded","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B).","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B).","(section IV A) and validate these predictions through simulation, with a focus on latency metrics (section IV B). This enables the network administrators to predict future optimal configurations of network components and simulate them for enhanced confidence and fine-tuning. As proof of concept, we implemented APDT in a university campus setting on a subnetwork, utilizing historical data from three access points and simulating scenarios based on real-time configurations.",3,18
SBV2-ALL92-G158-C01,"NavBench reports success rate and continuous metrics, including final distance error, to measure task completion and control precision.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only). Time to Target (s): Duration required to reach the target precis","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only). Time to Target (s): Duration required to reach the target precis","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only).","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only).",4,19
SBV2-ALL92-G158-C02,"NavBench reports success rate and continuous metrics, including final distance error, to measure task completion and trajectory smoothness.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only). Time to Target (s): Duration required to reach the target precis","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only). Time to Target (s): Duration required to reach the target precis","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only).","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only).",4,21
SBV2-ALL92-G158-C03,"NavBench reports success rate and final distance error as direct measures of task completion, control precision, stability, and physical robot transfer.","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only). Time to Target (s): Duration required to reach the target precis","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only). Time to Target (s): Duration required to reach the target precis","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only).","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only).",4,20
SBV2-ALL92-G158-C04,NavBench reports success rate while treating final distance error as unrelated to task completion and control precision metrics.,"In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only). Time to Target (s): Duration required to reach the target precis","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only). Time to Target (s): Duration required to reach the target precis","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only).","In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode.","tracking error for linear and angular velocity must stay below ϵv and ϵw. In addition to success rate (defined as the percentage of episodes that meet task-specific thresholds), we report continuous evaluation metrics to capture control precision and stability: Final Distance Error (m): Euclidean distance to the goal at the end of the episode. Heading Error (°): Absolute orientation difference at the final timestep (GoToPose only).",4,23
SBV2-ALL92-G161-C01,The Isaac-to-Gazebo work describes its approach as a step toward low-code applications while acknowledging limited fine-tuned performance potential.,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","across robots, while benchmarking to classical state-of-the-art naviga- tion approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than exist- ing literature, making learning-based approaches to ground robot navigation accessible to a larger audi- ence. Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as fol- lows. Section 2 covers the use of Isaac Sim as ","across robots, while benchmarking to classical state-of-the-art navigation approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than existing literature, making learning-based approaches to ground robot navigation accessible to a larger audience. Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as follows. Section 2 covers the use of Isaac Sim as",The rest of the manuscript is organized as follows.,"Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as follows. Section 2 covers the use of Isaac Sim as","While this does not necessarily offer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","13 door to quick deployment of new robots with endto-end RL-based control, where both perception, trajectory planning and tracking are encapsulated in a single process. While this does not necessarily offer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications. Overall, this work aims to discuss the different possible approaches to RL-based local navigation and obstacle avoidance, beyond the specific approaches and use-cases widely showcased in",5,16
SBV2-ALL92-G161-C02,The Isaac-to-Gazebo work describes its approach as a step toward low-code applications while implying competitive fine-tuned performance potential.,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","across robots, while benchmarking to classical state-of-the-art naviga- tion approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than exist- ing literature, making learning-based approaches to ground robot navigation accessible to a larger audi- ence. Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as fol- lows. Section 2 covers the use of Isaac Sim as ","across robots, while benchmarking to classical state-of-the-art navigation approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than existing literature, making learning-based approaches to ground robot navigation accessible to a larger audience. Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as follows. Section 2 covers the use of Isaac Sim as",The rest of the manuscript is organized as follows.,"Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as follows. Section 2 covers the use of Isaac Sim as","While this does not necessarily offer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","13 door to quick deployment of new robots with endto-end RL-based control, where both perception, trajectory planning and tracking are encapsulated in a single process. While this does not necessarily offer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications. Overall, this work aims to discuss the different possible approaches to RL-based local navigation and obstacle avoidance, beyond the specific approaches and use-cases widely showcased in",5,17
SBV2-ALL92-G161-C03,The Isaac-to-Gazebo work describes its approach as a step toward low-code applications while presenting strong fine-tuned performance as a central contribution.,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","across robots, while benchmarking to classical state-of-the-art naviga- tion approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than exist- ing literature, making learning-based approaches to ground robot navigation accessible to a larger audi- ence. Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as fol- lows. Section 2 covers the use of Isaac Sim as ","across robots, while benchmarking to classical state-of-the-art navigation approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than existing literature, making learning-based approaches to ground robot navigation accessible to a larger audience. Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as follows. Section 2 covers the use of Isaac Sim as",The rest of the manuscript is organized as follows.,"Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as follows. Section 2 covers the use of Isaac Sim as","While this does not necessarily offer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","13 door to quick deployment of new robots with endto-end RL-based control, where both perception, trajectory planning and tracking are encapsulated in a single process. While this does not necessarily offer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications. Overall, this work aims to discuss the different possible approaches to RL-based local navigation and obstacle avoidance, beyond the specific approaches and use-cases widely showcased in",5,17
SBV2-ALL92-G161-C04,The Isaac-to-Gazebo work describes its approach as disconnected from low-code applications while highlighting superior fine-tuned performance as its focus.,"While this does not necessarily of- fer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","across robots, while benchmarking to classical state-of-the-art naviga- tion approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than exist- ing literature, making learning-based approaches to ground robot navigation accessible to a larger audi- ence. Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as fol- lows. Section 2 covers the use of Isaac Sim as ","across robots, while benchmarking to classical state-of-the-art navigation approaches. Overall, we aim to provide a more comprehensive analysis of the problem of training RL-based local planners for navigation than existing literature, making learning-based approaches to ground robot navigation accessible to a larger audience. Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as follows. Section 2 covers the use of Isaac Sim as",The rest of the manuscript is organized as follows.,"Throughout the article, we assume familiarity with basic RL concepts. The rest of the manuscript is organized as follows. Section 2 covers the use of Isaac Sim as","While this does not necessarily offer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications.","13 door to quick deployment of new robots with endto-end RL-based control, where both perception, trajectory planning and tracking are encapsulated in a single process. While this does not necessarily offer the best fine-tuned performance, we believe this to be a step towards, e.g., low-code applications. Overall, this work aims to discuss the different possible approaches to RL-based local navigation and obstacle avoidance, beyond the specific approaches and use-cases widely showcased in",5,18
SBV2-ALL92-G163-C01,The study evaluates context-aware agents in a canonical control benchmark and a physical pushing task with a Franka Panda robot.,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"RL framework and systematically compare SOTA supervi- sion strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervi- sion strategy depends on the task. Keywords: Robotics, Reinforcement Learning, Sim-to-Real 1. Introduction Reinforcement learning (RL) has achieved ","RL framework and systematically compare SOTA supervision strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task. Keywords: Robotics, Reinforcement Learning, Sim-to-Real 1. Introduction Reinforcement learning (RL) has achieved",We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"RL framework and systematically compare SOTA supervision strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task.",We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"RL framework and systematically compare SOTA supervision strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task.",5,20
SBV2-ALL92-G163-C02,"The study evaluates context-aware agents in a canonical control benchmark, a physical pushing task, and a mobile manipulation test.",We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"RL framework and systematically compare SOTA supervi- sion strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervi- sion strategy depends on the task. Keywords: Robotics, Reinforcement Learning, Sim-to-Real 1. Introduction Reinforcement learning (RL) has achieved ","RL framework and systematically compare SOTA supervision strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task. Keywords: Robotics, Reinforcement Learning, Sim-to-Real 1. Introduction Reinforcement learning (RL) has achieved",We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"RL framework and systematically compare SOTA supervision strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task.",We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"RL framework and systematically compare SOTA supervision strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task.",5,18
SBV2-ALL92-G163-C03,The study evaluates context-aware agents in a canonical control benchmark and multiple physical manipulation platforms with Franka and mobile robots.,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"RL framework and systematically compare SOTA supervi- sion strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervi- sion strategy depends on the task. Keywords: Robotics, Reinforcement Learning, Sim-to-Real 1. Introduction Reinforcement learning (RL) has achieved ","RL framework and systematically compare SOTA supervision strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task. Keywords: Robotics, Reinforcement Learning, Sim-to-Real 1. Introduction Reinforcement learning (RL) has achieved",We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"RL framework and systematically compare SOTA supervision strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task.",We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.,"RL framework and systematically compare SOTA supervision strategies. We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot. Results show that context-aware policies outperform the context-agnostic baseline across all settings, although the best supervision strategy depends on the task.",5,16
