sample_id,candidate_id,label_4_silver,domain,parse_status,llm_label,llm_confidence,llm_rationale,llm_evidence_used,llm_uncertain,warnings,model,latency,input_tokens_est,output_tokens_est,cost_estimate,llm_label_idx,silver_idx,r4_label,r4_label_idx,llm_correct,r4_correct,llm_vs_r4
LLM_162,SBV2-ALL92-G047-C04,contradiction_candidate,autonomous_driving,ok,contradiction_candidate,1.0,"The evidence states that GPUDrive achieves GPU-acceleration through Madrona, directly contradicting the claim that it lacks GPU acceleration.",True,False,,deepseek-v4-flash,1.88,513,73,0.000159,3,3,contradiction_candidate,3,1,1,both_correct
LLM_163,SBV2-ALL92-G065-C04,contradiction_candidate,autonomous_driving,ok,mild_scope_overclaim,0.8,"The evidence mentions design tradeoffs involving power, network, storage, sensor visibility, and ground truth sources, but the claim adds compute benchmarks, camera styling, annotation speed, map formatting, and dashboard layout which are not present in the evidence.",True,False,,deepseek-v4-flash,1.9,530,96,0.00017,1,3,contradiction_candidate,3,0,1,r4_only
LLM_164,SBV2-ALL92-G037-C04,contradiction_candidate,autonomous_driving,ok,contradiction_candidate,1.0,"The claim states that NAVSIM experiments evaluate on the navtest split due to light computational requirements, but the evidence explicitly says they evaluate on the navmini split because of heavy computational requirements.",True,False,,deepseek-v4-flash,1.82,509,84,0.000161,3,3,contradiction_candidate,3,1,1,both_correct
LLM_165,SBV2-ALL92-G034-C04,contradiction_candidate,autonomous_driving,ok,contradiction_candidate,1.0,"The claim states Bench2Drive avoids evaluating state-of-the-art E2E-AD models, but the evidence explicitly says they implement and evaluate such models.",True,False,,deepseek-v4-flash,1.78,524,78,0.000163,3,3,contradiction_candidate,3,1,1,both_correct
LLM_166,SBV2-ALL92-G004-CONTRA,contradiction_candidate,autonomous_driving,ok,contradiction_candidate,1.0,"The claim specifies an AMD Ryzen workstation, 16 GB RAM, and an NVIDIA RTX 2080 GPU, while the evidence states an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, which are directly conflicting hardware specifications.",True,False,,deepseek-v4-flash,2.0,559,111,0.000182,3,3,contradiction_candidate,3,1,1,both_correct
LLM_167,SBV2-ALL92-G091-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The claim states the study evaluates against no baselines, while the evidence explicitly states it evaluates against multiple baselines.",True,False,,deepseek-v4-flash,1.71,509,70,0.000157,3,3,contradiction_candidate,3,1,1,both_correct
LLM_168,SBV2-ALL92-G094-C04,contradiction_candidate,cyber_defense,ok,mild_scope_overclaim,0.8,"The evidence mentions analyzing trade-offs between resilience, costs, and prioritization of operational goals, while the claim specifies interface design, report formatting, and analyst preferences, which are not present in the evidence.",True,False,,deepseek-v4-flash,1.77,530,88,0.000168,1,3,supported,0,0,0,both_wrong
LLM_169,SBV2-ALL92-G089-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The evidence states that a strong expert meta-policy outperforms a joint PPO policy, while the claim asserts that the expert hierarchical decision rule trails the joint PPO baseline.",True,False,,deepseek-v4-flash,1.76,519,82,0.000163,3,3,contradiction_candidate,3,1,1,both_correct
LLM_170,SBV2-ALL92-G083-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The evidence states that DeepXplain improves the F1-score and mitigation success rate, while the claim asserts that it lowers both metrics.",True,False,,deepseek-v4-flash,1.9,550,74,0.000169,3,3,contradiction_candidate,3,1,1,both_correct
LLM_171,SBV2-ALL92-G087-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The evidence states that human designers face substantial cognitive limitations, directly contradicting the claim that they face minimal cognitive limitations.",True,False,,deepseek-v4-flash,1.67,531,70,0.000163,3,3,contradiction_candidate,3,1,1,both_correct
LLM_172,SBV2-ALL92-G069-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The evidence states that systematic evaluation is constrained by limited access, while the claim asserts that it benefits from broad access.",True,False,,deepseek-v4-flash,1.62,520,70,0.00016,3,3,contradiction_candidate,3,1,1,both_correct
LLM_173,SBV2-ALL92-G099-C04,contradiction_candidate,cyber_defense,ok,mild_scope_overclaim,0.9,"The evidence states the observation and action spaces are decomposed into discrete entities, while the claim says continuous global vectors, which is a slight scope overclaim.",True,False,,deepseek-v4-flash,1.72,530,78,0.000165,1,3,contradiction_candidate,3,0,1,r4_only
LLM_174,SBV2-ALL92-G111-C04,contradiction_candidate,digital_twin,ok,contradiction_candidate,1.0,"The evidence explicitly states that there are challenges due to hardware limitations and software restrictions, directly contradicting the claim that there are no such limitations or restrictions.",True,False,,deepseek-v4-flash,1.81,525,77,0.000163,3,3,contradiction_candidate,3,1,1,both_correct
LLM_175,SBV2-ALL92-G110-C04,contradiction_candidate,digital_twin,ok,contradiction_candidate,1.0,"The claim states 'slow learning convergence and fragile task execution' while the evidence states 'rapid policy convergence and robust task execution', which are direct opposites.",True,False,,deepseek-v4-flash,1.77,510,78,0.00016,3,3,contradiction_candidate,3,1,1,both_correct
