sample_id,candidate_id,label_4_silver,domain,parse_status,llm_label,llm_confidence,llm_rationale,llm_evidence_used,llm_uncertain,warnings,model,latency,input_tokens_est,output_tokens_est,cost_estimate,llm_label_idx,silver_idx,r4_label,r4_label_idx,llm_correct,r4_correct,llm_vs_r4
LLM_161,SBV2-ALL92-G043-C04,contradiction_candidate,autonomous_driving,ok,contradiction_candidate,1.0,"The evidence states that the authors evaluate three recent end-to-end autonomous driving agents on HABIT, directly contradicting the claim that HABIT evaluates no recent end-to-end autonomy agents.",True,False,,deepseek-v4-flash,1.75,524,85,0.000165,3,3,contradiction_candidate,3,1,1,both_correct
LLM_162,SBV2-ALL92-G047-C04,contradiction_candidate,autonomous_driving,ok,contradiction_candidate,1.0,"The evidence states that GPUDrive achieves GPU-acceleration through Madrona, directly contradicting the claim that it lacks GPU acceleration.",True,False,,deepseek-v4-flash,1.88,513,73,0.000159,3,3,contradiction_candidate,3,1,1,both_correct
LLM_163,SBV2-ALL92-G065-C04,contradiction_candidate,autonomous_driving,ok,mild_scope_overclaim,0.8,"The evidence mentions design tradeoffs involving power, network, storage, sensor visibility, and ground truth sources, but the claim adds compute benchmarks, camera styling, annotation speed, map formatting, and dashboard layout which are not present in the evidence.",True,False,,deepseek-v4-flash,1.9,530,96,0.00017,1,3,contradiction_candidate,3,0,1,r4_only
LLM_164,SBV2-ALL92-G037-C04,contradiction_candidate,autonomous_driving,ok,contradiction_candidate,1.0,"The claim states that NAVSIM experiments evaluate on the navtest split due to light computational requirements, but the evidence explicitly says they evaluate on the navmini split because of heavy computational requirements.",True,False,,deepseek-v4-flash,1.82,509,84,0.000161,3,3,contradiction_candidate,3,1,1,both_correct
LLM_165,SBV2-ALL92-G034-C04,contradiction_candidate,autonomous_driving,ok,contradiction_candidate,1.0,"The claim states Bench2Drive avoids evaluating state-of-the-art E2E-AD models, but the evidence explicitly says they implement and evaluate such models.",True,False,,deepseek-v4-flash,1.78,524,78,0.000163,3,3,contradiction_candidate,3,1,1,both_correct
LLM_166,SBV2-ALL92-G004-CONTRA,contradiction_candidate,autonomous_driving,ok,contradiction_candidate,1.0,"The claim specifies an AMD Ryzen workstation, 16 GB RAM, and an NVIDIA RTX 2080 GPU, while the evidence states an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, which are directly conflicting hardware specifications.",True,False,,deepseek-v4-flash,2.0,559,111,0.000182,3,3,contradiction_candidate,3,1,1,both_correct
LLM_167,SBV2-ALL92-G091-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The claim states the study evaluates against no baselines, while the evidence explicitly states it evaluates against multiple baselines.",True,False,,deepseek-v4-flash,1.71,509,70,0.000157,3,3,contradiction_candidate,3,1,1,both_correct
LLM_168,SBV2-ALL92-G094-C04,contradiction_candidate,cyber_defense,ok,mild_scope_overclaim,0.8,"The evidence mentions analyzing trade-offs between resilience, costs, and prioritization of operational goals, while the claim specifies interface design, report formatting, and analyst preferences, which are not present in the evidence.",True,False,,deepseek-v4-flash,1.77,530,88,0.000168,1,3,mild_scope_overclaim,1,0,0,both_wrong
LLM_169,SBV2-ALL92-G089-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The evidence states that a strong expert meta-policy outperforms a joint PPO policy, while the claim asserts that the expert hierarchical decision rule trails the joint PPO baseline.",True,False,,deepseek-v4-flash,1.76,519,82,0.000163,3,3,contradiction_candidate,3,1,1,both_correct
LLM_170,SBV2-ALL92-G083-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The evidence states that DeepXplain improves the F1-score and mitigation success rate, while the claim asserts that it lowers both metrics.",True,False,,deepseek-v4-flash,1.9,550,74,0.000169,3,3,contradiction_candidate,3,1,1,both_correct
LLM_171,SBV2-ALL92-G087-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The evidence states that human designers face substantial cognitive limitations, directly contradicting the claim that they face minimal cognitive limitations.",True,False,,deepseek-v4-flash,1.67,531,70,0.000163,3,3,contradiction_candidate,3,1,1,both_correct
LLM_172,SBV2-ALL92-G069-C04,contradiction_candidate,cyber_defense,ok,contradiction_candidate,1.0,"The evidence states that systematic evaluation is constrained by limited access, while the claim asserts that it benefits from broad access.",True,False,,deepseek-v4-flash,1.62,520,70,0.00016,3,3,contradiction_candidate,3,1,1,both_correct
LLM_173,SBV2-ALL92-G099-C04,contradiction_candidate,cyber_defense,ok,mild_scope_overclaim,0.9,"The evidence states the observation and action spaces are decomposed into discrete entities, while the claim says continuous global vectors, which is a slight scope overclaim.",True,False,,deepseek-v4-flash,1.72,530,78,0.000165,1,3,contradiction_candidate,3,0,1,r4_only
LLM_174,SBV2-ALL92-G111-C04,contradiction_candidate,digital_twin,ok,contradiction_candidate,1.0,"The evidence explicitly states that there are challenges due to hardware limitations and software restrictions, directly contradicting the claim that there are no such limitations or restrictions.",True,False,,deepseek-v4-flash,1.81,525,77,0.000163,3,3,contradiction_candidate,3,1,1,both_correct
LLM_175,SBV2-ALL92-G110-C04,contradiction_candidate,digital_twin,ok,contradiction_candidate,1.0,"The claim states 'slow learning convergence and fragile task execution' while the evidence states 'rapid policy convergence and robust task execution', which are direct opposites.",True,False,,deepseek-v4-flash,1.77,510,78,0.00016,3,3,contradiction_candidate,3,1,1,both_correct
LLM_026,SBV2-ALL92-G106-C01,supported,digital_twin,ok,supported,1.0,"The evidence directly states that test error (MAPE) was evaluated by running the estimated optimal policy on the physical system for 2,000 episodes, which matches the claim.",True,False,,deepseek-v4-flash,1.44,529,78,9.8e-05,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_027,SBV2-ALL92-G108-C01,supported,digital_twin,ok,supported,1.0,"The evidence directly states that the method is 'theoretically justified' and 'does not rely on restrictive assumptions such as linear transitions', which matches the claim exactly.",True,False,,deepseek-v4-flash,1.55,515,76,9.4e-05,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_028,SBV2-ALL92-G116-C01,supported,digital_twin,ok,supported,1.0,"The evidence directly states that GPT-4o-mini reached perfect accuracy on one document and extracted fewer regulations overall, favoring precision over recall, which matches the claim exactly.",True,False,,deepseek-v4-flash,1.57,532,77,9.9e-05,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_029,SBV2-ALL92-G119-C01,supported,digital_twin,ok,supported,1.0,"The evidence directly states that individual CAV evaluation provides detection metrics based on average precision across IoU thresholds and multiclass mean average precision, matching the claim exactly.",True,False,,deepseek-v4-flash,1.53,537,75,9.9e-05,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_030,SBV2-ALL92-G146-C01,supported,digital_twin,ok,supported,1.0,"The evidence directly states the same accuracy percentage and predictive-model outputs, and explicitly mentions potential for network optimization and management, matching the claim exactly.",True,False,,deepseek-v4-flash,1.53,529,71,9.6e-05,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_031,SBV2-ALL92-G140-C01,supported,digital_twin,ok,supported,1.0,"The evidence directly states a 37% improvement in 95th percentile latency and a 30% reduction in energy consumption compared to existing literature, matching the claim exactly.",True,False,,deepseek-v4-flash,1.54,535,77,9.9e-05,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_032,SBV2-ALL92-G213-C01,supported,marl,ok,supported,1.0,"The evidence directly states that optimization with individual utility functions remains unsolved in the most general setting, which matches the claim.",True,False,,deepseek-v4-flash,1.23,510,67,0.000107,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_033,SBV2-ALL92-G205-C01,supported,marl,ok,supported,1.0,"The evidence directly states that they implement an interface between the simulator and the Python wind farm environment via MPI communication channels, matching the claim exactly.",True,False,,deepseek-v4-flash,1.31,523,71,0.000161,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_034,SBV2-ALL92-G186-C01,supported,marl,ok,supported,1.0,"The evidence directly states that many academic benchmarks differ markedly from industrial control problems, limiting transferability to real-world applications, which matches the claim's assertion about the paper's argument.",True,False,,deepseek-v4-flash,1.7,507,78,0.000159,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_035,SBV2-ALL92-G196-C01,supported,marl,ok,supported,1.0,The evidence explicitly states that the algorithm is evaluated in the same three continuous-action benchmark environments as the claim.,True,False,,deepseek-v4-flash,1.8,537,64,0.000163,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_036,SBV2-ALL92-G190-C01,supported,marl,ok,supported,1.0,"The evidence directly states that all four cooperation paradigms are evaluated under a consistent experimental setting enabling systematic comparison of LLM autonomy and collaborative behavior, which matches the claim exactly.",True,False,,deepseek-v4-flash,1.73,521,76,0.000162,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_037,SBV2-ALL92-G187-C01,supported,marl,ok,supported,0.95,"The evidence directly states that evaluating CL methods with MARL algorithms shows conclusions change as sequences lengthen and that retaining cooperative behavior worsens with more agents, harder tasks, and changing partners, matching the claim.",True,False,,deepseek-v4-flash,1.88,544,84,0.00017,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_038,SBV2-ALL92-G224-C01,supported,policy_simulation,ok,supported,0.95,"The evidence directly states that over 90% of state voting results are predicted correctly under the winner-takes-all rule, matching the claim exactly.",True,False,,deepseek-v4-flash,1.55,532,72,0.000164,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_039,SBV2-ALL92-G214-C01,supported,policy_simulation,ok,supported,1.0,"The evidence directly states the same accuracy figures (24.5% on comprehensive scenarios and 15.04% on targeted sub-tasks) as the claim, with no material overstatement.",True,False,,deepseek-v4-flash,1.9,542,81,0.000169,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_040,SBV2-ALL92-G233-C01,supported,policy_simulation,ok,supported,1.0,"The evidence explicitly states that SimCity exhibits the same list of macroeconomic phenomena as the claim, with only a minor wording difference ('price elasticity of demand' vs 'demand elasticity').",True,False,,deepseek-v4-flash,2.11,545,80,0.00017,0,0,supported,0,1,1,both_correct
LLM_041,SBV2-ALL92-G261-C01,supported,policy_simulation,ok,supported,1.0,"The evidence directly states that a calibration layer maps aggregated agent responses to observable population level metrics, enabling validation and counterfactual policy analysis, which matches the claim exactly.",True,False,,deepseek-v4-flash,1.9,516,76,0.000161,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_042,SBV2-ALL92-G255-C01,supported,policy_simulation,ok,supported,1.0,"The evidence directly states that the simulation models individual behaviors and large-scale mobility patterns in Taipei City using real-world data, matching the claim exactly.",True,False,,deepseek-v4-flash,1.77,505,71,0.000156,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_043,SBV2-ALL92-G266-C01,supported,policy_simulation,ok,supported,1.0,"The evidence directly states that each answer was mapped from a six-point Likert scale to an ordinal score of 1–6 and that responses from both surveys were pooled before averaging, exactly matching the claim.",True,False,,deepseek-v4-flash,2.08,540,84,0.000169,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_044,SBV2-ALL92-G253-C01,supported,policy_simulation,ok,supported,1.0,"The evidence explicitly states that the final location is selected using a modified Huff model that considers distance and attractiveness, where attractiveness is a composite of popularity and credibility, matching the claim exactly.",True,False,,deepseek-v4-flash,2.09,543,79,0.000169,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_045,SBV2-ALL92-G272-C01,supported,policy_simulation,ok,supported,1.0,"The evidence directly states that in a full-wallet account, the balance does not change in the absence of selling or traveling because each new credit causes the oldest credit to expire.",True,False,,deepseek-v4-flash,2.39,538,78,0.000167,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_046,SBV2-ALL92-G232-C01,supported,policy_simulation,ok,supported,1.0,The evidence directly states the same action and notation as the claim.,True,False,,deepseek-v4-flash,1.88,520,56,0.000156,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_047,SBV2-ALL92-G161-C01,supported,robotics,ok,supported,1.0,"The evidence directly states that the approach is a step toward low-code applications and acknowledges it does not offer the best fine-tuned performance, matching the claim exactly.",True,False,,deepseek-v4-flash,1.78,522,75,0.000162,0,0,mild_scope_overclaim,1,1,0,llm_only
LLM_048,SBV2-ALL92-G164-C01,supported,robotics,ok,supported,0.95,"The evidence directly states that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, which matches the claim.",True,False,,deepseek-v4-flash,1.49,531,81,0.000166,0,0,supported,0,1,1,both_correct
LLM_049,SBV2-ALL92-G163-C01,supported,robotics,ok,supported,1.0,"The evidence directly states evaluation of context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot, matching the claim exactly.",True,False,,deepseek-v4-flash,1.84,516,78,0.000161,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_050,SBV2-ALL92-G167-C01,supported,robotics,ok,supported,1.0,"The evidence directly states the importance of benchmarking and comparing performances not only in simulation but also on real hardware, which matches the claim's assertion about the paper's argument.",True,False,,deepseek-v4-flash,1.8,530,76,0.000164,0,0,strong_action_overclaim,2,1,0,llm_only
LLM_076,SBV2-ALL92-G124-C02,mild_scope_overclaim,digital_twin,ok,supported,0.95,"The evidence directly states that the design choice process considered surrogate prediction accuracy and selecting states that could be realistically monitored with sensors, which matches the claim's description of treating these as central factors during later state selection.",True,False,,deepseek-v4-flash,2.35,522,84,0.000164,0,1,strong_action_overclaim,2,0,0,both_wrong
LLM_077,SBV2-ALL92-G107-C02,mild_scope_overclaim,digital_twin,ok,mild_scope_overclaim,0.8,"The evidence supports outperformance in biopharmaceutical numerical experiments but does not mention a manufacturing benchmark, so the claim slightly broadens the scope.",True,False,,deepseek-v4-flash,1.82,527,76,0.000164,1,1,strong_action_overclaim,2,1,0,llm_only
LLM_078,SBV2-ALL92-G116-C02,mild_scope_overclaim,digital_twin,ok,mild_scope_overclaim,0.9,"The evidence states perfect accuracy on one document, but the claim says two documents, which is a slight broadening of scope.",True,False,,deepseek-v4-flash,1.63,532,72,0.000164,1,1,strong_action_overclaim,2,1,0,llm_only
LLM_079,SBV2-ALL92-G108-C02,mild_scope_overclaim,digital_twin,ok,mild_scope_overclaim,0.9,"The evidence claims the method is the first theoretically justified MBRL method without restrictive assumptions like linear transitions, but the claim adds 'fixed noise terms' which is not mentioned in the evidence.",True,False,,deepseek-v4-flash,1.56,519,85,0.000164,1,1,strong_action_overclaim,2,1,0,llm_only
LLM_080,SBV2-ALL92-G128-C02,mild_scope_overclaim,digital_twin,ok,supported,1.0,"The evidence directly states that the method achieves the top mean return, lowest standard deviation across seeds, and the best Sharpe-like index, which matches the claim exactly.",True,False,,deepseek-v4-flash,1.74,514,75,0.00016,0,1,mild_scope_overclaim,1,0,1,r4_only
LLM_081,SBV2-ALL92-G135-C02,mild_scope_overclaim,digital_twin,ok,supported,1.0,"The evidence directly states that a common limitation in RL approaches is the simplistic modeling of BESS restricted to electrical behavior, matching the claim.",True,False,,deepseek-v4-flash,1.81,521,70,0.00016,0,1,strong_action_overclaim,2,0,0,both_wrong
LLM_082,SBV2-ALL92-G198-C02,mild_scope_overclaim,marl,ok,mild_scope_overclaim,0.9,"The evidence states 'strongly coupled tasks' while the claim broadens this to 'moderately coupled problems', which is a slight scope change.",True,False,,deepseek-v4-flash,1.69,536,78,0.000167,1,1,strong_action_overclaim,2,1,0,llm_only
LLM_083,SBV2-ALL92-G205-C02,mild_scope_overclaim,marl,ok,supported,1.0,"The evidence directly states implementing an interface between the simulator and Python wind farm environment via MPI communication channels, matching the claim.",True,False,,deepseek-v4-flash,1.91,523,67,0.00016,0,1,mild_scope_overclaim,1,0,1,r4_only
LLM_084,SBV2-ALL92-G175-C02,mild_scope_overclaim,marl,ok,supported,1.0,"The evidence explicitly states that IPPO is independent PPO without centralized value estimation and PQN is an efficient Q-learning algorithm, matching the claim's description.",True,False,,deepseek-v4-flash,1.8,567,74,0.000174,0,1,strong_action_overclaim,2,0,0,both_wrong
LLM_085,SBV2-ALL92-G190-C02,mild_scope_overclaim,marl,ok,mild_scope_overclaim,0.9,"The evidence mentions four cooperation paradigms, while the claim states five, which is a slight numerical overstatement.",True,False,,deepseek-v4-flash,1.66,521,69,0.00016,1,1,contradiction_candidate,3,1,0,llm_only
LLM_086,SBV2-ALL92-G178-C02,mild_scope_overclaim,marl,ok,mild_scope_overclaim,0.9,"The evidence only mentions homogeneous teams, while the claim adds 'mixed teams' without support.",True,False,,deepseek-v4-flash,1.48,514,66,0.000157,1,1,mild_scope_overclaim,1,1,1,both_correct
LLM_087,SBV2-ALL92-G180-C02,mild_scope_overclaim,marl,ok,contradiction_candidate,1.0,"The claim states performance is 'near-saturated', while the evidence explicitly says 'Performance does not saturate', which is a direct contradiction.",True,False,,deepseek-v4-flash,1.58,521,75,0.000162,3,1,contradiction_candidate,3,0,0,both_wrong
LLM_088,SBV2-ALL92-G257-C02,mild_scope_overclaim,policy_simulation,ok,supported,1.0,"The evidence directly states that MobileCity achieves efficiency partly by disabling LLM modules at scale, trading behavioral fidelity for speed, which matches the claim exactly.",True,False,,deepseek-v4-flash,1.22,536,73,0.000165,0,1,strong_action_overclaim,2,0,0,both_wrong
LLM_089,SBV2-ALL92-G256-C02,mild_scope_overclaim,policy_simulation,ok,supported,1.0,"The evidence directly states that the benchmark highlights potential for large speedups relative to online LLM inference, and acknowledges that throughput depends on hardware and implementation details, matching the claim exactly.",True,False,,deepseek-v4-flash,1.76,520,79,0.000163,0,1,strong_action_overclaim,2,0,0,both_wrong
LLM_090,SBV2-ALL92-G266-C02,mild_scope_overclaim,policy_simulation,ok,supported,1.0,"The evidence directly states that each answer was mapped from a six-point Likert-scale response to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, matching the claim exactly.",True,False,,deepseek-v4-flash,2.11,540,85,0.00017,0,1,strong_action_overclaim,2,0,0,both_wrong
LLM_091,SBV2-ALL92-G259-C02,mild_scope_overclaim,policy_simulation,ok,mild_scope_overclaim,0.9,"The claim states 'eight behavioral categories' while the evidence specifies 'six behavioral categories', a slight broadening of scope.",True,False,,deepseek-v4-flash,1.41,527,71,0.000162,1,1,mild_scope_overclaim,1,1,1,both_correct
LLM_092,SBV2-ALL92-G252-C02,mild_scope_overclaim,policy_simulation,ok,mild_scope_overclaim,0.9,"The evidence states that scaling to richer actions is future work, but the claim includes 'richer actions for later work' which aligns with the evidence, though the claim slightly broadens by listing 'several population sizes' while the evidence only mentions scaling to millions as future work.",True,False,,deepseek-v4-flash,1.78,532,103,0.000172,1,1,supported,0,1,0,llm_only
LLM_093,SBV2-ALL92-G254-C02,mild_scope_overclaim,policy_simulation,ok,mild_scope_overclaim,0.9,"The evidence mentions accuracy, reliability, and urban planning applications but does not include transferability, which the claim adds.",True,False,,deepseek-v4-flash,1.69,506,71,0.000157,1,1,strong_action_overclaim,2,1,0,llm_only
LLM_094,SBV2-ALL92-G226-C02,mild_scope_overclaim,policy_simulation,ok,mild_scope_overclaim,0.9,"The evidence supports steeper declines in perceived safety and social connection for highly vulnerable agents, but the claim adds 'comfort' which is not mentioned in the evidence.",True,False,,deepseek-v4-flash,1.94,525,80,0.000164,1,1,mild_scope_overclaim,1,1,1,both_correct
LLM_095,SBV2-ALL92-G215-C02,mild_scope_overclaim,policy_simulation,ok,mild_scope_overclaim,0.9,"The evidence states that interpreting results is a challenge requiring expertise, but the claim says interpretation is resolved, which overstates the evidence.",True,False,,deepseek-v4-flash,1.99,587,74,0.000179,1,1,strong_action_overclaim,2,1,0,llm_only
LLM_096,SBV2-ALL92-G261-C02,mild_scope_overclaim,policy_simulation,ok,supported,1.0,"The evidence directly states that a calibration layer maps aggregated agent responses to observable population level metrics for validation and counterfactual policy analysis, which matches the claim's description.",True,False,,deepseek-v4-flash,1.5,517,76,0.000161,0,1,supported,0,0,0,both_wrong
LLM_097,SBV2-ALL92-G166-C02,mild_scope_overclaim,robotics,ok,supported,0.95,"The evidence directly states that having the highest possible reward at 0 makes Q-function learning more stable and prevents policy degradation after successful swing-ups, which matches the claim.",True,False,,deepseek-v4-flash,1.85,544,76,0.000168,0,1,supported,0,0,0,both_wrong
LLM_098,SBV2-ALL92-G167-C02,mild_scope_overclaim,robotics,ok,mild_scope_overclaim,0.8,"The evidence mentions benchmarking in simulation and on real hardware but does not explicitly mention visual transfer tests, which the claim adds.",True,False,,deepseek-v4-flash,1.41,534,72,0.000164,1,1,strong_action_overclaim,2,1,0,llm_only
LLM_099,SBV2-ALL92-G172-C02,mild_scope_overclaim,robotics,ok,supported,1.0,"The evidence directly lists the same three evaluation methods (simulation testing of PX4 and ArduPilot, agent performance analysis, and feedback from sUAS developers) as the claim.",True,False,,deepseek-v4-flash,1.84,546,82,0.00017,0,1,strong_action_overclaim,2,0,0,both_wrong
LLM_100,SBV2-ALL92-G163-C02,mild_scope_overclaim,robotics,ok,mild_scope_overclaim,0.9,"The evidence mentions a canonical control benchmark and a real-world pushing task, but the claim adds a 'mobile manipulation test' not present in the evidence.",True,False,,deepseek-v4-flash,1.93,516,78,0.000161,1,1,mild_scope_overclaim,1,1,1,both_correct
LLM_126,SBV2-ALL92-G145-C03,strong_action_overclaim,digital_twin,ok,supported,0.95,"The evidence directly states that APDT was implemented as a proof of concept in a university campus setting using historical data and simulating scenarios based on real-time configurations, matching the claim.",True,False,,deepseek-v4-flash,1.61,523,78,0.000163,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_127,SBV2-ALL92-G122-C03,strong_action_overclaim,digital_twin,ok,contradiction_candidate,1.0,"The claim states an R2 above 0.70, but the evidence reports an R2 of 0.3798, which is a direct numerical contradiction.",True,False,,deepseek-v4-flash,1.56,535,80,0.000167,3,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_128,SBV2-ALL92-G111-C03,strong_action_overclaim,digital_twin,ok,supported,1.0,"The evidence directly lists hardware limitations (mechanical system design, computer capabilities) and software restrictions (algorithm efficiency), which the claim expands with sensor calibration and actuator maintenance but these are reasonable elaborations within the same domain.",True,False,,deepseek-v4-flash,2.13,530,86,0.000167,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_129,SBV2-ALL92-G131-C03,strong_action_overclaim,digital_twin,ok,contradiction_candidate,1.0,"The evidence states that a digital shadow is defined by the inability to guarantee automated control, while the claim asserts that it provides assured automated control.",True,False,,deepseek-v4-flash,1.8,509,75,0.000158,3,2,contradiction_candidate,3,0,0,both_wrong
LLM_130,SBV2-ALL92-G116-C03,strong_action_overclaim,digital_twin,ok,mild_scope_overclaim,0.9,"The evidence states perfect accuracy on one document, while the claim extends this to four documents, broadening the scope.",True,False,,deepseek-v4-flash,1.72,532,70,0.000163,1,2,contradiction_candidate,3,0,0,both_wrong
LLM_131,SBV2-ALL92-G140-C03,strong_action_overclaim,digital_twin,ok,mild_scope_overclaim,0.9,"The claim states 60% lower latency and 50% lower energy consumption, but the evidence reports 37% improvement in latency and 30% reduction in energy consumption, which are lower percentages.",True,False,,deepseek-v4-flash,1.85,535,88,0.000169,1,2,strong_action_overclaim,2,0,1,r4_only
LLM_132,SBV2-ALL92-G186-C03,strong_action_overclaim,marl,ok,contradiction_candidate,1.0,"The evidence states that academic benchmarks differ markedly from industrial problems, limiting their transferability, which directly contradicts the claim that they still provide reliable transfer.",True,False,,deepseek-v4-flash,1.91,508,76,0.000158,3,2,contradiction_candidate,3,0,0,both_wrong
LLM_133,SBV2-ALL92-G178-C03,strong_action_overclaim,marl,ok,mild_scope_overclaim,0.9,"The evidence states LLMs are evaluated zero-shot, while the claim says they are 'trained' with MARL agents, which is a slight scope overstatement.",True,False,,deepseek-v4-flash,1.89,512,81,0.000161,1,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_134,SBV2-ALL92-G190-C03,strong_action_overclaim,marl,ok,supported,1.0,"The evidence states that all four cooperation paradigms are evaluated under a consistent experimental setting enabling systematic comparison of LLM autonomy and collaborative behavior, which directly matches the claim.",True,False,,deepseek-v4-flash,1.79,520,75,0.000161,0,2,contradiction_candidate,3,0,0,both_wrong
LLM_135,SBV2-ALL92-G205-C03,strong_action_overclaim,marl,ok,supported,0.95,"The evidence states that an interface between the simulator and the Python wind farm environment is implemented via MPI communication channels, which directly supports the claim that WFCRL implements a Python-based simulator core through MPI channels for wind farm environment computations.",True,False,,deepseek-v4-flash,1.85,524,89,0.000166,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_136,SBV2-ALL92-G193-C03,strong_action_overclaim,marl,ok,supported,1.0,"The evidence explicitly lists mutual agreement, pre-agreed arbitration policy, and escalation to an agreed arbiter as the resolution methods, matching the claim's description of automatic conflict-resolution features.",True,False,,deepseek-v4-flash,1.23,538,79,0.000167,0,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_137,SBV2-ALL92-G175-C03,strong_action_overclaim,marl,ok,mild_scope_overclaim,0.8,"The evidence mentions MAPPO, IPPO, and PQN but does not mention QMIX, and it does not state that each method is treated as a parallel-environment Q-learning algorithm.",True,False,,deepseek-v4-flash,2.77,569,86,0.000178,1,2,strong_action_overclaim,2,0,1,r4_only
LLM_138,SBV2-ALL92-G266-C03,strong_action_overclaim,policy_simulation,ok,supported,1.0,"The evidence directly states that answers were mapped from a six-point Likert scale to ordinal scores 1–6 and that responses from both surveys were pooled before averaging, matching the claim exactly.",True,False,,deepseek-v4-flash,1.56,540,81,0.000168,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_139,SBV2-ALL92-G252-C03,strong_action_overclaim,policy_simulation,ok,mild_scope_overclaim,0.95,"The claim states the evaluation covered million-agent populations, multi-country cases, and richer actions, but the evidence explicitly says these are future work, not covered.",True,False,,deepseek-v4-flash,1.64,533,79,0.000166,1,2,contradiction_candidate,3,0,0,both_wrong
LLM_140,SBV2-ALL92-G234-C03,strong_action_overclaim,policy_simulation,ok,mild_scope_overclaim,0.9,"The evidence mentions only 'comparison' while the claim adds 'replication, and benchmarking', which slightly broadens the scope.",True,False,,deepseek-v4-flash,1.54,526,74,0.000163,1,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_141,SBV2-ALL92-G255-C03,strong_action_overclaim,policy_simulation,ok,mild_scope_overclaim,0.9,"The evidence mentions individual behaviors and large-scale mobility patterns but does not explicitly include household relocation or freight activity, which the claim adds.",True,False,,deepseek-v4-flash,1.5,508,74,0.000158,1,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_142,SBV2-ALL92-G272-C03,strong_action_overclaim,policy_simulation,ok,mild_scope_overclaim,0.9,"The evidence states the balance does not change in the absence of selling or traveling, but the claim says it stays unchanged during sale and travel periods, which directly contradicts the condition in the evidence.",True,False,,deepseek-v4-flash,1.4,534,86,0.000168,1,2,mild_scope_overclaim,1,0,0,both_wrong
LLM_143,SBV2-ALL92-G214-C03,strong_action_overclaim,policy_simulation,ok,contradiction_candidate,1.0,"The claim states accuracy above 60% on broad cases and 45% on targeted sub-tasks, but the evidence reports only 24.5% and 15.04% respectively, which directly conflicts.",True,False,,deepseek-v4-flash,1.31,538,90,0.00017,3,2,contradiction_candidate,3,0,0,both_wrong
LLM_144,SBV2-ALL92-G232-C03,strong_action_overclaim,policy_simulation,ok,supported,1.0,"The evidence directly states that the shock is implemented by altering skill requirements in production midway through the simulation, denoted as '0 to Event' in Figure 7, which matches the claim exactly.",True,False,,deepseek-v4-flash,1.29,523,81,0.000164,0,2,strong_action_overclaim,2,0,1,r4_only
LLM_145,SBV2-ALL92-G261-C03,strong_action_overclaim,policy_simulation,ok,supported,0.95,"The evidence directly states that a calibration layer maps aggregated agent responses to population level metrics for counterfactual policy analysis, matching the claim's description.",True,False,,deepseek-v4-flash,1.9,516,72,0.000159,0,2,supported,0,0,0,both_wrong
LLM_146,SBV2-ALL92-G271-C03,strong_action_overclaim,policy_simulation,ok,contradiction_candidate,1.0,"The claim states inconsistency stabilizes near 0.05 after day 5, but the evidence reports stabilization around 0.15 after day 15, directly conflicting on both the value and the time.",True,False,,deepseek-v4-flash,1.42,531,88,0.000168,3,2,mild_scope_overclaim,1,0,0,both_wrong
